"","ID","Afraid","Ashamed","Distressed","Guilty","Hostile","Irritable","Jittery","Nervous","Scared","Upset","Frightened","Shaky","Angry","Scornful","Disgusted","Loathing","Sad","Blue","Downhearted","Alone","Lonely","Active","Alert","Attentive","Determined","Enthusiastic","Excited","Inspired","Interested","Proud","Strong"
"23",80141,0,0.0410529261691244,0.0784121056502875,0.0568037092116342,0,0.058978554242654,0.0214656667063267,0.0570425963732417,0,0.0637854233344945,0,0,0.058978554242654,0,0,0,0.0767404708028285,0.0305646609781801,0.0767404708028285,0,0,0.314168056158844,0.363333762281319,0.286141837009307,0.2964213358117,0.237786829013683,0.397808629330064,0.180870330919377,0.253137439399539,0.2002658805434,0.13550877865446
"24",80150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",80151,0,0,0,0,0,1.82566277002387,0,0.295287894225604,0,1.13682934180156,0,0.295287894225604,0.28420733545039,0,0.85262200635117,0,0,0,0,0,0,2.5777677422022,1.50055793195161,0.806064255089718,1.29293290708844,1.79336160138813,3.9201798651148,2.38165421203716,2.26471543729116,3.62605812502252,1.8243659205063
"26",80160,0.377964473009228,0.188982236504614,0.603520906214597,0.188982236504614,0,0.340692571934623,0.197057555530013,0.572091088900988,0.377964473009228,0.57476703355111,0.188982236504614,0.197057555530013,0.188982236504614,0,0.188982236504614,0,0.377964473009228,0.188982236504614,0.377964473009228,0,0,0.298207065385139,0.438713978429808,0.406919842075694,0.67314823869062,0.494533215789406,0.582327888160739,0.48812003429178,0.491705720013492,0.318038314275406,0.342585377304879
"27",80161,0.0194632284837636,0.127444332761453,0.271374194562615,0.354901251018945,0,0,0,0.277989488403171,0.0194632284837636,0,0,0,0,0,0,0,0.127444332761453,0,0,0,0,0.330696145974327,0,0.199700102270986,0.0944911182523068,0.155991132913139,0.0651301966599594,0,0.225983809099977,0,0
"28",80170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",80171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",80180,0.235702260395516,0.235702260395516,0.191293821211165,0.140079563466686,0.0525332746299164,0.0233276972623982,0,0.204124145231931,0.144337567297406,0.191738978071229,0.0833333333333333,0.0617930665858499,8.47115222119696e-17,0,0.18537919975755,0,0,0.0719146880517605,0.169888254417589,0,0,0.167754323153043,0.267185239575417,0.37196599438711,0.216046658237072,0.511061863811169,0.251412917641896,0.64331493550061,0.388085745347551,0.283777114015475,0.432194160765368
"31",80181,0.140033828583633,0.121899180656204,0.167912340514339,0.178612873388998,0.0545725322733462,0.230464916418613,0.0992726736336122,0.135940403128946,0.114794024446991,0.193753105961354,0.107414660736466,0.0607501900172525,0.175443004048361,0.079179182009049,0.0616388454023152,0.0312921160736746,0.154245690321013,0.172763561963617,0.215587438922007,0.114367265374181,0.105850079630288,0.280880999139668,0.274195257746758,0.224623600832466,0.149186375193435,0.161734218185109,0.208563858568666,0.21166812080759,0.142475406434015,0.168282223607441,0.186267481537337
"32",80190,0.0883883476483184,0,0.242083760023724,0.353926207539199,0,0.552900162925305,0.0586764359266692,0.0883883476483184,0.0883883476483184,0.307169541366671,0.0883883476483184,0.0586764359266692,0.197642353760524,0,0.266087933436289,0.154185045515859,0.0844435899720205,0.0883883476483184,0.0883883476483184,0.125,0.125,0.375333479728895,0.362645803185621,0.216955901836919,0.255099103933398,0.472445461734655,0.45197809131022,0.595432584629566,0.235899125972337,0.955590420010783,0.530711407132111
"33",80191,0.089062801273671,0,0.0345482096913252,0.200445931434318,0.0764748242654561,0,0.184637178209856,0.0484270681546472,0,0.0171413898994571,0,0.14971244285832,0.0674680058379405,0.0634281892230071,0.0514241696983714,0.0171413898994571,0,0,0,0,0,0.364047432338415,1.15029295616327,1.93176432657961,0.216109935677075,0.391967274653615,0.356910596652662,0.0690964193826505,0.944286531867363,0.148799612992094,0
"34",80200,0,0,0,0.670820393249941,0,0.682367203197839,0,0,0,2.78668710120102,0,0,0,0,0,0,0,0,0,0,0,1.21292232049519,5.58012967790386,4.71802100697122,5.17086522955519,2.59172025668054,2.45232316159378,2.88205655739083,9.81389321319519,4.65802771806081,3.23361253090098
"35",80201,0,0.517672888497393,0.812488407178841,1.98762463477905,0,1.02996860221065,0,0.33592740617911,0,1.92524279183623,0,0,1.1866697446469,0.0833333333333333,0.671423904933682,0,0.331821823962545,1.00727718510853,1.21989449268361,0.431229065974749,0.976049976845755,2.47588010683028,0.812915801299913,0.434925085268422,0.927609787201676,0.889191124666472,2.34333154205538,0.597371459746048,2.38705918974359,0.855990380550991,0.983924900069727
"36",80210,0,0.172352167601804,0.478926737016293,0.172352167601804,0,0.237805381166155,0.0328176479811077,0.262162614343003,0,0.510239749755703,0,0.258446749768595,0.128450843965438,0,0,0.109783783205837,0.502743320225612,0.109783783205837,0.177668808901317,0.163396757506882,0.102292677250367,0.506692674667558,0.420756635810064,0.253995029718601,0.550753562817349,0.284803437496726,0.43590591667253,0.218665181914188,0.484124360271623,0.329120990654301,0.209400181811792
"37",80211,0.058925565098879,0,0.0562037574737905,0.182948126742609,0,0.359708579042369,0.223487862925712,0.238372780913121,0.115928464788975,0.0874159430655258,0,0.091672010288485,0.0151716610962295,0,0.0131333151349401,0,0.100395913912295,0.0197341390749176,0.0565584936457391,0.041136680501397,0,0.0801957457610138,0.209616486894091,0.23334768748939,0.0147054840887863,0.0152262292257138,0.114944732310325,0,0.0942975673786129,0.0238868277537143,0.116313021013037
"38",80220,0.0805453708774462,0,0.173164419315773,1.48721029145065e-16,0.0239782315754481,0.1495677264369,0.0671986779554179,0.180161336361114,0.0163412738086927,0.142279778430578,0.0615392276678098,0,0.103264154145256,0.0239782315754481,0.0381954222591405,0.0548348676401502,0.165937058836864,0.0492242378994165,0.0675950955145299,0.0548348676401498,0.0548348676401502,0.356610409056232,0.261028527240485,0.349459119384724,0.3057675357999,0.166927076066529,0.200510498557461,0.0605738970723503,0.360689878958974,0.133618221382261,0.248993509591614
