"","ID","Cheerful","Satisfied","Happy","Insecure","Anxious","Down","Tired","Energetic"
"1",27953,0.322939631158788,0.301175586242209,0.155797948080776,0.267107210704812,0.28860155191593,0.262249553545527,0.316872973118816,0.336167988538898
"2",27954,NA,NA,NA,NA,NA,NA,NA,NA
"3",27955,0.200994306150029,0.130790145606105,0.284829664148699,0.0797001549763725,0.104065839703261,0.284896394313327,0.340086960054828,0.356644293469957
"4",27956,NA,NA,NA,NA,NA,NA,NA,NA
"5",27957,0.281928420321089,0.260825152270923,0.174686178971213,0.210921973609871,0.121494016245715,0.339599088513179,0.365318254273056,0.450329413160165
"6",27958,0.474808117453917,0.318251152320724,0.157296217906686,0,0,0.0827232275269868,0.282381653861932,0.404587177188561
"7",27959,0.232193696635996,0.198248685386743,0.180183027045625,0,0.0680413817439773,0,0.305133765017599,0.345644176824034
"8",27966,NA,NA,NA,NA,NA,NA,NA,NA
"9",27972,0.514384780019069,0.237742276927137,0.297077059269483,0.47687538082891,0.139465170927142,0.469533316039041,0.738372627724345,0.354002266375894
"10",27984,0.23724639947272,0.401150459172887,0.230421514274629,0.174910240777937,0.129779947656832,0.19615278513325,0.389462706535916,0.324561639706978
"11",27985,0.136981016001366,0.0864438339733086,0.139140423933666,0.0363092529333281,0,0,0.157292959702687,0.218246967800268
"12",27987,0.114120598837828,0.106970595408645,0.149873261990866,0.0892379332287877,0.145254335294564,0.103512754984185,0.244521152461495,0.12501108821548
"13",27994,0.138558012180662,0.122696549297578,0.15428538209427,0.275918311637621,0.156784211503738,0.127526456848701,0.29693845917036,0.135328154700968
"14",27995,NA,NA,NA,NA,NA,NA,NA,NA
"15",27999,0.192948598748198,0.260076320149102,0.0993761725203041,0.188647120554684,0.105863475928861,0.0949459595589528,0.368116964904671,0.35768024745974
"16",28004,0.159501315939448,0.133185121028139,0.0929960430020164,0.0797510310812391,0,0.308375807102691,0.254124524854444,0.0847152922723559
"17",28010,NA,NA,NA,NA,NA,NA,NA,NA
"18",28012,0.211565930788795,0.171196531440495,0.239900558633722,0.105754599987201,0.0168036764524273,0.284831279919401,0.280154508649202,0.278731204104556
"19",28039,NA,NA,NA,NA,NA,NA,NA,NA
"20",28063,0.361777094847269,0.236716155901264,0.241023616759801,0.265349869763096,0.186946401220713,0.134182673204595,0.393861873495121,0.393438027400727
"21",28065,NA,NA,NA,NA,NA,NA,NA,NA
"22",28081,0.0743752705914845,0.201235471627377,0.178808148493449,0.105409255338946,0,0.0745355992499931,0.205969849084889,0.171405595113681
"23",28085,NA,NA,NA,NA,NA,NA,NA,NA
"24",28092,0.277350726774806,0.111697027466117,0.207013270683388,0.2175119168455,0.183719368596628,0.242933139683428,0.447447695320724,0.261373131922192
"25",28097,0.181824539244446,0.299043815964439,0.225346604695084,0.242070644944439,0.225435618911266,0.294164500052486,0.326755492939656,0.29257392488767
"26",28116,0.201079875636854,0.289722985392388,0.253734326973402,0.211052956518042,0.384375574131422,0.244817446263261,0.0362814505553369,0.277587404721737
"27",28118,NA,NA,NA,NA,NA,NA,NA,NA
"28",28119,0.306370074347397,0.155644166383918,0.114080506573023,0.157599975304163,0.0447782453570146,0.168365303440276,0.180671582263365,0.0996232322229318
"29",28120,NA,NA,NA,NA,NA,NA,NA,NA
"30",28122,0.491911212243743,0.18654424797912,0.166581086671336,0.0680413817439773,0,0.0453099311635027,0.407230710327885,0.303250309088734
"31",28127,0.116208190194641,0.144002828582893,0.140941834765842,0,0,0,0.141081636373196,0.212397677333539
"32",28147,0.170722394031987,0.0621146287802154,0.0923401543400104,0.205463816780594,0.149071198499986,0.250478524170143,0.210271550128268,0.285127478603291
"33",28150,0.207772795417265,0.26266292922971,0.232983789460467,0.0488172974490218,0,0.0522010366790557,0.359001985681726,0.104776756084368
"34",28151,0.125001866305736,0.10651567787326,0.107985035502449,0.0390520775842058,0.0585781163763086,0.0514193092526833,0.315969812651526,0.0876552754386886
"35",28153,NA,NA,NA,NA,NA,NA,NA,NA
"36",28155,NA,NA,NA,NA,NA,NA,NA,NA
"37",28160,NA,NA,NA,NA,NA,NA,NA,NA
