"","ID","Lively","FullOfEnergy","Energetic","Happy","Pleased","Helpful","AtEase","Calm","Relaxed","Sad","Depressed","Unhappy","OnEdge","Nervous","Tense","Hostile","Resentful","Angry"
"21",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",32,0.328274816955941,0.307069849394978,0.2580497445629,0.258198889747161,0.269916383371554,0.397578280122074,0.300886142788565,0.236080654457187,0.308022811026497,0.142817492327691,0,0,0.149071198499986,0.149071198499986,0,0,0.149071198499986,0
"25",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",44,1.03949774196752,2.15964406789639,1.22275872063498,0.441155364418883,2.34061364223621,0.795822425754225,0.904080257007706,1.36276118801336,0.896075548650275,0.533756342663329,0,0.447213595499963,0.149071198499986,1.00562653217893,0.365148371670115,0.220872638011643,1.34680692338914,0
"36",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",49,1.12734656112016,1.44431237092733,1.74261364047445,1.86615639284056,1.4069336377722,2.33140973048276,1.97354548015208,2.13553548876555,2.34321799112585,1.46512198894864,1.33451114159547,1.0824751777884,2.0936527706853,2.11117930771476,1.88269530890537,1.88843341371029,1.1067423019103,1.19520150633754
"41",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",56,1.25213646621587,1.82043110028325,1.36363636363636,1.03623515063892,2.18941941895628,0.881959098740901,1.1352924243951,1.66072936945413,0.964990155073006,0.275657657555458,0,0.718894927896542,1.32259125499645,0.492279543619702,0.458634803599941,0.484343171021932,0.783182976015841,0.275657657555458
"47",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",60,0.998344224710603,1.06730226850333,0.204595941378781,0.264120992611686,0.372922034367275,0.447089750371744,0.732162998074457,0.413781992551722,0.572755386050202,0.149071198499986,0,0.548873225048329,0.672800193572141,0.428174419288838,0.897260795559362,0,0.603104975708391,0
"50",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",69,1.54017515969566,3.15549498222012,4.11093438738311,1.68114962545853,3.19140052099687,1.77645984527456,1.33309706792547,1.30175392156532,0.48750062692352,5.73330550852292,1.22331820079284,3.75831359930444,1.82820568482121,0.976780562362869,4.13342614749848,0.149071198499986,0.149071198499986,0.298142396999972
"58",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",71,0.380970981688749,0.182574185835056,0.210818510677893,0.241522945769825,0.259540191706625,0.105409255338946,0.532942565177316,0.283823106098774,0.235702260395516,0.278886675511358,0,0.298142396999972,0.278886675511358,0.105409255338946,0.258198889747161,0.278886675511358,0.278886675511358,0.278886675511358
"60",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",73,2.413439735735,0.699205898780101,0.808901098808944,1.49071198499985,0.862096210723147,2.72029410174708,1.8324913891634,0.634404552160897,0.496903994999952,0.869226987360353,0.799691298464291,0.592129448643298,0.924294859692686,3.17280107581086,2.10290803941166,0.149071198499986,1.64504493540636,0
"62",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
