"","ID","Afraid","Active","Alert","Nervous","Attentive","Determined","Hostile","Inspired","Ashamed","Upset"
"1",1,0.261620183198654,0.107075745573489,0.121120987114724,0.279663381210403,0.143667303698222,0.184618317380365,0.0606339062590832,0.10768592802861,0.244523590697256,0.308368250300172
"2",2,0.00496715624132507,0.000854217672595303,0.00951730125609052,0.0175703028631445,0.00699289522391955,0.0074571957741465,0.00366648159075841,0.0130295281065419,0.0122384002578328,0.00983002810780192
"3",3,0.122965751751793,0.424681748064113,0.382248926943098,0.112225214803598,0.316333156762651,0.370024109735883,0.249857667454477,0.260169853383114,0.0845033681095879,0.137633229255217
"4",4,0.32102929885464,0.348967992370042,0.517542970629144,0.457772946127911,0.379138273721712,0.195738576714549,0.219670489925461,0.60095257363022,0.338103014799016,0.418855270809908
"5",5,0.168777798909681,0.0804309224184696,0.106196227704326,0.139350930248148,0.127691116415882,0.142459430401441,0.137169950601368,0.166370079466114,0.274722819743905,0.250823964727302
"6",6,0.35312005295698,0.251875271138992,0.159286992751181,0.326161126608594,0.330635432311698,0.318790160819597,0.367694563848233,0.263350957343799,0.32818728997171,0.320204870234212
"7",9,0.261143785552062,0.263667047410374,0.233438779738231,0.179235143503172,0.249974479970804,0.239055238395948,0.364162438112692,0.23754345713711,0.110812858544317,0.358101551937404
"8",10,0.0572226059450343,0.224804892637937,0.164223758740457,0.0718012087172511,0.174036773627097,0.203017069763219,0.116305803940266,0.262292056530665,0.100533796750606,0.116509111010657
"9",11,0.0625,0.190930467153739,0.253237369367188,0.1150919182822,0.344440774327548,0.216810962643955,0.0606719531626929,0.21231148089711,0.130125751215775,0.075132575383217
"10",12,0.0704332355988602,0.141972459494768,0.103272640375064,0.114743813660055,0.101522346417612,0.12292529834262,0.146961340198436,0.106572784658492,0.0587960111497413,0.140330134858204
"11",13,0.289532439999553,0.478586917103907,0.187822599872052,0.564030483967769,0.229085376605005,0.397774306460156,0.543063431299832,0.50447080026416,0.116065634992336,0.354869685545859
"12",14,0.216097167338094,0.253612923124507,0.273748325873365,0.269397097497306,0.223233826944726,0.212663876891757,0,0.179446921987301,0,0.443796063529232
