"","ID","Angry","Anxiety","Guilty","Sad","Happy","Relaxed","Confident"
"1",1,0.267413625208565,0.189335473854053,0.208621743903742,0.18845577942598,0.175379569335888,0.312992766436589,0.104755586942086
"2",2,0.0861352419304693,0.20204250723172,0.131998106352042,0.27636898125697,0.0918359409854754,0.399622397093239,0.129754679734279
"3",3,0.0624168282689325,0.198892035547475,0.160502876237162,0.0420947086267471,0.197377184201741,0.24733798791087,0.0935313080620516
"4",4,0.0964807768728629,0.22059264326287,0.283691085594609,0.193252993906406,0.0930874400751761,0.303177173083122,0.174824657984914
"5",5,0.201596071598974,0.198701685776487,0.239026766052282,0.0590728197585584,0.18698251844101,0.373911865486979,0.193668483322786
"6",6,0.156056157868127,0.367640303826473,0.216858477443592,0.150313366180393,0.182828121709026,0.370535494601933,0.297554139850971
"7",7,0.357658109719102,0.578930836572939,0.384169929482391,0.481896250324506,0.331602399047633,0.644897640813118,0.483699215185966
"8",8,0.059660047148614,0.11485055767079,0.0155279507086136,0.0940769366123049,0.115358150487826,0.210884923460554,0.156869125003948
"9",9,0.185004200820879,0.161398940771479,0.0755820147194119,0.108169286716074,0.0466120600412394,0.162747763522551,0.099628570473187
"10",10,0.129082528824742,0.149106425548438,0.136945272813435,0.197934584344509,0.137417994264709,0.188374932811064,0.152285743681837
"11",11,0.042894152720007,0.139977807113918,0.11005688289206,0.0834208993410698,0.0982712968496693,0.113172985349182,0.11062420154302
"12",12,0.119357715864839,0.189774869821278,0.17150418916429,0.166081971395896,0.10810344707942,0.130432208846803,0.0564412449963616
"13",13,0.121934249750552,0.093417398400574,0.251365654407618,0.122260140861294,0.220251104893144,0.237188332224421,0.149946409233771
"14",14,0.184300240403504,0.225697238493762,0.19598741314538,0.113196408316043,0.147765158207579,0.171990606565314,0.146414714100473
"15",15,0.0685286044785416,0.278676675034066,0.0715265065731359,0.128815487612136,0.194821411025223,0.205675753624706,0.0992990019891839
"16",16,0.100198730891353,0.251519625334181,0.0871598495092149,0.0721547052269965,0.224237489286573,0.216483607419775,0.138236397922948
"17",17,0.305081624613248,0.333866105802809,0.0511195929243936,0.310427295350077,0.315975703318541,0.313847184579457,0.314622446189189
"18",18,0.0521184900464305,0.109948862068461,0.0863977831209945,0.135668375609834,0.111918963620059,0.0850600246815629,0.0966133055063577
"19",19,0.459741761236194,0.66534452533718,0.29875290070047,0.321981564949086,0.332230793637591,0.448521160092723,0.591217158082298
"20",20,0.271001818749918,0.259243307065927,0.340573907656738,0.256726580694819,0.224075368298478,0.307329196311109,0.173480896864865
"21",21,0.0813910549512049,0.448354417005803,0.397201310907092,0.121335217912715,0.162857925323737,0.234192399488129,0.14731657117618
"22",22,0.120855318931137,0.0782862670101168,0.0883123403078922,0.0978310425456791,0.141949964465148,0.107134064541113,0.150693862111798
"23",23,0.130340652001121,0.110634759123433,0.111609961276594,0.105158230371608,0.122186868203936,0.170061010957381,0.101664473232464
"24",24,0.375533536973439,0.342987322677393,0.179600150368797,0.455414771071253,0.385364937200277,0.425401239379644,0.240294891093659
"25",25,0.187567657426559,0.0985674612032362,0.105670239737421,0.108946322169021,0.125142167796386,0.0863656074839248,0.138674686941702
"26",26,0.00791742666333927,2.68437146916245e-05,0.00287286228776321,0,0.0119629112299292,0.0229534385857605,0.0427334948689056
"27",27,0.0955552097459904,0.0658918475043166,0.0560552358229686,0.0574252263260062,0.0501274108763685,0.0964581415695909,0.0701124076226425
"28",28,0.0324661397353728,0.298725451933198,0.0572518019155598,0.0474030970486156,0.125693983381332,0.158145861539433,0.145123382725304
"29",29,0.306394770631208,0.317235264006476,0.294636441031296,0.349216337875273,0.254255757711286,0.293388677011,0.242236841083688
"30",30,0.137025522733985,0.294910984463671,0.0489807747855181,0.105179723630718,0.265326896365074,0.335837897883503,0.154683350070024
"31",31,0.159810460071256,0.0726439107877244,0.0919840422973252,0.179536171312552,0.0989048172290012,0.155689649868511,0.078434811413866
"32",32,0.119852504668334,0.152542914146987,0.270816419607859,0.124227512555301,0.145472503171163,0.0673236191707173,0.0538571842305212
"33",33,0.110361165785006,0.198961077206821,0.111056098707833,0.193133244779245,0.218913548674685,0.270001335685904,0.238866325597866
"34",34,0.127054002523511,0.11864046348259,0.116963201467871,0.119601620960712,0.170115820621325,0.0994231990988117,0.0589098471101238
"35",35,0.137407134040043,0.166013889485537,0.083282074350198,0.135334384432128,0.193124924527162,0.187185745269679,0.17744923274361
"36",36,0.095400144483175,0.27188801127176,0.116084879292556,0.1012832534979,0.0695304826794042,0.157619870107985,0.0615396027815372
"37",37,0.298831031460349,0.166409292870133,0.270314563930547,0.29889351278771,0.138542026681117,0.248746174346099,0.149189104817354
"38",38,0.21812040877587,0.218383725302804,0.247336166104767,0.151882629305654,0.223454961132962,0.212835883910048,0.215408980322737
"39",39,0.0619646796868456,0.202223088021702,0.082351446458238,0.150625045480431,0.13919088673154,0.186537073521188,0.0567732924694682
"40",40,0.00849331218004743,0.125652570251319,0.0320354513386106,0.00645646662986579,0.110041995429286,0.225972073043403,0.0546857209678154
"41",41,0.15775750557795,0.0728309093024141,0.176998631510556,0.176806365191174,0.351260909331605,0.235873118121916,0.412455313068968
"42",42,0.118355349595558,0.137117205182407,0.229469763665422,0.136403259039366,0.126153737061217,0.270084409915064,0.0856430308654257
"43",43,0.249004909605919,0.38349704653265,0.404823848140077,0.269130615342273,0.171068931510828,0.283458025141303,0.195791735815349
"44",44,0.0178283504799493,0.135012801179428,0.104314300921782,0.0418552401976088,0.209237678332475,0.265757249459267,0.0837463850128623
"45",45,0.143369350449285,0.178496734438882,0.13569433113039,0.172812953677966,0.241660832757721,0.120397617097793,0.143495324149682
"46",46,0.421273763085888,0.651149415340072,0.512901931332285,0.738536290645074,0.561296894279157,0.504664560649134,0.460605833834352
"47",47,0.198999570840753,0.351156559471898,0.187189578421616,0.212245631673121,0.124323030711962,0.227030379184457,0.225905299591237
"48",48,0.0897247583742051,0.157710245294048,0.104596373319983,0.0659974130406027,0.0783454269615721,0.166269868529737,0.109781239672116
"49",49,0.100627828298301,0.431541226719407,0.281287895520048,0.113214351023176,0.289432330358349,0.37144731167018,0.394961510460272
"50",50,1.54525355288583,1.35945327249356,0.230940254729877,0.411705562763472,0.862454074068306,2.14517435690629,1.91732499138967
"51",51,0.0455845125490874,0.168712872360367,0.179023892474585,0.103699310753646,0.175711625794568,0.114044751526623,0.0981513604661575
"52",52,0.0730779401792436,0.203595319159351,0.107553813582153,0.159772781176454,0.134751030207778,0.188362667467488,0.185882659213645
"53",53,0.236683253209727,0.225379917513587,0.665326321873822,0.27247722018882,0.294044035025291,0.425733204469548,0.453546856810577
"54",54,0.0721636649366813,0.357549623561397,0.0648140625931747,0.161166516449889,0.156624194235819,0.280816813149222,0.18591039148462
"55",55,0,0.023210764884528,0.00143918998617019,0.00719553422153739,0.0556483574104491,0.114408100109811,0.0709006143127563
"56",56,0.23233832088766,0.207610138540133,0.154341888481142,0.164880440232816,0.303598753981307,0.285581046089337,0.200919631862464
"57",57,0.211604937550957,0.373246564918108,0.15101340033875,0.25103988919502,0.234686425057093,0.334896184374324,0.234478213877961
"58",58,0.104701865258168,0.19143100179334,0.140729618531868,0.292697348948446,0.166412149453207,0.177460018392506,0.0356191934160411
"59",59,0.0658754136935209,0.156843453650724,0.110494071922166,0.0553633074442795,0.159649968621458,0.257485137846502,0.110939507209965
"60",60,0.106230484404488,0.189151087464168,0.322732702533958,0.0728260844881207,0.136047282969695,0.116154321035109,0.10694263230289
"61",61,0.0950637262385128,0.259227836124199,0.118517289909909,0.175032761597618,0.102211036532083,0.228767432459291,0.47777933185593
