"","ID","nstate"
"1",1,NA
"2",2,NA
"3",3,2
"4",4,3
"5",5,2
"6",6,3
"7",9,2
"8",10,NA
"9",11,NA
"10",12,NA
"11",13,3
"12",14,NA
"13",15,NA
"14",16,4
"15",17,NA
"16",18,4
"17",19,NA
"18",20,NA
"19",21,2
"20",22,NA
"21",23,3
"22",24,NA
"23",26,2
"24",27,NA
"25",28,NA
"26",29,2
"27",30,4
"28",31,NA
"29",32,4
"30",33,5
"31",34,NA
"32",35,NA
"33",36,NA
"34",37,3
"35",38,3
"36",39,NA
"37",40,NA
"38",41,5
"39",42,2
"40",43,3
"41",44,NA
"42",46,NA
"43",47,2
"44",48,NA
"45",49,NA
"46",50,NA
"47",51,2
"48",52,NA
"49",53,3
"50",55,NA
"51",56,3
"52",57,4
"53",58,2
"54",59,NA
"55",60,3
"56",62,NA
"57",63,NA
"58",64,3
"59",65,NA
"60",66,2
"61",67,NA
"62",68,4
"63",69,2
"64",70,2
"65",71,2
"66",72,NA
"67",73,NA
"68",74,NA
"69",75,NA
"70",76,NA
"71",77,2
"72",78,NA
"73",79,3
"74",80,3
"75",81,NA
"76",83,2
"77",84,4
"78",85,4
"79",86,5
"80",87,2
"81",88,2
"82",89,2
"83",90,NA
"84",91,NA
"85",94,4
"86",95,NA
"87",96,3
"88",97,2
"89",98,3
"90",99,NA
"91",100,2
"92",101,4
"93",102,NA
"94",103,NA
"95",104,NA
"96",105,NA
"97",106,2
"98",107,3
"99",108,4
"100",109,3
"101",110,NA
"102",111,NA
"103",112,3
"104",113,3
"105",114,3
"106",115,3
"107",116,5
