"","ID","nstate"
"1",1,2
"2",2,3
"3",5,2
"4",9,3
"5",11,2
"6",14,NA
"7",19,4
"8",22,3
"9",23,NA
"10",24,2
"11",25,4
"12",26,NA
"13",32,4
"14",33,4
"15",34,2
"16",35,NA
"17",36,NA
"18",38,4
"19",39,2
"20",47,3
"21",48,4
"22",58,4
"23",66,2
"24",68,3
"25",70,NA
"26",72,4
"27",73,3
"28",74,4
"29",75,4
"30",76,3
"31",77,5
"32",79,NA
"33",81,2
"34",83,3
"35",89,3
"36",90,4
"37",91,3
"38",94,3
"39",98,3
"40",103,2
"41",104,NA
