"","ID","nstate"
"1",101,NA
"2",102,NA
"3",103,3
"4",104,4
"5",105,3
"6",106,5
"7",107,3
"8",108,5
"9",109,NA
"10",111,5
"11",112,4
"12",113,4
"13",114,3
"14",116,3
"15",117,3
"16",119,NA
"17",120,4
"18",121,5
"19",122,4
"20",123,4
"21",124,3
"22",126,NA
"23",127,3
"24",128,3
"25",130,4
"26",131,3
"27",132,4
"28",135,2
"29",136,2
"30",138,NA
"31",139,3
"32",140,NA
"33",142,NA
"34",144,3
"35",145,2
"36",146,3
"37",147,4
"38",149,5
"39",150,NA
"40",151,5
"41",152,NA
"42",153,NA
"43",154,4
"44",155,NA
"45",157,5
"46",159,5
"47",160,3
"48",161,3
"49",162,3
"50",163,4
"51",165,3
"52",166,2
"53",167,3
"54",168,5
"55",169,3
"56",170,NA
"57",172,3
"58",173,4
"59",174,2
"60",175,3
"61",176,3
