"","ID","Proud","Success","Superior","Angry","Envious","Resentful","Ashamed","Insecure","Enthusiastic","Relaxed","Anxious","Sad"
"44",44,0.167493887255033,0.238964117631846,0.00318293176842522,0.0123634084332014,0,0,0,0.160839855212706,0.00318293176842522,0.365895820255429,0.00954879530527566,0.205615954441314
"45",45,0.482775769511321,0.622404774517018,0.0755283438016736,0.0745857935259237,0,0,0.0933474276227451,0.136057063398205,0.519464456752471,0.343628035563951,0.0424058164306542,0.120477369405832
"46",46,0.554538656677209,0.550553430501173,0.215544335400774,0.0582689286543351,0.115325752222002,0.143084200260589,0.145959090944256,0.256555963034988,0.33225665200209,0.184035438291103,0.173846031091465,0.0360345359725155
"47",47,0.418332760103974,0.29472945816143,0.160299548837252,0.318748720669041,0.237510400922467,0.31351315679817,0.22743219372029,0.32731832199293,0.482381261464841,0.379173456336982,0.125102655763231,0.21775609213689
"48",48,0.141554959939034,0.141493207247345,0.0979662558390834,0.0742160502635523,0.0390113158732077,0.0274374551119483,0.0667755481775777,0.0930679035976747,0.162975189535859,0.211048298115765,0.0274374551119483,0.0274374551119483
"49",49,0.165712018555804,0.0924000103967523,0.0280827435430116,0.0401456636115619,0.0102207864877484,0,0,0.041753320437997,0.178248423149347,0.107060619379365,0.0439344168350228,0
"50",50,0.316110455287412,0.296168352676359,0.0557889582499667,0.249766193704662,0.0784999726814261,0.0453607127280585,0.158419622865631,0.203038847709781,0.357726156344844,0.435484372355646,0.198280229428456,0.275119729614106
"51",51,0.292706361548673,0.267434849317864,0.0402509825283278,0.0180569114485221,0.0153473088381675,0,0.0039441505715976,0.0170920363309225,0.127598422972279,0.0520700205893003,0.00462779332937068,0.0231171289150833
"52",52,0.16306131697508,0.173009678324114,0.204408048406796,0.0953562235557521,0.100742528924062,0.0688401040078707,0.0839684902712608,0.148777806271584,0.154455077214377,0.141604656865523,0.132572894611618,0.145386092501414
"53",53,0.26429578034419,0.165648039137546,0.0301629055894567,0.0638734326057978,0.0080961725484803,0.0281764084265761,0.0607664362173251,0.0574612364405058,0.13970043744089,0.113571334087868,0.0278333549351207,0.051942553514006
"54",54,0.269677558016913,0.180465473347955,0.0464230586349413,0.043968532584613,0.105029833468013,0,0.00651719190038988,0.0754682669856817,0.197238008323023,0.25237603044236,0.00799755446809421,0.0801318613596127
"55",55,0.141507539340093,0.14645025359751,0.111607319657787,0.0808102806929032,0.00340889392229511,0.0408248290463863,0.116113300873889,0.14891177012256,0.269188834015127,0.190600823714286,0.102517828280474,0.0613347897298589
"56",56,0.211314267198051,0.31459016735777,0.123619698687372,0.0665587881920092,0.044345036179089,0.170540133175689,0.0838059485447402,0.222692162727563,0.408562900695925,0.219968368696728,0.128184757057572,0.110483450778174
"57",57,0.11723423334953,0.0944692946028032,0.14805321283577,0.0849011534469189,0,0,0.0948905011229564,0.247284767330163,0.225817497059339,0.166778720168731,0.153395758898164,0.22270659364253
"58",58,0.0130410619555951,0.0346231703144707,0.00553225393792461,0.1455810484648,0.0877991130438306,0.0235749697291178,0.14498325694489,0.128513034173337,0.0973843251181559,0.132856125738428,0.101044789971217,0.16820556174362
"59",59,0.166233219593339,0.142475909865866,0.216070486354279,0.211648350614137,0.152337940229507,0.0667797337390016,0.149643650296912,0.165116087753476,0.189094086665498,0.116747887851748,0.139087146417989,0.109192970977708
"60",60,0.245970002681641,0.325238504529144,0.142852610055271,0.340733751625135,0.204619471725292,0.249761669018541,0.162748868820171,0.261388324889481,0.317409444027708,0.274428113052266,0.321199946918713,0.346979434032013
"61",61,0.188895326130845,0.198238020315393,0.0885368358348714,0.113104255932216,0.167086816999855,0.118585393074003,0.115204352063994,0.187969375954295,0.234122265218575,0.152694240218421,0.179608477239423,0.174600890663905
"62",62,0.115951803513289,0.151304226636648,0.17275543414527,0.0219321230974946,0.0441364346661834,0.0529682856915679,0.100244820631008,0.177405877345132,0.119600018059977,0.265016135117273,0.00480787357359303,0.00552972001266779
"63",63,0.181922292527589,0.222377887509941,0.179264571487242,0.158889297255855,0.0516936840008619,0.02835293674265,0.105263827299546,0.119709184795109,0.184232082922155,0.189344691097328,0.014908388442582,0.19038668099033
"64",64,0.128751031522163,0.132499598205595,0.146063234590731,0.111545147320109,0.115501494717598,0.12778683574423,0.105468493405164,0.148264468654762,0.153909126145206,0.329746122725031,0.10857593391809,0.29464044238513
"65",65,0.235214170376941,0.250406217691146,0.087370001806369,0.0482884955031952,0.0388129581839124,0,0.163396775852526,0.144261412074988,0.20956550846232,0.137494699559982,0.084535518636454,0.0164750445231114
"66",66,0.232527805433488,0.246075864362098,0.0162347390559009,0.118287711340779,0.0113334032865732,0,0,0.126661504248378,0.240136662092067,0.306257646156473,0.100919485862053,0.133794942060582
"67",67,0.313801327321235,0.230776124836247,0.246582634081993,0.376750162706961,0.0789435885921499,0.215396682211328,0.124766150014632,0.23397368486648,0.277078382517162,0.249110475724936,0.0841125265961117,0.217828685300646
"68",68,0.254202857236024,0.247255360409383,0.250545191666249,0.233955924666961,0.0816496580927726,0.0291939295665977,0.176672918260859,0.274676872059646,0.239564110286776,0.239532173256001,0.0548111993171828,0.0111398719032002
"69",69,0.289425792258355,0.253971710520523,0.207273165846517,0.101970670246231,0.0116549309564967,0.00964870718380086,0.0185486862680355,0.057852945933938,0.235913631984026,0.224428011516997,0.0826456142760413,0.120576525507382
"70",70,0.332699978257674,0.30546241819897,0,0.0673855191124152,0,0,0.0988843374215216,0.175916009782525,0.27194021097671,0.152723884853172,0.0815875897229211,0.00468409819293973
"71",71,0.317993083722931,0.506837109375702,0.140752049088603,0.157558117255945,0.355720389903385,0.0977835445214477,0.363633285874512,0.29756334395571,0.331528296149564,0.447999368866435,0.0917211082124261,0.200586852919186
"72",72,0.19569561066779,0.290364424796399,0.0824601281052129,0.213507148264656,0.0739360735011822,0.103632284430551,0.213322162343797,0.235535928025007,0.285542405278229,0.223950225612053,0.0892603190280776,0.245789444171636
"73",73,0.165538445513893,0.113026822465077,0.0792110152933001,0.126173918746226,0.0392667556075625,0.0111356155669128,0.00741309507359603,0.0946860894922156,0.2236084079566,0.198605112900372,0.0303387687855837,0.0174811550567156
"74",74,0.166253907791122,0.197706927184595,0.154727270773731,0.0161552515441486,0,0,0.0182430201341732,0.0167169941878134,0.125700247969935,0.170197724459789,0.0186995580866284,0.0421052273829338
"75",75,0.166521836543631,0.0980029382531542,0.0374781491520377,0.121869417811475,0.0229136156143553,0.0134048844152147,0.142158456261613,0.158749396949708,0.239584674415104,0.163181693026132,0.10802587545452,0.165535162551838
"76",76,0.129255485280896,0.193267274200556,0.00300990849655554,0.0487762718282507,0.00567069110382015,0,0,0.00607122420663348,0.211089424507516,0.324909100023515,0.00254145921043824,0.0134633933050755
"77",77,0.263225809280968,0.263515699591502,0.24977147817917,0.137764198059384,0.113984727295318,0.143010277092589,0.101086178803313,0.180256934885995,0.251393339974547,0.286769677394603,0.123331049676206,0.160633083424192
"78",78,0.304384360862077,0.347625028377707,0.0779182091092728,0.189705776745016,0.107516338090901,0.0159804014819244,0.255425890746184,0.322592729126369,0.320292289560464,0.332382246551252,0.199407315248586,0.315508964940248
"79",79,0.237816850009427,0.293892055548292,0.0479282195708404,0.0596129944315981,0,0.0382629615453796,0.0100455015798567,0.0560484885252436,0.176075446420552,0.240649144589477,0.00710417915537885,0.0788045641773288
"80",80,0.238567059806037,0.25660773850346,0.0848678916358387,0.0679176733387131,0.00642151577507727,0.0044653445528785,0.0572832915420086,0.154065828955178,0.218504427447462,0.172701661081093,0,0.112068047213707
"81",81,0.30389641107761,0.292324945551605,0.0860865894784395,0.311875850780201,0.284517071107195,0.279585228830897,0.332073975712254,0.242347719932749,0.296997720388029,0.26162843660419,0.273822014044453,0.271986015627874
"82",82,0.136187178208871,0.185391417365534,0.0531352501225689,0.0399964749219718,0.00971936709907075,0.00687720641759123,0.0115548550057215,0.154494067698107,0.137184644497452,0.183532131536388,0.0517193362396893,0.125642911995401
"83",83,0.292984248158235,0.319058727494851,0.0547650842159814,0.235758262547219,0.0204375561980192,0.118841865382463,0.11196065334978,0.184431122653604,0.366709157579724,0.275325632067422,0.0735190872180026,0.0786313734488696
"84",84,0.243576797385788,0.283623294609814,0.00279481209009015,0.0111406567804564,0.00528846670744764,0,0.0363332510972327,0.0464576214809231,0.318344809489145,0.210162264518275,0.0406609012633277,0.0248038822567244
"85",85,0.147651366163167,0.228574326483435,0,0.124054215434519,0.0411460712763567,0.00648633305177945,0.0997641354430847,0.196187840398869,0.189765558113198,0.145384299017455,0.0304232166214714,0.0201973787221372
"86",86,0.204965689891626,0.260930903053516,0.175824754441043,0.0861943425375181,0.0385615360924058,0.00860094489210849,0.085926364795363,0.140827028897768,0.294427722671638,0.142706284817547,0.0481281115265786,0.127257410084955
"87",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",88,0.316206408475796,0.270060002701316,0.129239957810422,0.273348518155141,0.145214657778219,0.188383186191724,0.0592995548857423,0.279781921728654,0.29858514835958,0.291119302801223,0.111068510835503,0.185302168767529
"89",89,0.145161283338256,0.18838713632906,0.0477380198420978,0.148462789577861,0.0753902785153749,0,0.0938728107629977,0.181805717572788,0.179783676875285,0.116934521155506,0.0629414374108052,0.121990578581387
"90",90,0.133333143430629,0.203764614598865,0.165894453942336,0.0912952413117537,0.013653478546422,0,0.0435796288455367,0.168068847817366,0.184324551339541,0.181032334815016,0.00641806515001683,0.0873316406036597
"91",91,0.415983286177834,0.410355149838066,0.441825519703256,0.251886734967146,0.0479689448123821,0,0.404345972548024,0.321877924010708,0.489419957536526,0.280528275872887,0.233309365984409,0.312164259826153
"92",92,0.30594085096269,0.335905304840478,0.124617313654482,0.142801952105778,0.0139992638426464,0.0310369254834928,0.133898147570961,0.255821573900909,0.273860093054133,0.220417327381427,0.0866661213846299,0.152329043471937
"93",93,0.280265560940354,0.277622886407922,0.112004949599331,0.38479270264515,0.286185079317535,0,0.387611209306966,0.400177536455548,0.361014520772143,0.248396624720674,0.128075026201615,0.315134610397624
"94",94,0.0957652491096298,0.133313342639992,0.0435502529959559,0.156956301795107,0.10996433004255,0,0.0986201020120055,0.10679138054929,0.182935591816907,0.0977913433491305,0.0539700499599993,0.123097356069873
"95",95,0.125628252336712,0.386256334332974,0.020861865127716,0.0433170415960007,0.0835894301741662,0,0.0157805919609787,0.183620400214412,0.3168639470021,0.182795231849519,0.043244181323149,0.0414257242426844
"96",96,0.132242608263781,0.181629014400277,0.157904435737607,0.0682199527495108,0.00576569854964828,0.080303574544424,0.0231032277799132,0.0880615496336908,0.342323167674527,0.273913876379589,0.111651250377343,0.118229441718966
"97",97,0.119341721490339,0.125699295243743,0.18710576149317,0.0836937568079411,0,0,0.0442608963643987,0.0956917990489238,0.265250355290519,0.179658621134255,0.0265662742209719,0.0383383701562355
"98",98,0.238093425871014,0.189829584904101,0.170734403066203,0.183467033383317,0.0893141174013589,0.0178737415694783,0.0306081527265079,0.131907003964857,0.162779159798834,0.213714860145328,0.0988751760271993,0.0965537784832786
"99",99,0.273196512631291,0.246848147008925,0.0304543158390841,0.0311144745440485,0,0,0.0249104204008302,0.0652871297766934,0.255393243870008,0.133862076898548,0.0500295159282291,0
"100",100,0.109403708665031,0.114379403080144,0.0838664015205426,0.0401962010461311,0.0111897826789504,0.0391625591505941,0.0424498011541914,0.0414885641677744,0.0936022177654149,0.0862092436303216,0.0542967359065597,0.0536415526652225
"101",101,0.27883746672888,0.378149847018083,0.134995046153971,0.153110944195666,0,0,0.171395145120323,0.20496577322144,0.427522734868284,0.659362274771708,0.055315610617336,0.243368855317853
"102",102,0.234889296716516,0.29396265644811,0.0699075812687239,0.0301330520156813,0.0939271538661726,0,0.0312380277292362,0.231257472587421,0.247945583133386,0.252142745564733,0.0546698839223199,0.0617084007667524
"103",103,0.290377623455109,0.339664267009162,0.0605802374486177,0.0503620876919409,0.093659240983918,0.122377087316433,0.231856283834254,0.132777167337057,0.210399639574003,0.486985140691038,0.0513290158081427,0.0980830215730282
"104",104,0.177791649280407,0.304306058841484,0.14766069268091,0.338883754191884,0.0229119934053939,0.010137321989688,0.0442989742556222,0.102748753421269,0.275075652231425,0.241290040721438,0.0147320360445427,0.125739156020598
"105",105,0.181826351734111,0.301309641181001,0.0394379788979698,0.126751547159929,0,0.104647367228306,0.038490017945975,0.158667763707268,0.253819069590469,0.27507679127644,0.00490415967709845,0.217639684086183
"106",106,0.169069337193389,0.245822046826507,0.239886803780433,0.181689453563406,0.0426947977373308,0,0.215033689964365,0.22001972343058,0.233712560637498,0.16686097986229,0.101182370084755,0.141535090537164
"107",107,0.201100691021432,0.223757118048979,0.126780203888412,0.0930750995314945,0.158713800831665,0.0589373634709291,0.189418229456134,0.21781992976594,0.252333295967902,0.184857423316247,0.0951155956300406,0.0270794069335107
"108",108,0.201512116495603,0.32137959861319,0.232734289967617,0.265766638043593,0.417320620999836,0,0.265961429504477,0.355134574500017,0.338195628160911,0.314163620008026,0.228715832233477,0.212873495307549
"109",109,0.147289824604518,0.149229802760476,0.29988510466597,0.0579383941712383,0.0158669847724206,0.0397026620600197,0.0262003918113877,0.154149553754106,0.203051184436588,0.221718428779244,0.0149612404509411,0.00239217241674168
"110",110,0.133899254667399,0.22039274774168,0.0590283531246336,0.0123514446803048,0.00485189571760515,0.0204831150035018,0.0219329872220283,0.0673519408660537,0.295300126432347,0.0748145705308691,0,0
"111",111,0.268101370242874,0.359944022076698,0.0156550693272491,0.21904807767434,0,0.119184629308176,0.146762287010357,0.189526480926851,0.347538204700367,0.314548571296691,0.121575885928837,0.203480169112475
"112",112,0.520344454089557,0.53515726163395,0.111416113781143,0.218737696805736,0.297579079206276,0.351406483709502,0.356075237292213,0.315363589179381,0.36738048211059,0.221384207538804,0.377390542062154,0.281711708578566
"113",113,0.291037744941514,0.274667840831771,0.0407593471501237,0.0602197074196147,0.00962393761555784,0.00938861711422997,0,0.101422431279416,0.257962918890924,0.140084095575394,0.0382775640781159,0.0171170663679054
"114",114,0.220837293163865,0.300678424462604,0.421961806599372,0.131028154569975,0.30731814857643,0.15400941161615,0.282842712474619,0.291547594742265,0.275456016216788,0.369940758254341,0.282842712474619,0.212132034355964
"115",115,0.124281485000638,0.127142581641958,0.00595350923048946,0,0,0,0.00207294666908202,0.0105487647089223,0.0822704743357559,0.123181860930157,0.000826734511856599,0.00343563647566419
"116",116,0.22924134148788,0.287757360283003,0.0439875061439915,0.0852474294655199,0.0263812010337156,0.113400544735107,0.0969223813092947,0.294278910563367,0.320306828272103,0.208394854926746,0.258839095347724,0.0952384386659276
"117",117,0.362155255444263,0.435191335250294,0.0162786657309866,0.0594477934776079,0.00408217154514768,0,0.0679813973192408,0.102686707088049,0.260077313429693,0.0797268388177072,0.0692391840777566,0.0606123835398606
"118",118,0.225539949487131,0.250065698401643,0.309466470374555,0.072765543576062,0.045428326276651,0.0565685424949238,0.0815167755721987,0.180409690196945,0.175612370020439,0.232226241371786,0.0452606408910897,0.0649567144979424
"119",119,0.261559222322549,0.303360287598731,0.0607156539180554,0.219899141889039,0.0224440111248857,0,0.138371427853944,0.199802311465488,0.308668753219616,0.266682038785973,0.132246214816122,0.0500180189986855
"120",120,0.314774492696874,0.277874824883917,0.242912304292199,0.256768258083109,0.070060227241717,0.225703972685382,0.203848452430225,0.227514405720633,0.296667706855042,0.263433896617001,0.250618814733599,0.26755576727579
"121",121,0.28918841703653,0.254462951058064,0.145536764697299,0.256066242792272,0.229729041147816,0.291041057518089,0.333737735640479,0.370007376775025,0.340868907585712,0.231709035659753,0.365681123323934,0.263590732843205
"122",122,0.338575731130532,0.359195961615285,0.401798105658397,0.271288548509746,0.186127304474239,0.169870476953182,0.176104817092518,0.180279310260534,0.391549542195074,0.553604074840519,0.173422197695825,0.115470053837925
"123",123,0.274396402131617,0.246662093798906,0.128715832368552,0.0578889368883734,1.27186374629607e-17,0,0,0.0314039392074745,0.25955942378668,0.212914659519131,1.27186374629607e-17,0.110940039245046
"124",124,0.0874056179839977,0.151908217658161,0.129613788619483,0.136487083565465,0.119298505892039,0.093830887907347,0.118230988654713,0.151826423213619,0.215790129233079,0.124736451854275,0.0939734057505321,0.103330440418481
"125",125,0.207242347222761,0.209443389711479,0.0156845578232892,0.0381488270600454,0,0,0,0.136331002784732,0.253170459593312,0.110607504199537,0.0289336439136455,0.0347684550042286
"126",126,0.402023555816047,0.33141439228513,0.232658747382686,0.289054224326427,0.0794159819307309,0,0.13551046184532,0.0802823829786641,0.358188621661876,0.39738134224217,0.0840353626887199,0.111953259772241
"127",127,0.307914684791861,0.409435532043078,0.0151978890064351,0.224297346669821,0,0,0.0181488290540725,0.165714080240768,0.50029462702325,0.38154796016892,0.0461606081307048,0.0412740180905326
"128",128,0.193135788156171,0.214010075018353,0.243722454143295,0.255593485023248,0.158917132325005,0.172310931139667,0.140303275589598,0.207725243174961,0.157230967002233,0.146613954506621,0.251914698067085,0.233082925162136
"129",129,0.253778836146293,0.245935200859746,0,0.141878690680906,0,0.131859627102838,0.259482080719831,0.220012586909818,0.351494855499155,0.18586244175257,0.0509003723090064,0.249532011896641
"130",130,0.147580312902124,0.202709341184877,0.235558526509497,0.235225567858014,0.107568832974309,0.122670267367159,0.14124400949739,0.145379735716186,0.188441661394395,0.172694060383836,0.169246207326527,0.221243886673148
"131",131,0.221820689422916,0.236646706183438,0.348749390223564,0.159244416261131,0.0999714339894002,0.103522132295114,0.152650077279718,0.134686261017563,0.144767629850926,0.421672712732205,0.136866199819697,0.112952748559643
"132",132,0.26073787763947,0.266753883312514,0.0417960865727489,0.114979651287118,0.102961629427287,0.057260108905745,0.0423936602083145,0.125771890224752,0.198161902372356,0.15192925550881,0.0265434862444133,0.0734086421045357
"133",133,0.138064016999831,0.194157469601167,0.00553868897055661,0.0488127363871318,0.0763103299604328,0.01737443434182,0.0427174272241078,0.120821512135152,0.191962674792053,0.1994630515034,0.16238398100665,0.0462073065028898
"134",134,0.262122903269845,0.237608374090536,0.121192345679009,0.106677314148737,0.0101594774203516,0.0178624530092584,0.0367183747407335,0.245214919378659,0.251920039938791,0.257159588742617,0.175875778425843,0.148313344865855
"135",135,0.197554901083053,0.211203978558738,0.197548771200288,0.202413393945252,0.242338258544826,0.169214348048365,0.207192353726746,0.205543670536767,0.225557304483472,0.175414145244148,0.25773384483896,0.207336572635702
"136",136,0.330074758783984,0.356462424683287,0.244144658352854,0.289781369381181,0.357685359343611,0.340341250805224,0.414624523007082,0.343275763771397,0.350884705361807,0.303892567892724,0.274804296254676,0.316373184500565
"137",137,0.413251580964905,0.464391299581735,0.412860426934343,0.296646736738317,0.0218245924407973,0.233998390270447,0.202975824128361,0.212730264067469,0.414021993430885,0.560096481534309,0.0962046047470844,0.303390656951622
"138",138,0.18630135464659,0.20975859632482,0.180997517105285,0.165813100272521,0.0312676569291278,0.00537086169861292,0.119393590047715,0.281951790696756,0.190903148598204,0.278480345458736,0.0993632379273495,0.0703797473349411
