"","ID","Angry","Stressed","Anxious","Sad","Happy","Relexed"
"1",1,0.0912855544408691,0.119083434625513,0.100010777558854,0.246885676763042,0.151493509588447,0.262631233537679
"2",2,0.218193265210725,0.234923077158078,0.276324030375376,0.158630107482255,0.146045476872201,0.233246212753417
"3",3,0.148299957423153,0.196890399873456,0.269495282287563,0.100140752928747,0.229106780283247,0.269647319053785
"4",4,0.169281164603094,0.173954565834866,0.137144187536029,0.197080477455842,0.14855886904221,0.139380304559913
"5",5,0.309479190581391,0.383955005229576,0.368898780448195,0.475827885250294,0.499292177004588,0.289548545673512
"6",6,0.218307960377361,0.142866410685366,0.269669034534015,0.230749828139895,0.251888263241982,0.254938361451182
"7",7,0.105730979780587,0.575176189172942,0.491565372319006,0.424728471909102,0.579979537027522,0.410170902131832
"8",8,0.126665705713655,0.193402056190156,0.119681565551733,0.133159408843934,0.0337595742577788,0.0305642465582903
"9",9,0.184170410744338,0.0913927206472906,0.0704934254030423,0.192664037081333,0.0904976971097363,0.209013343105539
"10",10,0.0946089410679993,0.210789522413606,0.202941150947058,0.0747511913819641,0.088519186504886,0.18195817370737
"11",11,0.118288799183123,0.114238877917979,0.14489444410759,0.127302176353675,0.240597679765128,0.166457941334669
"12",12,0.293590781943602,0.170427341524426,0.184942115565204,0.135776013612966,0.0578072508271789,0.138753925711707
"13",13,0.312654938288799,0.51127087793641,0.318641804772363,0.238888559789774,0.242646929417985,0.097773402721813
"14",14,0.316162913115655,0.211837238297232,0.149374058468607,0.145273506090698,0.0935614636763991,0.184788142593622
"15",15,0.224996502745147,0.114030101614962,0.161729406794429,0.207329516938263,0.350906747917666,0.22765128333753
"16",16,0.206163536582083,0.219134361568151,0.356909273759598,0.186965052053986,0.0942442758047194,0.118517903801897
"17",17,0.101182013750631,0.137281596583508,0.0890241004432509,0.0935292893979563,0.12000699447966,0.109540590498122
"18",18,0.117536455209882,0.47394832541778,0.244786991164507,0.225449519040089,0.358139432553783,0.416745245100196
"19",19,0.53112780010728,0.492801001382284,0,1.31396832809128,0.0716714513433001,0.996241203184083
"20",20,0.142821252407181,0.294261244910263,0.248113312440732,0.0636885116067671,0.0816452269056203,0.174039313205812
"21",21,0.212688382449967,0.229059404113597,0.199588688430227,0.155780570721768,0.200296427951643,0.168700021980502
"22",22,0.315089417874066,0.264327503084939,0.180455616608072,0.226650331698375,0.193918544524766,0.298305730556244
"23",23,0.418200891487928,0.390359666375879,0.301450493797041,0.407661250539439,0.248438607880974,0.235715973520646
"24",24,0.129638416594895,0.180183717523153,0.20550438848321,0.187079252430291,0.108272773844054,0.179175604758113
"25",25,0.18775529060667,0.207956285367808,0.194101885787993,0.202245330410367,0.146007215965965,0.244699829499723
"26",26,0.306059371125013,0.368189099387683,0.287757306127258,0.436934663239156,0.40121353972645,0.487482120645448
"27",27,0.150705478886515,0.220756033583919,0.237674696331913,0.242553017045368,0.230503473962128,0.149548770907854
"28",28,0.361101563709388,0.363340754805984,0.272381458697354,0.506861071984557,0.289709048703788,0.190374570527215
"29",29,0.309537124451017,0.280970913427355,0.273598327775264,0.217367067085257,0.238129312912377,0.289203038132523
"30",30,0.213942430965124,0.177812850649404,0.160734551292127,0.193926649005421,0.190936466879159,0.358172002156555
"31",31,0.0847012252963556,0.119361598233644,0.188869181954778,0.147403199204755,0.182574023831338,0.103237460261538
"32",32,0.231446508714717,0.332257228614133,0.246406548819901,0.141068944097107,0.190126652065225,0.174350372698726
"33",33,0.414360568062606,0.551181746330025,0.76230666001569,0.57517182439953,0.384469404745975,0.138818763761211
"34",34,0.183047657616651,0.158181259665489,0.158021962143326,0.0921501333809021,0.179478538187877,0.194299251539433
"35",35,0.125078693709607,0.246090527758882,0.170790700738247,0.15273535487739,0.177440517581935,0.149793772624649
"36",36,0.175584948189476,0.213606508057041,0.187095734749619,0.113954116099379,0.288167313789952,0.23375075454251
"37",37,0.284705716441145,0.129833210093339,0.154967701224283,0.0946038802683223,0.249311981384937,0.22706883455706
"38",38,0.2168981284989,0.34531285622373,0.243507947582844,0.121090911502334,0.192314960149099,0.176700691834636
"39",39,0.471069623974542,0.24510230826586,0.149749946463578,0.254912807234172,0.148347076295408,0.108360728547535
"40",40,0.384691366569452,0.248725147058106,0.276529064739972,0.160126941876938,0.204577048849676,0.357691385336975
"41",41,0.310741377960838,0.250107812803651,0.333407258093358,0.306924221260982,0.399842775147021,0.409104943248314
"42",42,0.105179742775972,0.220204228267257,0.209872923192463,0.381105335881207,0.338996059269702,0.263679069546325
"43",43,0.256196388569908,0.186091642179781,0.198418391511333,0.156824444585879,0.148509027120241,0.128229249657131
"44",44,0.403468800372815,0.318482309218802,0.21706475804875,0.208642799639399,0.0413062748291736,0.15255372880081
"45",45,0.240261631505017,0.283430722467261,0.240252841314475,0.257574708300142,0.231941593835345,0.195330347600551
"46",46,0.129360855972956,0.0772592048563971,0.199290521380977,0.0984239679504769,0.108504175301624,0.102511600763857
"47",47,0.328188952810175,0.345733081674077,0.173580495907187,0.322931510104324,0.341721952646349,0.214178118016801
"48",48,0.151399106124613,0.155290892797848,0.151172290718535,0.186634862114296,0.228812384356463,0.19985905218455
"49",49,0.18794348837741,0.213024795220557,0.157533047241633,0.116111344692238,0.158967137951004,0.258401815473508
"50",50,0.127416479044117,0.355129210529838,0.355629713756253,0.313614843772378,0.419163811895585,0.367528029391871
"51",51,0.10946168732474,0.150032852834781,0.149040282526336,0.166319750917525,0.24061619419281,0.245057123162067
"52",52,0.125211211550894,0.087515456144716,0.154361061385716,0.313559019594534,0.24165144147335,0.204972145363417
"53",53,0.223676986008781,6.66133814775094e-16,6.66133814775094e-16,6.66133814775094e-16,0,0
"54",54,0.390473781872799,0.151422900833247,0.349584489185485,0.343330052723301,0.289559331794363,0.301564790252187
"55",55,0.199957196001244,0.177897700504342,0.37746672876796,0.4389078359545,0.159488196333386,0.100531918680151
"56",56,0.281319032686245,0.372447409171368,0.174692216305123,0.230814098150577,0.216836389989685,0.260513699369687
"57",57,0.192273786380454,0.0739796029418735,0.162714532313788,0.0968479499167875,0.116587731112471,0.154705128585332
"58",58,0.212170883276311,0.26575903124066,0.33071345040535,0.273130612786327,0.223876749882069,0.135279548031258
"59",59,0.269987182253522,0.19106321153325,0.300182684570832,0.263322179725154,0.220948989370747,0.196750063504505
"60",60,0.214775972593615,0.235465309449418,0.165557342219721,0.086566386398507,0.28037500336689,0.255503956317586
"61",61,0.215142681688311,0.216842762895511,0.268798214808125,0.15214425575993,0.306927071919399,0.257210557137497
"62",62,0.344620873590634,0.201923359946165,0.196979348203613,0.201051045984348,0.185367368207579,0.126598034715553
"63",63,0.198249092027079,0.17602869218529,0.160692867682776,0.171850494333624,0.22170789186086,0.264081525892012
"64",64,0.322961899135613,0.291454263880909,0.198405676930433,0.203659384354371,0.138961882510875,0.123938511001124
"65",65,0.198893738507574,0.35154883837798,0.253818954159878,0.281388888744725,0.165753410558843,0.200920648795309
"66",66,0.363903547218038,0.248519875132794,0.168437565851454,0.10977453412805,0.235998188327383,0.252558775481257
"67",67,0.188601943079433,0.15094706954497,0.180870078771957,0.0855266492208805,0.166172935463984,0.204732916326461
"68",68,0.167549303987339,0.245831324359252,0.114897022662788,0.17466391054517,0.228261217491892,0.20099643717266
"69",69,0.116447423083506,0.184686553840937,0.15734418495854,0.275694876011636,0.222434211188363,0.197939740191911
"70",70,0.240502036526508,0.417360850789394,0.328289663675957,0.171658512307049,0.10520128988894,0.234084223815352
"71",71,0.154881317842092,6.66133814775094e-16,6.66133814775094e-16,0.0910083259876749,0.100798032271712,0
"72",72,0.26769838412971,0.236447331136733,0.213855760666437,0.154445639296506,0.138889668309257,0.212031668303117
"73",73,0.102945353444948,0.153009760624344,0.0873714225652913,0.296528300851045,0.215863086170128,0.18253848940929
"74",74,0.211989093453962,0.233073613405763,0.248788912056954,0.221193968842344,0.296926763754255,0.38720697454534
"75",75,0.655927932402279,0.491893032031507,0.433096028618147,0.146821597066027,0.24057390899585,0.29352455304643
"76",76,0.173450773157729,0.321805914361715,0.397570257514951,0.410207969704597,0.208529962045456,0.23650513279543
"77",77,0.196800178412436,0.237180766907951,0.139662781030913,0.122164314752743,0.157605827793399,0.21911423737245
"78",78,0.204194374681253,0.0612946123465675,0.172551195577185,0.146368645724976,0.00863851264562534,0.0202187159973016
"79",79,0.6389121734639,0.520510332061438,0.638126774438248,0.430409013385087,0.182798059132243,0.499440175130434
"80",80,0.121330067654162,0.220364541027993,0.19359580904061,0.156706664420421,0.201512322361237,0.33589083763869
"81",81,0.216347523325989,0.0753406502955572,0.0466695320557855,0.163074269402801,0.156896051824451,0.0931906982693696
"82",82,0.114934822243199,0.0286329873274528,0.0248153187298552,0.0990840172475208,0.154691715972674,0.105992987713833
"83",83,0.409501499361634,0.15143906350424,0.300287181524076,0.248948502435563,0.11735819109973,0.213081106921307
"84",84,0.416158563569543,0.875682910669586,0.568861714892207,0.398477553905175,0.555832719238522,0.253633020675689
"85",85,0.129666313077601,0.164044533088711,0.19603488621963,0.0933382191774554,0.118630291402718,0.105741217775815
"86",86,0.235358842835663,0.121591378619696,0.118656738211292,0.218613288371282,0.108026024918102,0.177759957776957
"87",87,0.241219359836902,0.238955506239842,0.220033300336672,0.298461857593444,0.200308075839152,0.157053328831623
"88",88,0.278448216712545,0.352645454312114,0.180130586618842,0.325007643925721,0.300927609549014,0.298575997949062
"89",89,0.139873919991625,0.333459391227689,0.243146040696222,0.183084341370788,0.132846399642444,0.16648736144646
"90",90,0.486646652861596,0.331253763459769,0.474741487236993,0.222923252785184,0.202752122450845,0.361360098296133
"91",91,0.207150324209507,0.174312337472185,0.190325575240158,0.0980834156174463,0.185379759548166,0.322212848104777
"92",92,0.174515388999255,0.129910287532777,0.173042697533573,0.154481847951459,0.0733216698905806,0.384195964198803
"93",93,0.222783071714256,0.224074711674421,0.246003880960604,0.212680496719681,0.0932312084948819,0.180985476767576
"94",94,0.145629936601274,0.116349813167974,0.179458436891489,0.0805204965327474,0.156799261403264,0.141306455593484
"95",95,0.123089184408523,0.331688761641866,0.442269594880703,0.116880517011961,0.226769430456343,0.324147221704146
"96",96,0.386888999147704,0.275227578973998,0.320049017829894,0.220653683826699,0.220187961890403,0.182706698503474
"97",97,0.239003108941941,0.318924841030806,0.150732003538645,0.196342664908242,0.23383444485726,0.163660324507607
"98",98,0.303484727028421,0.441029189092935,0.283606616933907,0.274165250459469,0.410512632253221,0.255765785618976
"99",99,0.383250996787264,0.212571883590592,0.227844218231861,0.332155740765289,0.171962095760318,0.15005909380746
"100",100,0.0668398725121466,0.0442346272236606,0.113881473071992,0.0919843184692814,0.0966965401593173,0.190524907661329
"101",101,0.156017034900429,0.174471024533449,0.2402117711298,0.208847498345976,0.129350549290345,0.102978445448619
"102",102,0.259076269440029,0.257215698149661,0.241639691897809,0.150723458810643,0.182437414618221,0.263820829333216
"103",103,0.207375528077903,0.218357754733748,0.182618087296644,0.136476827828921,0.18660425130106,0.164654979260696
"104",104,0,0.0536957054283569,0.0569010012422271,0.0284505006211134,0.143246224701263,0.171681520553452
"105",105,0.181747388475268,0.327618643339318,0.376889372329986,0.389421402709636,0.224298657096683,0.33488909707576
"106",106,0.29939168903923,0.276719895560447,0.257704424556615,0.609256045784575,0.167435661890023,0.130605191965696
"107",107,0.208231015285224,0.393102718900439,0.387817318717186,0.403364198615091,0.248362569845418,0.213660492745045
"108",108,0.195588105154979,0.370099397091746,0.209051499421179,0.30754172994855,0.233754349149482,0.212368240279384
"109",109,0.247729920153321,0.113632771248037,0.0802771068230452,0.115571590155806,0.162435407914668,0.0468863286418828
"110",110,0.277684629620095,0.302562354071685,0.246151951460542,0.224765729288032,0.168538294924703,0.221028229338907
"111",111,0.168049434177284,0.32031583310228,0.293114343203206,0.146610535187344,0.218184446344622,0.214990789248585
