"","ID","Interested","Joy","Sad","Irritated","Worried"
"1",1,0.0648423961302596,0.0722380236163366,0.10843725069724,0.114395167258855,0.0645763387790988
"2",2,0.0747395869057911,0.168869589420876,0.0598286317702482,0.174112356696439,0.0698845908504435
"3",3,0.0949174829078742,0.0880698569975652,0.0295666430072212,0.0937120081278661,0.176852532721521
"4",4,0.213980232758657,0.0803585566047717,0.0650685631135511,0.0749887016672626,0.101790370369472
"5",5,0.0835402802017997,0.0912541368472996,0.098113609644139,0.198724064967282,0.0735417528020851
"6",6,0.126341801353184,0.0662120173902267,0.0854626943922689,0.144351364227661,0.13270865778935
"7",7,0.137328857515657,0.171855474616123,0.0719116911132839,0.110473946934013,0.186875896866085
"8",8,0.0567999751090283,0.0597729956264357,0.0522190623304071,0.0494000807259537,0.082775302488236
"9",9,0.178890774647386,0.156502701286746,0.0872142920338847,0.137177341214992,0.164410686136382
"10",10,0.17097831795366,0.0841783836222178,0.068273573309723,0.0832195246304872,0.176437707006559
"11",11,0.0749232069904343,0.0590749886733635,0.0389610892071621,0.0468770390002724,0.0363122404170484
"12",12,0.0808295582607251,0.0377101091451105,0.0758945881695635,0.117568653466101,0.0578481137906435
"13",13,0.131893484102814,0.110515934111911,0.0747114759005974,0.0838297687568809,0.0498453013702006
"14",14,0.0868428915608971,0.12640000972558,0.0951767992402965,0.133197186556348,0.148613942788048
"15",15,0.0966286470929019,0.137485531266616,0.157664312589075,0.220328836190067,0.236081701298893
"16",16,0.114382100609028,0.0596659258470155,0.0414506491434029,0.0628248506116192,0.037615026701553
"17",17,0.0459347538808794,0.0408156200910798,0.0467556049890172,0.0671967918755619,0.177692055009457
"18",18,0.0714847157498503,0.200529526929326,0.043300861907505,0.0852494142738013,0.0709634825993763
"19",19,0.108910008775767,0.104084729091987,0.122201953434419,0.0429492298352409,0.158175958632377
"20",20,0.135892233278006,0.116375275790774,0.108614453691996,0.0830965886322251,0.133158480939018
"21",21,0.106173618692528,0.109041814423176,0.0431436528018443,0.131920724173331,0.0562954656339009
"22",22,0.211305651048689,0.234195779447373,0.21287302492127,0.0856344990558137,0.216673800025295
"23",23,0.0611699694239852,0.0985198326924932,0.0213622621312063,0.0886228513455065,0.042500848632851
"24",24,0.0614001894785805,0.0868683862571303,0.0725889955347928,0.0771688624557523,0.122527441181392
"25",25,0.0911682646173221,0.101638569588968,0.0972644494391189,0.120532178178754,0.123777255655859
"26",26,0.0919040135952859,0.0953606028692244,0.0660308585677171,0.0501189698595644,0.102457478013377
"27",27,0.0971285179460557,0.0992241909657009,0.1236498452442,0.152669871963083,0.106283509591336
"28",28,0.0986999906347701,0.0547823271111763,0.108661712614631,0.109829833180655,0.0670932640053447
"29",29,0.11347547903477,0.172934266362046,0.212697588961134,0.223617249929241,0.161285476434053
"30",30,0.189959531980366,0.131085360342175,0.195423975057008,0.313698069928426,0.243387671281313
"31",31,0.146278339680491,0.116760170182708,0.190190947720652,0.17326791524884,0.146135864842809
"32",32,0.0776847514648032,0.0542056008166647,0.0898381008070275,0.0658202570412572,0.113580715932774
"33",33,0.0947410577798684,0.120008049999217,0.11191162633615,0.211962586056297,0.124376261006545
"34",34,0.0580955369707451,0.0520902675654858,0.0991275299898702,0.124638052747548,0.101807867776674
"35",35,0.142483738161051,0.0777709967600567,0.162169215228302,0.178203761231363,0.17561849104567
"36",36,0.0795086935230084,0.129086651197983,0.239089260368006,0.20207903147871,0.247037918265414
"37",37,0.1390803977346,0.0605203106959256,0.0552777893503133,0.0572238049565576,0.0377621210910343
"38",38,0.101087147659589,0.0911709339605477,0.127982499507736,0.134814543481127,0.0904169263754881
"39",39,0.18783413693195,0.214145218391077,0.0806939527500668,0.209335454450867,0.153014244949798
"40",40,0.111053019603585,0.0970855023830432,0.0141680224793619,0.0344064503321477,0.0334862883704324
"41",41,0.132047325575233,0.298175486289155,0.0818739940581446,0.0377512006909317,0.122443362792356
"42",42,0.134431193140511,0.118305717724121,0.0310808434529592,0.143067676612079,0.0629662874173636
"43",43,0.158137375242124,0.0851749701661109,0.113726297537967,0.170296854737397,0.0981615993517561
"44",44,0.0279515770113743,0.0453692792003036,0.111319753610121,0.0992316348659153,0.138113091141329
"45",45,0.0895099738300677,0.150501061095789,0.151389751007889,0.166857380221513,0.139975701596146
"46",46,0.231226761277286,0.15107653553941,0.457229430043086,0.363626192493711,0.483364776990124
"47",47,0.158233550414999,0.119251596926599,0.197402618454785,0.166714070068595,0.147664778213847
"48",48,0.079554411838558,0.05772371812043,0.171718998338603,0.214707862011117,0.121325308874148
"49",49,0.0580382472428139,0.098453040786565,0.18427576775496,0.0909726818197721,0.0627560243531646
"50",50,0.228833189114677,0.0979861672383576,0.101055683070059,0.24029798995549,0.106204149442038
"51",51,0.112048409735459,0.112872569595023,0.100313228693711,0.145779720553092,0.0562028089697144
"52",52,0.139630131133834,0.164525922071823,0.0328588298575608,0.0772071125005071,0.0377405502089455
"53",53,0.111744493603693,0.137111707828444,0.155540079401305,0.0996212248119177,0.14294950968616
"54",54,0.0673256901757048,0.0869149239276118,0.103748413778186,0.168309009159469,0.116204123644895
"55",55,0.111944027169736,0.167154290664431,0.131034138483273,0.173152865011885,0.153265652989506
"56",56,0.0785522094234827,0.116665799784229,0.0863698023105529,0.0883937003062156,0.0880430198800351
"57",57,0.0674095096896273,0.0584024522092296,0.0765927610242498,0.189028701758818,0.144174460242424
"58",58,0.246612356817435,0.175096020407836,0.107380206904991,0.22248019032282,0.14099128187604
"59",59,0.0853085456541672,0.124843424723049,0.131694233589001,0.134507534464319,0.0990769699528076
"60",60,0.103965703852691,0.0655325420361184,0.0565157314399285,0.0536227481109482,0.0442390135920497
"61",61,0.057561269551551,0.0507510684675306,0.089977639983156,0.108986839282447,0.150475138744008
"62",62,0.272030736465176,0.173449088826072,0.177785777754026,0.210957925721838,0.249318051496392
"63",63,0.109658296177976,0.123366143438997,0.154072702835696,0.245597665757533,0.158895768339326
"64",64,0.0631504465437071,0.0364662466305912,0.0791412166293254,0.0521346031058085,0.138108972472403
"65",65,0.0621090919361272,0.0896453981723201,0.0916923672642628,0.0732061048733273,0.0962405732875235
"66",66,0.0805640049673978,0.135092180403475,0.0886730329919955,0.0617286891455054,0.175348140086737
"67",67,0.130529341416434,0.0976039067979921,0.0870674155228268,0.136712122868752,0.0646919629475802
"68",68,0.365653957031882,0.369824816033157,0.398886819984008,0.369117170584941,0.431550476659436
"69",69,0.0590375288336345,0.0750071512920832,0.0447109165852936,0.202987157613745,0.202796621437247
"70",70,0.127234253413992,0.0972550633941284,0.115398709513928,0.0846821221796172,0.114847702892721
"71",71,0.207616998923585,0.161563938156011,0.183357008936259,0.294152978644111,0.233658323630492
"72",72,0.112251304192812,0.119409710491536,0.125658619602007,0.110523144581581,0.179246945646619
"73",73,0.102023371216031,0.074366644899136,0.0899049044289585,0.125529376156405,0.0959795904755023
"74",74,0.0840368324892324,0.093843714996891,0.113340925096521,0.1881548412752,0.139656784493495
"75",75,0.0505463270284869,0.0756146033719256,0.0784692907585711,0.113411420668554,0.0980557690827518
"76",76,0.0582539429887467,0.0917233808813333,0.150843653625302,0.173708952329537,0.233140545124044
"77",77,0.100156815488862,0.166854006934202,0.230951286456636,0.156023942240215,0.207052435666016
"78",78,0.133271972541255,0.0920817547993332,0.113209988964302,0.0656807864024815,0.0584760007179636
"79",79,0.284893473808575,0.149708624162281,0.113689588414764,0.11263321525175,0.112215847739714
"80",80,0.13063683262667,0.168126581327661,0.291498990732885,0.203802654392812,0.172488711577033
"81",81,0.209797121867793,0.218340387152867,0.150498059068587,0.232474570633304,0.225038133174748
"82",82,0.053950254145215,0.0748415180215287,0.0135522980353575,0.0261417566326429,0.0371538932564158
"83",83,0.160840781899478,0.102352565384605,0.0698526705911442,0.288892000815658,0.137567627901191
"84",84,0.0648926028205324,0.0813218659193796,0.0370562995336562,0.126375464664612,0.0506914211177928
"85",85,0.0438246560836698,0.042730765169215,0.0257795351159326,0.0352040048892828,0.113820233109453
"86",86,0.052026456979072,0.0810246324586746,0.052265916125393,0.0579849556868228,0.0699103360555679
"87",87,0.179194471484218,0.252476257206364,0.184063269277287,0.240187627204823,0.178076909798999
"88",88,0.120187895852333,0.0889509726025178,0.0819318442634466,0.0852801572595584,0.122351369159639
"89",89,0.152925103992211,0.158630167318437,0.0247328615718803,0.0311524867490412,0.259995342692295
"90",90,0.192039954227109,0.131680605103117,0.102534979406683,0.0689406171763931,0.16263812957369
"91",91,0.123449605923144,0.132358866010478,0.161394128808473,0.187690024676177,0.195076869913711
"92",92,0.246280889447232,0.146755921852691,0.167863614794992,0.0491261782429052,0.074447857937563
"93",93,0.0802380629846009,0.0612600323846685,0.0713883779145719,0.0904976139739636,0.127616914831461
"94",94,0.0669098882948856,0.0702917717191855,0.149809826152196,0.247358322823545,0.218031188186005
"95",95,0.160512340790161,0.203529008060711,0.212781053732917,0.368527841777016,0.228461541565349
"96",96,0.0820738574224705,0.0738977477000613,0.0294733668012131,0.0353423364648982,0.124498460268608
"97",97,0.0629559225873928,0.1138258555163,0.0841329530196436,0.22528054664282,0.153550829133028
"98",98,0.0879490054688044,0.122529972006571,0.106443099488256,0.191730724453587,0.194033074320645
"99",99,0.0940807533490577,0.047901271927614,0.0678535347849737,0.0595124807778054,0.0483498143108028
"100",100,0.144962611706675,0.162356239879761,0.133787489854393,0.181157778545515,0.164584052501836
"101",101,0.224413702227481,0.140641835309391,0.0378340985477339,0.0829245780667784,0.0665098761048713
"102",102,0.140315243294724,0.122400710848304,0.117612359413458,0.136646055944056,0.100996066084933
"103",103,0.102261489569977,0.0982930541526832,0.114546634209425,0.177536349138382,0.234248170543483
"104",104,0.209565567604795,0.134934451101267,0.110887786206352,0.233904037815531,0.0236878751324921
"105",105,0.113074804316565,0.103938980433276,0.0548305883293568,0.106301353658624,0.0647742002689663
"106",106,0.0767046745306371,0.112620779435936,0.0697263359550551,0.0922714552254395,0.0958403730511117
"107",107,0.109960586992284,0.110204678482547,0.101107168134077,0.105594436184822,0.147430706733121
"108",108,0.293055462604004,0.230520136894927,0.249102625445138,0.240945574352262,0.2535876464126
"109",109,0.123967509774615,0.11287254759483,0.101208884143568,0.12292831906613,0.0663112561443048
"110",110,0.245590298304471,0.133422993770967,0.167910662969992,0.166150214565469,0.185193452002861
"111",111,0.127035453808321,0.0812356858444137,0.0636263729051436,0.0920193432415361,0.100365108602231
"112",112,0.185143254314074,0.212026975274916,0.234942132858954,0.111155999063704,0.0791798490130109
"113",113,0.15326966057121,0.128984781522369,0.135769451038866,0.234310484656807,0.122292567034849
"114",114,0.126755491989349,0.106074622377538,0.137897509639823,0.139230361739135,0.201827894604258
"115",115,0.0584835067129866,0.0389979856836811,0.0669574005439156,0.0599698626731606,0.0568851444006836
"116",116,0.144479876411849,0.223102620313141,0.135979491071981,0.129896988554439,0.20588676672165
"117",117,0.0982324497968557,0.107952631294949,0.0968984611666886,0.0588612668881432,0.0693687974177028
"118",118,0.0737868588677847,0.056186404780632,0.0168526905101078,0.0377079257172283,0.0810031048918904
"119",119,0.0718614182471078,0.0566611011564562,0.0235777598589841,0.0646433198056694,0.0716179212757287
"120",120,0.0988543905749841,0.0888317742865989,0.0782274148579737,0.111877223927794,0.188011467830075
"121",121,0.0720104353766704,0.0780527349069917,0.0113025795504614,0.100667944334224,0.0770664406245797
"122",122,0.109665130825013,0.126434712171298,0.123485981305861,0.115609665728065,0.201112058359495
"123",123,0.130192175852586,0.0487033651606365,0.0717718987332661,0.102695186983897,0.0883133543054309
"124",124,0.136321990199154,0.0812182993060462,0.0665365792142951,0.171986652721234,0.0660873741442715
"125",125,0.0741763584924621,0.130756179411233,0.0447012331577476,0.0945049370346017,0.0357176224527367
"126",126,0.0784750704178183,0.110127123605288,0.0856791735213784,0.123857935214034,0.141873602797695
"127",127,0.0757653204460737,0.106789785332693,0.0674760854596757,0.0721830334933232,0.183671607565379
"128",128,0.167079734201237,0.200795632693726,0.17366183264056,0.161139868284309,0.155333434619774
"129",129,0.144034254474352,0.098726204315243,0.113424384343006,0.187063657088664,0.156066797258385
"130",130,0.151249166759213,0.115482274119331,0.0500901501787358,0.28114946772148,0.255181753820057
"131",131,0.140478655611204,0.144817295682203,0.163285711364425,0.204491012002026,0.223139107144847
"132",132,0.0524062195743914,0.0785867245006542,0.0361528924965372,0.043377661117235,0.0407687423346956
"133",133,0.160118027247083,0.113182369144064,0.150889586648427,0.197283647782812,0.153061590256189
"134",134,0.0610410812376774,0.0604209428305595,0.185268031473934,0.0560937176928202,0.110948098860559
"135",135,0.147812293577391,0.123859565006878,0.182500602205858,0.117594194491877,0.17512871573995
"136",136,0.0892866714438152,0.092076238195051,0.0964900377723731,0.0663170299939454,0.0730039842550814
"137",137,0.154435237321159,0.148946614087723,0.123454363442191,0.0824836377367209,0.101884328452532
"138",138,0.150679128644601,0.142459901905742,0.122880576622635,0.147499713982347,0.0627944221385692
