"","ID","Angry","Sad","Stressed","Relaxed","Happy"
"1",105,0.235691942293902,0.202732367081188,0.280826155381671,0.292802696182372,0.298092019310073
"2",106,0.285222195880011,0.195409352657878,0.316057157247892,0.368400182353873,0.221693203345529
"3",107,0.0254206397998643,0.11457795706737,0.188559672761448,0.209011510165017,0.114727145492124
"4",108,0.146041576571689,0.180287108479242,0.247024390458139,0.220859832063035,0.165037865572032
"5",109,0.145941005068333,0.0556866341977681,0.228233510605134,0.147757403983982,0.107456047990773
"6",110,0.122023312755851,0.230367699331559,0.286602353526128,0.332180234134804,0.170347229242989
"7",111,0.0415640382290834,0.0236099015568908,0.0258282208821732,0.0662602597740459,0.0584566296182349
"8",112,0.0872038236012331,0.213734934177761,0.219080553452679,0.26299083947672,0.280280893089124
"9",113,0.190891382895239,0.161408841626925,0.182988085277779,0.188372431021429,0.217303924446287
"10",115,0.2582570747201,0.190517059764014,0.222353141509402,0.213194705694319,0.22761034883815
"11",116,0.00798808455537534,0.00100640452165618,0.0533444871607853,0.087453812008348,0.0866980490900207
"12",117,0.290483988738389,0.341415393417823,0.288491353713115,0.286067994155649,0.158058308035592
"13",118,0.128633641704535,0.245770897049865,0.121708273161007,0.355742962883445,0.234576670574606
"14",121,0.169748768951488,0.0825199460318132,0.15864969923717,0.167098837479089,0.130575968854722
"15",122,0.130911516856232,0.108655668683332,0.118381528661849,0.114846064151595,0.155176441246272
"16",123,0.137235279432757,0.0669534874134581,0.13039962092307,0.139325677223838,0.150044659386411
"17",124,0.202540274323141,0.225909086785621,0.268604263317456,0.186067093125979,0.222132644535829
"18",125,0.0026656566996071,0.0299225543473632,0.0815017137965798,0.110338843509149,0.125846776977834
"19",126,0.115568955717697,0.089006658404167,0.282402921219408,0.137563535681501,0.168223401482206
"20",127,0.0101823665525634,0.011646622321228,0.0467997438024758,0.128225449036002,0.10226256307235
"21",128,0.155908233239909,0.13718814175193,0.187626350998767,0.172553402317421,0.169378801526676
"22",129,0.0653932826788781,0.113567307246269,0.204804413304105,0.189142775460303,0.108341946694635
"23",130,0.257898831346485,0.229715595536533,0.267510422256262,0.219982361032923,0.185316899920087
"24",131,0.267351193252096,0.118769054346607,0.238350349846552,0.208641057044272,0.168399516508799
"25",132,0.33362296459831,0.263299816609662,0.268095564243322,0.24376988339369,0.234406398801478
"26",133,0.0295639793937547,0.044622690153882,0.0645468639232249,0.0606571060945427,0.114754844225351
"27",134,0.0629340854217881,0.191421703787217,0.260668530827237,0.149458435849578,0.128129963092009
"28",135,0.118346015551853,0.207159425208018,0.266509844608415,0.26086429818527,0.300505969430905
"29",136,0.00586875301082642,0.0831623888845488,0.211805232735958,0.153570948976275,0.124268488108589
"30",137,0.156580469129715,0.165358817649498,0.165067432609759,0.170841115754038,0.093097322926907
"31",138,0.0977953558764726,0.136333534473866,0.222048566517853,0.221641199057869,0.173307440664955
"32",139,0.109525036551684,0.0327608207661722,0.285448185702467,0.178812068101884,0.157627259753611
"33",140,0.0904877384977266,0.110404280186699,0.164288952275945,0.141039365967817,0.155629503982844
"34",141,0.0501217903052205,0.031412620108555,0.244619695310878,0.247149748620317,0.169636813048973
"35",142,0.131098887643357,0.152491751403591,0.179870723309008,0.176250969740911,0.190632112648474
"36",143,0.187824046852631,0.192840740919395,0.158830332988272,0.114108467621307,0.126406457052305
"37",145,0.21452969601411,0.249369230505913,0.224460011527014,0.175916802567247,0.17666550279804
"38",146,0.0875747009608359,0.089470872711726,0.24212140322575,0.230024366632602,0.205497900330834
"39",147,0.164042445327831,0.041997981931548,0.233026522079648,0.18670217275238,0.168578572649874
"40",148,0.269247276776923,0.207775926907016,0.227688010184348,0.193156931643682,0.0900916481815488
"41",149,0.120194292044972,0.0663551134640418,0.170284285535359,0.143165526264243,0.205101729050244
"42",150,0.0776849466830843,0.0337182332664466,0.148667863634164,0.193710242796396,0.0599106399374685
"43",151,0.0711706356317534,0.0364689823958733,0.166251416913989,0.19471219204372,0.168394158510445
"44",152,0.102736913437397,0.135733895548782,0.110103403063926,0.197841435137948,0.130570255830869
"45",153,0.172084251489484,0.202306335782872,0.318321244950603,0.148079255338847,0.196906978149832
"46",154,0.036569507675381,0.0414308339583196,0.0630390716694754,0.102808186134354,0.0940959485467518
"47",156,0.00498457079226296,0.000295268998673035,0.0392966556316037,0.245116733573554,0.176625230348541
"48",158,0.038193524405347,0.0784851544451161,0.133442008039071,0.22854053729458,0.181136810298248
"49",159,0.132043383785092,0.10665663195036,0.23915388784815,0.165254794777637,0.149590483535133
"50",160,0.171129181771558,0.192375912755412,0.246084376900246,0.285666480700271,0.23178975435294
"51",161,0.00895640705583725,0.0316942692377487,0.150701234591031,0.131135696608628,0.0554832687717536
"52",162,0.224602662241988,0.306724418320283,0.130772288086632,0.300835384166895,0.383746094692308
"53",164,0.0788005180209928,0.26227001324518,0.153078055732159,0.153560729742476,0.121124561372506
"54",165,0.0341481897301826,0.0110858223236251,0.0676845790414278,0.102914031976792,0.0952911233315825
"55",166,0.095303124795284,0.113650000131946,0.229280825438771,0.159713058232654,0.111534487593316
"56",167,0.128544475859096,0.189558723480579,0.259131575877518,0.229966379780992,0.229415584420895
"57",168,0.137549608764244,0.15985680262028,0.129760432622326,0.115614721808212,0.0886704332491762
"58",169,0.369024591821033,0.228739796299439,0.347748680151805,0.321282625601323,0.352753944507579
"59",170,0.220618890852861,0.231840148762474,0.209844423059527,0.288725965806294,0.347388458480257
