"","X","ID","day","beep","obsNumber","missed","Sad","Angry","Disappointed","Ashamed","Anxious","Stressed","Proud","Happy","Content","Relieved"
"4512",4512,209,9,9,89,1,0,0,0,0.03,0,0,0.23,0.47,0.55,0.41
"4513",4513,209,9,10,90,1,0,0,0,0,0,0,0.4,0.68,0.59,0.71
"4514",4514,210,1,1,1,1,0.02,0,0.14,0,0,0,0.4,0.29,0.56,0.52
"4515",4515,210,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4516",4516,210,1,3,3,1,0,0,0.11,0,0.09,0,0.3,0.08,0.16,0.34
"4517",4517,210,1,4,4,1,0.17,0,0.11,0,0.06,0.45,0.42,0.3,0.39,0.65
"4518",4518,210,1,5,5,1,0.05,0,0.05,0,0,0.29,0.1,0.55,0.39,0.61
"4519",4519,210,1,6,6,1,0,0,0,0,0,0,0.14,0.11,0.41,0.61
"4520",4520,210,1,7,7,1,0.1,0,0.11,0,0,0,0.4,0,0.46,0.57
"4521",4521,210,1,8,8,1,0.14,0.12,0.14,0.05,0,0.34,0.35,0.24,0.25,0.47
"4522",4522,210,1,9,9,1,0,0,0,0,0,0,0,0.01,0,0.44
"4523",4523,210,1,10,10,1,0.01,0,0,0,0,0,0.38,0.51,0.14,0.46
"4524",4524,210,2,1,11,1,0,0,0.04,0,0,0.45,0.37,0,0.09,0.65
"4525",4525,210,2,2,12,1,0.11,0.03,0.06,0,0,0,0.22,0.11,0.11,0.54
"4526",4526,210,2,3,13,1,0,0,0.11,0,0,0,0.25,0.16,0.12,0.6
"4527",4527,210,2,4,14,1,0,0,0.1,0,0.06,0,0.21,0,0.19,0.6
"4528",4528,210,2,5,15,1,0,0,0,0,0,0.01,0,0,0.22,0.59
"4529",4529,210,2,6,16,1,0,0,0.23,0,0,0,0.2,0.25,0.21,0.46
"4530",4530,210,2,7,17,1,0,0,0,0,0,0.01,0,0,0.01,0.4
"4531",4531,210,2,8,18,1,0,0,0.12,0,0,0.2,0.18,0.06,0.12,0.47
"4532",4532,210,2,9,19,1,0,0,0.01,0,0,0.32,0,0,0.15,0.68
"4533",4533,210,2,10,20,1,0,0,0.17,0,0,0.46,0.21,0.1,0.2,0.55
"4534",4534,210,3,1,21,1,0.22,0.06,0.35,0,0.16,0.26,0,0,0,0
"4535",4535,210,3,2,22,1,0.14,0.02,0.44,0.06,0.12,0.36,0,0.08,0,0
"4536",4536,210,3,3,23,1,0.02,0,0.34,0,0,0.19,0,0.03,0,0.15
"4537",4537,210,3,4,24,1,0.36,0,0.5,0,0.01,0.15,0.11,0.01,0.01,0.14
"4538",4538,210,3,5,25,1,0,0,0.48,0,0,0.34,0,0,0.03,0.15
"4539",4539,210,3,6,26,1,0.17,0,0.49,0,0,0.18,0.14,0.17,0,0.39
"4540",4540,210,3,7,27,1,0.22,0,0.16,0.03,0,0.2,0,0,0.06,0.13
"4541",4541,210,3,8,28,1,0.15,0,0.37,0.09,0,0.16,0,0,0,0.12
"4542",4542,210,3,9,29,1,0.04,0,0.48,0.03,0.01,0.15,0.01,0.02,0,0.12
"4543",4543,210,3,10,30,1,0.11,0,0.34,0,0,0.14,0,0,0,0.17
"4544",4544,210,4,1,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4545",4545,210,4,2,32,1,0.54,0.17,0.86,0.29,0.23,0.27,0,0,0,0
"4546",4546,210,4,3,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4547",4547,210,4,4,34,1,0.32,0.35,0.28,0.22,0,0.23,0,0.3,0,0
"4548",4548,210,4,5,35,1,0.22,0,0.52,0,0,0.26,0,0,0,0.21
"4549",4549,210,4,6,36,1,0.11,0.14,0.44,0.16,0.18,0.14,0,0.11,0,0.25
"4550",4550,210,4,7,37,1,0.17,0,0,0.15,0,0.28,0.02,0,0,0.18
"4551",4551,210,4,8,38,1,0.45,0,0.61,0.19,0,0.08,0.03,0,0.21,0.18
"4552",4552,210,4,9,39,1,0.27,0.03,0.43,0.1,0.02,0.2,0,0,0,0.17
"4553",4553,210,4,10,40,1,0.09,0,0.14,0.06,0,0.15,0,0,0,0.12
"4554",4554,210,5,1,41,1,0.16,0,0.15,0,0,0,0,0,0,0.12
"4555",4555,210,5,2,42,1,0.2,0,0.5,0.06,0.07,0.15,0,0,0,0.15
"4556",4556,210,5,3,43,1,0.24,0,0.3,0.17,0.16,0.22,0,0,0,0.17
"4557",4557,210,5,4,44,1,0.23,0.11,0.26,0.22,0.33,0.18,0.21,0.24,0.29,0.24
"4558",4558,210,5,5,45,1,0.1,0,0.55,0,0.08,0.12,0,0,0,0.17
"4559",4559,210,5,6,46,1,0.16,0,0.48,0.1,0.01,0.15,0,0,0,0.12
"4560",4560,210,5,7,47,1,0.26,0.01,0,0.06,0,0.21,0.03,0,0,0.12
"4561",4561,210,5,8,48,1,0.82,0,0.57,0,0,0.1,0,0,0,0.08
"4562",4562,210,5,9,49,1,0.33,0,0.33,0,0,0.41,0,0,0,0.26
"4563",4563,210,5,10,50,1,0.32,0,0.26,0,0,0.1,0,0,0,0.15
"4564",4564,210,6,1,51,1,0.15,0,0.27,0.12,0,0.19,0,0,0,0
"4565",4565,210,6,2,52,1,0.18,0,0.54,0.19,0,0.18,0,0,0,0
"4566",4566,210,6,3,53,1,0.13,0,0.41,0,0.1,0.15,0,0,0.06,0.13
"4567",4567,210,6,4,54,1,0.18,0.12,0.14,0,0.03,0,0,0,0.07,0.08
"4568",4568,210,6,5,55,1,0.15,0.02,0.44,0.04,0.03,0.23,0,0,0,0.11
"4569",4569,210,6,6,56,1,0.33,0.18,0.42,0.03,0,0.01,0,0,0,0.18
"4570",4570,210,6,7,57,1,0.26,0.22,0.22,0.26,0.22,0.15,0.16,0.22,0.25,0.14
"4571",4571,210,6,8,58,1,0.08,0,0.43,0.08,0.07,0.05,0.16,0,0,0.08
"4572",4572,210,6,9,59,1,0.43,0.02,0.17,0.1,0,0.16,0,0.14,0.11,0.24
"4573",4573,210,6,10,60,1,0.11,0,0.46,0,0.13,0.2,0,0,0,0.14
"4574",4574,210,7,1,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4575",4575,210,7,2,62,1,0.09,0,0.22,0.12,0.16,0.08,0,0.17,0,0.06
"4576",4576,210,7,3,63,1,0.08,0,0.32,0.12,0,0.25,0,0,0,0.29
"4577",4577,210,7,4,64,1,0.19,0,0.18,0.06,0,0.11,0,0,0,0.18
"4578",4578,210,7,5,65,1,0.34,0,0.41,0,0.1,0,0,0,0,0.16
"4579",4579,210,7,6,66,1,0.1,0,0.22,0.35,0,0.16,0.02,0,0.02,0.18
"4580",4580,210,7,7,67,1,0.26,0,0.68,0.06,0.18,0.14,0,0,0.01,0.2
"4581",4581,210,7,8,68,1,0.26,0.19,0.25,0.18,0.25,0.2,0.18,0.27,0.25,0.28
"4582",4582,210,7,9,69,1,0.04,0,0.25,0.2,0.01,0.09,0,0.04,0.1,0.1
"4583",4583,210,7,10,70,1,0.12,0,0.4,0.04,0.05,0.04,0,0,0.1,0.04
"4584",4584,210,8,1,71,1,0.14,0.16,0.08,0.15,0.08,0.13,0.17,0.25,0.26,0.2
"4585",4585,210,8,2,72,1,0.2,0,0.41,0.06,0,0.07,0,0,0.08,0.09
"4586",4586,210,8,3,73,1,0.25,0.11,0.36,0.06,0.1,0.1,0.08,0.12,0.08,0.13
"4587",4587,210,8,4,74,1,0.1,0.1,0.1,0.1,0.06,0.09,0.06,0.08,0.13,0.11
"4588",4588,210,8,5,75,1,0.27,0.05,0.5,0.03,0.08,0.2,0.08,0.06,0.06,0.23
"4589",4589,210,8,6,76,1,0.05,0.26,0.04,0.07,0.18,0.09,0.08,0.02,0.15,0.13
"4590",4590,210,8,7,77,1,0.09,0.13,0.6,0.15,0.23,0.15,0.03,0.15,0.11,0.06
"4591",4591,210,8,8,78,1,0.22,0.12,0.2,0.26,0.34,0.29,0.28,0.12,0.35,0.31
"4592",4592,210,8,9,79,1,0.06,0.12,0.31,0.27,0.38,0.32,0.34,0.11,0.31,0.38
"4593",4593,210,8,10,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4594",4594,210,9,1,81,1,0.56,0.33,0.27,0.55,0.32,0.26,0.5,0.53,0.54,0.5
"4595",4595,210,9,2,82,1,0.52,0.32,0.27,0.45,0.48,0.48,0.5,0.52,0.37,0.36
"4596",4596,210,9,3,83,1,0.64,0.4,0.52,0.32,0.53,0.3,0.58,0.54,0.52,0.35
"4597",4597,210,9,4,84,1,0.08,0.16,0.65,0.09,0.17,0.07,0.07,0.06,0.18,0.28
"4598",4598,210,9,5,85,1,0.41,0.37,0.47,0.16,0.41,0.31,0.36,0.44,0.42,0.44
"4599",4599,210,9,6,86,1,0.17,0.27,0.19,0.2,0.12,0.14,0.17,0.22,0.14,0.12
"4600",4600,210,9,7,87,1,0.04,0.02,0.26,0.01,0.03,0.05,0,0.03,0.11,0.06
"4601",4601,210,9,8,88,1,0.11,0.12,0.19,0.24,0.18,0.18,0.16,0.2,0.19,0.16
"4602",4602,210,9,9,89,1,0.22,0.2,0.18,0.19,0.2,0.19,0.24,0.15,0.13,0.15
"4603",4603,210,9,10,90,1,0.19,0.19,0.2,0.18,0.11,0.11,0.18,0.19,0.18,0.19
"4604",4604,211,1,1,1,1,0.07,0.04,0.49,0.06,0.09,0.06,0.12,0.61,0.15,0.06
"4605",4605,211,1,2,2,1,0.08,0.08,0.08,0.09,0.09,0.09,0.34,0.39,0.25,0.14
"4606",4606,211,1,3,3,1,0.05,0.09,0.47,0.13,0.09,0.13,0.1,0.32,0.3,0.15
"4607",4607,211,1,4,4,1,0.1,0.07,0.06,0.1,0.06,0.04,0.09,0.22,0.08,0.06
"4608",4608,211,1,5,5,1,0.09,0.13,0.19,0.02,0.08,0.12,0.1,0.12,0.1,0.13
"4609",4609,211,1,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4610",4610,211,1,7,7,1,0.07,0.04,0.11,0.07,0.14,0.09,0.34,0.44,0.43,0.11
"4611",4611,211,1,8,8,1,0.06,0.07,0.05,0.11,0.1,0.1,0.23,0.95,0.5,0.2
"4612",4612,211,1,9,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4613",4613,211,1,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4614",4614,211,2,1,11,1,0.06,0.03,0.05,0.02,0.08,0.08,0.05,0.02,0.08,0.11
"4615",4615,211,2,2,12,1,0.11,0.13,0.08,0.2,0.2,0.15,0.2,0.29,0.26,0.12
"4616",4616,211,2,3,13,1,0.09,0.07,0.11,0.08,0.09,0.09,0.49,0.59,0.6,0.18
"4617",4617,211,2,4,14,1,0.06,0.04,0.13,0.14,0.03,0.03,0.36,0.52,0.46,0.12
"4618",4618,211,2,5,15,1,0.05,0.08,0.06,0.04,0.07,0.06,0.31,0.38,0.5,0.16
"4619",4619,211,2,6,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4620",4620,211,2,7,17,1,0.07,0.06,0.3,0.1,0.11,0.11,0.16,0.29,0.16,0.12
"4621",4621,211,2,8,18,1,0.27,0.05,0.19,0.11,0.02,0.04,0.21,0.02,0.05,0.12
"4622",4622,211,2,9,19,1,0.06,0.03,0.07,0.06,0.04,0.09,0.05,0.06,0.52,0.07
"4623",4623,211,2,10,20,1,0.06,0.01,0.05,0.08,0.11,0.09,0.1,0.16,0.05,0.06
"4624",4624,211,3,1,21,1,0.52,0.11,0.46,0.06,0.48,0.35,0.08,0.06,0.08,0.04
"4625",4625,211,3,2,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4626",4626,211,3,3,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4627",4627,211,3,4,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4628",4628,211,3,5,25,1,0.69,0.04,0.65,0.02,0.35,0.06,0.09,0.08,0.07,0.05
"4629",4629,211,3,6,26,1,0.52,0.09,0.59,0.06,0.32,0.03,0.05,0.09,0.03,0.09
"4630",4630,211,3,7,27,1,1,1,0.96,0.04,0.65,0.07,0.04,0.02,0.02,0.06
"4631",4631,211,3,8,28,1,0.46,0.06,0.45,0.06,0.39,0.05,0.08,0.08,0.07,0.02
"4632",4632,211,3,9,29,1,0.38,0.04,0.34,0.03,0.03,0.09,0.13,0.32,0.26,0.13
"4633",4633,211,3,10,30,1,0.36,0.2,0.48,0.08,0.26,0.1,0.06,0.18,0.04,0.14
"4634",4634,211,4,1,31,1,0.64,0.09,0.4,0.08,0.39,0.07,0.05,0.12,0.04,0.03
"4635",4635,211,4,2,32,1,0.44,0.03,0.35,0.05,0.25,0.06,0.11,0.06,0.13,0.06
"4636",4636,211,4,3,33,1,0.22,0.09,0.38,0.07,0.23,0.09,0.11,0.09,0.09,0.08
"4637",4637,211,4,4,34,1,0.52,0.09,0.43,0.03,0.15,0.01,0.08,0.04,0.06,0.07
"4638",4638,211,4,5,35,1,0.18,0.01,0.23,0.05,0.21,0.08,0.06,0.22,0.24,0.09
"4639",4639,211,4,6,36,1,0.3,0.07,0.22,0.06,0.34,0.1,0.23,0.1,0.09,0.08
"4640",4640,211,4,7,37,1,0.28,0.07,0.08,0.05,0.09,0.1,0.02,0.08,0.13,0.13
"4641",4641,211,4,8,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4642",4642,211,4,9,39,1,0.02,0.1,0.03,0.05,0.02,0.01,0.02,0.02,0.07,0.08
"4643",4643,211,4,10,40,1,0.23,0.05,0.05,0.05,0.34,0.08,0.08,0.09,0.05,0.03
"4644",4644,211,5,1,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4645",4645,211,5,2,42,1,0.07,0.08,0.11,0.09,0.14,0.17,0.09,0.12,0.12,0.15
"4646",4646,211,5,3,43,1,0.04,0.04,0.28,0.08,0.11,0.06,0.08,0.37,0.06,0.07
"4647",4647,211,5,4,44,1,0.59,0.07,0.36,0.02,0.09,0.02,0.14,0.3,0.11,0.1
"4648",4648,211,5,5,45,1,0.26,0.05,0.07,0.07,0.08,0.09,0.11,0.13,0.07,0.09
"4649",4649,211,5,6,46,1,0.16,0.09,0.09,0.08,0.1,0.1,0.06,0.09,0.08,0.1
"4650",4650,211,5,7,47,1,0.09,0.09,0.1,0.11,0.1,0.11,0.12,0.09,0.12,0.09
"4651",4651,211,5,8,48,1,0.36,0.08,0.38,0.09,0.08,0.12,0.09,0.12,0.07,0.09
"4652",4652,211,5,9,49,1,0.08,0.07,0.11,0.09,0.21,0.09,0.09,0.08,0.08,0.08
"4653",4653,211,5,10,50,1,0.05,0.09,0.09,0.1,0.1,0.12,0.07,0.11,0.09,0.11
"4654",4654,211,6,1,51,1,0.09,0.08,0.12,0.12,0.1,0.07,0.12,0.17,0.07,0.14
"4655",4655,211,6,2,52,1,0.05,0.09,0.59,0.07,0.09,0.08,0.06,0.08,0.08,0.08
"4656",4656,211,6,3,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4657",4657,211,6,4,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4658",4658,211,6,5,55,1,0.14,0.12,0.4,0.11,0.08,0.08,0.09,0.13,0.06,0.11
"4659",4659,211,6,6,56,1,0.1,0.1,0.74,0.08,0.08,0.05,0.1,0.09,0.09,0.12
"4660",4660,211,6,7,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4661",4661,211,6,8,58,1,0.4,0.09,0.55,0.07,0.19,0.1,0.1,0.11,0.03,0.02
"4662",4662,211,6,9,59,1,0.12,0.06,0.5,0.08,0.06,0.1,0.06,0.05,0.08,0.07
"4663",4663,211,6,10,60,1,0.11,0.08,0.09,0.1,0.1,0.07,0.1,0.07,0.06,0.06
"4664",4664,211,7,1,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4665",4665,211,7,2,62,1,0.22,0.08,0.11,0.12,0.07,0.12,0.12,0.1,0.1,0.13
"4666",4666,211,7,3,63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4667",4667,211,7,4,64,1,0.11,0.1,0.23,0.03,0.11,0.1,0.06,0.09,0.06,0.07
"4668",4668,211,7,5,65,1,0.13,0.11,0.07,0.1,0.1,0.08,0.06,0.11,0.09,0.11
"4669",4669,211,7,6,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4670",4670,211,7,7,67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4671",4671,211,7,8,68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4672",4672,211,7,9,69,1,0.07,0.09,0.66,0.07,0.08,0.08,0.07,0.09,0.04,0.04
"4673",4673,211,7,10,70,1,0.07,0.06,0.83,0.04,0.07,0.09,0.08,0.07,0.06,0.08
"4674",4674,211,8,1,71,1,0.04,0.04,0.8,0.05,0.05,0.06,0.08,0.12,0.06,0.08
"4675",4675,211,8,2,72,1,0.07,0.09,0.67,0.1,0.11,0.1,0.06,0.08,0.07,0.09
"4676",4676,211,8,3,73,1,0.04,0.08,0.03,0.03,0.06,0.06,0.03,0,0.04,0.06
"4677",4677,211,8,4,74,1,0.07,0.07,0.78,0.1,0.1,0.08,0.07,0.08,0.09,0.08
"4678",4678,211,8,5,75,1,0.07,0.08,0.89,0.08,0.06,0.06,0.08,0.07,0.08,0.1
"4679",4679,211,8,6,76,1,0.06,0.08,0.76,0.08,0.09,0.06,0.05,0.06,0.09,0.09
"4680",4680,211,8,7,77,1,0.11,0.08,0.12,0.09,0.11,0.11,0.09,0.11,0.12,0.07
"4681",4681,211,8,8,78,1,0.05,0.06,0.09,0.16,0.09,0.11,0.09,0.06,0.11,0.1
"4682",4682,211,8,9,79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4683",4683,211,8,10,80,1,0.13,0.11,0.08,0.08,0.09,0.09,0.04,0.06,0.09,0.1
"4684",4684,211,8,11,81,1,0.05,0.02,0.89,0.06,0.1,0.04,0.04,0.05,0.07,0.1
"4685",4685,211,9,1,82,1,0.03,0.04,0.1,0.08,0.06,0.07,0.06,0.04,0.06,0.06
"4686",4686,211,9,2,83,1,0.09,0.09,0.74,0.1,0.04,0.04,0.1,0.07,0.03,0.09
"4687",4687,211,9,3,84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4688",4688,211,9,4,85,1,0.06,0.08,0.89,0.12,0.1,0.06,0.04,0.08,0.1,0.11
"4689",4689,211,9,5,86,1,0.08,0.03,0.04,0.07,0.07,0.1,0.09,0.03,0.04,0.09
"4690",4690,211,9,6,87,1,0.03,0.06,0.52,0.04,0.09,0.07,0.04,0.06,0.09,0.1
"4691",4691,211,9,7,88,1,0.07,0.09,0.49,0.09,0.08,0.09,0.07,0.07,0.06,0.08
"4692",4692,211,9,8,89,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4693",4693,211,9,9,90,1,0.06,0.06,0.51,0.08,0.05,0.06,0.07,0.1,0.08,0.06
"4694",4694,211,9,10,91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4695",4695,212,1,1,1,1,0,0,0.12,0,0.24,0.77,0.43,0.48,0.18,0.09
"4696",4696,212,1,2,2,1,0,0,0.11,0,0.59,0.68,0.48,0.47,0.48,0.25
"4697",4697,212,1,3,3,1,0,0,0.26,0,0.26,0.84,0.5,0.49,0.49,0.21
"4698",4698,212,1,4,4,1,0,0,0.13,0,0.54,0.72,0.46,0.46,0.46,0.29
"4699",4699,212,1,5,5,1,0,0,0.29,0,0.52,0.64,0.5,0.44,0.46,0.19
"4700",4700,212,1,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4701",4701,212,1,7,7,1,0,0,0.16,0,0,0,0.47,0.47,0.54,0.39
"4702",4702,212,1,8,8,1,0,0,0.38,0,0,0.32,0.51,0.4,0.49,0.31
"4703",4703,212,1,9,9,1,0,0,0.21,0,0.1,0,0.56,0.44,0.52,0.54
"4704",4704,212,1,10,10,1,0,0,0,0,0,0,0.61,0.64,0.57,0.36
"4705",4705,212,2,1,11,1,0,0,0.17,0,0.26,0.17,0.5,0.52,0.5,0.1
"4706",4706,212,2,2,12,1,0,0,0.19,0,0.11,0.22,0.49,0.5,0.42,0.06
"4707",4707,212,2,3,13,1,0,0,0.29,0,0.01,0.78,0.54,0.45,0.42,0.28
"4708",4708,212,2,4,14,1,0,0,0,0,0.01,0.23,0,0.43,0.5,0
"4709",4709,212,2,5,15,1,0,0,0,0,0,0.21,0.44,0.45,0.1,0.07
"4710",4710,212,2,6,16,1,0,0,0.04,0,0.06,0.16,0.47,0.54,0.33,0
"4711",4711,212,2,7,17,1,0,0,0.02,0,0.57,0.66,0.35,0.19,0.34,0.33
"4712",4712,212,2,8,18,1,0,0,0,0,0.12,0.44,0.42,0.34,0.27,0.12
"4713",4713,212,2,9,19,1,0,0,0,0,0,0.14,0.51,0.15,0.08,0
"4714",4714,212,2,10,20,1,0,0,0,0,0,0,0.52,0.6,0.55,0.17
"4715",4715,212,3,1,21,1,0,0,0,0,1,1,0.16,0.19,0.2,0
"4716",4716,212,3,2,22,1,0,0,0,0,1,1,0.52,0.43,0.52,0
"4717",4717,212,3,3,23,1,0.68,0.4,0.72,0,0,0.34,0,0,0.1,0
"4718",4718,212,3,4,24,1,0.46,0,0.77,0.17,0.21,0.48,0,0,0,0
"4719",4719,212,3,5,25,1,0.26,0,0.47,0,0,0.16,0,0,0,0
"4720",4720,212,3,6,26,1,0.28,0,0.51,0,0,0.45,0,0.13,0,0
"4721",4721,212,3,7,27,1,0,0,0.67,0,0,0.28,0,0.41,0,0
"4722",4722,212,3,8,28,1,0,0,0.41,0,0,0.36,0,0,0,0.01
"4723",4723,212,3,9,29,1,0.13,0,0.44,0,0,0,0,0,0,0
"4724",4724,212,3,10,30,1,0,0,0.34,0,0,0,0,0,0,0
"4725",4725,212,4,1,31,1,0.16,0,0.78,0,0.37,0.77,0,0,0,0
"4726",4726,212,4,2,32,1,0.42,0,0.62,0.01,0.41,1,0,0,0,0
"4727",4727,212,4,3,33,1,0.17,0.18,0.69,0,0.65,1,0,0,0,0
"4728",4728,212,4,4,34,1,0,0,0.56,0,0,1,0,0,0,0
"4729",4729,212,4,5,35,1,0,0,0.54,0,0,1,0,0,0,0
"4730",4730,212,4,6,36,1,0,0,0.34,0,0.01,1,0.01,0,0,0
"4731",4731,212,4,7,37,1,0,0,0.33,0,0,0.99,0,0,0,0
"4732",4732,212,4,8,38,1,0,0,0.24,0,0,0.29,0,0,0,0
"4733",4733,212,4,9,39,1,0,0,0,0,0,1,0,0,0,0
"4734",4734,212,4,10,40,1,0,0,0.3,0,0,1,0,0,0,0
"4735",4735,212,5,1,41,1,0,0,0.6,0,0,0.36,0,0,0.12,0.1
"4736",4736,212,5,2,42,1,0,0,0.3,0,0,0.85,0,0,0,0.05
"4737",4737,212,5,3,43,1,0,0,0,0,0,0.38,0,0.01,0,0
"4738",4738,212,5,4,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4739",4739,212,5,5,45,1,0,0,0.45,0,0,1,0,0,0,0
"4740",4740,212,5,6,46,1,0,0,0,0,0,0.91,0,0,0,0
"4741",4741,212,5,7,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4742",4742,212,5,8,48,1,0,0,0,0,0,1,0,0,0.09,0
"4743",4743,212,5,9,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4744",4744,212,5,10,50,1,1,0,0,0,0,0,0,0,0,0
"4745",4745,212,6,1,51,1,0.2,0,0.3,0,0.16,0.41,0,0,0,0
"4746",4746,212,6,2,52,1,0.2,0,0.3,0,0.16,0.41,0,0,0,0
"4747",4747,212,6,3,53,1,0,0,0.25,0,0,1,0,0,0,0
"4748",4748,212,6,4,54,1,0,0,0.28,0,0,0,0,0.01,0,0.01
"4749",4749,212,6,5,55,1,0,0,0.36,0,0,0.38,0,0,0.15,0
"4750",4750,212,6,6,56,1,0,0,0,0,0,0.39,0,0,0,0.14
"4751",4751,212,6,7,57,1,0,0,0.08,0,0.36,0.44,0,0.44,0,0
"4752",4752,212,6,8,58,1,0,0,0.23,0,0,0.5,0,0.44,0,0.02
"4753",4753,212,6,9,59,1,0,0,0,0,0,0.63,0,0,0,0
"4754",4754,212,6,10,60,1,0,0,0,0,0.42,0.5,0,0,0,0.02
"4755",4755,212,6,11,61,1,0,0,0,0,0.08,0.65,0,0,0,0
"4756",4756,212,7,1,62,1,0.08,0,0.41,0,0.19,0.42,0,0,0,0
"4757",4757,212,7,2,63,1,0.06,0,0.51,0,0.18,0.24,0,0,0,0.25
"4758",4758,212,7,3,64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4759",4759,212,7,4,65,1,0.16,0,0.16,0,0.14,0.27,0,0,0.13,0
"4760",4760,212,7,5,66,1,0.12,0,0.24,0,0.16,0.21,0,0,0,0
"4761",4761,212,7,6,67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4762",4762,212,7,7,68,1,0.07,0,0.28,0,0.23,0.43,0,0,0.09,0
"4763",4763,212,7,8,69,1,0,0,0,0,0.11,0.36,0,0,0,0
"4764",4764,212,7,9,70,1,0,0,0.28,0,0.12,0.4,0,0,0,0
"4765",4765,212,7,10,71,1,0.09,0,0.28,0,0.15,0.2,0,0,0,0
"4766",4766,212,8,1,72,1,0,0,0.47,0,0.24,0.76,0,0.12,0,0
"4767",4767,212,8,2,73,1,0,0,0.39,0,0.1,0.42,0,0,0,0
"4768",4768,212,8,3,74,1,0,0,0.32,0,0,0.44,0,0.15,0,0.03
"4769",4769,212,8,4,75,1,0,0,0,0,0,0.46,0,0,0,0
"4770",4770,212,8,5,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4771",4771,212,8,6,77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4772",4772,212,8,7,78,1,0,0,0.24,0,0.14,0.2,0,0.13,0.06,0.17
"4773",4773,212,8,8,79,1,0,0,0,0,0.1,0,0,0,0,0.05
"4774",4774,212,8,9,80,1,0,0,0.01,0,0.17,0.18,0,0.07,0.05,0
"4775",4775,212,8,10,81,1,0.13,0,0.12,0,0.09,0.37,0,0,0.12,0
"4776",4776,212,9,1,82,1,0,0,0.29,0,0.38,0.61,0,0.06,0.04,0.32
"4777",4777,212,9,2,83,1,0,0,0.15,0,0.24,0.68,0,0,0,0.13
"4778",4778,212,9,3,84,1,0,0,0,0,0.14,0.8,0,0.03,0,0
"4779",4779,212,9,4,85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4780",4780,212,9,5,86,1,0,0,0,0,0.07,0.05,0.14,0,0.55,0.46
"4781",4781,212,9,6,87,1,0,0,0.09,0,0.11,0.1,0,0.23,0.37,0.59
"4782",4782,212,9,7,88,1,0,0,0.06,0,0.05,0.14,0,0.17,0.3,0.47
"4783",4783,212,9,8,89,1,0,0,0,0,0.02,0.05,0,0.32,0.16,0.51
"4784",4784,212,9,9,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4785",4785,212,9,10,91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4786",4786,213,1,1,1,1,0,0,0.02,0,0.01,0.44,0.53,0.36,0.56,0.63
"4787",4787,213,1,2,2,1,0,0,0.16,0,0,0.33,0.54,0.47,0.55,0.52
"4788",4788,213,1,3,3,1,0.12,0,0,0,0,0.07,0.66,0.57,0.61,0.63
"4789",4789,213,1,4,4,1,0,0,0,0,0,0.21,0.52,0.5,0.4,0.37
"4790",4790,213,1,5,5,1,0,0,0,0,0.08,0,0.54,0.63,0.52,0.56
