"","X","ID","day","beep","obsNumber","missed","Sad","Angry","Disappointed","Ashamed","Anxious","Stressed","Proud","Happy","Content","Relieved"
"1",1,100,1,1,1,1,0.2,0.5,0.64,0.04,0.69,0.71,0,0.08,0.07,0
"2",2,100,1,2,2,1,0.13,0.58,0.72,0.04,0.29,0.75,0,0.01,0.01,0
"3",3,100,1,3,3,1,0,0,0.67,0,0.27,0.38,0,0,0.1,0
"4",4,100,1,4,4,1,0.11,0.28,0.67,0,0.12,0.68,0,0,0,0
"5",5,100,1,5,5,1,0.05,0.04,0.25,0,0.2,0.52,0,0,0,0
"6",6,100,1,6,6,1,0,0,0.31,0,0.17,0.35,0,0,0.02,0
"7",7,100,1,7,7,1,0,0,0.34,0,0.12,0.11,0,0,0.02,0
"8",8,100,1,8,8,1,0,0,0.32,0,0.13,0.19,0,0,0,0
"9",9,100,1,9,9,1,0,0,0.26,0,0.1,0.11,0,0,0,0
"10",10,100,1,10,10,1,0.02,0,0.28,0,0.05,0.1,0,0,0,0
"11",11,100,2,1,11,1,0,0,0.61,0,0.56,0.53,0,0,0,0
"12",12,100,2,2,12,1,0.05,0.1,0.32,0,0.28,0.31,0,0,0,0
"13",13,100,2,3,13,1,0,0,0.65,0,0.4,0.37,0,0,0,0
"14",14,100,2,4,14,1,0,0,0.34,0,0.17,0.14,0,0,0,0
"15",15,100,2,5,15,1,0,0,0.39,0,0.11,0.2,0,0,0,0
"16",16,100,2,6,16,1,0,0,0.32,0,0.19,0.28,0,0,0,0
"17",17,100,2,7,17,1,0,0,0.63,0,0.17,0.5,0,0,0,0
"18",18,100,2,8,18,1,0,0,0.25,0,0.57,0.54,0,0,0,0
"19",19,100,2,9,19,1,0,0,0.37,0,0.37,0.58,0,0,0,0
"20",20,100,2,10,20,1,0,0,0.43,0,0.06,0.09,0,0,0,0
"21",21,100,3,1,21,1,0.09,0.09,0.13,0.13,0.77,0.94,0.2,0.53,0.45,0.12
"22",22,100,3,2,22,1,0.24,0,0.38,0,0.95,0.78,0,0,0,0
"23",23,100,3,3,23,1,0,0,0.26,0,0.94,0.88,0,0,0,0
"24",24,100,3,4,24,1,0,0,0,0,0,0,0.29,0.68,0.78,0.89
"25",25,100,3,5,25,1,0,0,0,0,0.16,0,0.26,0.61,0.8,0.85
"26",26,100,3,6,26,1,0.12,0,0.03,0,0.12,0.05,0.43,0.54,0.86,0.87
"27",27,100,3,7,27,1,0,0,0.03,0,0.09,0,0.46,0.8,0.86,0.91
"28",28,100,3,8,28,1,0.21,0.13,0.12,0.02,0.16,0.12,0.81,0.8,0.77,0.85
"29",29,100,3,9,29,1,0,0,0.11,0,0.06,0.11,0.41,0.79,0.92,0.81
"30",30,100,3,10,30,1,0,0,0,0,0.11,0.03,0.36,0.83,0.89,0.88
"31",31,100,4,1,31,1,0.11,0,0.12,0,0.03,0.12,0.42,0.78,0.78,0.88
"32",32,100,4,2,32,1,0,0,0.06,0,0.09,0.06,0.43,0.79,0.87,0.93
"33",33,100,4,3,33,1,0,0,0,0,0.08,0.07,0.4,0.87,0.89,0.88
"34",34,100,4,4,34,1,0,0,0,0,0.09,0.08,0.52,0.87,0.9,0.88
"35",35,100,4,5,35,1,0,0,0.09,0,0.05,0.05,0.49,0.82,0.85,0.92
"36",36,100,4,6,36,1,0,0,0,0,0.12,0.07,0.47,0.84,0.86,0.89
"37",37,100,4,7,37,1,0,0,0,0,0.08,0.09,0.45,0.88,0.89,0.87
"38",38,100,4,8,38,1,0,0,0.07,0,0.1,0.05,0.43,0.89,0.9,0.89
"39",39,100,4,9,39,1,0,0,0,0,0.1,0.1,0.42,0.87,0.85,0.89
"40",40,100,4,10,40,1,0,0,0.01,0,0.09,0.05,0.41,0.8,0.89,0.87
"41",41,100,5,1,41,1,0,0,0,0,0.1,0.08,0.44,0.87,0.87,0.92
"42",42,100,5,2,42,1,0,0,0,0,0.07,0.09,0.51,0.8,0.87,0.87
"43",43,100,5,3,43,1,0,0,0,0,0.08,0.06,0.46,0.88,0.89,0.87
"44",44,100,5,4,44,1,0,0,0,0,0.1,0.07,0.5,0.8,0.86,0.87
"45",45,100,5,5,45,1,0,0,0,0,0.1,0.1,0.52,0.79,0.85,0.93
"46",46,100,5,6,46,1,0,0,0,0,0.08,0.08,0.51,0.86,0.87,0.87
"47",47,100,5,7,47,1,0,0,0.11,0,0.06,0.07,0.43,0.83,0.87,0.88
"48",48,100,5,8,48,1,0,0,0,0,0.04,0.04,0.47,0.84,0.9,0.91
"49",49,100,5,9,49,1,0,0,0.05,0,0.06,0.07,0.49,0.85,0.91,0.88
"50",50,100,5,10,50,1,0,0,0.03,0,0.09,0.08,0.5,0.88,0.9,0.89
"51",51,100,6,1,51,1,0,0,0,0,0.08,0.13,0.46,0.8,0.91,0.9
"52",52,100,6,2,52,1,0,0,0,0,0.06,0.08,0.45,0.85,0.81,0.88
"53",53,100,6,3,53,1,0,0,0,0,0.12,0.11,0.51,0.87,0.86,0.89
"54",54,100,6,4,54,1,0,0,0,0,0.09,0.1,0.48,0.87,0.9,0.88
"55",55,100,6,5,55,1,0,0,0.01,0,0.09,0.06,0.47,0.94,0.95,0.91
"56",56,100,6,6,56,1,0,0,0.07,0,0.08,0.1,0.45,0.9,0.87,0.86
"57",57,100,6,7,57,1,0,0,0,0,0.1,0.06,0.53,0.88,0.87,0.91
"58",58,100,6,8,58,1,0,0,0,0,0.06,0.11,0.49,0.86,0.89,0.86
"59",59,100,6,9,59,1,0,0,0.09,0,0.04,0.08,0.55,0.9,0.9,0.92
"60",60,100,6,10,60,1,0,0,0.1,0,0.11,0.09,0.47,0.86,0.87,0.82
"61",61,100,7,1,61,1,0,0,0,0,0.08,0.12,0.44,0.81,0.88,0.89
"62",62,100,7,2,62,1,0,0,0.01,0,0.1,0.1,0.44,0.86,0.89,0.87
"63",63,100,7,3,63,1,0,0,0,0,0.08,0.08,0.53,0.88,0.86,0.87
"64",64,100,7,4,64,1,0.01,0,0.06,0,0.11,0.08,0.47,0.83,0.85,0.83
"65",65,100,7,5,65,1,0,0,0.1,0,0.14,0.08,0.46,0.86,0.91,0.84
"66",66,100,7,6,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",67,100,7,7,67,1,0,0,0.1,0,0.09,0.1,0.49,0.88,0.88,0.92
"68",68,100,7,8,68,1,0,0,0.1,0,0.11,0.13,0.52,0.84,0.87,0.88
"69",69,100,7,9,69,1,0,0,0.06,0,0.13,0.11,0.44,0.87,0.8,0.84
"70",70,100,7,10,70,1,0,0,0.01,0,0.08,0.07,0.49,0.8,0.85,0.88
"71",71,100,8,1,71,1,0,0,0.11,0,0.13,0.12,0.45,0.85,0.87,0.88
"72",72,100,8,2,72,1,0,0,0.12,0,0.14,0.09,0.51,0.86,0.87,0.88
"73",73,100,8,3,73,1,0,0,0.06,0,0.14,0.06,0.48,0.85,0.87,0.87
"74",74,100,8,4,74,1,0,0,0.12,0,0.14,0.16,0.47,0.89,0.85,0.89
"75",75,100,8,5,75,1,0,0,0.1,0,0.11,0.1,0.45,0.81,0.86,0.91
"76",76,100,8,6,76,1,0.07,0,0.04,0,0.1,0.12,0.45,0.85,0.84,0.9
"77",77,100,8,7,77,1,0,0,0.06,0,0.06,0.07,0.52,0.93,0.86,0.9
"78",78,100,8,8,78,1,0,0,0,0,0.12,0.1,0.53,0.89,0.85,0.87
"79",79,100,8,9,79,1,0,0,0,0,0.13,0.1,0.4,0.82,0.83,0.88
"80",80,100,8,10,80,1,0.05,0,0.05,0,0.09,0.11,0.45,0.83,0.86,0.82
"81",81,100,9,1,81,1,0,0,0.09,0,0.18,0.08,0.47,0.92,0.86,0.87
"82",82,100,9,2,82,1,0,0,0.06,0,0.09,0.08,0.51,0.84,0.88,0.85
"83",83,100,9,3,83,1,0,0,0.06,0,0.1,0.08,0.47,0.87,0.83,0.87
"84",84,100,9,4,84,1,0,0,0.03,0,0.07,0.08,0.45,0.9,0.83,0.85
"85",85,100,9,5,85,1,0,0,0.12,0,0.16,0.08,0.44,0.9,0.86,0.87
"86",86,100,9,6,86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",87,100,9,7,87,1,0,0,0.09,0,0.12,0.11,0.5,0.88,0.9,0.93
"88",88,100,9,8,88,1,0,0.18,0.04,0,0.55,0.31,0.47,0.73,0.81,0.81
"89",89,100,9,9,89,1,0,0,0,0,0.19,0.11,0.47,0.87,0.89,0.81
"90",90,100,9,10,90,1,0,0,0.11,0,0.34,0.28,0.41,0.82,0.83,0.89
"91",91,101,1,1,1,1,0.6,0.06,0.52,0.71,0.71,0.84,0.52,0.36,0.51,0.44
"92",92,101,1,2,2,1,0.48,0.04,0.62,0.65,0.67,0.8,0.51,0.47,0.51,0.5
"93",93,101,1,3,3,1,0.43,0.12,0.61,0.6,0.5,0.88,0.44,0.56,0.52,0.48
"94",94,101,1,4,4,1,0.5,0.14,0.5,0.52,0.69,0.7,0.52,0.4,0.49,0.52
"95",95,101,1,5,5,1,0.53,0.07,0.66,0.65,0.55,0.82,0.65,0.51,0.53,0.49
"96",96,101,1,6,6,1,0.56,0.12,0.62,0.68,0.57,0.62,0.52,0.49,0.5,0.51
"97",97,101,1,7,7,1,0.39,0.06,0.61,0.49,0.52,0.52,0.48,0.49,0.48,0.47
"98",98,101,1,8,8,1,0.32,0.07,0.48,0.5,0.5,0.51,0.47,0.45,0.49,0.39
"99",99,101,1,9,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",100,101,1,10,10,1,0.34,0.11,0.46,0.66,0.67,0.53,0.42,0.43,0.49,0.49
"101",101,101,2,1,11,1,0.38,0.04,0.49,0.46,0.44,0.59,0.38,0.47,0.42,0.3
"102",102,101,2,2,12,1,0.5,0.11,0.5,0.53,0.56,0.7,0.28,0.41,0.48,0.38
"103",103,101,2,3,13,1,0.53,0.1,0.52,0.47,0.48,0.58,0.42,0.52,0.47,0.37
"104",104,101,2,4,14,1,0.33,0.07,0.46,0.5,0.41,0.53,0.25,0.51,0.4,0.39
"105",105,101,2,5,15,1,0.38,0.2,0.33,0.56,0.48,0.63,0.45,0.48,0.47,0.42
"106",106,101,2,6,16,1,0.6,0.12,0.57,0.59,0.6,0.67,0.49,0.49,0.5,0.45
"107",107,101,2,7,17,1,0.47,0.1,0.54,0.65,0.65,0.54,0.5,0.4,0.4,0.45
"108",108,101,2,8,18,1,0.41,0.04,0.55,0.58,0.62,0.63,0.39,0.52,0.48,0.34
"109",109,101,2,9,19,1,0.5,0.09,0.57,0.58,0.62,0.69,0.52,0.46,0.51,0.36
"110",110,101,2,10,20,1,0.57,0.07,0.77,0.62,0.64,0.74,0.37,0.42,0.47,0.29
"111",111,101,3,1,21,1,0.22,0.16,0.57,0.6,0.69,0.9,0.24,0.4,0.44,0.13
"112",112,101,3,2,22,1,0.75,0.3,0.86,0.55,0,0.68,0.43,0.25,0.09,0.45
"113",113,101,3,3,23,1,0.63,0.45,0.75,0.61,0.79,0.59,0.12,0.14,0.33,0.14
"114",114,101,3,4,24,1,0.74,0.28,0.8,0.6,0.58,0.36,0.3,0.48,0.09,0.35
"115",115,101,3,5,25,1,0.61,0.08,0.52,0.64,0.64,0.21,0.27,0.31,0.24,0.23
"116",116,101,3,6,26,1,0.56,0.33,0.59,0.45,0.42,0.25,0.39,0.31,0.18,0.37
"117",117,101,3,7,27,1,0.64,0.24,0.66,0.54,0.32,0.4,0.42,0.51,0.34,0.55
"118",118,101,3,8,28,1,0.52,0.13,0.39,0.6,0.62,0.21,0.75,0.57,0.27,0.33
"119",119,101,3,9,29,1,0.62,0.18,0.52,0.57,0.6,0.32,0.4,0.48,0.45,0.16
"120",120,101,3,10,30,1,0.52,0.28,0.7,0.58,0.69,0.51,0.3,0.35,0.33,0.27
"121",121,101,4,1,31,1,0.51,0.17,0.73,0.5,0.59,0.67,0.24,0.43,0.36,0.2
"122",122,101,4,2,32,1,0.65,0.3,0.75,0.73,0.79,0.79,0.26,0.34,0.36,0.3
"123",123,101,4,3,33,1,0.75,0.8,0.7,0.75,0.97,0.61,0.1,0.1,0.29,0.13
"124",124,101,4,4,34,1,0.68,0.22,0.64,0.76,0.7,0.72,0.16,0.21,0.22,0.21
"125",125,101,4,5,35,1,0.75,0.18,0.59,0.45,0.47,0.7,0.23,0.35,0.28,0.3
"126",126,101,4,6,36,1,0.64,0.17,0.69,0.62,0.73,0.61,0.21,0.37,0.32,0.2
"127",127,101,4,7,37,1,0.69,0.27,0.75,0.71,0.65,0.8,0.25,0.32,0.17,0.28
"128",128,101,4,8,38,1,0.56,0.26,0.78,0.72,0.63,0.7,0.28,0.35,0.35,0.23
"129",129,101,4,9,39,1,0.18,0.02,0.56,0.2,0.04,0.03,0.15,0.26,0.14,0.02
"130",130,101,4,10,40,1,0.48,0.22,0.63,0.55,0.64,0.58,0.34,0.36,0.33,0.25
"131",131,101,5,1,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",132,101,5,2,42,1,0.45,0.35,0.41,0.4,0.55,0.17,0.12,0.4,0.35,0.29
"133",133,101,5,3,43,1,0.46,0.25,0.69,0.56,0.53,0.77,0.41,0.24,0.44,0.2
"134",134,101,5,4,44,1,0.48,0.18,0.57,0.76,0.54,0.41,0.27,0.48,0.36,0.21
"135",135,101,5,5,45,1,0.54,0.37,0.55,0.62,0.56,0.45,0.28,0.53,0.36,0.28
"136",136,101,5,6,46,1,0.34,0.29,0.64,0.6,0.33,0.68,0.36,0.38,0.55,0.3
"137",137,101,5,7,47,1,0.36,0.14,0.61,0.51,0.47,0.54,0.2,0.32,0.41,0.2
"138",138,101,5,8,48,1,0.49,0.03,0.65,0.45,0.51,0.45,0.18,0.28,0.21,0.27
"139",139,101,5,9,49,1,0.6,0.27,0.53,0.35,0.43,0.42,0.31,0.32,0.31,0.25
"140",140,101,5,10,50,1,0.47,0.12,0.64,0.67,0.53,0.43,0.19,0.26,0.34,0.27
"141",141,101,6,1,51,1,0.47,0.1,0.58,0.52,0.52,0.45,0.34,0.35,0.38,0.17
"142",142,101,6,2,52,1,0.52,0.17,0.68,0.51,0.46,0.61,0.16,0.4,0.29,0.22
"143",143,101,6,3,53,1,0.55,0.13,0.54,0.54,0.62,0.7,0.21,0.41,0.29,0.15
"144",144,101,6,4,54,1,0.38,0.2,0.55,0.52,0.42,0.62,0.27,0.27,0.28,0.14
"145",145,101,6,5,55,1,0.58,0.11,0.54,0.43,0.47,0.4,0.1,0.33,0.18,0.18
"146",146,101,6,6,56,1,0.62,0.29,0.62,0.62,0.55,0.56,0.24,0.27,0.18,0.19
"147",147,101,6,7,57,1,0.62,0.16,0.66,0.53,0.49,0.33,0.21,0.39,0.3,0.27
"148",148,101,6,8,58,1,0.5,0.13,0.63,0.51,0.51,0.45,0.16,0.2,0.19,0.17
"149",149,101,6,9,59,1,0.58,0.15,0.56,0.5,0.5,0.46,0.11,0.24,0.26,0.07
"150",150,101,6,10,60,1,0.47,0.17,0.63,0.47,0.51,0.4,0.19,0.34,0.29,0.26
"151",151,101,7,1,61,1,0.49,0.21,0.67,0.44,0.42,0.51,0.19,0.14,0.25,0.12
"152",152,101,7,2,62,1,0.47,0.14,0.63,0.53,0.35,0.45,0.21,0.4,0.24,0.13
"153",153,101,7,3,63,1,0.44,0.19,0.48,0.52,0.42,0.51,0.32,0.2,0.37,0.21
"154",154,101,7,4,64,1,0.47,0.33,0.59,0.34,0.46,0.5,0.31,0.26,0.28,0.23
"155",155,101,7,5,65,1,0.41,0.28,0.6,0.47,0.3,0.47,0.34,0.33,0.53,0.27
"156",156,101,7,6,66,1,0.37,0.24,0.52,0.2,0.32,0.55,0.34,0.2,0.3,0.27
"157",157,101,7,7,67,1,0.51,0.23,0.56,0.22,0.53,0.61,0.18,0.31,0.26,0.2
"158",158,101,7,8,68,1,0.54,0.21,0.51,0.19,0.43,0.61,0.41,0.35,0.27,0.23
"159",159,101,7,9,69,1,0.5,0.22,0.5,0.2,0.54,0.47,0.07,0.26,0.1,0.33
"160",160,101,7,10,70,1,0.45,0.13,0.68,0.29,0.27,0.42,0.09,0.24,0.2,0.16
"161",161,101,8,1,71,1,0.31,0.11,0.53,0.52,0.28,0.53,0.2,0.03,0.27,0.31
"162",162,101,8,2,72,1,0.47,0.09,0.53,0.53,0.2,0.56,0.15,0.29,0.18,0.14
"163",163,101,8,3,73,1,0.51,0.2,0.48,0.49,0.2,0.66,0.19,0.13,0.23,0.08
"164",164,101,8,4,74,1,0.39,0.11,0.45,0.32,0.49,0.36,0.47,0.33,0.41,0.3
"165",165,101,8,5,75,1,0.37,0.12,0.49,0.33,0.3,0.48,0.18,0.22,0.26,0.09
"166",166,101,8,6,76,1,0.37,0.17,0.36,0.43,0.3,0.49,0.19,0.2,0.25,0.1
"167",167,101,8,7,77,1,0.36,0.14,0.59,0.28,0.54,0.51,0.33,0.23,0.34,0.08
"168",168,101,8,8,78,1,0.51,0.18,0.55,0.53,0.46,0.59,0.24,0.11,0.2,0.18
"169",169,101,8,9,79,1,0.41,0.14,0.57,0.45,0.44,0.37,0.2,0.14,0.26,0.21
"170",170,101,8,10,80,1,0.53,0.28,0.57,0.34,0.42,0.6,0.19,0.25,0.26,0.28
"171",171,101,9,1,81,1,0.54,0.31,0.5,0.35,0.38,0.28,0.15,0.2,0.26,0.31
"172",172,101,9,2,82,1,0.21,0.19,0.47,0.22,0.37,0.67,0.11,0.33,0.2,0.15
"173",173,101,9,3,83,1,0.66,0.12,0.41,0.38,0.64,0.43,0.11,0.11,0.2,0.13
"174",174,101,9,4,84,1,0.54,0.13,0.57,0.31,0.31,0.58,0.18,0.19,0.53,0.2
"175",175,101,9,5,85,1,0.25,0.11,0.53,0.42,0.53,0.38,0.11,0.1,0.13,0.24
"176",176,101,9,6,86,1,0.52,0.22,0.5,0.43,0.62,0.52,0.22,0.1,0.18,0.24
"177",177,101,9,7,87,1,0.52,0.24,0.68,0.5,0.61,0.5,0.12,0.37,0.11,0.1
"178",178,101,9,8,88,1,0.43,0.14,0.71,0.44,0.14,0.54,0.16,0.12,0.24,0.14
"179",179,101,9,9,89,1,0.47,0.11,0.54,0.44,0.56,0.61,0.17,0.12,0.16,0.18
"180",180,101,9,10,90,1,0.46,0.19,0.16,0.35,0.59,0.46,0.18,0.21,0.24,0.13
"181",181,102,1,1,1,1,0.43,0.26,0.65,0.47,0.25,0.86,0,0.01,0,0.04
"182",182,102,1,2,2,1,0.41,0.1,0.85,0.6,0.73,0.91,0.05,0.04,0,0.23
"183",183,102,1,3,3,1,0.1,0.02,0.52,0.48,0.58,0.86,0.12,0.11,0.18,0.27
"184",184,102,1,4,4,1,0.1,0.13,0.77,0.49,0.38,0.71,0.06,0.14,0.2,0.22
"185",185,102,1,5,5,1,0.14,0.14,0.66,0.31,0.71,0.86,0.18,0.12,0.56,0.35
"186",186,102,1,6,6,1,0.2,0.28,0.87,0.68,0.96,0.93,0.06,0.08,0.12,0.52
"187",187,102,1,7,7,1,0.05,0.2,0.42,0.66,0.85,0.95,0.11,0.01,0.1,0.34
"188",188,102,1,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",189,102,1,9,9,1,0.12,0.09,0.66,0.6,0.91,0.53,0.04,0.27,0.29,0.51
"190",190,102,1,10,10,1,0.5,0.47,0.56,0.56,0.41,0.6,0.58,0.51,0.12,0.33
"191",191,102,2,1,11,1,0.07,0.05,0.61,0.41,0.26,0.31,0.01,0.08,0.02,0.51
"192",192,102,2,2,12,1,0.01,0.09,0.62,0.4,0.35,0.87,0.01,0.04,0.11,0.66
"193",193,102,2,3,13,1,0.18,0.11,0.52,0.53,0.52,0.66,0.08,0.12,0.01,0.55
"194",194,102,2,4,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",195,102,2,5,15,1,0.12,0.06,0.63,0.3,0.02,0.32,0.01,0.1,0.02,0.74
"196",196,102,2,6,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",197,102,2,7,17,1,0.14,0.34,0.62,0.55,0.31,0.77,0.05,0.02,0.05,0.7
"198",198,102,2,8,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",199,102,2,9,19,1,0.14,0.51,0.76,0.41,0.34,0.63,0.29,0.05,0.34,0.64
"200",200,102,2,10,20,1,0.05,0.2,0.32,0.35,0.52,0.56,0.01,0.1,0.01,0.62
"201",201,102,3,1,21,1,0.62,0.31,0.57,0.18,0.09,0.89,0.01,0,0.14,0.72
"202",202,102,3,2,22,1,0.01,0.04,0.72,0.5,0.78,0.98,0.08,0.06,0.04,0.57
"203",203,102,3,3,23,1,0.72,0.36,0.88,0.54,0.8,0.13,0.17,0.01,0.1,0.1
"204",204,102,3,4,24,1,0.74,0.49,0.78,0.71,0.62,0.4,0.05,0.04,0.12,0.15
"205",205,102,3,5,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",206,102,3,6,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",207,102,3,7,27,1,0.86,0.86,1,1,0.88,0.84,0.01,0,0.01,0.47
"208",208,102,3,8,28,1,0.44,0.31,0.14,0.64,0.72,0.46,0.1,0.36,0.07,0.1
"209",209,102,3,9,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",210,102,3,10,30,1,0.08,0.06,0.5,0.57,0.61,0.71,0.08,0.08,0.11,0.13
"211",211,102,4,1,31,1,0.41,0.4,0.79,0.52,0.78,0.57,0,0,0.02,0.29
"212",212,102,4,2,32,1,0.18,0.22,0.61,0.89,0.75,0.67,0.06,0.15,0.05,0.37
"213",213,102,4,3,33,1,0.58,0.1,0.82,0.74,0.85,0.59,0,0.08,0.02,0.3
"214",214,102,4,4,34,1,0.7,0.54,0.87,0.8,0.41,0.9,0.09,0.01,0.01,0.17
"215",215,102,4,5,35,1,0.44,0.49,0.81,0.92,0.76,0.68,0,0.13,0.02,0.44
"216",216,102,4,6,36,1,0.65,0.39,0.68,0.72,0.65,0.88,0.06,0.15,0.22,0.2
"217",217,102,4,7,37,1,0.6,0.32,0.92,1,0.6,0.75,0,0,0,0.1
"218",218,102,4,8,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",219,102,4,9,39,1,0.48,0.54,0.9,0.46,0.38,0.72,0.06,0.01,0,0.03
"220",220,102,4,10,40,1,0.28,0.43,0.81,0.88,0.58,0.88,0.55,0.06,0.07,0.23
"221",221,102,5,1,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",222,102,5,2,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",223,102,5,3,43,1,0.25,0.54,0.72,0.88,0.52,0.67,0.04,0,0.11,0.22
"224",224,102,5,4,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",225,102,5,5,45,1,0.22,0,0.78,0.96,0.52,0.82,0.01,0.22,0.05,0.22
"226",226,102,5,6,46,1,0.25,0.05,0.92,0.96,0.4,0.29,0.12,0.2,0.08,0
"227",227,102,5,7,47,1,0.28,0.28,0.82,0.99,0.6,0.61,0,0.32,0.02,0.14
"228",228,102,5,8,48,1,0.17,0.2,0.7,0.87,0.25,0.49,0.08,0.05,0.03,0.03
"229",229,102,5,9,49,1,0.55,0.23,0.54,0.85,0.41,0.4,0,0.05,0.05,0
"230",230,102,5,10,50,1,0.12,0.55,0.77,0.84,0.53,0.64,0,0.16,0,0.16
"231",231,102,6,1,51,1,0.2,0.16,0.54,0.67,0.26,0.32,0,0.34,0.05,0.22
"232",232,102,6,2,52,1,0.12,0.35,0.5,0.94,0.4,0.31,0,0,0,0.5
"233",233,102,6,3,53,1,0,0.13,0.5,0.89,0.78,0.53,0,0,0,0.21
"234",234,102,6,4,54,1,0.07,0.2,0.48,0.69,0.21,0.53,0.11,0.2,0.03,0.33
"235",235,102,6,5,55,1,0.11,0.23,0.68,0.46,0.04,0.7,0.1,0.04,0.08,0.26
"236",236,102,6,6,56,1,0.09,0.01,0.73,0.98,0.19,0.97,0,0.04,0,0.01
"237",237,102,6,7,57,1,0.08,0.8,0.78,0.88,0.95,1,0.03,0.13,0.09,0.18
"238",238,102,6,8,58,1,0.06,0.42,0.85,0.6,0.71,0.92,0,0,0,0.12
"239",239,102,6,9,59,1,0.18,0.12,0.46,0.59,0.05,0.57,0.08,0.06,0.09,0.65
"240",240,102,6,10,60,1,0.02,0.44,0.77,0.89,0.86,0.78,0.05,0.08,0.09,0.1
"241",241,102,7,1,61,1,0.31,0.59,0.84,0.99,0.5,0.65,0.03,0,0.01,0.11
"242",242,102,7,2,62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",243,102,7,3,63,1,0.06,0.43,0.86,0.49,0.88,0.66,0,0,0.01,0.17
"244",244,102,7,4,64,1,0.3,0.8,0.86,0.95,0.55,0.22,0,0.07,0.01,0.25
"245",245,102,7,5,65,1,0.5,0.48,0.37,0.76,0.68,0.35,0.01,0.01,0,0.21
"246",246,102,7,6,66,1,0.36,0.5,0.72,0.92,0.36,0.73,0.04,0,0,0.1
"247",247,102,7,7,67,1,0.62,0.52,0.8,0.88,0.78,0.64,0,0.04,0.06,0.2
"248",248,102,7,8,68,1,0.47,0.69,0.71,0.9,0.74,0.76,0.06,0.02,0.05,0.21
"249",249,102,7,9,69,1,0.67,0.9,0.84,0.98,0.24,0.66,0.03,0.05,0.14,0.33
"250",250,102,7,10,70,1,0.7,0.49,0.72,0.78,0.62,0.68,0.03,0.06,0.02,0.34
"251",251,102,8,1,71,1,0.69,0.31,0.67,1,0.9,0.8,0.04,0.01,0.06,0.16
"252",252,102,8,2,72,1,0.68,0.58,0.38,1,0.89,0.78,0.14,0,0.23,0.31
"253",253,102,8,3,73,1,0.4,0.41,0.57,0.8,0.58,0.35,0.05,0.03,0,0.07
"254",254,102,8,4,74,1,0.21,0.67,0.8,0.98,0.77,0.72,0.01,0.23,0.15,0.69
"255",255,102,8,5,75,1,0.13,0.16,0.9,0.55,0.78,0.8,0.06,0.04,0.13,0
"256",256,102,8,6,76,1,0.41,0.7,0.77,1,0.74,0.3,0,0,0,0.37
"257",257,102,8,7,77,1,0.76,0.22,0.84,0.99,0.69,0.67,0.01,0.05,0.05,0.2
"258",258,102,8,8,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",259,102,8,9,79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",260,102,8,10,80,1,0.8,0.26,0.4,0.98,0.77,0.76,0.1,0.01,0.17,0.3
"261",261,102,9,1,81,1,0.24,0.49,0.76,0.98,0.78,0.49,0.09,0.01,0,0.19
"262",262,102,9,2,82,1,0.33,0.62,0.73,0.9,0.56,0.43,0.06,0.07,0.02,0.01
"263",263,102,9,3,83,1,0.58,0.28,0.63,0.87,0.48,0.27,0,0,0.03,0
"264",264,102,9,4,84,1,0.08,0.51,0.66,0.73,0.5,0.33,0.03,0.02,0,0.73
"265",265,102,9,5,85,1,0.26,0.42,0.56,0.89,0.54,0.51,0.04,0.11,0.06,0.34
"266",266,102,9,6,86,1,0.49,0.35,0.56,0.51,0.42,0.26,0.03,0.02,0.03,0.21
"267",267,102,9,7,87,1,0.55,0.5,0.77,0.97,0.41,0.41,0,0,0.17,0.24
"268",268,102,9,8,88,1,0.46,0.69,0.38,0.81,0.51,0.78,0.04,0.03,0,0.02
"269",269,102,9,9,89,1,0.11,0.48,0.71,1,0.54,0.61,0.01,0.04,0,0.53
"270",270,102,9,10,90,1,0.57,0.92,0.98,1,1,1,0,0.02,0,0
"271",271,103,1,1,1,1,0,0,0.46,0,0,0,0.44,0.99,0.3,0.24
"272",272,103,1,2,2,1,0,0,0.38,0,0.09,0.1,0.34,0.79,0.43,0.22
