"","X","ID","day","missing","Afraid","Active","Alert","Nervous","Attentive","Determined","Hostile","Inspired","Ashamed","Upset"
"2741",30.14,30,14,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.25,0
"2742",30.15,30,15,0,0,0.5,0.5,0,0.75,0.5,0,0.5,0,0.25
"2743",30.16,30,16,0,0,0.75,0.5,0.25,0.5,0.75,0,0.5,0,0.25
"2744",30.17,30,17,0,0.75,0,0.25,0.5,0.25,0.75,0.5,0.25,0.25,0.75
"2745",30.18,30,18,0,0.25,0.75,0.75,0.25,0.75,0.75,0,0.75,0,0.25
"2746",30.19,30,19,0,0,0.75,0.5,0,0.75,0.75,0,0.75,0,0
"2747",30.2,30,20,0,0.25,0.75,0.75,0.5,0.75,0.75,0,0.75,0,0
"2748",30.21,30,21,0,0.25,0.5,0.5,0.25,0.75,0.75,0,0.25,0,0.5
"2749",30.22,30,22,0,0,0.75,0.75,0.25,0.75,1,0.25,0.5,0,0.5
"2750",30.23,30,23,0,0,0.25,0.25,0.25,0,0.25,0,0,0,0.25
"2751",30.24,30,24,2,0.25,NA,0.75,0.25,0.75,0.75,0,0.5,0,0.25
"2752",30.25,30,25,0,0.75,0.25,0.5,0.75,0.25,0.25,0.75,0,0.25,0.75
"2753",30.26,30,26,0,0.75,0.5,0.5,0.75,0.5,0.25,0.25,0,0.25,0.75
"2754",30.27,30,27,0,0.25,0.5,0.5,0,0.5,0.5,0,0.5,0.25,0
"2755",30.28,30,28,0,0.25,0.5,0.5,0.25,0.75,0.75,0.75,0,0,0.75
"2756",30.29,30,29,0,0,0.5,0.75,0,0.75,0.5,0,0.75,0,0
"2757",30.3,30,30,0,0.25,0.25,0.5,0.75,0.5,0,0,0.25,0.25,0.5
"2758",30.31,30,31,0,0.25,0.25,0.5,0.25,0.25,0.25,0,0,0,0
"2759",30.32,30,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2760",30.33,30,33,0,0.25,0.5,0.75,0.25,0.75,0.5,0,0.75,0,0
"2761",30.34,30,34,0,0.5,0.25,0.75,0.75,0.5,0.5,0.25,0.5,0.5,0.5
"2762",30.35,30,35,0,0,0.25,0.25,0,0.25,0,0,0.25,0,0
"2763",30.36,30,36,0,0,0.75,0.75,0.5,0.5,0.75,0.5,0.25,0,0.5
"2764",30.37,30,37,0,0.75,0.75,1,1,1,1,1,0,0,1
"2765",30.38,30,38,0,0.75,0.25,1,1,1,0.75,1,0,0.5,1
"2766",30.39,30,39,0,0.25,1,0.75,0.75,0.75,1,0.5,0.25,0,0.75
"2767",30.4,30,40,0,0.25,0.75,0.75,0.5,0.75,0.5,0.25,1,0,0.25
"2768",30.41,30,41,2,0.5,0.75,0.75,0.75,0.75,1,0.75,NA,0,0.75
"2769",30.42,30,42,0,0.75,0.75,0.75,1,0.5,0.5,0.5,0,0.25,1
"2770",30.43,30,43,0,0,0,0.5,0.5,0.5,0.25,0,0.5,0,0
"2771",30.44,30,44,0,0.75,0.25,0.5,0.75,0.5,0.5,0,0.25,0,0.5
"2772",30.45,30,45,0,0.25,0.5,0.75,0.25,0.5,0.5,0,0.75,0,0.25
"2773",30.46,30,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2774",30.47,30,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2775",30.48,30,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2776",30.49,30,49,0,0.25,0.5,0.5,0,0.25,0.25,0,0.75,0,0.25
"2777",30.5,30,50,0,0,0.25,0.5,0.25,0.5,0.25,0,0.25,0,0.25
"2778",30.51,30,51,0,0.25,0.5,0.5,0.5,0.75,0.5,0.25,0.5,0,0.75
"2779",30.52,30,52,0,0.5,0.25,0.5,0.75,0.5,1,0.25,0.25,0.25,0.75
"2780",30.53,30,53,0,0.25,0.5,0.75,0.25,0.75,0.5,0,0.75,0,0
"2781",30.54,30,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2782",30.55,30,55,0,0,0.5,0.75,0.25,0.75,0.75,0,0.75,0,0.25
"2783",30.56,30,56,0,0.25,0,0.25,0.25,0.25,0.25,0,0.25,0,0.5
"2784",30.57,30,57,0,0.25,0,0.5,0.5,0.5,0.25,0.25,0.25,0,0.5
"2785",30.58,30,58,0,0,0.25,0.25,0,0.25,0.25,0,0.5,0,0
"2786",30.59,30,59,0,0.25,0,0.25,0.75,0.25,0,0.25,0.25,0.25,0.5
"2787",30.6,30,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2788",30.61,30,61,0,0.5,0,0.25,0.75,0.5,0.5,0.5,0.25,0.5,0.25
"2789",30.62,30,62,0,0.75,0,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"2790",30.63,30,63,0,0.25,0.5,0.75,0.5,0.75,0.75,0.5,0,0.25,0.75
"2791",30.64,30,64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2792",30.65,30,65,0,0,0.5,0.5,0,0.5,0.5,0,0.25,0,0.25
"2793",30.66,30,66,0,0.5,0.5,0.5,0.5,0.75,0.5,0.75,0.25,0.25,0.75
"2794",30.67,30,67,0,0.25,0.25,0.5,0,0.5,0.5,0,0.75,0,0
"2795",30.68,30,68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2796",30.69,30,69,0,0.5,0.5,0.5,0.25,0.75,0.75,0,0.75,0.25,0.25
"2797",30.7,30,70,0,0,0.5,0.5,0.25,0.5,0.75,0.5,0.5,0,0.5
"2798",30.71,30,71,0,0.25,0.25,0.75,0,1,1,0,1,0,0.25
"2799",30.72,30,72,0,0,0.25,0.5,0.25,0.75,0.75,0,0.75,0,0.25
"2800",30.73,30,73,0,0.25,0.5,0.75,0.25,0.75,1,0.25,0.5,0,0.5
"2801",30.74,30,74,0,0,0.25,1,0,0.75,0.75,0,0.75,0.25,0
"2802",30.75,30,75,0,0.25,0.25,1,0.5,0.75,1,0,1,0.5,0
"2803",30.76,30,76,0,0.25,0.75,1,0.25,1,1,0.25,1,0.75,0.25
"2804",30.77,30,77,0,0.5,0.5,0.75,0.5,0.75,1,0,1,0.5,0.5
"2805",30.78,30,78,0,0.5,0.75,0.5,0.75,0.5,0.25,0,0,0.5,0.25
"2806",30.79,30,79,0,0.5,0.5,0.5,0.25,0.75,0.5,0.25,0.5,0.5,0.25
"2807",30.8,30,80,0,0.75,0.5,0.5,0.25,0.5,0.5,0,0.75,0.5,0.25
"2808",30.81,30,81,0,0.5,0.25,0.5,0.5,0.5,0.75,0.25,0.5,0.5,0.5
"2809",30.82,30,82,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2810",30.83,30,83,0,0.5,0.25,0.75,0.25,0.75,0.75,0,0.5,0.25,0
"2811",30.84,30,84,0,0.25,0,0.25,0.5,0.25,0.25,0,0.25,0.25,0.25
"2812",30.85,30,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2813",30.86,30,86,0,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0.5
"2814",30.87,30,87,0,0.5,0,0.5,0.25,0.25,0.5,0.25,0.25,0,0.25
"2815",30.88,30,88,0,0.25,0.25,0.25,0.25,0.5,0.5,0,0.25,0,0
"2816",30.89,30,89,0,0.25,0.25,0.5,0,0.5,0.75,0,1,0,0
"2817",30.9,30,90,0,0.25,0.25,0.75,0.25,0.75,0.5,0,0.5,0.25,0
"2818",30.91,30,91,0,0,0.25,0.5,0.25,0.5,0.5,0,0.5,0,0.25
"2819",30.92,30,92,0,0.25,0.25,0.75,0,0.5,0.75,0,0.5,0,0
"2820",30.93,30,93,0,0.25,0.5,0.75,0,0.75,0.75,0,0.5,0,0.25
"2821",30.94,30,94,0,0,0.5,1,0,0.75,0.75,0,1,0,0
"2822",30.95,30,95,0,0,0.5,0.75,0,0.75,1,0,0.75,0,0
"2823",30.96,30,96,0,0,0.5,0.5,0.5,0.5,0.75,0,0.5,0,0
"2824",30.97,30,97,0,0.25,0.25,0.75,0.25,0.75,0.75,0,0.75,0,0
"2825",30.98,30,98,2,0,0.5,0.75,0.25,0.5,0.5,NA,0.75,0,0
"2826",30.99,30,99,0,0.25,0.5,0.75,0.25,0.5,0.75,0,0.5,0,0.25
"2827",30.1,30,100,0,0.5,0.25,0.5,0.5,0.5,0.75,0,0.5,0,0
"2828",30.101,30,101,0,0.25,0.5,0.5,0.25,0.5,0.25,0,0.25,0.25,0.25
"2829",31.1,31,1,0,0,0.25,0.25,0,0.25,0.25,0.5,0,0.25,0.75
"2830",31.2,31,2,0,0,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.25,0.5
"2831",31.3,31,3,0,0,0.25,0.25,0,0.5,0.25,0,0,0.25,0.25
"2832",31.4,31,4,0,0,0,0,0,0,0,0,0,0,0.25
"2833",31.5,31,5,0,0,0,0,0,0,0.25,0,0,0.25,0
"2834",31.6,31,6,0,0,0,0,0.25,0.25,0.25,0.25,0,0.25,0.75
"2835",31.7,31,7,0,0,0,0,0,0.25,0.5,0.25,0,0.25,0.25
"2836",31.8,31,8,0,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.5,0.5,0.75
"2837",31.9,31,9,0,0.25,0.25,0.25,0.25,0.5,0.5,0,0.5,0.25,0.25
"2838",31.1,31,10,0,0,0,0.25,0,0.25,0.25,0,0,0.25,0
"2839",31.11,31,11,0,0,0.25,0.25,0,0.25,0.5,0,0.25,0.25,0
"2840",31.12,31,12,0,0,0.25,0.25,0.5,0.5,0.5,0,0.25,0.25,0.5
"2841",31.13,31,13,0,0.25,0.5,0.5,0.5,0.5,0.5,0,0.25,0.25,0.75
"2842",31.14,31,14,0,0,0,0,0,0.25,0,0,0,0.25,0
"2843",31.15,31,15,0,0,0.25,0,0,0.25,0.5,0.25,0,0,0.25
"2844",31.16,31,16,0,0,0.5,0.5,0,0.5,0.5,1,0.25,0,1
"2845",31.17,31,17,0,0,0.25,0,0,0,0,0,0,0,0.25
"2846",31.18,31,18,0,0.5,0.75,0.5,0.5,0.25,0.5,0,0.25,0.25,0.25
"2847",31.19,31,19,0,0,0,0.25,0.25,0,0,0.25,0,0.25,0.25
"2848",31.2,31,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2849",31.21,31,21,0,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0,0.25,0.75
"2850",31.22,31,22,0,0,0,0,0,0.25,0,0,0,0.25,0.5
"2851",31.23,31,23,2,0,0,0,0,0,0,NA,0,0.25,0.5
"2852",31.24,31,24,0,0.25,0,0.25,0,0.25,0.5,0,0,0.25,0.25
"2853",31.25,31,25,0,0.25,0.75,0.25,0.25,0.25,0.5,0.75,0,0,1
"2854",31.26,31,26,0,0.25,1,0.5,0.5,0.75,0.75,1,0.25,0.25,1
"2855",31.27,31,27,0,0.25,0.5,0.25,0.25,0.25,0.75,0,0,0.25,0.75
"2856",31.28,31,28,0,0.25,0.5,0.25,0.25,0.25,0.5,1,0,0.25,1
"2857",31.29,31,29,0,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0,0,0.75
"2858",31.3,31,30,0,0,0,0,0,0.25,0,0.25,0,0,0.25
"2859",31.31,31,31,0,0,0.25,0.25,0,0.25,0,0.5,0,0.25,0.75
"2860",31.32,31,32,0,0.25,0,0,0,0,0,0.5,0,0.25,0.5
"2861",31.33,31,33,0,0.25,0.25,0.25,0.25,0,0,0.75,0,0.25,1
"2862",31.34,31,34,0,0.25,0,0,0,0,0,0.5,0,0.25,0.75
"2863",31.35,31,35,0,0,0,0,0,0.25,0.25,0.5,0,0,0.5
"2864",31.36,31,36,0,0.25,0,0,0,0,0,0.75,0,0,0.75
"2865",31.37,31,37,0,0,0.25,0.25,0,0,0.75,0.5,0,0.25,0.5
"2866",31.38,31,38,0,0.25,0,0,0,0,0.5,0.75,0,0.25,0.25
"2867",31.39,31,39,0,0.25,0.25,0.25,0.25,0.25,0.5,1,0.25,0.25,1
"2868",31.4,31,40,0,0.25,0.25,0.25,1,0.5,0.5,1,0,0.25,1
"2869",31.41,31,41,0,0.25,0.25,0,0,0,0,0.5,0,0,0.25
"2870",31.42,31,42,0,0,0,0,0,0.25,0.25,0.25,0,0,0.25
"2871",31.43,31,43,0,0,0.5,0.5,0,0.5,0.5,0.25,0.5,0.25,0.25
"2872",31.44,31,44,0,0,0.25,0.5,0,0.5,0.5,0.5,0.25,0.25,0.75
"2873",31.45,31,45,0,0.25,0.25,0.5,0,0.75,0.5,0.25,0,0.25,0.75
"2874",31.46,31,46,2,0.25,0.5,0.5,0,0,NA,0.25,0.25,0.25,0.75
"2875",31.47,31,47,0,0,0.75,0.5,0,0.25,0,0.75,0,0,1
"2876",31.48,31,48,0,0.5,0.25,1,1,1,0.25,0.75,0.5,0.25,1
"2877",31.49,31,49,0,0,0,0,0,0.5,0,0.5,0,0.25,0.5
"2878",31.5,31,50,0,0.25,0.25,0.5,0.25,0.5,0.25,0.25,0.25,0,0
"2879",31.51,31,51,0,0,0.5,0.5,0,0.5,0.25,0.25,0,0,0.25
"2880",31.52,31,52,0,0,0,0,0,0,0,0.25,0,0.25,0.25
"2881",31.53,31,53,0,0,0.25,0.25,0,0.25,0.25,0.5,0.25,0.5,0.5
"2882",31.54,31,54,0,0,0.25,0,0,0,0,0.25,0,0.25,0.25
"2883",31.55,31,55,0,0,0.5,0,0,0,0.5,0,0,0,0.25
"2884",31.56,31,56,0,0.25,0.25,0.5,0,0.5,0,0.5,0,0,0.75
"2885",31.57,31,57,0,0,0.25,0.5,0,0.25,0.25,1,0,0,1
"2886",31.58,31,58,0,0,0,0.25,0,0.25,0,0.5,0,0,0.75
"2887",31.59,31,59,0,0,0,0,0,0,0,0.25,0,0,0
"2888",31.6,31,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889",31.61,31,61,0,0.25,0,0.25,0.25,0.5,0,0.25,0,0,0.5
"2890",31.62,31,62,0,0,0,0.5,0,0.5,0,0.5,0,0,0.5
"2891",31.63,31,63,0,0,0,0,0,0,0,0.25,0,0.25,0.5
"2892",31.64,31,64,0,0,0.5,0.5,0,0.5,0.75,0.25,0.5,0,0.25
"2893",31.65,31,65,0,0.25,0.75,0.75,0.5,0.75,0.5,0.25,0,0,0
"2894",31.66,31,66,0,0,0.25,0,0,0.25,0.25,0.25,0,0,0.25
"2895",31.67,31,67,0,0,0.5,0.25,0,0.5,0.5,0.25,0,0,0.25
"2896",31.68,31,68,0,0,0.5,0.5,0.25,0.25,0.5,0.25,0.5,0.25,0.25
"2897",31.69,31,69,0,0,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.75,0.5
"2898",31.7,31,70,0,0.25,1,1,0.25,1,0.5,0.25,0,0.25,0.5
"2899",31.71,31,71,0,0,0.25,0.25,0,0.25,0.25,0,0.25,0.25,0
"2900",31.72,31,72,0,0,0,0,0,0,0.25,0,0,0,0.25
"2901",31.73,31,73,2,0,0.5,0.75,0,0.75,0.25,NA,0,0,0
"2902",31.74,31,74,0,0.25,1,1,0.25,1,0,0,0,0,0
"2903",31.75,31,75,0,0,0.25,0,0,0.25,0.25,0,0,0,0.25
"2904",31.76,31,76,0,0,0.25,0,0,0,0,0.25,0,0.25,0.25
"2905",31.77,31,77,0,0,0.25,0.25,0,0.5,0.25,0,0,0.25,0
"2906",31.78,31,78,0,0,0.5,0.5,0,0.5,0.5,0,0.25,0,0
"2907",31.79,31,79,0,0,0.5,0.5,0,0.5,0.5,0.5,0.25,0,0.5
"2908",31.8,31,80,0,0,0.25,0.25,0,0.5,0,0.25,0,0,0.25
"2909",31.81,31,81,0,0,0.75,1,0,1,0.25,0.25,0,0,0.25
"2910",31.82,31,82,0,0,0.75,0.75,0,0.75,0,0,0.25,0,0
"2911",31.83,31,83,0,0,0.25,0.5,0,0.5,0,0.5,0,0,0.5
"2912",31.84,31,84,0,0.25,0.5,0.75,0.25,0.5,0.25,0,0,0,0.25
"2913",31.85,31,85,0,0,0.75,0.25,0,0.25,0.25,0,0,0,0
"2914",31.86,31,86,0,0,0.25,0,0,0.25,0.25,0,0,0,0
"2915",31.87,31,87,0,0,0.5,0.25,0,0,0.25,0,0,0,0
"2916",31.88,31,88,0,0,0.5,0.25,0,0.25,0.25,0,0,0.25,0.25
"2917",31.89,31,89,0,0,0.75,0,0,0,0.25,0.25,0,0.25,0.25
"2918",31.9,31,90,0,0,0.25,0.25,0,0.25,0.25,0,0.25,0,0.25
"2919",31.91,31,91,0,0,0.75,0.5,0,0.75,0.5,0.25,0.25,0,0.25
"2920",31.92,31,92,0,0,0.25,0,0,0,0.25,0,0,0,0.25
"2921",31.93,31,93,0,0,0,0.25,0.25,0.75,0,0,0,0,0.25
"2922",31.94,31,94,0,0,0.5,0.25,0,0,0.5,0,0,0.25,0
"2923",31.95,31,95,0,0,0.5,0.25,0,0.25,0,0,0,0.25,0
"2924",31.96,31,96,0,0,0.5,0.5,0,0.5,0.25,0,0,0,0
"2925",31.97,31,97,2,0,0.5,0.75,0.5,0.5,0.5,NA,0.5,0,0.5
"2926",31.98,31,98,0,0,0,0,0,0.25,0,0.75,0,0,0.75
"2927",31.99,31,99,0,0.25,0.25,0.5,0,0.5,0,0,0,0,0.25
"2928",31.1,31,100,0,0,0.25,0,0,0.25,0.25,0,0,0,0
"2929",31.101,31,101,0,0,0.25,0.25,0,0.25,0,0,0,0,0
"2930",32.1,32,1,0,0.75,0.5,0.5,0.75,0.5,0,0,0,0.75,0.75
"2931",32.2,32,2,0,0.25,0.75,0.75,0.25,0.5,0.5,0,0,0,0
"2932",32.3,32,3,0,0.25,0,0.5,0.25,0.25,0,0,0,0,0.25
"2933",32.4,32,4,0,0.75,0,0,0.5,0.25,0,0.25,0,0.5,0.25
"2934",32.5,32,5,0,1,0.25,0.5,1,0.5,0.25,0,0,0.5,0.5
"2935",32.6,32,6,0,0.5,0,0.25,0.5,0.5,0,0,0,0,0.25
"2936",32.7,32,7,2,0.75,0,0.75,NA,0,0,0,0,0,0.5
"2937",32.8,32,8,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.25,0.25,0.25
"2938",32.9,32,9,0,1,0.5,0.5,1,0.5,0.25,0,0.25,1,0.75
"2939",32.1,32,10,0,0.5,0,0,0.25,0,0,0,0,0.25,0.5
"2940",32.11,32,11,0,0.25,0.5,0.25,0.5,0.5,0.25,0,0.5,0.25,0.5
"2941",32.12,32,12,0,0.5,0,0,0.25,0,0,0,0,0,0.5
"2942",32.13,32,13,0,1,0.25,0.25,0.25,0.25,0,0,0,0,0.75
"2943",32.14,32,14,0,0.5,0.5,0.5,0.25,0.5,0.5,0,0,0,0.5
"2944",32.15,32,15,0,0.5,0,0,0.5,0,0,0,0,0,0.25
"2945",32.16,32,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2946",32.17,32,17,2,0.25,0.5,0.5,0.5,0.5,0.5,NA,0.5,0,0.25
"2947",32.18,32,18,0,0,0.25,0.25,0.5,0.5,0,0,0,0,0.25
"2948",32.19,32,19,0,0.25,0,0,0.25,0,0,0,0,0,0.25
"2949",32.2,32,20,0,0.75,0.5,0.5,0.5,0.5,0,0,0,0,0.75
"2950",32.21,32,21,0,0.25,0.25,0.5,0.5,0.25,0.25,0,0,0.25,0.5
"2951",32.22,32,22,2,NA,0,0,0.25,0,0,0.75,0,NA,0.5
"2952",32.23,32,23,0,0.25,0,0,0.25,0.25,0,0,0,0.25,0.25
"2953",32.24,32,24,0,0.75,0,0,0.25,0,0,0,0,0,0.5
"2954",32.25,32,25,2,0.25,0.5,0.75,0.25,0.5,0.5,NA,0,0,0.5
"2955",32.26,32,26,0,0,0.5,0.75,0,0.75,0.25,0,0.25,0,0.25
"2956",32.27,32,27,0,0,0,0.5,0.25,0.5,0,0,0,0,0
"2957",32.28,32,28,0,0.5,0,0.25,0.5,0.25,0,0,0,0,0.25
"2958",32.29,32,29,0,0.25,0.75,0.5,0.25,0.5,0.25,0,0.25,0,0.25
"2959",32.3,32,30,0,0.25,0.25,0.5,0.5,0.25,0.25,0,0,0,0
"2960",32.31,32,31,0,0.5,0,0,0.5,0,0,0,0,0.5,0.5
"2961",32.32,32,32,0,0.75,0.25,0,0.75,0,0,0,0,0,0
"2962",32.33,32,33,0,0.5,0,0,0.25,0,0,0,0,0,0.25
"2963",32.34,32,34,0,0.5,0,0.5,0.75,0,0,0,0,0.75,0.5
"2964",32.35,32,35,0,0.5,0.75,0.75,0.5,0.75,0.25,0,0,0,0.5
"2965",32.36,32,36,0,0.5,0,0,0.25,0,0,0,0,0,0
"2966",32.37,32,37,2,0.25,0.5,0.5,0.5,0.75,NA,0,0.25,0.5,0.25
"2967",32.38,32,38,0,0,0.25,0,0.5,0,0,0.25,0,0,0.25
"2968",32.39,32,39,0,0,0,0,0,0,0,0,0,0,0
"2969",32.4,32,40,0,0,0,0,0,0,0,0,0,0,0
"2970",32.41,32,41,0,1,0.5,0.5,0.25,0.5,0,0,0,0.75,0.75
"2971",32.42,32,42,0,0.75,0,0,0.75,0,0,0,0,0,0.75
"2972",32.43,32,43,0,1,0.25,0.5,1,0.5,0,0,0,0,0.75
"2973",32.44,32,44,0,0,0.75,0.75,0.25,0.75,0.75,0.5,0.25,0,0.75
"2974",32.45,32,45,0,0.25,0.75,0.75,0.5,0.75,0.5,0.5,0,0.25,0.75
"2975",32.46,32,46,0,0,0.25,0,0,0.25,0,0,0,0,0.25
"2976",32.47,32,47,0,0,0.75,0.75,0,0.5,0.25,0,0,0,0.5
"2977",32.48,32,48,0,0.75,0.5,0.5,0.5,0.5,0,0,0,0.25,0.5
"2978",32.49,32,49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2979",32.5,32,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2980",32.51,32,51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2981",32.52,32,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2982",32.53,32,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2983",32.54,32,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2984",32.55,32,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2985",32.56,32,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2986",32.57,32,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2987",32.58,32,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2988",32.59,32,59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2989",32.6,32,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2990",32.61,32,61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2991",32.62,32,62,0,0.75,0.5,1,0.75,0.75,0.25,0,0,0.25,0.75
"2992",32.63,32,63,0,0.5,0.5,0.75,0.25,0.5,0.25,0,0,0.5,0.5
"2993",32.64,32,64,0,0.25,1,0.75,0.5,1,0.5,0,0.25,0,0
"2994",32.65,32,65,0,0,0.75,0.75,0,0.75,0,0,0,0,0.5
"2995",32.66,32,66,0,0,1,1,0,1,0.5,0,0.5,0,0
"2996",32.67,32,67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2997",32.68,32,68,0,0.5,0,0,0.25,0,0,0,0,0,0.5
"2998",32.69,32,69,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0.25
"2999",32.7,32,70,0,0.5,0.5,0.75,1,0.75,0.25,0,0,0,1
"3000",32.71,32,71,0,0,0,0,0.25,0,0.5,0,0.5,0,0
"3001",32.72,32,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3002",32.73,32,73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3003",32.74,32,74,0,0,0.75,0.75,0,0.5,0.5,0,0.25,0,0
"3004",32.75,32,75,0,0,1,0.75,0.25,0.75,0.5,0,0,0,0
"3005",32.76,32,76,2,0.25,0.5,NA,0.25,0.5,0,NA,0.75,0,0
"3006",32.77,32,77,0,0,0.5,0.5,0.25,0.5,0,0,0,0,0.25
"3007",32.78,32,78,0,0,0.25,0.25,0.25,0.25,0,0,0,0.25,0
"3008",32.79,32,79,0,0,0.75,0.75,0.25,0.75,0.25,0,0,0,0.5
"3009",32.8,32,80,0,0.5,0.25,0.25,0.25,0.25,0,0,0,0,0.5
"3010",32.81,32,81,0,0,0.75,0.5,0.5,0.5,0,0,0,0,0.75
"3011",32.82,32,82,0,0,0.5,0.5,0,0.5,0,0,0,0,0.25
"3012",32.83,32,83,0,0,0.5,0.75,0,0.5,0,0,0,0,0.25
"3013",32.84,32,84,0,0,0.5,0.75,0,0.75,0.5,0,0,0,0.75
"3014",32.85,32,85,0,0.5,0,0,0.5,0,0,0,0,0,0.75
"3015",32.86,32,86,0,0.75,0,0.25,0.75,0.25,0,0.25,0,0,0.5
"3016",32.87,32,87,0,0,0,0,0,0,0,0,0,0,0.25
"3017",32.88,32,88,0,0,0.25,0.5,0,0.5,0,0,0,0,0
"3018",32.89,32,89,0,0,0.5,0.5,0.25,0.5,0,0,0,0.5,0.5
"3019",32.9,32,90,0,0.5,0.75,0.75,0.5,0.75,0.25,0,0.25,0,0.5
"3020",32.91,32,91,0,0.5,0.5,0.5,0.25,0.5,0,0,0,0.25,0.5
"3021",32.92,32,92,0,0.25,0.75,0.75,0.25,0.75,0,0,0,0,0.25
"3022",32.93,32,93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3023",32.94,32,94,0,0.75,0.25,0.5,0.5,0.5,0,0,0,0,0.5
"3024",32.95,32,95,0,0.5,0,0,0.5,0.75,0,0,0,0,0.25
"3025",32.96,32,96,0,0.25,0.25,0.5,0.5,0.5,0,0.25,0,0,0.25
"3026",32.97,32,97,0,0.5,0.75,0.75,0,0.75,0.75,0,0,0,0.25
"3027",32.98,32,98,0,1,0.25,0,0.75,0.25,0,0,0,1,1
"3028",32.99,32,99,0,0.5,0,0.25,0.5,0.25,0,0,0,0,0.75
"3029",32.1,32,100,0,0.5,0,0.25,0,0.25,0,0,0,0,0.5
"3030",32.101,32,101,0,0.5,0.25,0.25,0.25,0.5,0,0,0,0.25,0.25
"3031",33.1,33,1,0,0,0.75,0.5,0.5,1,0.75,0,0.75,0.25,0.25
"3032",33.2,33,2,0,0.25,0.25,0.5,0.25,0.5,0.25,0.5,0.25,0,0.5
"3033",33.3,33,3,0,0,0.5,0.5,0.5,0.25,0.25,0,0.5,0,0.5
"3034",33.4,33,4,0,0,0.5,0.5,0.25,0.25,0.5,0.25,0,0.25,0.5
"3035",33.5,33,5,0,0,0.5,0.75,0,0.75,0.25,0.25,0.25,0,0.5
"3036",33.6,33,6,0,0,0.5,0.25,1,0.75,0.5,0.25,0.25,0.25,0.75
"3037",33.7,33,7,0,0,0.75,0.5,1,0.5,0.75,0,0.25,0.25,0.75
"3038",33.8,33,8,0,0.25,0.75,0.5,0.75,0.75,0.5,0.25,0.25,0,0.5
"3039",33.9,33,9,0,1,0.5,0.5,1,0.5,0.75,0.5,0.25,0.75,1
"3040",33.1,33,10,0,0.5,0.25,0.75,1,1,1,0.75,0.25,0.75,1
"3041",33.11,33,11,0,0.5,0.5,0.75,1,1,0.5,0.5,0.25,0.5,1
"3042",33.12,33,12,0,1,0,0.5,0.75,1,0,0.25,0,0.25,0.75
"3043",33.13,33,13,0,0.25,0.25,1,0.75,0.25,0.5,0,0.25,0.25,1
"3044",33.14,33,14,0,1,0.5,0.5,0.75,0.25,0.25,0.25,0.25,0.5,1
"3045",33.15,33,15,0,0.25,0.5,0.75,1,0.5,0.25,0,0.25,0.5,0.75
