"","X","ID","day","beep","observationID","missing","Sad","Lonely","Jittery","Nervous","Angry","Hostile","Happy","Excited"
"734",734,141,5,2,14,0,0,0.25,1,0.75,0.25,0,0.25,0
"735",735,141,5,3,15,0,0.25,0,0,0,0,0,0,0
"736",736,141,6,1,16,0,0,0,0,0.5,0,0,0,0
"737",737,141,6,2,17,0,0.5,0,0,0,0,0,0.25,0.25
"738",738,141,6,3,18,0,0.5,0.25,0,0.25,0.5,0.25,0,0
"739",739,142,1,1,1,0,0.25,0.25,0,0.5,0,0,0.25,0.25
"740",740,142,1,2,2,0,0,0,0,0,0,0,0,0
"741",741,142,1,3,3,0,0,0.25,0,0.25,0,0,0.25,0.25
"742",742,142,2,1,4,0,0,0,0,0,0,0,0,0
"743",743,142,2,2,5,0,0,0,0,0,0,0,0,0
"744",744,142,2,3,6,0,0,0,0,0,0,0,0,0
"745",745,142,3,1,7,0,0,0,0,0,0,0,0,0
"746",746,142,3,2,8,0,0,0,0,0,0,0,0,0
"747",747,142,3,3,9,0,0,0,0,0,0,0,0,0
"748",748,142,4,1,10,0,0,0,0,0,0,0,0,0
"749",749,142,4,2,11,0,0,0,0,0,0,0,0,0
"750",750,142,4,3,12,0,0,0,0,0,0,0,0,0
"751",751,142,5,1,13,0,0,0,0,0,0,0,0,0
"752",752,142,5,2,14,0,0,0,0,0,0,0,0,0
"753",753,142,5,3,15,0,0,0,0,0,0,0,0,0
"754",754,142,6,1,16,0,0,0,0,0,0,0,0,0
"755",755,142,6,2,17,0,0,0,0,0,0,0,0,0
"756",756,142,6,3,18,0,0,0,0,0,0,0.25,0,0
"757",757,143,1,1,1,0,0.25,0,0.25,0.5,0,0,0.75,0.5
"758",758,143,1,2,2,0,0,0,0,0.25,0,0,0.75,0.5
"759",759,143,1,3,3,0,0,0,0.25,0.25,0,0,0.5,0.5
"760",760,143,2,1,4,0,0,0,0.5,0.5,0,0,0.75,0.75
"761",761,143,2,2,5,0,0.25,0,0.5,0.75,0,0,0.5,0.5
"762",762,143,2,3,6,0,0,0,0.5,0.75,0,0,0.25,0.75
"763",763,143,3,1,7,0,0,0,0,0,0,0,0.75,0.5
"764",764,143,3,2,8,0,0,0,0,0,0,0,0.75,0.25
"765",765,143,3,3,9,0,0,0,0,0,0,0,0.75,0.25
"766",766,143,4,1,10,0,0,0,0,0,0,0,0.5,0.5
"767",767,143,4,2,11,0,0.25,0,0,0,0.25,0,0.5,0.5
"768",768,143,4,3,12,0,0,0,0,0,0,0,0.75,0.5
"769",769,143,5,1,13,0,0,0,0,0,0,0,0.5,0.5
"770",770,143,5,2,14,0,0,0,0,0,0,0,0.5,0.5
"771",771,143,5,3,15,0,0,0,0,0,0,0,0.5,0.5
"772",772,143,6,1,16,0,0,0,0.25,0.25,0,0,0.5,0.25
"773",773,143,6,2,17,0,0.25,0,0,0,0,0,0.5,0.25
"774",774,143,6,3,18,0,0,0,0,0,0,0,0.5,0.5
"775",775,144,1,1,1,0,0,0,0.75,0.25,0,0.25,1,1
"776",776,144,1,2,2,0,0,0.25,0.25,0,0,0,0.75,0.75
"777",777,144,1,3,3,0,0,0,0.25,0,0,0.25,0.75,0.5
"778",778,144,2,1,4,0,0,0,0.25,0,0,0,0.75,0.75
"779",779,144,2,2,5,0,0,0,0.25,0,0,0,0.75,0.5
"780",780,144,2,3,6,0,0,0.25,0.5,0,0,0,0.5,0.25
"781",781,144,3,1,7,0,0,0,0.25,0,0,0,0.5,0.75
"782",782,144,3,2,8,0,0,0.25,0.5,0.25,0,0,0.5,0.5
"783",783,144,3,3,9,0,0,0,0.5,0.25,0,0,0.5,0.25
"784",784,144,4,1,10,0,0,0,0.25,0,0,0,0.5,0.75
"785",785,144,4,2,11,0,0,0.25,0,0,0,0,0.75,0.5
"786",786,144,4,3,12,0,0,0,0.25,0,0,0,0.75,1
"787",787,144,5,1,13,0,0,0,0,0,0,0,0.5,0.5
"788",788,144,5,2,14,0,0.25,0.25,0,0,0,0,0.5,0.25
"789",789,144,5,3,15,0,0,0,0,0.25,0,0,0.75,1
"790",790,144,6,1,16,0,0,0,0,0,0,0,0.5,0.25
"791",791,144,6,2,17,0,0,0,0,0,0,0,0.75,0.5
"792",792,144,6,3,18,0,0,0.5,0,0,0,0,0.5,0.75
"793",793,145,1,1,1,0,0.25,0.25,0,0,0,0,0.5,0.25
"794",794,145,1,2,2,0,0.25,0.25,0.25,0.25,0,0,0.5,0
"795",795,145,1,3,3,0,0.25,0,0,0,0,0,0.5,0
"796",796,145,2,1,4,0,0,0.25,0,0.25,0,0,0.75,0
"797",797,145,2,2,5,0,0.25,0,0.25,0,0,0,0.5,0
"798",798,145,2,3,6,0,0.25,0,0,0,0,0,0.75,0.5
"799",799,145,3,1,7,0,0,0,0.25,0.25,0,0,1,0.5
"800",800,145,3,2,8,0,0,0,0,0,0,0,0.75,0.5
"801",801,145,3,3,9,0,0.25,0,0,0,0,0,0.75,0
"802",802,145,4,1,10,0,0,0,0.25,0.25,0,0,0.75,0.5
"803",803,145,4,2,11,0,0,0,0.25,0.25,0,0,0.5,0.25
"804",804,145,4,3,12,0,0.5,0.25,0,0,0,0,0.25,0
"805",805,145,5,1,13,0,0,0.25,0,0,0,0,0.75,0.5
"806",806,145,5,2,14,0,0,0.25,0,0,0.25,0,0.75,0.5
"807",807,145,5,3,15,0,0.25,0.25,0,0,0,0,0.5,0
"808",808,145,6,1,16,0,0.5,0.25,0,0,0,0.25,0.25,0.25
"809",809,145,6,2,17,0,0.25,0,0,0,0,0.25,0.5,0
"810",810,145,6,3,18,0,0.5,0.25,0,0,0,0.25,0.25,0
"811",811,146,1,1,1,0,0,0,0,0,0.25,0,0.5,0
"812",812,146,1,2,2,0,0,0,0,0,0,0,0.5,0
"813",813,146,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"814",814,146,2,1,4,0,0,0,0,0,0,0,0.25,0
"815",815,146,2,2,5,0,0,0,0,0,0,0,0,0
"816",816,146,2,3,6,0,0,0,0,0,0,0,0,0
"817",817,146,3,1,7,0,0,0,0.5,0.5,0,0,0.25,0
"818",818,146,3,2,8,0,0,0,0,0,0,0,0,0
"819",819,146,3,3,9,0,0,0,0,0,0,0,0.25,0
"820",820,146,4,1,10,0,0,0,0,0,0,0,0,0
"821",821,146,4,2,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"822",822,146,4,3,12,0,0,0,0,0,0,0,0.25,0
"823",823,146,5,1,13,0,0,0,0,0,0,0,0.5,0.25
"824",824,146,5,2,14,0,0,0,0,0,0,0,0.25,0
"825",825,146,5,3,15,0,0,0,0,0,0,0,0.25,0
"826",826,146,6,1,16,0,0,0,0,0,0,0,0.25,0
"827",827,146,6,2,17,0,0,0,0,0,0,0,0.25,0.25
"828",828,146,6,3,18,0,0,0,0,0,0,0,0.25,0.25
"829",829,147,1,1,1,0,0,0,0,0,0,0,0.75,0.5
"830",830,147,1,2,2,0,0,0,0,0,0,0,0.75,0.5
"831",831,147,1,3,3,0,0,0,0,0,0.25,0,0.25,0.25
"832",832,147,2,1,4,0,0,0,0,0,0,0,0.5,0.5
"833",833,147,2,2,5,0,0,0,0,0,0,0,0.25,0.25
"834",834,147,2,3,6,0,0,0,0,0,0,0,0.25,0.25
"835",835,147,3,1,7,0,0,0,0,0,0,0,0.5,0.25
"836",836,147,3,2,8,0,0,0,0,0,0,0,0.5,0.25
"837",837,147,3,3,9,0,0,0.75,0,0,0.25,0,0.25,0.25
"838",838,147,4,1,10,0,0,0,0,0,0,0,0.5,0.25
"839",839,147,4,2,11,0,0,0,0,0,0,0,0.5,0.25
"840",840,147,4,3,12,0,0,0,0,0,0,0,0.25,0
"841",841,147,5,1,13,0,0,0,0,0,0,0,0.5,0
"842",842,147,5,2,14,0,0,0,0,0,0,0,0.5,0
"843",843,147,5,3,15,0,0,0,0,0,0.75,0,0,0
"844",844,147,6,1,16,0,0,0,0,0,0,0,0.25,0
"845",845,147,6,2,17,0,0,0,0,0,0,0,0.25,0
"846",846,147,6,3,18,0,0,0,0,0,0,0,0,0
"847",847,148,1,1,1,0,0.25,0.5,1,1,0,0,0.75,0.75
"848",848,148,1,2,2,0,0.25,0.25,0.75,0.75,0.25,0.25,0.5,0.5
"849",849,148,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"850",850,148,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"851",851,148,2,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"852",852,148,2,3,6,0,0,0,0.25,0.5,0,0,0.75,0.5
"853",853,148,3,1,7,0,0.25,0.25,1,0.75,0,0,0.5,0.75
"854",854,148,3,2,8,0,0.5,0.5,0.5,0.25,0.5,0,0.25,0.5
"855",855,148,3,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"856",856,148,4,1,10,0,0.25,0.5,0.75,0.75,0.25,0,0.5,0.5
"857",857,148,4,2,11,0,0.25,0.25,0.5,0.5,0.25,0.25,0.5,0.5
"858",858,148,4,3,12,0,0.25,0.25,0.25,0.5,0.25,0.25,0.75,0.5
"859",859,148,5,1,13,0,0.25,0.25,0.75,0.75,0,0,0.5,0.5
"860",860,148,5,2,14,1,NA,NA,NA,NA,NA,NA,NA,NA
"861",861,148,5,3,15,0,0.5,0.5,0.25,0.25,0,0,0.5,0.5
"862",862,148,6,1,16,0,0.25,0.25,0.75,0.75,0,0,0.5,0.5
"863",863,148,6,2,17,1,NA,NA,NA,NA,NA,NA,NA,NA
"864",864,148,6,3,18,1,NA,NA,NA,NA,NA,NA,NA,NA
"865",865,149,1,1,1,0,0,0.25,0.25,0.5,0,0,0.75,0.75
"866",866,149,1,2,2,0,0,0,0,0.5,0.25,0.25,0.5,0.25
"867",867,149,1,3,3,0,0,0,0,0.5,0,0,0.5,0.25
"868",868,149,2,1,4,0,0,0.25,0.5,0.5,0,0.25,0.75,0.5
"869",869,149,2,2,5,0,0,0,0,0.5,0,0,0.75,0.5
"870",870,149,2,3,6,0,0,0,0,0.75,0.25,0.25,0.25,0
"871",871,149,3,1,7,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25
"872",872,149,3,2,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"873",873,149,3,3,9,0,0,0,0.25,0.5,0.75,0.75,0,0
"874",874,149,4,1,10,0,0,0,0,1,0,0,0.25,0
"875",875,149,4,2,11,0,0,0,1,1,0.25,0,0,0
"876",876,149,4,3,12,0,0.25,0.5,0.5,1,0.25,0.25,0,0
"877",877,149,5,1,13,1,NA,NA,NA,NA,NA,NA,NA,NA
"878",878,149,5,2,14,0,0.25,0,0.25,0.75,0,0,0.25,0.5
"879",879,149,5,3,15,0,0,0.25,0.25,0.25,0,0,1,1
"880",880,149,6,1,16,0,0,0,0.25,0.25,0,0,0.5,0.25
"881",881,149,6,2,17,1,NA,NA,NA,NA,NA,NA,NA,NA
"882",882,149,6,3,18,1,NA,NA,NA,NA,NA,NA,NA,NA
"883",883,150,1,1,1,0,0,0,0,0.25,0,0,1,1
"884",884,150,1,2,2,0,0,0,0,0.25,0,0,1,0.75
"885",885,150,1,3,3,0,0,0,0,0,0,0,0.75,0.75
"886",886,150,2,1,4,0,0,0,0,0,0,0,1,1
"887",887,150,2,2,5,0,0,0.25,0,0,0,0,1,1
"888",888,150,2,3,6,0,0,0,0,0,0,0,1,1
"889",889,150,3,1,7,0,0,0,0,0,0,0,1,1
"890",890,150,3,2,8,0,0,0,0,0,0,0,1,1
"891",891,150,3,3,9,0,0,0,0,0,0,0,1,1
"892",892,150,4,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"893",893,150,4,2,11,0,0,0,0,0,0,0,1,1
"894",894,150,4,3,12,0,0,0,0,0,0,0,1,1
"895",895,150,5,1,13,1,NA,NA,NA,NA,NA,NA,NA,NA
"896",896,150,5,2,14,0,0,0,0,0,0,0,1,1
"897",897,150,5,3,15,0,0,0,0,0,0,0,1,1
"898",898,150,6,1,16,1,NA,NA,NA,NA,NA,NA,NA,NA
"899",899,150,6,2,17,0,0,0,0,0.25,0.25,0.25,1,1
"900",900,150,6,3,18,0,0.25,0,0,0,0,0,1,1
"901",901,151,1,1,1,0,0,0,0,0.25,0,0,0.5,0
"902",902,151,1,2,2,0,0,0,0,0.75,0,0,0.5,0
"903",903,151,1,3,3,0,0,0,0,0,0,0,0.75,0
"904",904,151,2,1,4,0,0,0,0,0,0,0,0.5,0
"905",905,151,2,2,5,0,0,0,0,0,0,0,0.25,0
"906",906,151,2,3,6,0,0,0,0,0,0.75,0.5,0.25,0
"907",907,151,3,1,7,0,0,0,0,0,0,0,0.75,0.25
"908",908,151,3,2,8,0,0,0,0,0.5,0,0,0.25,0
"909",909,151,3,3,9,0,0,0,0,0,0,0,0.25,0
"910",910,151,4,1,10,0,0,0,0,0,0,0,0,0
"911",911,151,4,2,11,0,0,0,0,0,0,0,0.25,0
"912",912,151,4,3,12,0,0,0,0,0,0,0,0,0
"913",913,151,5,1,13,0,0,0,0,0,0,0,0,0
"914",914,151,5,2,14,0,0,0,0,0,0,0,0,0
"915",915,151,5,3,15,0,0,0,0,0,0,0,0.5,0
"916",916,151,6,1,16,0,0,0,0,0,0,0,0.25,0
"917",917,151,6,2,17,0,0,0,0,0,0,0,0,0
"918",918,151,6,3,18,0,0,0,0,0,0,0,0.25,0
"919",919,152,1,1,1,0,0,0,0,0,0,0,0.5,0.25
"920",920,152,1,2,2,0,0,0,0.25,0,0,0,0.5,0.25
"921",921,152,1,3,3,0,0,0.25,0,0,0,0,0.25,0.25
"922",922,152,2,1,4,0,0,0.25,0.25,0,0,0,0.25,0.25
"923",923,152,2,2,5,0,0,0,0.25,0,0,0,0.5,0.25
"924",924,152,2,3,6,0,0,0.5,0,0,0,0,0.25,0
"925",925,152,3,1,7,0,0,0,0,0,0,0,0.5,0
"926",926,152,3,2,8,0,0,0.5,0,0,0,0,0.5,0.25
"927",927,152,3,3,9,0,0,0,0,0,0,0,0.5,0.25
"928",928,152,4,1,10,0,0,0.25,0,0,0,0,0.5,0.5
"929",929,152,4,2,11,0,0.25,0.75,0,0,0,0,0.25,0
"930",930,152,4,3,12,0,0,0,0,0.25,0,0,0.75,0.25
"931",931,152,5,1,13,0,0,0.5,0,0.5,0,0,0.5,0.5
"932",932,152,5,2,14,0,0,0.25,0,0.5,0,0,0.5,0.5
"933",933,152,5,3,15,0,0,0,0,0,0,0,0.75,0.5
"934",934,152,6,1,16,0,0.25,0.25,0,0,0,0,0.5,0
"935",935,152,6,2,17,0,0.5,0.5,0,0,0,0,0.25,0
"936",936,152,6,3,18,0,0,0.25,0,0,0,0,0.5,0
"937",937,153,1,1,1,0,0,0,0,0,0,0,1,0.5
"938",938,153,1,2,2,0,0,0,0,0,0,0,1,0.5
"939",939,153,1,3,3,0,0,0,0,0,0,0,1,0.25
"940",940,153,2,1,4,0,0,0,0,0,0,0,0.75,0.25
"941",941,153,2,2,5,0,0,0,0,0,0,0,0.75,0.25
"942",942,153,2,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"943",943,153,3,1,7,0,0,0,0,0,0,0,0.75,0.25
"944",944,153,3,2,8,0,0,0,0,0,0,0,0.75,0.25
"945",945,153,3,3,9,0,0,0,0,0,0,0,0.75,0.25
"946",946,153,4,1,10,0,0,0,0,0,0,0,0.75,0.25
"947",947,153,4,2,11,0,0,0,0,0,0,0,0.75,0.25
"948",948,153,4,3,12,0,0,0,0,0,0,0,0.75,0.25
"949",949,153,5,1,13,0,0,0,0,0,0,0,0.75,0.25
"950",950,153,5,2,14,0,0,0,0,0,0,0,0.75,0.25
"951",951,153,5,3,15,0,0,0,0,0,0,0,0.5,0.25
"952",952,153,6,1,16,0,0,0,0,0,0,0,0,0
"953",953,153,6,2,17,0,0,0,0,0,0,0,0.75,0.25
"954",954,153,6,3,18,0,0,0,0,0,0,0,0.75,0.25
"955",955,154,1,1,1,0,0.25,0.25,0,0.5,0,0,0.25,0
"956",956,154,1,2,2,0,0,0,0,0.25,0,0,0.75,0.75
"957",957,154,1,3,3,0,0.25,0.25,0,0,0,0,0.5,0.25
"958",958,154,2,1,4,0,0,0,0,0,0,0,0.75,0.5
"959",959,154,2,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"960",960,154,2,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"961",961,154,3,1,7,0,0.25,0,0,0.25,0,0,0.5,0.5
"962",962,154,3,2,8,0,0,0,0,0.25,0.25,0,0.5,0.25
"963",963,154,3,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"964",964,154,4,1,10,0,0,0,0,0.25,0.25,0,0.25,0.25
"965",965,154,4,2,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"966",966,154,4,3,12,0,0,0,0,0.25,0,0,0.75,0.5
"967",967,154,5,1,13,0,0,0,0,0.25,0,0,0.25,0.25
"968",968,154,5,2,14,0,0,0,0,0.25,0,0,0.25,0.25
"969",969,154,5,3,15,0,0,0.25,0,0,0,0,0.25,0.25
"970",970,154,6,1,16,0,0,0,0,0.25,0,0,0.5,0
"971",971,154,6,2,17,0,0,0.25,0,0,0,0,0.5,0.25
"972",972,154,6,3,18,0,0.25,0,0,0.25,0,0,0.5,0.25
"973",973,155,1,1,1,0,0.25,0.25,0.5,0.75,0.25,0,0.5,0.5
"974",974,155,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"975",975,155,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"976",976,155,2,1,4,0,0.5,0.25,0.25,0.75,0.25,0,0.5,0.25
"977",977,155,2,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"978",978,155,2,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"979",979,155,3,1,7,0,0,0,0.5,0.5,0,0,0.5,0.25
"980",980,155,3,2,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"981",981,155,3,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"982",982,155,4,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"983",983,155,4,2,11,0,0,0,0.25,0.25,0,0,0.25,0
"984",984,155,4,3,12,1,NA,NA,NA,NA,NA,NA,NA,NA
"985",985,155,5,1,13,0,0,0,0,0.5,0,0,0.25,0
"986",986,155,5,2,14,1,NA,NA,NA,NA,NA,NA,NA,NA
"987",987,155,5,3,15,0,0,0,0,0,0,0,0,0
"988",988,155,6,1,16,0,0,0,0,0.5,0,0,0.25,0
"989",989,155,6,2,17,0,0,0,0,0.5,0,0,0,0
"990",990,155,6,3,18,1,NA,NA,NA,NA,NA,NA,NA,NA
"991",991,156,1,1,1,0,0.25,0.75,0,0,0,0,0,0.25
"992",992,156,1,2,2,0,0,0,0,0,0,0,0,0.25
"993",993,156,1,3,3,0,0,0.25,0.5,0,0,0,0.5,0.5
"994",994,156,2,1,4,0,0,0,0,0.5,0,0,0.5,0
"995",995,156,2,2,5,0,0.5,0.25,0,0.5,0,0,0,0
"996",996,156,2,3,6,0,0.25,0,0,0.5,0,0.25,0,0
"997",997,156,3,1,7,0,0,0,0,0.25,0,0,0.25,0.5
"998",998,156,3,2,8,0,0,0,0,0.75,0,0,0.5,0
"999",999,156,3,3,9,0,0,0,0.5,0.25,0,0,0.5,0
"1000",1000,156,4,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"1001",1001,156,4,2,11,0,0.5,1,0.25,0.5,0,0,0.25,0
"1002",1002,156,4,3,12,1,NA,NA,NA,NA,NA,NA,NA,NA
"1003",1003,156,5,1,13,0,0,0,0,0,0,0,0,0
"1004",1004,156,5,2,14,0,0,0.5,0,0,0,0,0.5,0
"1005",1005,156,5,3,15,0,0,0,0,0,0,0,0,0
"1006",1006,156,6,1,16,0,0.25,0,0,0.25,0,0,0.25,0
"1007",1007,156,6,2,17,0,0,0,0,0.75,0,0,0.75,0
"1008",1008,156,6,3,18,0,0,0,0,0,0,0,0,0
"1009",1009,157,1,1,1,0,0,0,0.25,0.25,0,0.25,0.75,0.5
"1010",1010,157,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"1011",1011,157,1,3,3,0,0,0,0,0,0,0,0.75,0.25
"1012",1012,157,2,1,4,0,0.25,0.25,0.25,0.25,0,0,0.25,0
"1013",1013,157,2,2,5,0,0.25,0,0.75,0.5,0,0.25,0.5,0
"1014",1014,157,2,3,6,0,0.25,0.25,0.5,0.5,0,0,0.5,0
"1015",1015,157,3,1,7,0,0.5,0.5,1,0.75,0.25,0.25,0,0
"1016",1016,157,3,2,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"1017",1017,157,3,3,9,0,0.25,0.25,0,0,0,0,0.75,0.5
"1018",1018,157,4,1,10,0,0.5,1,0,0,0.5,1,0,0
"1019",1019,157,4,2,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"1020",1020,157,4,3,12,0,0,0,0,0,0,0,0.75,0.25
"1021",1021,157,5,1,13,1,NA,NA,NA,NA,NA,NA,NA,NA
"1022",1022,157,5,2,14,0,0.25,0.25,0.25,0.5,0,0,0.5,0
"1023",1023,157,5,3,15,0,0,0,0.5,0,0,0,0,0.25
"1024",1024,157,6,1,16,0,0.5,0.25,0,0.25,0,0,0,0
"1025",1025,157,6,2,17,1,NA,NA,NA,NA,NA,NA,NA,NA
"1026",1026,157,6,3,18,0,0.5,0.25,0.25,0.5,0,0,0.5,0
"1027",1027,158,1,1,1,0,0.25,0,0.25,0.5,0.25,0,0.75,0.25
"1028",1028,158,1,2,2,0,0,0,0,0,0.25,0,0.75,0.25
"1029",1029,158,1,3,3,0,0,0,0,0,0,0,0.75,0.5
"1030",1030,158,2,1,4,0,0.25,0.25,0,0,0,0,0.5,0.25
"1031",1031,158,2,2,5,0,0,0,0,0.5,0,0,0.75,0.5
"1032",1032,158,2,3,6,0,0,0,0,0.75,0,0,0.5,0.25
"1033",1033,158,3,1,7,0,0,0,0,0.25,0,0,1,0.25
"1034",1034,158,3,2,8,0,0.25,0,0,0.5,0.25,0,0.5,0
"1035",1035,158,3,3,9,0,0,0,0,0,0,0,1,0.5
"1036",1036,158,4,1,10,0,0,0,0,0,0.25,0,0.5,0
"1037",1037,158,4,2,11,0,0.25,0.25,0,0,0,0,0.5,0
"1038",1038,158,4,3,12,0,0,0,0,0,0,0,1,0
"1039",1039,158,5,1,13,0,0,0,0,0,0,0,0.25,0
"1040",1040,158,5,2,14,0,0,0,0,0.25,0,0,0.5,0
"1041",1041,158,5,3,15,0,0,0,0,0,0,0,1,0
"1042",1042,158,6,1,16,0,0,0,0,0,0,0,0.25,0
"1043",1043,158,6,2,17,0,0,0,0,0.5,0.25,0,0.5,0
"1044",1044,158,6,3,18,0,0,0,0,0,0,0,0.75,0.5
"1045",1045,159,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"1046",1046,159,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"1047",1047,159,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"1048",1048,159,2,1,4,0,0,0,0.75,0,0,0,0.5,0.25
"1049",1049,159,2,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"1050",1050,159,2,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1051,159,3,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"1052",1052,159,3,2,8,0,0.25,0,1,1,0,0.5,0.25,0
"1053",1053,159,3,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"1054",1054,159,4,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"1055",1055,159,4,2,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"1056",1056,159,4,3,12,1,NA,NA,NA,NA,NA,NA,NA,NA
"1057",1057,159,5,1,13,0,0,0,0.75,0.5,0,0.25,0.75,0.5
"1058",1058,159,5,2,14,1,NA,NA,NA,NA,NA,NA,NA,NA
"1059",1059,159,5,3,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"1060",1060,159,6,1,16,0,0.75,0.5,0.75,0.5,0.5,0.5,0,0
"1061",1061,159,6,2,17,0,1,1,1,1,0.5,0.5,0,0
"1062",1062,159,6,3,18,0,0.75,0.25,0.75,0.75,0.25,0.25,0,0
"1063",1063,160,1,1,1,0,0,0,0.5,0.25,0,0,0.5,0.25
"1064",1064,160,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"1065",1065,160,1,3,3,0,0.25,0,0.75,0.25,0,0,0.75,0.5
"1066",1066,160,2,1,4,0,0,0,0.5,0.25,0,0,0.5,0.5
"1067",1067,160,2,2,5,0,0.75,0.5,0.25,0.25,0,0,0.25,0.25
"1068",1068,160,2,3,6,0,0,0,0,0,0,0,1,0.75
"1069",1069,160,3,1,7,0,0.5,0.75,0.5,0.5,0.75,0.5,0.25,0.25
"1070",1070,160,3,2,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"1071",1071,160,3,3,9,0,0.5,0.5,0.75,0.25,0.5,0.25,0.5,0.25
"1072",1072,160,4,1,10,0,0,0,0,0,0,0,0.75,0.75
"1073",1073,160,4,2,11,0,0,0,1,0.25,0,0,0.75,0.75
"1074",1074,160,4,3,12,0,0.25,0.5,0.25,0.25,0,0,0.5,0.25
"1075",1075,160,5,1,13,0,0.5,0.75,0.5,0.25,0,0,0.25,0.25
"1076",1076,160,5,2,14,1,NA,NA,NA,NA,NA,NA,NA,NA
"1077",1077,160,5,3,15,0,0.5,0.5,0,0,0,0,0.25,0
"1078",1078,160,6,1,16,0,0.25,0.25,0.75,0.5,0.25,0,0.75,0.25
"1079",1079,160,6,2,17,1,NA,NA,NA,NA,NA,NA,NA,NA
"1080",1080,160,6,3,18,0,0.5,0.25,0.5,0.25,0,0,0.25,0
"1081",1081,161,1,1,1,0,0.25,0.5,0.75,0.5,0,0,0.5,0
"1082",1082,161,1,2,2,0,0,0.5,0.25,0.25,0,0,0.5,0.5
"1083",1083,161,1,3,3,0,0.25,0.75,0.75,1,0,0,0.25,0
"1084",1084,161,2,1,4,0,0.25,0,0.5,0.5,0,0,0.75,0.5
"1085",1085,161,2,2,5,0,0,0.25,0,0,0,0,0.75,0.75
"1086",1086,161,2,3,6,0,0.5,0.75,0,0.75,0,0,0.25,0
"1087",1087,161,3,1,7,0,0,0.5,0.5,0.5,0,0,0,0
"1088",1088,161,3,2,8,0,0.25,0.75,0,0,0.25,0.5,0.25,0
"1089",1089,161,3,3,9,0,0.5,0,0.25,0.25,0,0,0.25,0.25
"1090",1090,161,4,1,10,0,0.75,0.75,0.25,0.5,0,0,0.25,0
"1091",1091,161,4,2,11,0,0.25,0.75,0.5,0.25,0,0.5,0,0
"1092",1092,161,4,3,12,0,0,0.25,0,0,0,0,0.5,0.5
"1093",1093,161,5,1,13,0,0.25,0.25,0.75,0.75,0,0.25,0.5,0.75
"1094",1094,161,5,2,14,0,0.25,0.25,0.75,0.5,0,0,0.25,0
"1095",1095,161,5,3,15,0,0.75,0.75,1,1,0.25,0,0,0
"1096",1096,161,6,1,16,0,0.25,0.5,0.25,0.5,0,0,0,0
"1097",1097,161,6,2,17,0,0.5,0.5,0.75,0,0.25,0.5,0,0
"1098",1098,161,6,3,18,0,0,0.25,0.25,0,0,0,0,0
"1099",1099,162,1,1,1,0,0,0.25,0.5,0,0,0,0.75,0.5
"1100",1100,162,1,2,2,0,0,0.25,0.25,0,0,0,0.75,0.75
"1101",1101,162,1,3,3,0,0,0,0,0,0,0,0.75,0.5
"1102",1102,162,2,1,4,0,0,0,0,0,0,0,0.5,0.75
"1103",1103,162,2,2,5,0,0,0,0.25,0.25,0.25,0,0.5,0.75
"1104",1104,162,2,3,6,0,0,0,0,0,0,0,0.5,0.5
"1105",1105,162,3,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA
