"","X","ID","day","beep","observationID","missing","Sad","Lonely","Jittery","Nervous","Angry","Hostile","Happy","Excited"
"362",362,121,1,2,2,0,0.25,0.25,0.5,0.5,0.25,0,0.25,0.5
"363",363,121,1,3,3,0,0,0,0.25,0.5,0,0,0.5,0.5
"364",364,121,2,1,4,0,0,0,0.25,0.5,0,0,0.75,0.5
"365",365,121,2,2,5,0,0.25,0.25,0.5,0.5,0,0,0.5,0.5
"366",366,121,2,3,6,0,0.5,0,0.5,0.5,0.5,0.25,0,0
"367",367,121,3,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"368",368,121,3,2,8,0,0.5,0.25,0,0,0.25,0,0.25,0.25
"369",369,121,3,3,9,0,0.25,0,0,0.25,0,0,0.5,0.25
"370",370,121,4,1,10,0,0,0,0.25,0.25,0,0,0.75,0.75
"371",371,121,4,2,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"372",372,121,4,3,12,0,0,0.25,0,0.25,0,0,0.5,0.5
"373",373,121,5,1,13,0,0,0,0.25,0,0,0,0.5,0.25
"374",374,121,5,2,14,1,NA,NA,NA,NA,NA,NA,NA,NA
"375",375,121,5,3,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"376",376,121,6,1,16,0,0,0,0.25,0,0,0,0.5,0.25
"377",377,121,6,2,17,0,0,0,0,0,0,0,0.5,0.5
"378",378,121,6,3,18,0,0,0,0,0,0,0,0.5,0.25
"379",379,122,1,1,1,0,0,0,0.5,0,0,0.25,0.25,0.5
"380",380,122,1,2,2,0,0.25,0.25,0,0,0,0,0.25,0.25
"381",381,122,1,3,3,0,0,0,0,0,0,0,0,0
"382",382,122,2,1,4,0,0.25,0,0,0,0,0,0.25,0.5
"383",383,122,2,2,5,0,0,0,0,0.25,0,0,0.25,0
"384",384,122,2,3,6,0,0,0,0,0.25,0,0.5,0.25,0.25
"385",385,122,3,1,7,0,0,0,0,0.25,0,0,0.25,0
"386",386,122,3,2,8,0,0,0,0,0.25,0,0,0.25,0.5
"387",387,122,3,3,9,0,0,0,0,0,0,0,0.5,0
"388",388,122,4,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"389",389,122,4,2,11,0,0,0,0,0,0,0,0.5,0.25
"390",390,122,4,3,12,0,0,0,0,0,0,0,0.25,0
"391",391,122,5,1,13,0,0,0,0,0,0,0,0.25,0.25
"392",392,122,5,2,14,0,0,0,0,0,0,0,0.25,0.25
"393",393,122,5,3,15,0,0,0,0,0,0,0,0.25,0
"394",394,122,6,1,16,0,0,0,0,0,0,0,0.25,0.5
"395",395,122,6,2,17,0,0,0,0.25,0,0,0,0.25,0.5
"396",396,122,6,3,18,0,0,0,0.25,0.25,0,0,0.5,0.5
"397",397,123,1,1,1,0,0,0,0.25,0,0,0,0.5,0.5
"398",398,123,1,2,2,0,0,0,0.25,0,0,0,0.75,0.75
"399",399,123,1,3,3,0,0,0,0,0,0,0,1,1
"400",400,123,2,1,4,0,0,0,0,0,0,0,0.75,1
"401",401,123,2,2,5,0,0,0,0,0,0,0,1,1
"402",402,123,2,3,6,0,0,0,0,0,0,0.25,1,1
"403",403,123,3,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"404",404,123,3,2,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"405",405,123,3,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"406",406,123,4,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"407",407,123,4,2,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"408",408,123,4,3,12,0,0,0,0,0,0,0,1,1
"409",409,123,5,1,13,0,0,0,0,0,0,0,0.5,0.5
"410",410,123,5,2,14,1,NA,NA,NA,NA,NA,NA,NA,NA
"411",411,123,5,3,15,0,0,0,0.5,0.25,0,0,0.5,0.5
"412",412,123,6,1,16,0,0.25,0,0,0.75,0,0,0.25,0.25
"413",413,123,6,2,17,0,0,0,0,0.5,0,0,0.25,0
"414",414,123,6,3,18,1,NA,NA,NA,NA,NA,NA,NA,NA
"415",415,124,1,1,1,0,0.5,0.5,0.75,1,0,0,0.5,0.25
"416",416,124,1,2,2,0,0.5,0.25,0.75,1,0,0,0.25,0.25
"417",417,124,1,3,3,0,0.25,0.75,0,1,0,0,0.25,0.25
"418",418,124,2,1,4,0,0.75,0.5,0,1,0.75,0.25,0,0
"419",419,124,2,2,5,0,0.25,0.75,0,1,0.25,0,0.25,0.25
"420",420,124,2,3,6,0,0.25,0.25,0.25,0.75,0.25,0,0.75,0.5
"421",421,124,3,1,7,0,0.25,0,0.75,0.5,0,0,0.75,1
"422",422,124,3,2,8,0,0,0.75,0.5,0.5,0,0,0.5,0.25
"423",423,124,3,3,9,0,0,0.5,0,0.5,0,0,0.5,0.25
"424",424,124,4,1,10,0,0.5,0.5,0,0,0,0,0.25,0.25
"425",425,124,4,2,11,0,0.5,0.75,0,0.25,0,0,0.25,0
"426",426,124,4,3,12,0,0,0,0.25,0.5,0,0,0.75,0
"427",427,124,5,1,13,0,0.25,0.75,0.75,1,0,0,0.25,0.25
"428",428,124,5,2,14,0,0.75,1,0,1,0,0,0.25,0
"429",429,124,5,3,15,0,0.5,1,0,0,0,0,0.25,0
"430",430,124,6,1,16,0,0.5,0.5,0.75,0.75,0,0,0.25,0.25
"431",431,124,6,2,17,0,0,0,0.5,0.75,0,0,0.5,0.75
"432",432,124,6,3,18,0,0.75,0.75,0.5,1,0.5,0,0.25,0.25
"433",433,125,1,1,1,0,0,0,0.25,0.25,0,0,0.75,0.75
"434",434,125,1,2,2,0,0,0.5,0.25,0,0,0,0.25,0.5
"435",435,125,1,3,3,0,0,0.25,0,0,0,0,0.75,1
"436",436,125,2,1,4,0,0,0.25,0.75,0.25,0,0,1,1
"437",437,125,2,2,5,0,0,0,0,0,0,0,0.75,0.75
"438",438,125,2,3,6,0,0.75,0.75,0.25,0,0.25,0,0.75,0.75
"439",439,125,3,1,7,0,0,0.25,1,0.75,0,0,0.75,0.75
"440",440,125,3,2,8,0,0,0,0.5,0,0,0,0.75,1
"441",441,125,3,3,9,0,0,0,0.75,0.75,0,0,0.75,0.75
"442",442,125,4,1,10,0,0,0,0.5,0.75,0,0,0.5,0.5
"443",443,125,4,2,11,0,0,0,0.5,0.5,0,0,0.75,0.75
"444",444,125,4,3,12,0,0,0,0.25,0,0,0,1,0.75
"445",445,125,5,1,13,0,0,0,0.5,0.5,0,0.25,0.5,0.5
"446",446,125,5,2,14,0,0,0,0,0.25,0,0,0.5,0.25
"447",447,125,5,3,15,0,0,0,0.5,0.75,0,0.25,0.5,0.75
"448",448,125,6,1,16,0,0,0,0.5,0.5,0,0,0.5,0.5
"449",449,125,6,2,17,0,0.25,0,0.5,0.5,0,0,0.25,0.25
"450",450,125,6,3,18,0,0,0,0,0,0,0,0.5,0.25
"451",451,126,1,1,1,0,0,0,0,0,0,0,0.5,0
"452",452,126,1,2,2,0,0,0,0,0,0,0,0,0
"453",453,126,1,3,3,0,0,0,0,0,0,0,0,0.25
"454",454,126,2,1,4,0,0,0,0,0,0,0.25,0.5,0.5
"455",455,126,2,2,5,0,0,0,0,0,0,0,0.5,0.5
"456",456,126,2,3,6,0,0,0,0,0,0,0,0.5,0.5
"457",457,126,3,1,7,0,0,0,0,0,0,0,0.5,0.5
"458",458,126,3,2,8,0,0,0,0,0,0,0,0.5,0.5
"459",459,126,3,3,9,0,0,0,0,0,0,0,0.5,0.5
"460",460,126,4,1,10,0,0,0,0,0,0,0,0.5,0.5
"461",461,126,4,2,11,0,0,0,0,0,0,0,0.5,0.5
"462",462,126,4,3,12,0,0,0,0,0,0,0,0.5,0.5
"463",463,126,5,1,13,0,0,0,0,0,0,0,0.5,0.5
"464",464,126,5,2,14,0,0,0,0,0,0,0,1,1
"465",465,126,5,3,15,0,0,0,0,0,0,0,1,1
"466",466,126,6,1,16,0,0,0.25,0.25,0.25,0,0,0.75,0.75
"467",467,126,6,2,17,0,0,0,0,0,0,0,0.5,0.5
"468",468,126,6,3,18,0,0,0,0,0,0,0,0.5,0.5
"469",469,127,1,1,1,0,0,0,0.25,0.25,0,0,0.75,0.5
"470",470,127,1,2,2,0,0,0,0,0,0,0,1,0.75
"471",471,127,1,3,3,0,0,0,0.25,0.25,0,0,1,1
"472",472,127,2,1,4,0,0,0,0,0.25,0,0,1,0.25
"473",473,127,2,2,5,0,0,0,0,0.25,0,0,0.75,0.5
"474",474,127,2,3,6,0,0,0.25,0.25,0.25,0.25,0.25,0.5,0.25
"475",475,127,3,1,7,0,0,0,0.25,0.25,0,0,0.5,0.5
"476",476,127,3,2,8,0,0,0,0.25,0.25,0,0,0.75,0.5
"477",477,127,3,3,9,0,0.25,0,0.25,0.25,0,0,0.75,0.25
"478",478,127,4,1,10,0,0,0,0,0,0.25,0.25,0.75,0.5
"479",479,127,4,2,11,0,0.25,0.25,0.5,0.25,0,0.25,0.5,0.25
"480",480,127,4,3,12,0,0,0,0,0,0,0,0.75,0.75
"481",481,127,5,1,13,0,0,0,0.25,0.25,0,0,0.5,0.5
"482",482,127,5,2,14,1,NA,NA,NA,NA,NA,NA,NA,NA
"483",483,127,5,3,15,0,0,0,0,0,0,0,0.5,0.25
"484",484,127,6,1,16,0,0,0,0,0,0,0,0.75,0.75
"485",485,127,6,2,17,0,0,0,0,0,0,0,0.75,0.5
"486",486,127,6,3,18,0,0,0,0,0.25,0,0,0.75,0.25
"487",487,128,1,1,1,0,0.25,0.25,0.75,0,0,0,0.5,0.5
"488",488,128,1,2,2,0,0,0,0.5,0.25,0,0,0.75,0.75
"489",489,128,1,3,3,0,0,0,0,0,0,0,0.75,0.5
"490",490,128,2,1,4,0,0,0.25,0,0,0,0,0.5,0.5
"491",491,128,2,2,5,0,0,0,0.5,0,0,0,0.75,0.75
"492",492,128,2,3,6,0,0,0,0,0,0,0,0.75,0.5
"493",493,128,3,1,7,0,0,0.25,0,0,0,0,0.5,0.25
"494",494,128,3,2,8,0,0,0,0,0.25,0,0,0.5,0.25
"495",495,128,3,3,9,0,0.25,0.25,0,0,0,0,0.25,0.25
"496",496,128,4,1,10,0,0,0.5,0,0,0,0,0.25,0
"497",497,128,4,2,11,0,0.25,0,0,0,0,0,0.25,0.25
"498",498,128,4,3,12,0,0,0,0,0.5,0.25,0.25,0.25,0.25
"499",499,128,5,1,13,0,0.25,0.25,0,0,0,0,0.25,0.25
"500",500,128,5,2,14,0,0,0.5,0,0,0,0,0.25,0.25
"501",501,128,5,3,15,0,0,0.25,0,0,0.25,0,0.25,0.25
"502",502,128,6,1,16,0,0,0,0,0,0,0,0.75,0.75
"503",503,128,6,2,17,0,0,0,0.25,0,0,0,0.5,0.75
"504",504,128,6,3,18,0,0,0,0,0,0,0,0.25,0
"505",505,129,1,1,1,0,0.5,0.5,0.5,0,0,0.25,0,0
"506",506,129,1,2,2,0,0,0,0.5,0,0,0,0,0
"507",507,129,1,3,3,0,0,0,0,0,0,0,0,0
"508",508,129,2,1,4,0,0,0,0.25,0,0,0,0.75,0.75
"509",509,129,2,2,5,0,0.75,0,0.5,0.25,0.75,0.75,0,0
"510",510,129,2,3,6,0,0,0,0.5,0,0,0,0,0
"511",511,129,3,1,7,0,0,0,0,0,0,0,0,0
"512",512,129,3,2,8,0,0,0,1,1,0,0,0,0
"513",513,129,3,3,9,0,0,0,0,0,0.25,0.25,0,0
"514",514,129,4,1,10,0,0,0,0,0,0,0,0.75,0.75
"515",515,129,4,2,11,0,0,0,0,0,0,0,0,0
"516",516,129,4,3,12,0,0,0,0,0,0,0,0.5,0
"517",517,129,5,1,13,0,0,0,0,0,0,0,0,0
"518",518,129,5,2,14,0,0,0,0.5,0.5,0,0,0.25,0
"519",519,129,5,3,15,0,0.25,0,0.5,0.5,0,0,0.25,0
"520",520,129,6,1,16,0,0,0,0,0,0,0,0.25,0.5
"521",521,129,6,2,17,0,0,0,0.25,0,0,0,0.75,0.75
"522",522,129,6,3,18,0,0,0,0.25,0.75,0,0,0.5,0
"523",523,130,1,1,1,0,0.25,0.5,0,0.25,0,0,0.25,0.5
"524",524,130,1,2,2,0,0.25,0.5,0,0.25,0,0,0.5,0.5
"525",525,130,1,3,3,0,0.25,0.75,0,0.25,0,0,0.75,0.5
"526",526,130,2,1,4,0,0.25,0.5,0,0,0,0,0.5,0.75
"527",527,130,2,2,5,0,0.25,0.5,0,0,0,0,0.5,0.75
"528",528,130,2,3,6,0,0.25,0.25,0,0,0,0,0.5,0.5
"529",529,130,3,1,7,0,0.25,0.25,0,0,0,0,0.5,0.5
"530",530,130,3,2,8,0,0.25,0.5,0,0,0,0,1,0.75
"531",531,130,3,3,9,0,0.25,0.5,0,0,0,0,0.75,0.75
"532",532,130,4,1,10,0,0,0.75,0,0,0,0,0.5,0.25
"533",533,130,4,2,11,0,0,0,0,0,0,0,0.5,0.5
"534",534,130,4,3,12,0,0,0.5,0,0,0,0,0.5,0.5
"535",535,130,5,1,13,0,0.25,0.5,0,0,0,0,0.5,0.25
"536",536,130,5,2,14,0,0,0.5,0,0,0,0,0.5,0.5
"537",537,130,5,3,15,0,0.25,0.5,0,0,0,0,0.5,0.5
"538",538,130,6,1,16,0,0,0.5,0,0,0,0,0.5,0.5
"539",539,130,6,2,17,0,0,0.5,0,0,0,0,0.5,0.5
"540",540,130,6,3,18,0,0,0.5,0,0,0,0,0.5,0.25
"541",541,131,1,1,1,0,0,0,0,0,0,0,0.25,0
"542",542,131,1,2,2,0,0,0,0,0,0,0,0.25,0.25
"543",543,131,1,3,3,0,0,0.25,0,0,0,0,0.5,0
"544",544,131,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"545",545,131,2,2,5,0,0.25,0,0,0,0,0,0.25,0
"546",546,131,2,3,6,0,0.25,0.25,0,0,0,0,0,0.25
"547",547,131,3,1,7,0,0,0,0,0.25,0,0,0.5,0.25
"548",548,131,3,2,8,0,0,0,0,0,0,0,0.25,0.25
"549",549,131,3,3,9,0,0,0,0,0,0,0,0.25,0.25
"550",550,131,4,1,10,0,0,0,0,0,0,0,0.5,0.25
"551",551,131,4,2,11,0,0,0,0,0,0,0,0.25,0
"552",552,131,4,3,12,0,0,0,0,0,0,0,0.25,0.25
"553",553,131,5,1,13,0,0,0,0,0,0,0,0,0
"554",554,131,5,2,14,0,0,0,0,0,0,0,0.5,0.25
"555",555,131,5,3,15,0,0.25,0,0,0,0.25,0,0,0
"556",556,131,6,1,16,0,0,0,0,0,0,0,0.25,0
"557",557,131,6,2,17,0,0,0,0,0,0,0,0.25,0
"558",558,131,6,3,18,0,0,0,0,0,0,0,0.25,0
"559",559,132,1,1,1,0,0.5,0.75,0.5,0.75,0,0.5,0.5,0.5
"560",560,132,1,2,2,0,0.25,0.25,0.25,0.5,0,0,0.5,0.5
"561",561,132,1,3,3,0,0.5,0.5,0.5,0.5,0,0,0.25,0
"562",562,132,2,1,4,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"563",563,132,2,2,5,0,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25
"564",564,132,2,3,6,0,0.25,0.75,0.5,0.5,0,0,0.25,0
"565",565,132,3,1,7,0,0.25,0.25,0.25,0.25,0,0,0,0
"566",566,132,3,2,8,0,0.5,0.75,0,0,0,0,0.25,0
"567",567,132,3,3,9,0,0.25,0.25,0.25,0.25,0,0,0.75,0
"568",568,132,4,1,10,0,0.5,0.75,0.5,0.75,0,0,0.25,0
"569",569,132,4,2,11,0,0.5,0.5,0.75,0.25,0,0,0.25,0
"570",570,132,4,3,12,0,0.25,0.25,1,0.75,0,0,0.25,0
"571",571,132,5,1,13,0,0.25,0.25,0.25,0.25,0.5,0,0.25,0.25
"572",572,132,5,2,14,1,NA,NA,NA,NA,NA,NA,NA,NA
"573",573,132,5,3,15,0,0.75,0.75,0.75,0,0,0,0.25,0.25
"574",574,132,6,1,16,0,0.25,0,0.5,0.25,0,0,0.75,0.5
"575",575,132,6,2,17,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"576",576,132,6,3,18,1,NA,NA,NA,NA,NA,NA,NA,NA
"577",577,133,1,1,1,0,0,0,0.5,0.25,0.25,0,0.5,0.25
"578",578,133,1,2,2,0,0,0,0.25,0.75,0.25,0,0.5,0.5
"579",579,133,1,3,3,0,0,0,0.25,0.25,0,0,0.5,0.5
"580",580,133,2,1,4,0,0,0,0.25,0,0,0,0.75,0.5
"581",581,133,2,2,5,0,0,0,0.5,0.25,0.25,0.25,0.25,0
"582",582,133,2,3,6,0,0,0,0.5,0.25,0.25,0.25,0.5,0
"583",583,133,3,1,7,0,0,0,0.25,0,0,0,0.75,0.5
"584",584,133,3,2,8,0,0,0,0.25,0,0,0,1,0.5
"585",585,133,3,3,9,0,0,0,0.25,0,0,0,0.75,0.5
"586",586,133,4,1,10,0,0.25,0,0.25,0,0.5,0,0.5,0
"587",587,133,4,2,11,0,0,0,0.5,0,0,0,0.5,0.25
"588",588,133,4,3,12,0,0,0,0,0.25,0,0,0.5,0
"589",589,133,5,1,13,0,0,0,0,0,0,0,0.5,0.25
"590",590,133,5,2,14,0,0,0,0.5,0.25,0,0,0.25,0
"591",591,133,5,3,15,0,0,0,0.25,0,0,0,0.5,0
"592",592,133,6,1,16,0,0,0,0.5,0.25,0,0,0.25,0
"593",593,133,6,2,17,0,0,0,0.25,0,0,0,0.25,0.25
"594",594,133,6,3,18,0,0,0,0.25,0.25,0,0,0.25,0.25
"595",595,134,1,1,1,0,0.25,0.5,0,0,0.25,0,0,0
"596",596,134,1,2,2,0,0.25,0.75,0.5,0.5,0.25,0,0.25,0.5
"597",597,134,1,3,3,0,0,0,0.25,0,0,0,0.25,0
"598",598,134,2,1,4,0,0.5,0.75,0.5,0.5,0,0,0.25,0.25
"599",599,134,2,2,5,0,0.25,0.5,0.5,0.5,0,0,0.25,0.25
"600",600,134,2,3,6,0,0,0.5,0.25,0,0,0,0.25,0.25
"601",601,134,3,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"602",602,134,3,2,8,0,0.25,0.5,0.5,0.5,0.25,0,0.25,0.25
"603",603,134,3,3,9,0,0,0,0.25,0,0,0,0,0
"604",604,134,4,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"605",605,134,4,2,11,0,0,0.25,0,0.5,0,0,0.25,0.25
"606",606,134,4,3,12,0,0,0,0.5,0.5,0,0,0.25,0.25
"607",607,134,5,1,13,0,0.25,0.5,0.5,0.5,0.25,0,0.5,0.5
"608",608,134,5,2,14,0,0,0.25,0.5,0.25,0.25,0,0.5,0.5
"609",609,134,5,3,15,0,0.25,0.25,0.25,0.5,0,0,0.25,0.5
"610",610,134,6,1,16,0,0,0.25,0.5,0.5,0,0,0.25,0.5
"611",611,134,6,2,17,0,0,0,0.25,0.25,0,0,0.5,0.5
"612",612,134,6,3,18,0,0,0.25,0.5,0.5,0,0,0.25,0.5
"613",613,135,1,1,1,0,0,0,0.5,0.5,0,0,0.75,0.5
"614",614,135,1,2,2,0,0,0,0.25,0.25,0.25,0,0.5,0.25
"615",615,135,1,3,3,0,0,0,0.75,0.25,0,0,0.75,0.75
"616",616,135,2,1,4,0,0,0,0.5,0.75,0,0,0.25,0
"617",617,135,2,2,5,0,0,0.25,0.5,0.25,0.25,0,0.5,0.25
"618",618,135,2,3,6,0,0,0,0.75,0.75,0,0,0.75,0.75
"619",619,135,3,1,7,0,0,0,0.75,0.75,0,0,0.25,0.5
"620",620,135,3,2,8,0,0,0,0.75,1,0,0,0.75,0.5
"621",621,135,3,3,9,0,0.25,0.25,0.75,1,0.5,0.25,0.25,0
"622",622,135,4,1,10,0,0,0,0.5,0.5,0,0,0.5,0.5
"623",623,135,4,2,11,0,0,0,0.75,0.75,0,0,0.25,0
"624",624,135,4,3,12,0,0,0,0.75,0.5,0,0,0.75,0.75
"625",625,135,5,1,13,0,0,0,0.5,0.5,0,0,0.25,0
"626",626,135,5,2,14,0,0,0,0.75,0.75,0,0,0.5,0
"627",627,135,5,3,15,0,0,0,0.75,0.5,0,0,0,0
"628",628,135,6,1,16,0,0,0,0.75,0.75,0,0,0.25,0
"629",629,135,6,2,17,0,0.5,0.25,0.75,0.75,0.25,0.25,0.25,0
"630",630,135,6,3,18,0,0,0,0.75,0.5,0,0,0,0
"631",631,136,1,1,1,0,0,0,0,0,0,0,1,0.75
"632",632,136,1,2,2,0,0,0,0,0,0,0,1,1
"633",633,136,1,3,3,0,0,0,0,0,0,0,1,1
"634",634,136,2,1,4,0,0,0,0,0.25,0.25,0,0.75,0.75
"635",635,136,2,2,5,0,0,0,0,0,0,0,1,0.75
"636",636,136,2,3,6,0,0,0,0,0,0,0,1,1
"637",637,136,3,1,7,0,0,0,0,0,0,0,0.5,0.5
"638",638,136,3,2,8,0,0,0,0,0,0,0,1,1
"639",639,136,3,3,9,0,0,0,0,0,0,0,1,1
"640",640,136,4,1,10,0,0,0,0,0,0,0,0.5,0.5
"641",641,136,4,2,11,0,0,0,0,0,0,0,0.5,0.5
"642",642,136,4,3,12,0,0,0,0,0,0,0,1,0.5
"643",643,136,5,1,13,0,0,0,0,0,0,0,0.75,0.75
"644",644,136,5,2,14,0,0,0,0,0,0,0,0.75,0.5
"645",645,136,5,3,15,0,0,0,0,0,0,0,0.75,0.75
"646",646,136,6,1,16,0,0,0,0,0,0,0,0.75,0.5
"647",647,136,6,2,17,0,0,0,0,0,0,0,0.75,0.75
"648",648,136,6,3,18,0,0,0,0,0,0,0,0.75,0.75
"649",649,137,1,1,1,0,0,0,0,0.5,0,0,0.75,0.5
"650",650,137,1,2,2,0,0,0.5,0,0.25,0,0,0.75,0
"651",651,137,1,3,3,0,0.25,0.5,0,0,0,0,0.5,0
"652",652,137,2,1,4,0,0,0.25,0,0,0,0,0.25,0
"653",653,137,2,2,5,0,0,0,0.5,0,0,0,0,0
"654",654,137,2,3,6,0,0,0.5,0,0,0,0,0.25,0
"655",655,137,3,1,7,0,0,0.5,0.25,0,0,0,0.5,0
"656",656,137,3,2,8,0,0,0,0.5,0,0,0,0.75,0.5
"657",657,137,3,3,9,0,0,0.25,0,0,0,0,0.25,0
"658",658,137,4,1,10,0,0,0,0.5,0,0,0,0.25,0
"659",659,137,4,2,11,0,0,0,0.5,0,0,0,0.5,0
"660",660,137,4,3,12,0,0,0,0.25,0,0,0,0.5,0
"661",661,137,5,1,13,0,0,0,0.25,0,0,0,0.25,0
"662",662,137,5,2,14,0,0,0,0.75,0,0,0,0.5,0
"663",663,137,5,3,15,0,0,0,0,0,0,0,0.25,0
"664",664,137,6,1,16,0,0,0,0.25,0,0,0,0.25,0
"665",665,137,6,2,17,0,0,0.5,0.25,0,0.25,0,0.25,0
"666",666,137,6,3,18,0,0,0.5,0.25,0,0,0,0.5,0
"667",667,138,1,1,1,0,0.25,0,0,0.25,0,0,0.5,0
"668",668,138,1,2,2,0,0.25,0,0,0.25,0,0,0.5,0
"669",669,138,1,3,3,0,0.75,0,0,0.25,0,0,0.25,0
"670",670,138,2,1,4,0,0.5,0,0.25,0.5,0,0,0.25,0
"671",671,138,2,2,5,0,0.25,0,0.5,0.5,0,0,0.5,0
"672",672,138,2,3,6,0,0.25,0,0.5,0.75,0,0,0.5,0
"673",673,138,3,1,7,0,0.25,0,0.5,0.5,0,0,0.25,0
"674",674,138,3,2,8,0,0.25,0,0.25,0.25,0,0,0.25,0
"675",675,138,3,3,9,0,0.5,0,0.5,0.5,0,0,0.25,0
"676",676,138,4,1,10,0,0.75,0,0.5,0.5,0,0,0.25,0
"677",677,138,4,2,11,0,0,0,0.5,0.5,0,0,0.5,0
"678",678,138,4,3,12,0,0.25,0,0.5,0.25,0,0,0.25,0
"679",679,138,5,1,13,0,0.25,0,0.25,0.25,0,0,0.5,0
"680",680,138,5,2,14,0,0,0,0.25,0.25,0,0,0.5,0
"681",681,138,5,3,15,0,0.25,0,0.25,0.25,0,0,0.5,0
"682",682,138,6,1,16,0,0.25,0,0,0,0,0,0.25,0
"683",683,138,6,2,17,0,0,0,0.5,0.25,0,0,0.5,0
"684",684,138,6,3,18,0,0.5,0,0.5,0.5,0,0,0.25,0
"685",685,139,1,1,1,0,0,0.5,0.25,0.75,0,0,0.75,0
"686",686,139,1,2,2,0,0,0,0,0,0,0,0.75,0
"687",687,139,1,3,3,0,0,0,0,0,0,0,1,0.25
"688",688,139,2,1,4,0,0,0,0,0,0,0,0.5,0.25
"689",689,139,2,2,5,0,0,0,0,0,0,0,1,0.75
"690",690,139,2,3,6,0,0,0,0,0.25,0,0,0.5,0.25
"691",691,139,3,1,7,0,0,0,0,0,0,0,0.75,0.5
"692",692,139,3,2,8,0,0,0,0,0,0,0,0.75,0.25
"693",693,139,3,3,9,0,0,0,0,0.5,0,0.25,0.75,0
"694",694,139,4,1,10,0,0,0,0,0.5,0,0,0.5,0.25
"695",695,139,4,2,11,0,0,0,0,0,0,0,0.5,0
"696",696,139,4,3,12,0,0,0,0,0,0,0,0.5,0
"697",697,139,5,1,13,0,0,0,0,0,0,0,1,0
"698",698,139,5,2,14,0,0,0,0,0,0,0,0.5,0
"699",699,139,5,3,15,0,0,0,0,0.5,0.25,0,0,0
"700",700,139,6,1,16,0,0.75,0.25,0,0,0,0,0.25,0
"701",701,139,6,2,17,0,0.25,0,0,0,0,0.25,0.25,0
"702",702,139,6,3,18,0,0.75,0,0,0.75,0.75,0.75,0,0
"703",703,140,1,1,1,0,0.25,1,0,1,1,1,0.5,0.25
"704",704,140,1,2,2,0,0.25,1,0.25,0.25,0.25,0.5,0.5,0
"705",705,140,1,3,3,0,0.25,0.75,0,0,0,0.25,0.25,0.5
"706",706,140,2,1,4,0,0.25,0.5,0.75,0.75,0,0.25,0,0.25
"707",707,140,2,2,5,0,0.25,0.75,0.75,0,0,0,0,0.25
"708",708,140,2,3,6,0,0,0.5,0,0.25,0,0.75,0.25,0.25
"709",709,140,3,1,7,0,0.25,0.25,0.5,0.25,0.25,0.5,0.5,0
"710",710,140,3,2,8,0,0.75,0.75,0,0,1,0.75,0.25,0.25
"711",711,140,3,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"712",712,140,4,1,10,0,1,1,0,0.75,1,0.5,0,0.75
"713",713,140,4,2,11,0,1,1,0.25,0.75,1,0.5,0,0
"714",714,140,4,3,12,0,0,0.5,0,0.75,0.25,0.75,0,0
"715",715,140,5,1,13,0,0.25,1,0.5,1,0,0.5,0,0.5
"716",716,140,5,2,14,0,0.25,0.75,0,0.25,0,0,0.25,0.25
"717",717,140,5,3,15,0,0,1,0,0.75,0.75,0,0,0
"718",718,140,6,1,16,0,0,0.25,0,0.5,0,0,0.25,0.5
"719",719,140,6,2,17,0,0,0.5,0,0.5,0,0,0,0
"720",720,140,6,3,18,0,0,0.75,0,0,0,0,0.25,0
"721",721,141,1,1,1,0,0.75,0.25,0.5,0.25,0.75,0.25,0.5,0
"722",722,141,1,2,2,0,0.5,0.5,0.75,0.25,0.5,0.25,0.25,0
"723",723,141,1,3,3,0,0,0,0,0.25,0.5,0,0.5,0.5
"724",724,141,2,1,4,0,0,0.25,0,0.25,0,0,0.25,0.25
"725",725,141,2,2,5,0,0.25,0,0.5,0.25,0,0,0.25,0
"726",726,141,2,3,6,0,0.25,0.25,0.5,0,0,0,0.5,0
"727",727,141,3,1,7,0,0,0,0,0.25,0,0,0.5,0.25
"728",728,141,3,2,8,0,0.75,0.25,0.75,0.75,1,0.5,0,0
"729",729,141,3,3,9,0,0.5,0,0,0.25,0,0,0.25,0
"730",730,141,4,1,10,0,0.75,0.25,0.75,0.75,0.25,0,0.75,0
"731",731,141,4,2,11,0,0.25,0,0,0.5,0,0.25,0.25,0
"732",732,141,4,3,12,0,0.75,0,0,0.25,0,0,0,0
"733",733,141,5,1,13,0,0,0,0,0,0,0,0.5,0.5
