"","X","ID","day","beep","Angry","Depressed","Anxiety","Stressed","Relaxed","Happy"
"1839",1839,28,25,3,NA,NA,NA,NA,NA,NA
"1840",1840,28,25,4,0,0,0,0,0.8,0.8
"1841",1841,28,25,5,NA,NA,NA,NA,NA,NA
"1842",1842,28,26,6,0.8,0.2,0.2,0.6,0.4,0.4
"1843",1843,28,26,7,0.6,0,0,0.6,0.6,0.4
"1844",1844,28,26,8,0,0,0.4,0,0.8,0.8
"1845",1845,28,26,9,0,0,0.2,0.6,0.4,0.6
"1846",1846,28,26,10,0.4,0.8,0.6,0.8,0.2,0.2
"1847",1847,28,26,1,0,0,0,0,0.2,0.6
"1848",1848,28,26,2,0,0,0,0.4,0.4,0.6
"1849",1849,28,26,3,0,0,0,0,1,0.6
"1850",1850,28,27,4,0.8,0.6,0.4,0.4,0.6,0.4
"1851",1851,28,27,5,0,0.4,0.6,0.6,0.6,0.4
"1852",1852,28,27,1,0.6,0.8,0.4,0.8,0.6,0.4
"1853",1853,28,27,2,0,0.4,0.2,0.4,0.6,0.6
"1854",1854,28,27,3,0.2,0.6,0.2,0.2,0.8,0.8
"1855",1855,28,27,4,0,0.2,0,0,0.8,1
"1856",1856,28,27,5,0,0,0,0,0,0.8
"1857",1857,28,27,1,0.2,0.8,0.6,0.4,0.6,0.2
"1858",1858,28,27,2,0,0,0,0.2,0.8,0.8
"1859",1859,28,27,3,0,0,0,0,1,0.8
"1860",1860,28,28,4,NA,NA,NA,NA,NA,NA
"1861",1861,28,28,5,0,0.2,0.4,0.2,0.6,0.6
"1862",1862,28,28,6,0,0,0.6,0.6,0.6,0.8
"1863",1863,28,28,7,0,0,0.4,0.8,0.6,0.8
"1864",1864,28,28,8,0,0.4,0.4,0.2,0.4,0.8
"1865",1865,28,28,1,0,0,0.2,0.4,0.4,0.6
"1866",1866,28,28,2,0,0.6,0.2,0.2,0.8,0.6
"1867",1867,28,28,3,0,0.6,0,0.6,0.2,0.6
"1868",1868,28,28,4,0,0.2,0.2,0.4,0.4,0.6
"1869",1869,28,29,5,NA,NA,NA,NA,NA,NA
"1870",1870,28,29,6,NA,NA,NA,NA,NA,NA
"1871",1871,28,29,7,NA,NA,NA,NA,NA,NA
"1872",1872,28,29,8,0,0,0.2,0.2,0.4,1
"1873",1873,28,29,9,0,0.2,0.2,0.6,0.4,0.8
"1874",1874,28,29,10,0,0.4,0.2,0.4,0.6,0.8
"1875",1875,28,29,1,0,0.4,0.2,0.4,0.4,0.6
"1876",1876,28,29,2,0,0,0,0,1,0.8
"1877",1877,28,29,3,0,0,0,0,0,1
"1878",1878,28,29,4,0,0,0,0,1,0.8
"1879",1879,28,30,5,NA,NA,NA,NA,NA,NA
"1880",1880,28,30,6,NA,NA,NA,NA,NA,NA
"1881",1881,28,30,7,0,0,0,0,1,1
"1882",1882,28,30,8,0,0,0,0,1,1
"1883",1883,28,30,9,NA,NA,NA,NA,NA,NA
"1884",1884,28,30,1,0,0,0,0,1,0.8
"1885",1885,28,30,2,0,0,0.2,0,1,0.8
"1886",1886,28,30,3,0,0.4,0.2,0.4,0.4,0.6
"1887",1887,28,30,4,0,0,0.2,0.2,0.4,1
"1888",1888,28,30,5,0,0,0.2,0,0.6,1
"1889",1889,28,31,6,0,0,0,0,1,1
"1890",1890,28,31,7,0.2,0,0,0,0.2,1
"1891",1891,28,31,8,0.6,0.2,0.2,0.6,0.8,0.8
"1892",1892,28,31,9,0.6,0,0,0.4,0.2,1
"1893",1893,28,31,10,0,0.2,0.2,0,1,1
"1894",1894,28,31,1,0,0.4,0.4,0.2,0.2,1
"1895",1895,28,31,2,0,0,0.2,0,0.4,1
"1896",1896,28,31,3,0,0,0,0,1,1
"1897",1897,28,31,4,0,0,0,0,1,0.8
"1898",1898,28,31,5,0,0,0,0,1,1
"1899",1899,28,1,6,NA,NA,NA,NA,NA,NA
"1900",1900,28,1,7,0,0.2,0.6,0.6,0.4,0.8
"1901",1901,28,1,8,0,0,0.4,0.6,0.6,1
"1902",1902,28,1,9,0,0,0.2,0.2,0.4,1
"1903",1903,28,1,10,0,0,0.2,0.2,0.4,0.8
"1904",1904,28,1,1,0.2,0,0,0.2,0.2,1
"1905",1905,28,1,2,NA,NA,NA,NA,NA,NA
"1906",1906,28,1,3,0,0,0,0,1,1
"1907",1907,28,1,4,0,0,0,0.2,0.8,1
"1908",1908,28,1,5,0,0,0,0.2,0.4,1
"1909",1909,28,2,6,NA,NA,NA,NA,NA,NA
"1910",1910,28,2,7,0,0,0.2,0.2,0.4,1
"1911",1911,28,2,8,0.6,0.2,0,0.2,0.4,0.6
"1912",1912,28,2,9,0,0,0.2,0.2,0.4,0.8
"1913",1913,28,2,10,0,0,0.2,0.4,0.4,0.6
"1914",1914,29,21,1,0,0.4,0.6,0.6,0.4,0.4
"1915",1915,29,21,2,NA,NA,NA,NA,NA,NA
"1916",1916,29,21,3,0,0.4,0.6,0.6,0.4,0.4
"1917",1917,29,21,4,0,0.4,0.6,0,0.4,0.6
"1918",1918,29,21,5,NA,NA,NA,NA,NA,NA
"1919",1919,29,25,6,0,0.6,0.4,0.6,0.6,0.6
"1920",1920,29,25,7,0,0.2,0.2,0.4,0.8,0.4
"1921",1921,29,25,8,0,0.2,0.6,0.8,0.6,0.6
"1922",1922,29,25,9,0,0.4,0.4,0.6,0.6,0.4
"1923",1923,29,26,10,0,0.4,0,0.6,0.6,0.2
"1924",1924,29,26,1,0,0.4,0.6,0.6,0.6,0.6
"1925",1925,29,26,2,0,0.4,0.4,0.8,0.6,0.4
"1926",1926,29,26,3,0.2,0.4,0.6,0.8,0.4,0.6
"1927",1927,29,26,4,0,0.4,0.4,0.6,0.6,0.6
"1928",1928,29,26,5,0,0.4,0.4,0.6,0.6,0.4
"1929",1929,29,26,6,0,0.4,0.6,0.6,0.6,0.6
"1930",1930,29,26,7,0,0.6,0.4,0.2,0.8,0.6
"1931",1931,29,26,8,0,0.6,0.6,0.6,0.6,0.6
"1932",1932,29,26,9,0,0.4,0.4,0.6,0.6,0.6
"1933",1933,29,27,10,0,0.4,0.8,0.8,0.6,0.4
"1934",1934,29,27,1,0,0.6,0.6,0.6,0.4,0.4
"1935",1935,29,27,1,0,0.4,0.4,0.4,0.6,0.4
"1936",1936,29,27,2,0,0.4,0.6,0.6,0.4,0.6
"1937",1937,29,28,3,0,0.6,0.6,0.6,0.6,0.4
"1938",1938,29,29,4,0,0.4,0.4,0.4,0.4,0
"1939",1939,29,29,5,NA,NA,NA,NA,NA,NA
"1940",1940,29,29,1,0,0.4,0.6,0.6,0.6,0.4
"1941",1941,29,29,2,0,0.4,0.6,0.6,0.4,0.6
"1942",1942,29,29,3,0,0.6,0.6,0.4,0.8,0.4
"1943",1943,29,1,4,0,0.4,0.6,0.6,0.4,0.6
"1944",1944,29,1,1,0,0.4,0.8,0.8,0.4,0.4
"1945",1945,29,1,2,0,0.4,0.6,0.8,0.4,0.6
"1946",1946,29,1,3,0,0.4,0.8,0.8,0.4,0.4
"1947",1947,29,1,4,0,0.4,0.8,0.8,0.2,0.6
"1948",1948,29,1,5,0,0.4,0.8,0.8,0.6,0.4
"1949",1949,29,1,6,0,0.4,0.6,0.6,0.6,0.2
"1950",1950,29,1,7,0,0.4,0.6,0.6,0.4,0.4
"1951",1951,29,1,8,0,0.4,0.6,0.6,0.2,0.4
"1952",1952,29,1,9,0,0.4,0.6,0.6,0.4,0.4
"1953",1953,29,2,10,0,0.6,0.6,0.6,0.4,0.4
"1954",1954,29,2,1,0,0.4,0.6,0.8,0.4,0.2
"1955",1955,29,2,2,0,0.6,0.8,0.8,0.4,0.2
"1956",1956,29,2,3,0,0.4,0.8,0.8,0.2,0.4
"1957",1957,29,2,4,0,0.4,0.8,0.8,0.4,0.2
"1958",1958,29,2,1,0,0.4,0.6,0.6,0.4,0.2
"1959",1959,29,2,1,0,0.4,0.8,0.6,0.4,0.2
"1960",1960,29,2,2,0,0.4,0.6,0.8,0.4,0.2
"1961",1961,29,2,3,0,0.4,0.8,0.8,0.4,0.2
"1962",1962,29,2,4,0,0.2,0.6,0.8,0.6,0.2
"1963",1963,29,3,5,0,0.4,0.8,0.8,0.6,0.4
"1964",1964,30,22,1,0,0,0,0,0.6,0.8
"1965",1965,30,22,2,0,0,0,0,0.6,0.8
"1966",1966,30,22,3,0,0,0,0,0.8,0.8
"1967",1967,30,22,4,0,0,0,0,0.8,0.8
"1968",1968,30,22,5,0,0,0,0,0.8,0.8
"1969",1969,30,22,6,0,0,0,0,0.8,0.8
"1970",1970,30,22,7,0,0,0,0,0.6,0.6
"1971",1971,30,22,8,NA,NA,NA,NA,NA,NA
"1972",1972,30,22,9,NA,NA,NA,NA,NA,NA
"1973",1973,30,23,10,NA,NA,NA,NA,NA,NA
"1974",1974,30,23,1,0,0,0.2,0,0.8,0.8
"1975",1975,30,23,2,0,0.2,0.4,0.2,0.6,0.6
"1976",1976,30,23,3,0.2,0.2,0.2,0,0.6,0.6
"1977",1977,30,23,4,NA,NA,NA,NA,NA,NA
"1978",1978,30,23,5,0,0,0,0,1,1
"1979",1979,30,23,6,NA,NA,NA,NA,NA,NA
"1980",1980,30,23,7,0,0.2,0.2,0.2,0.6,0.6
"1981",1981,30,23,8,NA,NA,NA,NA,NA,NA
"1982",1982,30,24,9,0.2,0,0,0.4,0.8,0.6
"1983",1983,30,24,10,NA,NA,NA,NA,NA,NA
"1984",1984,30,24,1,NA,NA,NA,NA,NA,NA
"1985",1985,30,24,2,0.4,0.2,0.4,0.2,0.4,0.4
"1986",1986,30,24,3,0,0,0,0,0,0
"1987",1987,30,24,4,0,0,0,0,0,0
"1988",1988,30,24,5,0.2,0,0.4,0.4,0.4,0.6
"1989",1989,30,24,6,0,0.4,0.4,0.4,0.4,0.4
"1990",1990,30,24,7,0,0,0,0,0.4,0.4
"1991",1991,30,25,8,NA,NA,NA,NA,NA,NA
"1992",1992,30,25,9,0,0.4,0.2,0.2,0.6,0.6
"1993",1993,30,25,1,0,0,0,0,0.4,0.4
"1994",1994,30,25,2,0.2,0.2,0.6,0.6,0,0.4
"1995",1995,30,25,3,0,0.2,0,0.2,0.4,0.6
"1996",1996,30,25,4,0.2,0,0.4,0,0.6,0.6
"1997",1997,30,25,5,0,0,0.6,0.6,0.2,0.4
"1998",1998,30,26,6,0,0,0,0,0.4,0.4
"1999",1999,30,26,7,0,0,0.4,0,0.6,0.4
"2000",2000,30,26,8,0,0,0,0,0.8,0.6
"2001",2001,30,26,9,0,0,0.4,0.6,0.8,0.8
"2002",2002,30,26,1,0,0,0.6,0.4,0.6,0.6
"2003",2003,30,26,2,0,0,0.2,0.4,0.6,0.8
"2004",2004,30,26,3,0,0,0,0,0.6,0.6
"2005",2005,30,26,4,0,0,0.4,0,0.6,0.6
"2006",2006,30,26,5,NA,NA,NA,NA,NA,NA
"2007",2007,30,26,6,NA,NA,NA,NA,NA,NA
"2008",2008,30,27,7,0.8,0.6,0.6,0.8,0.2,0
"2009",2009,30,27,8,NA,NA,NA,NA,NA,NA
"2010",2010,30,27,9,0.4,0.6,0.4,0.4,0,0
"2011",2011,30,27,1,NA,NA,NA,NA,NA,NA
"2012",2012,30,27,2,0.4,0.6,0.8,0.6,0.2,0
"2013",2013,30,27,3,0.4,0.4,0.6,0.6,0.2,0.2
"2014",2014,30,27,4,0.4,0.6,0.6,0.2,0.2,0
"2015",2015,30,27,5,0.6,0.6,0.6,0.4,0,0
"2016",2016,30,27,6,0.6,0.4,0.8,0.2,0.8,0.2
"2017",2017,30,27,7,NA,NA,NA,NA,NA,NA
"2018",2018,30,28,1,NA,NA,NA,NA,NA,NA
"2019",2019,30,28,2,0.4,0.6,0.6,0.4,0.2,0.6
"2020",2020,30,28,3,0.4,0.6,0.6,0.8,0.2,0.4
"2021",2021,30,28,4,0.6,0.8,0.6,1,0.2,0.2
"2022",2022,30,28,5,0.6,1,1,1,0,0
"2023",2023,30,28,6,0.8,0.8,0.8,0.8,0.2,0.2
"2024",2024,30,28,7,1,1,1,0.8,0.2,0.2
"2025",2025,30,28,8,NA,NA,NA,NA,NA,NA
"2026",2026,30,28,9,0.6,0.8,0.8,0.8,0.2,0.2
"2027",2027,30,29,10,0.8,0.8,0.8,1,0.2,0.2
"2028",2028,30,29,1,0.8,0.8,0.8,0.8,0.2,0.2
"2029",2029,30,29,2,0.6,0.8,0.8,1,0.2,0.2
"2030",2030,30,29,3,0.6,0.8,0.8,0.6,0.4,0.2
"2031",2031,30,29,4,0.6,0.6,0.6,1,0.6,0.2
"2032",2032,30,29,5,0.6,0.8,0.8,1,0,0.4
"2033",2033,30,29,6,0.2,0.8,0.8,0.8,0.2,0.6
"2034",2034,30,29,7,0.8,0.8,0.8,0.8,0.2,0.4
"2035",2035,30,29,8,0.8,0,0.8,0.8,0,0
"2036",2036,30,29,9,0.8,0.8,0.8,0.8,0.6,0.2
"2037",2037,30,30,10,0.6,0.8,0.8,0.8,0,0
"2038",2038,30,30,1,0.6,0.8,0.8,1,0.2,0.6
"2039",2039,30,30,2,NA,NA,NA,NA,NA,NA
"2040",2040,30,30,3,0.8,0.8,0.8,0.8,0.4,0.4
"2041",2041,30,30,4,0,0,0,0,0.8,0.8
"2042",2042,30,30,5,0.8,0.8,0,1,0.4,0.4
"2043",2043,30,30,6,0.6,0.8,0.8,0.8,0.6,0.4
"2044",2044,30,30,7,0.6,1,0.8,1,0.8,0.2
"2045",2045,30,30,8,0.6,0.8,0.8,0.8,0.4,0.4
"2046",2046,30,30,9,0.2,0,0.2,0,0,0.8
"2047",2047,30,31,1,NA,NA,NA,NA,NA,NA
"2048",2048,30,31,2,NA,NA,NA,NA,NA,NA
"2049",2049,30,31,3,0.4,0.6,0.6,0.8,0.4,0.4
"2050",2050,30,31,4,0.4,0.8,1,1,0.4,0.4
"2051",2051,30,31,5,0.8,0.8,1,1,0.6,0.4
"2052",2052,30,31,6,0.8,0.8,0.8,0.6,0.4,0.4
"2053",2053,30,31,7,NA,NA,NA,NA,NA,NA
"2054",2054,30,31,8,0.4,0.8,0.8,0.8,0.4,0.2
"2055",2055,30,31,9,NA,NA,NA,NA,NA,NA
"2056",2056,30,31,10,1,0.6,0.8,0.6,0.6,0.2
"2057",2057,30,1,1,0,0,0,0,1,1
"2058",2058,30,1,2,0.8,0.8,0.8,1,0.6,0.8
"2059",2059,30,1,3,0.2,0.6,1,1,0.4,0.4
"2060",2060,30,1,4,0.4,0.4,0.6,0.6,0.4,0.4
"2061",2061,30,1,5,0.6,0.8,0.8,1,0.6,0.6
"2062",2062,30,1,6,0.2,0.6,0.6,0.6,0.6,0.2
"2063",2063,30,1,7,0.4,0.6,0.8,1,0.6,0.2
"2064",2064,30,1,8,0.2,0.6,0.8,0.8,0.8,0.6
"2065",2065,30,1,9,NA,NA,NA,NA,NA,NA
"2066",2066,30,1,10,0.6,0.8,0.8,0.8,0.4,0.4
"2067",2067,30,2,1,0.4,0.6,0.6,0.8,0.4,0.4
"2068",2068,30,2,2,0,0.4,0.4,1,0.6,0.6
"2069",2069,30,2,3,NA,NA,NA,NA,NA,NA
"2070",2070,30,2,4,0,0.6,0.8,1,0.8,0.6
"2071",2071,30,2,5,0.4,0.6,0.8,1,0,0.4
"2072",2072,30,2,6,0.2,0.8,0.8,0.8,0.4,0.4
"2073",2073,30,2,7,0,0.8,0.8,1,0.6,0.8
"2074",2074,30,2,8,0.4,0.8,0.8,1,0.6,0.6
"2075",2075,30,2,9,0.2,0.8,0.8,1,0,0.2
"2076",2076,30,2,10,0.2,0.8,1,1,0.2,0
"2077",2077,31,25,1,0,0,0.2,0.2,0.8,0.6
"2078",2078,31,25,2,NA,NA,NA,NA,NA,NA
"2079",2079,31,25,3,0,0,0.2,0,0.8,0.6
"2080",2080,31,25,4,0,0,0.4,0.2,0.8,0.8
"2081",2081,31,25,5,0,0,0,0.2,0.4,1
"2082",2082,31,25,6,0,0,0,0,0.8,1
"2083",2083,31,26,7,0,0,0,0.2,0.8,0.8
"2084",2084,31,26,8,0,0.2,0.2,0.2,0.2,0.8
"2085",2085,31,26,9,NA,NA,NA,NA,NA,NA
"2086",2086,31,26,10,0,0.2,0.4,0.2,0.6,0.6
"2087",2087,31,26,1,NA,NA,NA,NA,NA,NA
"2088",2088,31,26,2,0.4,0,0.2,0.6,0.4,0.6
"2089",2089,31,26,3,0,0,0.2,0.4,0.8,0.8
"2090",2090,31,26,1,NA,NA,NA,NA,NA,NA
"2091",2091,31,26,2,0,0,0,0,0.2,0.8
"2092",2092,31,26,3,0,0,0,0,0.8,1
"2093",2093,31,27,4,0,0,0.2,0,0.8,0.8
"2094",2094,31,27,5,0,0,0,0.4,0.8,0.8
"2095",2095,31,27,6,0,0,0.8,0.6,0.4,0.6
"2096",2096,31,27,1,0,0,0,0,1,0.8
"2097",2097,31,27,2,NA,NA,NA,NA,NA,NA
"2098",2098,31,27,3,0,0,0,0.4,0.6,0.6
"2099",2099,31,27,4,0.2,0.2,0.6,0.4,0.4,0.4
"2100",2100,31,27,5,0,0.2,0,0.2,0.6,0.8
"2101",2101,31,27,6,0,0,0.2,0.2,0.8,0.8
"2102",2102,31,27,7,0,0,0,0,0.8,0.8
"2103",2103,31,28,8,0,0,0.2,0.4,0.6,0.8
"2104",2104,31,28,9,0,0,0,0.2,0.4,0.8
"2105",2105,31,28,10,0,0,0,0.2,0.6,0.6
"2106",2106,31,28,1,NA,NA,NA,NA,NA,NA
"2107",2107,31,28,2,NA,NA,NA,NA,NA,NA
"2108",2108,31,28,3,0,0,0.4,0.4,0.4,0.6
"2109",2109,31,28,4,0,0,0,0,0.4,0.6
"2110",2110,31,28,5,0,0,0.2,0.4,0.6,0.6
"2111",2111,31,28,6,0,0.2,0,0.2,0.6,0.6
"2112",2112,31,28,7,0,0.2,0.6,0.2,0.2,0.6
"2113",2113,31,29,8,0,0,0.2,0.6,0.2,0.8
"2114",2114,31,29,9,NA,NA,NA,NA,NA,NA
"2115",2115,31,29,10,0,0,0.2,0,0.2,0.8
"2116",2116,31,29,1,0,0,0,0,0.4,0.8
"2117",2117,31,29,2,NA,NA,NA,NA,NA,NA
"2118",2118,31,29,3,0,0,0,0.2,0.4,0.8
"2119",2119,31,29,4,0,0,0.2,0,0.4,0.8
"2120",2120,31,29,5,NA,NA,NA,NA,NA,NA
"2121",2121,31,29,6,NA,NA,NA,NA,NA,NA
"2122",2122,31,29,7,NA,NA,NA,NA,NA,NA
"2123",2123,31,30,8,0,0,0.2,0.4,0.4,0.6
"2124",2124,31,30,9,0,0,0.2,0,0.4,0.6
"2125",2125,31,30,10,0,0,0,0.4,0.6,0.8
"2126",2126,31,30,1,0,0,0.4,0.4,0.4,0.6
"2127",2127,31,30,2,0,0,0.2,0,0.6,0.8
"2128",2128,31,30,3,0,0,0,0,0.4,0.8
"2129",2129,31,30,4,0,0,0,0.2,0.2,0.6
"2130",2130,31,30,5,0,0,0,0.4,0.6,0.6
"2131",2131,31,30,6,0,0,0,0.4,0.4,0.6
"2132",2132,31,30,7,0,0,0.4,0.2,0.6,0.6
"2133",2133,31,31,8,0,0,0,0,0.4,0.6
"2134",2134,31,31,9,0.2,0,0.4,0.4,0.4,0.6
"2135",2135,31,31,10,0,0,0.2,0.2,0.4,0.6
"2136",2136,31,31,1,NA,NA,NA,NA,NA,NA
"2137",2137,31,31,2,NA,NA,NA,NA,NA,NA
"2138",2138,31,31,3,0,0,0.2,0.2,0.4,0.8
"2139",2139,31,31,4,0,0,0.2,0,0.8,0.8
"2140",2140,31,31,5,0,0,0,0,1,0.8
"2141",2141,31,31,6,0,0,0,0,1,0.8
"2142",2142,31,31,7,0,0,0,0,0.8,1
"2143",2143,31,1,8,0,0,0.2,0.2,0.8,0.8
"2144",2144,31,1,9,0,0,0,0.6,0.4,0.6
"2145",2145,31,1,10,0,0,0.4,0.6,0.4,0.6
"2146",2146,31,1,1,0,0,0.4,0.6,0.2,0.6
"2147",2147,31,1,2,NA,NA,NA,NA,NA,NA
"2148",2148,31,1,3,0,0,0.2,0,0.6,0.8
"2149",2149,31,1,4,0.2,0,0,0,0.4,0.4
"2150",2150,31,1,5,0.2,0,0.4,0.4,0.6,0.4
"2151",2151,31,1,6,0,0,0.2,0.4,0.8,0.8
"2152",2152,31,1,7,0,0,0.2,0.6,0.6,0.6
"2153",2153,31,2,8,0,0,0,0.2,0.6,0.6
"2154",2154,31,2,9,0,0,0.2,0.2,0.4,0.4
"2155",2155,31,2,10,0,0,0.2,0.2,0.8,0.6
"2156",2156,32,25,1,0,0,0.2,0,0.8,0.8
"2157",2157,32,25,2,NA,NA,NA,NA,NA,NA
"2158",2158,32,25,3,NA,NA,NA,NA,NA,NA
"2159",2159,32,25,4,NA,NA,NA,NA,NA,NA
"2160",2160,32,25,5,0.2,0.6,0.8,0.6,0.6,0.4
"2161",2161,32,26,6,0.2,0.4,0.6,0.6,0.8,0.6
"2162",2162,32,26,7,0.2,0.2,0,0.4,0.8,0.8
"2163",2163,32,26,8,0.4,0.4,0.4,0.2,0.6,0.6
"2164",2164,32,26,9,0.6,0.8,0.8,0.6,0.8,0.4
"2165",2165,32,26,10,0.4,0.8,0.4,0.4,0.4,0.6
"2166",2166,32,26,1,NA,NA,NA,NA,NA,NA
"2167",2167,32,26,2,0,0,0,0,1,1
"2168",2168,32,26,3,0,0.2,0.4,0,0.6,0.8
"2169",2169,32,26,4,NA,NA,NA,NA,NA,NA
"2170",2170,32,26,5,0.2,0.4,0.8,0.6,0.2,0.6
"2171",2171,32,27,6,0.2,0.2,0.4,0.2,0.2,0.4
"2172",2172,32,27,7,0,0.6,0.2,0.6,0.8,0.6
"2173",2173,32,27,8,0.4,0.2,0.4,0.4,0.8,0.4
"2174",2174,32,27,9,0.2,0.8,0.4,0.4,1,0.2
"2175",2175,32,27,10,0.2,0.4,0.2,0.2,1,0.4
"2176",2176,32,27,1,0,0,0,0,1,0.6
"2177",2177,32,27,2,0,0.2,0.2,0.2,0.2,0.2
"2178",2178,32,27,3,0.4,0.4,0.8,0.6,0.4,0.2
"2179",2179,32,27,4,0.2,0.2,0.8,0.4,0.4,0.2
"2180",2180,32,28,5,0.2,0.4,0.8,0.6,0.8,0.4
"2181",2181,32,28,6,NA,NA,NA,NA,NA,NA
"2182",2182,32,28,7,NA,NA,NA,NA,NA,NA
"2183",2183,32,28,8,NA,NA,NA,NA,NA,NA
"2184",2184,32,28,1,NA,NA,NA,NA,NA,NA
"2185",2185,32,28,2,NA,NA,NA,NA,NA,NA
"2186",2186,32,28,3,NA,NA,NA,NA,NA,NA
"2187",2187,32,28,4,0.8,0.8,0.8,0.4,0.4,0.4
"2188",2188,32,28,5,0.8,0.4,0.6,0.6,0.6,0.4
"2189",2189,32,28,1,0.4,0.4,0.6,0.6,0.6,0.4
"2190",2190,32,29,2,0.2,0.4,0.4,0.4,0.8,0.2
"2191",2191,32,29,3,0.4,0,0.4,0.4,0.4,0.4
"2192",2192,32,29,4,0.6,0.6,0.8,0.6,0.8,0.6
"2193",2193,32,29,5,1,0.8,0.8,0.4,0.4,0.4
"2194",2194,32,29,6,0.2,0.2,0.4,0.2,0.8,0.8
"2195",2195,32,29,7,0.2,0.4,0.4,0.2,0.8,0.8
"2196",2196,32,29,8,0.2,0.4,0.4,0.4,0.6,0.8
"2197",2197,32,29,9,0.2,0.4,0.6,0.4,0.6,0.8
"2198",2198,32,29,10,0.2,0.4,0.6,0.8,0,0.4
"2199",2199,32,29,1,NA,NA,NA,NA,NA,NA
"2200",2200,32,30,2,0.6,0.4,0.4,0.6,0.8,0.8
"2201",2201,32,30,3,0.2,0.8,0.8,0.6,0.4,0.4
"2202",2202,32,30,4,0.4,0.6,0.6,0.8,0.6,0.4
"2203",2203,32,30,5,0.2,0.2,0.8,0.2,0.8,0.6
"2204",2204,32,30,6,NA,NA,NA,NA,NA,NA
"2205",2205,32,30,7,0.2,0.4,0.8,0.4,0.8,0.6
"2206",2206,32,30,8,0.2,0.2,0.2,0.2,0.8,0.6
"2207",2207,32,30,9,0.2,0.2,0.4,0.4,1,0.6
"2208",2208,32,30,1,0.2,0.2,0.2,0.2,0.4,0.6
"2209",2209,32,30,2,0.2,0.2,0.4,0.2,0.8,0.6
"2210",2210,32,31,3,0.2,0.2,0.2,0.2,0.2,0.4
"2211",2211,32,31,4,0.2,0.2,0.6,0.2,1,0.4
"2212",2212,32,31,5,0.2,0.4,0.4,0.2,0.8,0.2
"2213",2213,32,31,6,0,0,0.2,0.2,0.8,0.6
"2214",2214,32,31,7,0,0.2,0.4,0.2,0.8,0.6
"2215",2215,32,31,8,1,1,1,1,0,0
"2216",2216,32,31,9,NA,NA,NA,NA,NA,NA
"2217",2217,32,31,10,NA,NA,NA,NA,NA,NA
"2218",2218,32,31,1,0.8,0.4,0.2,0.4,0.6,0.6
"2219",2219,32,31,2,0.6,0.6,0.4,0.6,0.4,0.4
"2220",2220,32,1,3,0.6,0.8,0.4,0.6,0.4,0.4
"2221",2221,32,1,4,0.6,0.6,0.4,0.6,0.6,0.6
"2222",2222,32,1,5,0.8,0.4,0.8,0.8,0.4,0.4
"2223",2223,32,1,6,0.2,0.6,0.4,0.4,0.6,0.6
"2224",2224,32,1,7,0.2,0.4,0.2,0.4,0.6,0.6
"2225",2225,32,1,8,0.2,0.6,0.6,0.4,0.8,0.6
"2226",2226,32,1,9,0.2,0.2,0.4,0.4,0.4,0.6
"2227",2227,32,1,10,NA,NA,NA,NA,NA,NA
"2228",2228,32,1,1,NA,NA,NA,NA,NA,NA
"2229",2229,32,1,2,NA,NA,NA,NA,NA,NA
"2230",2230,32,2,3,0.4,0.4,0.4,0.4,0.8,0.6
"2231",2231,32,2,4,0.2,0.4,0.6,0.6,0.8,0.6
"2232",2232,32,2,5,0.2,0.6,0.6,0.4,0.4,0.8
"2233",2233,32,2,6,0.4,0.6,0.6,0.6,0.6,0.6
"2234",2234,32,2,7,0,0.4,0.4,0.4,0.8,0.4
"2235",2235,32,2,8,0.6,0.6,0.6,0.2,0.8,0.8
"2236",2236,32,2,9,0.4,0.2,0.2,1,0.6,0
"2237",2237,32,2,10,0.2,0.4,0.6,0.4,0.4,0.6
"2238",2238,32,2,1,0.2,0.2,0.4,0.2,0.8,0.6
"2239",2239,32,2,2,0.2,0.2,0.4,0.4,0.8,0.4
"2240",2240,32,3,3,0.8,0.8,0.8,0.6,0.4,0.2
"2241",2241,32,3,4,0.4,0.4,0.4,0.4,0.8,0.2
"2242",2242,32,3,5,0.6,0.6,0.8,0.6,0.6,0.2
"2243",2243,32,3,6,NA,NA,NA,NA,NA,NA
"2244",2244,32,3,7,0.6,0.2,0.6,0.6,0.8,0.2
"2245",2245,32,3,8,0.2,0.6,0.6,0.4,0.8,0.4
"2246",2246,32,3,9,0.8,0.4,0.8,0.8,0.2,0.4
"2247",2247,32,3,10,0.8,0.8,0.6,0.8,0.4,0.6
"2248",2248,33,1,1,0.2,0.2,0.6,0.8,0.6,1
"2249",2249,33,2,1,0.2,0.2,0.4,0.6,0.4,0.8
"2250",2250,33,2,2,0,0,0.2,0.2,0.6,1
"2251",2251,33,2,3,0.2,0.2,0.6,0.8,0.4,0.8
"2252",2252,33,2,4,0.6,0.4,0.8,0.6,0.4,0.6
"2253",2253,33,2,5,0,0.2,0.2,0.4,0.6,1
"2254",2254,33,3,1,NA,NA,NA,NA,NA,NA
"2255",2255,33,3,2,NA,NA,NA,NA,NA,NA
"2256",2256,33,3,3,NA,NA,NA,NA,NA,NA
"2257",2257,33,3,4,0.2,0.2,0.2,0.4,0.6,0.6
"2258",2258,33,3,5,0.4,0.4,0.6,0.4,0.6,0.6
"2259",2259,33,3,6,0.2,0.2,0.6,0.6,0.4,0.6
"2260",2260,33,3,7,0.2,0.2,0.4,0.4,0.4,0.4
