"","X","ID","day","beep","obsNumber","missed","Angry","Anxiety","Guilty","Sad","Happy","Relaxed","Confident"
"355",355,6,2,6,15,0,0.01,0.64,0.05,0.05,0.72,0.64,0.49
"356",356,6,2,7,16,0,0.01,0.59,0.69,0.02,0.98,0.37,0.69
"357",357,6,2,8,17,0,0,0.1,0.04,0.01,0.85,0.74,0.87
"358",358,6,2,9,18,0,0.71,0.87,0.01,0.26,0.47,0.34,0.24
"359",359,6,2,10,19,0,0,0.98,0.13,0.18,0.99,0.34,0.76
"360",360,6,2,11,20,0,0,0.21,0.15,0,0.9,0.46,0.9
"361",361,6,3,1,21,0,0,0.77,0.1,0.01,1,1,1
"362",362,6,3,2,22,0,0.09,0.61,0.15,0.12,0.87,0.63,0.71
"363",363,6,3,3,23,0,0,0.82,0,0.05,1,0.7,0.73
"364",364,6,3,4,24,0,0.39,1,0.31,0.14,0.94,0.12,0.4
"365",365,6,3,5,25,0,0.64,0.76,0.12,0.11,0.3,0.22,0.19
"366",366,6,3,6,26,0,0,0.24,0.64,0.24,0.95,0.37,0.7
"367",367,6,3,7,27,0,0.25,0.86,0.14,0.67,1,0.32,0.59
"368",368,6,3,8,28,0,0.26,0.82,0.28,0.24,0.86,0.26,0.69
"369",369,6,3,9,29,0,0.42,0.73,0.17,0.63,0.73,0.41,0.61
"370",370,6,3,10,30,0,0.21,0.71,0.13,0.69,0.8,0.23,0.26
"371",371,6,4,1,31,0,0.16,0.25,0.32,0.18,0.99,0.23,0.63
"372",372,6,4,2,32,0,0,0.84,0.18,0.19,0.29,0,0.74
"373",373,6,4,3,33,0,0.58,1,0.17,1,0.15,0,0.24
"374",374,6,4,4,34,0,1,1,0.21,0.91,0,0.03,0.27
"375",375,6,4,5,35,0,1,0.68,0.33,0.14,0.22,0.14,0.28
"376",376,6,4,6,36,0,0,0.98,0.12,0.29,0.98,0.26,0.73
"377",377,6,4,7,37,0,0.11,0.25,0.29,0.09,0.86,0.29,0.84
"378",378,6,4,8,38,0,0.21,0.94,0.32,0.08,0.69,0.25,0.29
"379",379,6,4,9,39,0,0,0.8,0.28,0.88,0.7,0.41,0.27
"380",380,6,4,10,40,0,0.29,0.77,0.65,0.65,0.31,0.28,0.37
"381",381,6,5,1,41,0,0,0.26,0.29,0.03,0.62,0.57,0.62
"382",382,6,5,2,42,0,0,0.9,0.24,0.09,0.78,0.8,0.37
"383",383,6,5,3,43,0,0,0.23,0.33,0.27,0.68,0.68,0.31
"384",384,6,5,4,44,0,0.1,0.2,0.31,0.21,0.79,0.61,0.7
"385",385,6,5,5,45,0,0.18,0.13,0.1,0.29,0.83,0.48,0.71
"386",386,6,5,6,46,0,0.14,0.33,0.29,0.18,0.35,0.76,0.76
"387",387,6,5,7,47,0,0.25,0.1,0.1,0.31,0.99,1,1
"388",388,6,5,8,48,1,NA,NA,NA,NA,NA,NA,NA
"389",389,6,5,9,49,0,0,0.71,0.06,0.01,0.99,0.78,0.86
"390",390,6,5,10,50,0,0.06,1,0.1,0,1,0.23,0.77
"391",391,6,6,1,51,0,0.22,0.14,0.01,0.03,0.77,0.83,0.82
"392",392,6,6,2,52,0,0.04,0.33,0.09,0.16,0.89,0.73,0.74
"393",393,6,6,3,53,0,0,0.19,0,0,0.78,0.24,0.25
"394",394,6,6,4,54,0,0,0.81,0.21,0.24,0.63,0.28,0.79
"395",395,6,6,5,55,0,0.17,0.88,0,0.17,0.75,0.81,0.21
"396",396,6,6,6,56,0,0,0.87,0.08,0,0.93,0.13,0.17
"397",397,6,6,7,57,0,0.06,0.77,0,0,0.97,0.26,0.19
"398",398,6,6,8,59,1,NA,NA,NA,NA,NA,NA,NA
"399",399,6,6,9,60,0,0.02,0.17,0,0.18,0.87,0.84,0.88
"400",400,6,7,1,61,0,0.16,0.83,0.21,0.09,0.29,0.07,0.19
"401",401,6,7,2,62,0,0,0.22,0,0.29,0.81,0.81,0.25
"402",402,6,7,3,63,0,0.14,0.14,0,0.06,0.85,0.77,0.71
"403",403,6,7,4,64,0,0.04,0.14,0.21,0.13,0.66,0.78,0.72
"404",404,6,7,5,65,0,0.06,0.88,0.31,0.29,0.65,0.33,0.85
"405",405,6,7,6,66,0,0.14,0.81,0.15,0.17,0.88,0.72,0.96
"406",406,6,7,7,67,0,0.25,0.05,0,0.19,0.98,0.22,0.89
"407",407,6,7,8,68,0,0,0.87,0.19,0.2,0.25,0.79,0.91
"408",408,6,7,9,69,0,0.24,0.11,0.08,0.23,0.82,0.16,0.77
"409",409,6,7,10,70,0,0,0.12,0.15,0.06,0.76,0.33,0.83
"410",410,6,8,1,71,0,0.17,0.77,0.19,0.75,0.17,0.24,0.18
"411",411,7,1,1,0,0,0,0,0,0,0.93,0.87,0.8
"412",412,7,1,2,1,0,0,0,0,0,1,1,1
"413",413,7,1,3,2,0,0,0,0,0,1,0.46,0.82
"414",414,7,1,4,3,0,0,0,0,0,1,1,0.98
"415",415,7,1,5,4,0,0.09,0.13,0,0.04,0.48,0.7,0.25
"416",416,7,1,6,5,0,0,0.05,0,0,0.94,1,0.05
"417",417,7,1,7,6,1,NA,NA,NA,NA,NA,NA,NA
"418",418,7,2,1,7,0,0.01,0,0,0,1,1,1
"419",419,7,2,2,8,0,0,0,0,0,0.57,0,1
"420",420,7,2,3,9,0,1,0.03,0,0,0,0.01,0.43
"421",421,7,2,4,10,0,0,0,0,0,0,1,0
"422",422,7,2,5,11,0,0,1,0,1,0,0,0
"423",423,7,2,6,12,0,1,0,0,0.97,0.01,0,0
"424",424,7,2,7,13,0,0.03,0.98,0.01,0,1,0.12,0
"425",425,7,2,8,14,0,0,0,0,0,1,1,1
"426",426,7,2,9,15,1,NA,NA,NA,NA,NA,NA,NA
"427",427,7,2,10,16,0,0.01,0,0,0,1,1,0.98
"428",428,7,2,11,17,1,NA,NA,NA,NA,NA,NA,NA
"429",429,7,3,1,18,0,0.26,0.37,0.12,0,0.41,0.04,0
"430",430,7,3,2,19,0,0,0,0,0,1,1,1
"431",431,7,3,3,20,0,0,0,0,0,1,0.98,1
"432",432,7,3,4,21,0,0,0,0,0.23,0.31,0.8,0.54
"433",433,7,3,5,22,0,0.32,0.35,0.38,0.39,0.51,0.3,0.35
"434",434,7,3,6,23,0,0,0.04,0,0,0.97,1,0
"435",435,7,3,7,24,0,0,0,0,0,1,1,1
"436",436,7,3,8,25,0,0,0,0,0,0.93,1,1
"437",437,7,3,9,26,0,0.91,0.94,0.88,1,0.38,0,0
"438",438,7,3,10,27,1,NA,NA,NA,NA,NA,NA,NA
"439",439,7,4,1,28,0,1,1,0,1,0,0,0
"440",440,7,4,2,29,0,0,0,0,0,1,1,1
"441",441,7,4,3,30,0,0,0,0,0,1,0.96,0.98
"442",442,7,4,4,31,0,0,0,0,0,1,1,1
"443",443,7,4,5,32,0,0,0,0,0,1,1,1
"444",444,7,4,6,33,0,0,0,0,0,1,1,1
"445",445,7,4,7,34,0,0,0,0,0,1,1,0.97
"446",446,7,4,8,35,0,0,0.01,0,0,1,1,1
"447",447,7,4,9,36,0,0,0,0,0,1,0.99,0.97
"448",448,7,4,10,37,0,0,0,0,0,0.99,1,0.04
"449",449,7,5,1,38,0,0,1,0.78,0,1,0.78,0.69
"450",450,7,5,2,39,0,0,1,0,0.79,0.49,0.28,1
"451",451,7,5,3,40,1,NA,NA,NA,NA,NA,NA,NA
"452",452,7,5,4,41,0,0.37,0.82,0.34,0,0.38,0.13,0.07
"453",453,7,5,5,42,0,0,0.38,0,0.15,0.47,0,0.29
"454",454,7,5,6,43,1,NA,NA,NA,NA,NA,NA,NA
"455",455,7,5,7,44,0,0,0,0,0,1,1,1
"456",456,7,5,8,45,0,NA,NA,0,0,NA,0,NA
"457",457,7,5,9,46,0,0,0,0,0.01,1,1,1
"458",458,7,5,10,47,0,1,1,0,0.99,0,0,0.06
"459",459,7,6,1,48,1,NA,NA,NA,NA,NA,NA,NA
"460",460,7,6,2,49,1,NA,NA,NA,NA,NA,NA,NA
"461",461,7,6,3,50,0,1,1,0.98,0.99,0,0,0
"462",462,7,6,4,51,1,NA,NA,NA,NA,NA,NA,NA
"463",463,7,6,5,52,0,1,1,0,0,0,0,0
"464",464,7,6,6,53,0,0,1,0,1,0,0,0
"465",465,7,6,7,54,0,0,0,0,0,1,0.99,1
"466",466,7,6,8,55,0,0,0,0.68,0,1,1,0.99
"467",467,7,6,9,56,1,NA,NA,NA,NA,NA,NA,NA
"468",468,7,6,10,57,0,0,1,0.24,0.52,0,0,0.01
"469",469,7,6,11,58,1,NA,NA,NA,NA,NA,NA,NA
"470",470,7,6,12,59,0,0,0.14,0,0,1,0.34,0.74
"471",471,7,7,1,60,1,NA,NA,NA,NA,NA,NA,NA
"472",472,7,7,2,61,1,NA,NA,NA,NA,NA,NA,NA
"473",473,7,7,3,62,0,0.05,0.78,0.16,0.53,0.34,0.17,0.35
"474",474,7,7,4,63,0,0.18,0.76,0.23,0.13,0.64,0.97,0.89
"475",475,7,7,5,64,1,NA,NA,NA,NA,NA,NA,NA
"476",476,7,7,6,65,0,0.3,0.05,0.2,0.25,0.32,0,0.98
"477",477,7,7,7,66,0,0.81,NA,0.15,0,1,1,1
"478",478,7,7,8,67,0,0,0,0,0,1,1,1
"479",479,7,7,9,68,0,0,0.08,1,0,1,1,1
"480",480,7,7,10,69,0,0,0,0,0,1,1,1
"481",481,7,8,1,70,0,0,0,0,0,1,1,1
"482",482,7,8,2,71,0,0,0.25,0.16,0,1,0.96,0.97
"483",483,7,8,3,72,0,0,0.11,0,0,1,1,0.83
"484",484,7,8,4,73,0,0,0,0.05,0,0.66,0.93,1
"485",485,7,8,5,74,1,NA,NA,NA,NA,NA,NA,NA
"486",486,7,8,6,75,0,0,0.17,0,0,1,1,1
"487",487,7,8,7,76,1,NA,NA,NA,NA,NA,NA,NA
"488",488,7,8,8,77,1,NA,NA,NA,NA,NA,NA,NA
"489",489,7,8,9,78,1,NA,NA,NA,NA,NA,NA,NA
"490",490,8,1,1,0,0,0.07,0.2,0,0.14,0.42,0.35,0.3
"491",491,8,1,2,1,0,0.1,0.42,0,0.4,0.44,0.43,0.47
"492",492,8,1,3,2,0,0.08,0.1,0,0.03,0.77,0.63,0.6
"493",493,8,1,4,3,0,0,0.39,0.05,0.16,0.82,0.43,0.54
"494",494,8,1,5,4,0,0,0.07,0,0.16,0.91,0.74,0.71
"495",495,8,1,6,5,0,0.03,0.08,0,0,1,0.92,0.87
"496",496,8,2,1,6,0,NA,0.78,NA,0.2,0.9,0.24,0.33
"497",497,8,2,2,7,0,0.01,0.63,0,0.01,0.8,0.23,0.31
"498",498,8,2,3,8,0,0,0.19,0,0,0.95,0.34,0.66
"499",499,8,2,4,9,0,0,0.06,0,0,0.83,0.28,0.78
"500",500,8,2,5,10,0,0,0.08,0,0,0.77,0.29,0.68
"501",501,8,2,6,11,0,0,0.15,0,0.22,0.79,0.33,0.73
"502",502,8,2,7,12,0,0,0.02,0,0,0.79,0.75,0.7
"503",503,8,2,8,13,0,0,0.23,0,0,0.85,0.82,0.68
"504",504,8,2,9,14,0,0,0.29,0,0.01,0.87,0.78,0.78
"505",505,8,2,10,15,0,0,0.34,0.09,0.21,0.62,0.41,0.38
"506",506,8,3,1,16,0,0,0.17,0,0,0.74,0.36,0.69
"507",507,8,3,2,17,1,NA,NA,NA,NA,NA,NA,NA
"508",508,8,3,3,18,1,NA,NA,NA,NA,NA,NA,NA
"509",509,8,3,4,19,0,0,0.3,0,0,0.68,0.16,0.43
"510",510,8,3,5,20,0,0.03,0.29,0,0.05,0.54,0.35,0.6
"511",511,8,3,6,21,0,0,0.16,0,0,0.74,0.68,0.56
"512",512,8,3,7,22,0,0,0.21,0,0.07,0.78,0.15,0.71
"513",513,8,3,8,23,0,0.24,0.38,0,0,0.53,0.14,0.32
"514",514,8,3,9,24,0,0.01,0.13,0,0,0.66,0.51,0.68
"515",515,8,3,10,25,0,0,0.15,0,0,0.6,0.44,0.67
"516",516,8,3,11,26,0,0,0,0,0.01,0.71,0.59,0.6
"517",517,8,4,1,27,0,0,0,0,0,0.77,0.92,0.64
"518",518,8,4,2,28,0,0,0.08,0,0,0.91,0.88,0.76
"519",519,8,4,3,29,0,0,0.42,0,0,0.82,0.48,0.67
"520",520,8,4,4,30,0,0.01,0.46,0,0.08,0.69,0.49,0.43
"521",521,8,4,5,31,0,0.14,0.25,0,0.23,0.59,0.38,0.57
"522",522,8,4,6,32,0,0,0.33,0,0.05,0.6,0.26,0.59
"523",523,8,4,7,33,0,0,0.51,0,0.27,0.61,0.28,0.24
"524",524,8,4,8,35,0,0,0.35,0,0,0.75,0.32,0.63
"525",525,8,4,9,36,0,0.14,0.22,0.04,0.15,0.73,0.21,0.7
"526",526,8,4,10,37,0,0,0.09,0,0,0.91,0.39,0.75
"527",527,8,5,1,38,0,0,0.11,0,0.09,1,0.82,0.63
"528",528,8,5,2,39,0,0,0.1,0,0,0.65,0.75,0.51
"529",529,8,5,3,40,0,0,0.09,0,0,0.8,0.93,0.71
"530",530,8,5,4,41,1,NA,NA,NA,NA,NA,NA,NA
"531",531,8,5,5,42,0,0,0.26,0.01,0.34,0.79,0.43,0.61
"532",532,8,5,6,43,0,0,0.16,0,0.26,0.9,0.63,0.56
"533",533,8,5,7,44,0,0,0.1,0,0,0.72,0.56,0.67
"534",534,8,5,8,45,0,0.02,0.45,0,0.2,0.68,0.64,0.6
"535",535,8,5,9,46,0,0,0,0,0,0.85,0.64,0.68
"536",536,8,6,1,47,1,NA,NA,NA,NA,NA,NA,NA
"537",537,8,6,2,48,0,0.01,0.36,0,0.14,0.65,0.39,0.58
"538",538,8,6,3,49,0,0,0,0,0,0.67,0.79,0.57
"539",539,8,6,4,50,0,0.01,0,0,0,0.84,0.6,0.72
"540",540,8,6,5,52,0,0.02,0.3,0,0,0.8,0.9,0.82
"541",541,8,6,6,53,1,NA,NA,NA,NA,NA,NA,NA
"542",542,8,6,7,54,0,0,0.17,0.03,0.25,0.74,0.2,0.67
"543",543,8,6,8,55,0,0.18,0.53,0,0.42,0.61,0.3,0.36
"544",544,8,6,9,56,0,0.11,0.31,0.03,0.08,0.62,0.15,0.32
"545",545,8,6,10,57,0,0,0.23,0,0,0.86,0.63,0.88
"546",546,8,7,1,58,1,NA,NA,NA,NA,NA,NA,NA
"547",547,8,7,2,59,1,NA,NA,NA,NA,NA,NA,NA
"548",548,8,7,3,60,0,0,0.57,0,0.09,0.62,0.21,0.57
"549",549,8,7,4,61,0,0,0.29,0,0.16,0.55,0.43,0.59
"550",550,8,7,5,62,0,0,0.35,0.04,0.33,0.56,0.27,0.54
"551",551,8,7,6,63,0,0.07,0.17,0,0.18,0.74,0.38,0.67
"552",552,8,7,7,64,0,0,0.26,0,0.05,0.57,0.62,0.35
"553",553,8,7,8,65,0,0,0.21,0,0.21,0.72,0.46,0.68
"554",554,8,7,9,66,0,0,0.37,0,0.17,0.56,0.22,0.59
"555",555,8,7,10,67,0,0.18,0.4,0,0.13,0.56,0.28,0.58
"556",556,8,8,1,68,0,0,0.18,0,0,0.84,0.8,0.65
"557",557,8,8,2,69,1,NA,NA,NA,NA,NA,NA,NA
"558",558,8,8,3,70,0,0,0.09,0,0,0.92,0.61,0.66
"559",559,8,8,4,71,0,0.1,0.06,0,0.03,0.86,0.7,0.69
"560",560,8,8,5,72,0,0,0,0,0,0.64,0.57,0.6
"561",561,9,1,1,0,0,0.41,0.65,0.42,0.65,0.38,0.53,0.45
"562",562,9,1,2,1,0,0.45,0.62,0.39,0.44,0.58,0.44,0.44
"563",563,9,1,3,2,0,0.61,0.73,0.35,0.67,0.34,0.48,0.49
"564",564,9,1,4,3,0,0.29,0.76,0.34,0.6,0.34,0.35,0.36
"565",565,9,1,5,4,0,0.42,0.71,0.39,0.53,0.48,0.36,0.36
"566",566,9,1,6,5,0,0.31,0.84,0.36,0.69,0.31,0.5,0.66
"567",567,9,1,7,6,0,0.41,0.45,0.38,0.37,0.39,0.48,0.4
"568",568,9,1,8,7,0,0.36,0.55,0.2,0.69,0.48,0.47,0.36
"569",569,9,1,9,8,0,NA,0.63,NA,NA,0.5,NA,NA
"570",570,9,2,1,9,0,0.46,0.63,0.27,0.73,0.44,0.36,0.38
"571",571,9,2,2,10,0,0.39,0.78,0.41,0.86,0.38,0.47,0.33
"572",572,9,2,3,11,0,0.31,0.6,0.2,0.83,0.25,0.57,0.33
"573",573,9,2,4,12,1,NA,NA,NA,NA,NA,NA,NA
"574",574,9,2,5,13,0,0.3,0.72,0.35,0.7,0.45,0.4,0.42
"575",575,9,2,6,14,0,0.35,0.82,0.85,0.81,0.46,0.34,0.37
"576",576,9,2,7,15,0,0.66,0.75,0.75,0.79,0.33,0.38,0.38
"577",577,9,2,8,16,0,0.35,0.48,0.32,0.54,0.7,0.73,0.36
"578",578,9,2,9,17,0,0.31,0.76,0.31,0.77,0.36,0.37,0.38
"579",579,9,3,1,18,0,0.25,0.89,0.34,0.33,0.19,0.26,0.37
"580",580,9,3,2,19,0,0.66,0.89,0.34,0.83,0.34,0.24,0.37
"581",581,9,3,3,20,0,0.45,0.91,0.37,0.86,0.31,0.38,0.38
"582",582,9,3,4,21,1,NA,NA,NA,NA,NA,NA,NA
"583",583,9,3,5,22,0,0.67,0.81,0.28,0.84,0.18,0.33,0.27
"584",584,9,3,6,23,0,0.41,0.76,0.29,0.84,0.31,0.52,0.39
"585",585,9,3,7,24,0,0.26,0.34,0.27,0.5,0.53,0.53,0.34
"586",586,9,3,8,25,0,0.33,0.88,0.29,0.81,0.31,0.25,0.38
"587",587,9,3,9,26,0,0.34,0.65,0.3,0.52,0.54,0.67,0.51
"588",588,9,3,10,27,1,NA,NA,NA,NA,NA,NA,NA
"589",589,9,4,1,28,0,0.33,0.83,0.29,0.42,0.37,0.38,0.45
"590",590,9,4,2,29,0,0.66,0.82,0.36,0.78,0.36,0.39,0.41
"591",591,9,4,3,30,0,0.27,0.78,0.38,0.64,0.3,0.7,0.54
"592",592,9,4,4,31,0,0.32,0.84,0.83,0.3,0.37,0.45,0.35
"593",593,9,4,5,32,0,0.33,0.84,0.56,0.84,0.3,0.33,0.32
"594",594,9,4,6,33,1,NA,NA,NA,NA,NA,NA,NA
"595",595,9,4,7,34,0,0.34,0.77,0.75,0.68,0.39,0.54,0.54
"596",596,9,4,8,35,0,0.38,0.83,0.34,0.76,0.32,0.39,0.36
"597",597,9,4,9,36,0,0.32,0.8,0.69,0.85,0.31,0.37,0.44
"598",598,9,4,10,37,0,0.35,0.79,0.4,0.5,0.48,0.66,0.41
"599",599,9,5,1,38,0,0.33,0.81,0.36,0.88,0.57,0.63,0.38
"600",600,9,5,2,39,0,0.38,0.74,0.4,0.77,0.45,0.41,0.43
"601",601,9,5,3,40,0,0.35,0.41,0.35,0.86,0.34,0.36,0.38
"602",602,9,5,4,41,0,0.35,0.86,0.58,0.85,0.35,0.39,0.52
"603",603,9,5,5,42,0,0.32,0.51,0.41,0.66,0.33,0.47,0.35
"604",604,9,5,6,43,0,0.44,0.75,0.44,0.48,0.48,0.52,0.51
"605",605,9,5,7,44,0,0.7,0.79,0.39,0.72,0.36,0.48,0.35
"606",606,9,5,8,45,1,NA,NA,NA,NA,NA,NA,NA
"607",607,9,5,9,46,1,NA,NA,NA,NA,NA,NA,NA
"608",608,9,5,10,47,1,NA,NA,NA,NA,NA,NA,NA
"609",609,9,6,1,48,0,0.33,0.7,0.4,0.61,0.47,0.45,0.46
"610",610,9,6,2,49,0,0.34,0.49,0.47,0.46,0.4,0.45,0.45
"611",611,9,6,3,50,0,0.36,0.46,0.36,0.66,0.48,0.71,0.51
"612",612,9,6,4,51,0,0.41,0.69,0.44,0.58,0.5,0.46,0.52
"613",613,9,6,5,52,1,NA,NA,NA,NA,NA,NA,NA
"614",614,9,6,6,53,0,0.34,0.67,0.39,0.45,0.33,0.36,0.39
"615",615,9,6,7,54,0,0.33,0.57,0.33,0.6,0.34,0.33,0.32
"616",616,9,6,8,55,0,0.35,0.63,0.35,0.63,0.39,0.68,0.55
"617",617,9,6,9,56,1,NA,NA,NA,NA,NA,NA,NA
"618",618,9,6,10,57,1,NA,NA,NA,NA,NA,NA,NA
"619",619,9,7,1,58,1,NA,NA,NA,NA,NA,NA,NA
"620",620,9,7,2,59,0,0.5,0.67,0.41,0.44,0.37,0.36,0.41
"621",621,9,7,3,60,0,0.43,0.68,0.36,0.69,0.36,0.5,0.57
"622",622,9,7,4,61,1,NA,NA,NA,NA,NA,NA,NA
"623",623,9,7,5,62,0,0.44,0.54,0.44,0.47,0.44,0.41,0.46
"624",624,9,7,6,64,0,0.38,0.75,0.33,0.64,0.38,0.37,0.38
"625",625,9,7,7,65,1,NA,NA,NA,NA,NA,NA,NA
"626",626,9,7,8,66,1,NA,NA,NA,NA,NA,NA,NA
"627",627,9,7,9,67,0,0.68,0.66,0.36,0.75,0.35,0.34,0.33
"628",628,9,7,10,68,0,0.77,0.79,0.47,0.8,0.32,0.34,0.32
"629",629,9,8,1,69,0,0.37,0.72,0.48,0.69,0.43,0.48,0.44
"630",630,9,8,2,70,1,NA,NA,NA,NA,NA,NA,NA
"631",631,9,8,3,71,1,NA,NA,NA,NA,NA,NA,NA
"632",632,9,8,4,72,1,NA,NA,NA,NA,NA,NA,NA
"633",633,9,8,5,73,0,0.35,0.61,0.41,0.35,0.34,0.48,0.46
"634",634,9,8,6,74,1,NA,NA,NA,NA,NA,NA,NA
"635",635,10,1,1,0,0,0.43,0.65,0.41,0.59,0.42,0.23,0.28
"636",636,10,1,2,1,1,NA,NA,NA,NA,NA,NA,NA
"637",637,10,1,3,2,0,0.4,0.73,0.28,0.55,0.58,0.21,0.31
"638",638,10,1,4,3,0,0.55,0.74,0.57,0.58,0.4,0.25,0.3
"639",639,10,1,5,4,0,0.45,0.69,0.33,0.38,0.43,0.59,0.39
"640",640,10,1,6,5,0,0.37,0.75,0.37,0.59,0.38,0.22,0.6
"641",641,10,1,7,6,0,0.55,0.84,0.53,0.54,0.41,0.22,0.41
"642",642,10,1,8,7,0,0.4,0.32,0.31,0.43,0.65,0.62,0.38
"643",643,10,1,9,8,0,0.45,0.43,0.33,0.58,0.41,0.37,0.39
"644",644,10,1,10,9,0,0.57,0.65,0.21,0.35,0.57,0.4,0.39
"645",645,10,1,11,10,0,0.34,0.35,0.26,0.3,0.75,0.65,0.72
"646",646,10,2,1,11,0,0.35,0.56,0.17,0.4,0.57,0.62,0.39
"647",647,10,2,2,12,0,0.54,0.6,0.27,0.4,0.59,0.55,0.41
"648",648,10,2,3,13,0,0.28,0.71,0.39,0.39,0.35,0.36,0.38
"649",649,10,2,4,14,0,0.54,0.6,0.41,0.38,0.37,0.46,0.43
"650",650,10,2,5,15,0,0.4,0.7,0.3,0.38,0.57,0.61,0.4
"651",651,10,2,6,16,0,0.31,0.57,0.25,0.54,0.56,0.39,0.45
"652",652,10,2,7,17,0,0.31,0.76,0.26,0.34,0.59,0.6,0.56
"653",653,10,2,8,18,0,0.34,0.78,0.56,0.38,0.44,0.35,0.42
"654",654,10,2,9,19,0,0.39,0.69,0.28,0.39,0.59,0.41,0.36
"655",655,10,2,10,20,0,0.32,0.83,0.57,0.45,0.58,0.42,0.4
"656",656,10,3,1,21,0,0.32,0.75,0.35,0.39,0.63,0.57,0.46
"657",657,10,3,2,22,0,0.35,0.96,0.33,0.42,0.43,0.25,0.33
"658",658,10,3,3,23,0,0.35,0.93,0.38,0.34,0.38,0.31,0.31
"659",659,10,3,4,24,0,0.38,0.91,0.44,0.38,0.28,0.44,0.38
"660",660,10,3,5,25,0,0.43,0.91,0.34,0.46,0.54,0.21,0.42
"661",661,10,3,6,26,0,0.44,0.93,0.19,0.39,0.61,0.23,0.36
"662",662,10,3,7,27,0,0.3,0.85,0.34,0.35,0.43,0.32,0.29
"663",663,10,3,8,28,0,0.35,0.91,0.24,0.39,0.63,0.4,0.63
"664",664,10,3,9,29,0,0.29,0.51,0.43,0.29,0.66,0.59,0.42
"665",665,10,3,10,30,0,0.31,0.46,0.11,0.33,0.56,0.55,0.38
"666",666,10,3,11,31,0,0.32,0.63,0.13,0.38,0.57,0.59,0.27
"667",667,10,4,1,32,0,0.28,0.6,0.32,0.2,0.62,0.62,0.37
"668",668,10,4,2,33,0,0.23,0.58,0.2,0.33,0.69,0.65,0.3
"669",669,10,4,3,34,0,0.23,0.61,0.2,0.22,0.41,0.55,0.4
"670",670,10,4,4,35,0,0.27,0.56,0.24,0.24,0.73,0.69,0.37
"671",671,10,4,5,36,0,0.2,0.65,0.21,0.17,0.72,0.25,0.3
"672",672,10,4,6,37,0,0.37,0.8,0.23,0.28,0.74,0.61,0.33
"673",673,10,4,7,38,0,0.35,0.68,0.15,0.28,0.59,0.39,0.41
"674",674,10,4,8,39,0,0.24,0.65,0.04,0.23,0.6,0.65,0.23
"675",675,10,4,9,40,0,0.22,0.63,0.07,0.29,0.6,0.55,0.33
"676",676,10,4,10,41,0,0.19,0.79,0.33,0.09,0.77,0.62,0.31
"677",677,10,5,1,42,0,0.33,0.71,0.15,0.26,0.69,0.58,0.67
"678",678,10,5,2,43,0,0.2,0.72,0.14,0.37,0.65,0.35,0.3
"679",679,10,5,3,44,0,0.13,0.67,0.04,0.16,0.67,0.62,0.61
"680",680,10,5,4,45,0,0.3,0.68,0.17,0.31,0.67,0.66,0.62
"681",681,10,5,5,46,0,0.3,0.64,0.2,0.36,0.57,0.44,0.38
"682",682,10,5,6,47,0,0.33,0.63,0.1,0.25,0.59,0.47,0.34
"683",683,10,5,7,48,0,0.41,0.71,0.1,0.25,0.6,0.39,0.63
"684",684,10,5,8,49,0,0.27,0.7,0.14,0.37,0.58,0.41,0.33
"685",685,10,5,9,50,0,0.4,0.75,0.05,0.13,0.61,0.57,0.34
"686",686,10,5,10,51,0,0.15,0.67,0.14,0.19,0.57,0.57,0.3
"687",687,10,5,11,52,1,NA,NA,NA,NA,NA,NA,NA
"688",688,10,6,1,53,0,0.41,0.69,0.1,0.29,0.6,0.56,0.59
"689",689,10,6,2,54,0,0.39,0.65,0.27,0.29,0.61,0.4,0.5
"690",690,10,6,3,55,0,0.21,0.71,0.06,0.22,0.71,0.56,0.54
"691",691,10,6,4,56,0,0.21,0.76,0.17,0.37,0.73,0.4,0.54
"692",692,10,6,5,57,0,0.17,0.71,0.12,0.26,0.62,0.41,0.44
"693",693,10,6,6,58,0,0.26,0.65,0.19,0.22,0.62,0.36,0.49
"694",694,10,6,7,59,0,0.22,0.77,0.15,0.28,0.64,0.39,0.36
"695",695,10,6,8,60,0,0.36,0.78,0.43,0.23,0.65,0.41,0.37
"696",696,10,6,9,61,0,0.36,0.73,0.55,0.2,0.67,0.28,0.32
"697",697,10,6,10,62,0,0.18,0.79,0.19,0.19,0.66,0.4,0.29
"698",698,10,6,11,63,0,0.29,0.65,0.15,0.28,0.66,0.63,0.64
"699",699,10,7,1,64,0,0.36,0.65,0.11,0.24,0.66,0.54,0.44
"700",700,10,7,2,65,0,0.27,0.74,0.07,0.27,0.61,0.39,0.44
"701",701,10,7,3,66,0,0.28,0.76,0.11,0.14,0.63,0.65,0.43
"702",702,10,7,4,67,0,0.24,0.96,0.28,0.76,0.24,0.1,0.24
"703",703,10,7,5,68,0,0.63,0.7,0.62,0.74,0.32,0.18,0.24
"704",704,10,7,6,69,0,0.53,0.82,0.48,0.78,0.3,0.21,0.34
"705",705,10,7,7,70,0,0.62,0.88,0.62,0.71,0.17,0.07,0.21
"706",706,10,7,8,71,0,0.56,0.85,0.63,0.69,0.12,0.12,0.13
"707",707,10,7,9,72,0,0.6,0.88,0.64,0.68,0.16,0.16,0.18
"708",708,10,7,10,73,0,0.17,0.98,0.68,0.69,0.15,0.12,0.32
