"","X","ID","beep","day","observationID","missing","Energetic","Cheerful","Relaxed","Satisfied","Nervous","Irritated","Bored","Down"
"144",144,54064,3,6,18,0,0.292929292929293,0.717171717171717,0.727272727272727,0.747474747474748,0.292929292929293,0.202020202020202,0.191919191919192,0.0808080808080808
"145",145,54064,1,7,19,0,0.585858585858586,0.595959595959596,0.767676767676768,0.666666666666667,0.343434343434343,0.252525252525253,0.131313131313131,0.262626262626263
"146",146,54064,2,7,20,0,0.686868686868687,0.787878787878788,0.868686868686869,0.737373737373737,0.101010101010101,0.161616161616162,0.0909090909090909,0.101010101010101
"147",147,54064,3,7,21,0,0.757575757575758,0.777777777777778,0.858585858585859,0.808080808080808,0.151515151515152,0.131313131313131,0.141414141414141,0.171717171717172
"148",148,54064,1,8,22,0,0.727272727272727,0.646464646464647,0.848484848484849,0.868686868686869,0.0404040404040404,0.171717171717172,0.131313131313131,0.202020202020202
"149",149,54064,2,8,23,1,NA,NA,NA,NA,NA,NA,NA,NA
"150",150,54064,3,8,24,0,0.555555555555556,0.424242424242424,0.858585858585859,0.888888888888889,0,0.0808080808080808,0.0202020202020202,0
"151",151,54064,1,9,25,0,0.676767676767677,0.343434343434343,0.94949494949495,0.757575757575758,0.141414141414141,0.191919191919192,0.141414141414141,0.141414141414141
"152",152,54064,2,9,26,0,0.626262626262626,0.696969696969697,0.787878787878788,0.747474747474748,0.0909090909090909,0.181818181818182,0.131313131313131,0.0808080808080808
"153",153,54064,3,9,27,0,0.868686868686869,0.737373737373737,0.777777777777778,0.797979797979798,0.191919191919192,0.0404040404040404,0.121212121212121,0.0909090909090909
"154",154,54064,1,10,28,0,0.595959595959596,0.606060606060606,0.686868686868687,0.717171717171717,0.0303030303030303,0.242424242424242,0.212121212121212,0.171717171717172
"155",155,54064,2,10,29,0,0.696969696969697,0.696969696969697,0.858585858585859,0.747474747474748,0.242424242424242,0.161616161616162,0.262626262626263,0.131313131313131
"156",156,54064,3,10,30,0,0.797979797979798,0.747474747474748,0.898989898989899,0.828282828282828,0.161616161616162,0.151515151515152,0.232323232323232,0.292929292929293
"157",157,54064,1,11,31,1,NA,NA,NA,NA,NA,NA,NA,NA
"158",158,54064,2,11,32,0,0.686868686868687,0.565656565656566,0.777777777777778,0.686868686868687,0.131313131313131,0.131313131313131,0.0808080808080808,0.0505050505050505
"159",159,54064,3,11,33,0,0.0707070707070707,0.595959595959596,0.686868686868687,0.797979797979798,0,0.141414141414141,0.171717171717172,0.181818181818182
"160",160,54064,1,12,34,0,0.656565656565657,0.555555555555556,0.888888888888889,0.717171717171717,0.0707070707070707,0.141414141414141,0.131313131313131,0.171717171717172
"161",161,54064,2,12,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"162",162,54064,3,12,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"163",163,54064,1,13,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"164",164,54064,2,13,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"165",165,54064,3,13,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"166",166,54064,1,14,40,1,NA,NA,NA,NA,NA,NA,NA,NA
"167",167,54064,2,14,41,1,NA,NA,NA,NA,NA,NA,NA,NA
"168",168,54064,3,14,42,1,NA,NA,NA,NA,NA,NA,NA,NA
"169",169,54067,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"170",170,54067,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"171",171,54067,3,1,3,0,0.444444444444444,0.555555555555556,0.494949494949495,0.444444444444444,0.595959595959596,0.292929292929293,0.545454545454545,0.494949494949495
"172",172,54067,1,2,4,0,0.555555555555556,0.494949494949495,0.595959595959596,0.494949494949495,0.545454545454545,0.121212121212121,0.525252525252525,0.212121212121212
"173",173,54067,2,2,5,0,0.606060606060606,0.858585858585859,0.858585858585859,0.838383838383838,0.262626262626263,0.0909090909090909,0.101010101010101,0.0606060606060606
"174",174,54067,3,2,6,0,0.292929292929293,0.595959595959596,0.656565656565657,0.393939393939394,0.292929292929293,0.232323232323232,0.292929292929293,0.444444444444444
"175",175,54067,1,3,7,0,0.525252525252525,0.515151515151515,0.505050505050505,0.545454545454545,0.454545454545455,0.121212121212121,0.313131313131313,0.404040404040404
"176",176,54067,2,3,8,0,0.585858585858586,0.757575757575758,0.585858585858586,0.636363636363636,0.0909090909090909,0.181818181818182,0.0606060606060606,0.131313131313131
"177",177,54067,3,3,9,0,0.646464646464647,0.717171717171717,0.646464646464647,0.666666666666667,0.111111111111111,0.0808080808080808,0.0505050505050505,0.131313131313131
"178",178,54067,1,4,10,0,0.686868686868687,0.727272727272727,0.666666666666667,0.676767676767677,0.191919191919192,0.121212121212121,0.161616161616162,0.121212121212121
"179",179,54067,2,4,11,0,0.737373737373737,0.767676767676768,0.797979797979798,0.686868686868687,0.141414141414141,0,0.0404040404040404,0.0808080808080808
"180",180,54067,3,4,12,0,0.727272727272727,0.797979797979798,0.767676767676768,0.767676767676768,0.111111111111111,0.0808080808080808,0.121212121212121,0.0909090909090909
"181",181,54067,1,5,13,0,0.686868686868687,0.686868686868687,0.565656565656566,0.717171717171717,0.111111111111111,0.131313131313131,0.181818181818182,0.141414141414141
"182",182,54067,2,5,14,0,0.717171717171717,0.757575757575758,0.676767676767677,0.737373737373737,0.171717171717172,0.272727272727273,0.0505050505050505,0.0202020202020202
"183",183,54067,3,5,15,0,0.828282828282828,0.838383838383838,0.767676767676768,0.777777777777778,0.131313131313131,0.0909090909090909,0,0.0303030303030303
"184",184,54067,1,6,16,0,0.545454545454545,0.575757575757576,0.535353535353535,0.545454545454545,0.303030303030303,0.252525252525253,0.484848484848485,0.292929292929293
"185",185,54067,2,6,17,0,0.535353535353535,0.545454545454545,0.595959595959596,0.535353535353535,0.0606060606060606,0.0808080808080808,0.181818181818182,0.202020202020202
"186",186,54067,3,6,18,0,0.555555555555556,0.525252525252525,0.424242424242424,0.414141414141414,0.464646464646465,0.0707070707070707,0.505050505050505,0.525252525252525
"187",187,54067,1,7,19,0,0.505050505050505,0.545454545454545,0.373737373737374,0.525252525252525,0.545454545454545,0.383838383838384,0.424242424242424,0.444444444444444
"188",188,54067,2,7,20,0,0.545454545454545,0.515151515151515,0.404040404040404,0.434343434343434,0.292929292929293,0.191919191919192,0.323232323232323,0.404040404040404
"189",189,54067,3,7,21,0,0.262626262626263,0.404040404040404,0.343434343434343,0.484848484848485,0.404040404040404,0.212121212121212,0.555555555555556,0.494949494949495
"190",190,54067,1,8,22,0,0.626262626262626,0.666666666666667,0.696969696969697,0.676767676767677,0.212121212121212,0.171717171717172,0.181818181818182,0.0505050505050505
"191",191,54067,2,8,23,0,0.595959595959596,0.666666666666667,0.545454545454545,0.585858585858586,0.212121212121212,0.303030303030303,0.262626262626263,0.222222222222222
"192",192,54067,3,8,24,0,0.636363636363636,0.676767676767677,0.626262626262626,0.656565656565657,0.121212121212121,0.272727272727273,0.323232323232323,0.262626262626263
"193",193,54067,1,9,25,0,0.606060606060606,0.606060606060606,0.444444444444444,0.404040404040404,0.565656565656566,0.171717171717172,0.303030303030303,0.171717171717172
"194",194,54067,2,9,26,0,0.565656565656566,0.686868686868687,0.646464646464647,0.676767676767677,0.262626262626263,0.313131313131313,0.242424242424242,0.262626262626263
"195",195,54067,3,9,27,0,0.424242424242424,0.545454545454545,0.404040404040404,0.343434343434343,0.575757575757576,0.161616161616162,0.303030303030303,0.0909090909090909
"196",196,54067,1,10,28,1,NA,NA,NA,NA,NA,NA,NA,NA
"197",197,54067,2,10,29,0,0.636363636363636,0.686868686868687,0.656565656565657,0.595959595959596,0.202020202020202,0.181818181818182,0.323232323232323,0.282828282828283
"198",198,54067,3,10,30,0,0.585858585858586,0.565656565656566,0.535353535353535,0.444444444444444,0.252525252525253,0.333333333333333,0.393939393939394,0.303030303030303
"199",199,54067,1,11,31,0,0.676767676767677,0.676767676767677,0.383838383838384,0.656565656565657,0.161616161616162,0.141414141414141,0.222222222222222,0.191919191919192
"200",200,54067,2,11,32,0,0.242424242424242,0.767676767676768,0.797979797979798,0.646464646464647,0.0505050505050505,0.212121212121212,0.202020202020202,0.161616161616162
"201",201,54067,3,11,33,0,0.282828282828283,0.747474747474748,0.666666666666667,0.626262626262626,0.0909090909090909,0.111111111111111,0.212121212121212,0.191919191919192
"202",202,54067,1,12,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"203",203,54067,2,12,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"204",204,54067,3,12,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"205",205,54067,1,13,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"206",206,54067,2,13,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"207",207,54067,3,13,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"208",208,54067,1,14,40,1,NA,NA,NA,NA,NA,NA,NA,NA
"209",209,54067,2,14,41,1,NA,NA,NA,NA,NA,NA,NA,NA
