"","X","ID","beep","day","observationID","missing","Energetic","Cheerful","Relaxed","Satisfied","Nervous","Irritated","Bored","Down"
"514",514,54101,1,4,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"515",515,54101,2,4,11,0,0.666666666666667,0.858585858585859,0.252525252525253,0.98989898989899,0.777777777777778,0.131313131313131,0.161616161616162,0.0404040404040404
"516",516,54101,3,4,12,0,0.454545454545455,0.393939393939394,0.626262626262626,0.535353535353535,0.0808080808080808,0.131313131313131,0.545454545454545,0.171717171717172
"517",517,54101,1,5,13,0,0.656565656565657,0.797979797979798,0.909090909090909,0.606060606060606,0.616161616161616,0.0808080808080808,0.0101010101010101,0.0606060606060606
"518",518,54101,2,5,14,0,0.383838383838384,0.95959595959596,0.848484848484849,0.737373737373737,0.616161616161616,0.151515151515152,0.575757575757576,0.121212121212121
"519",519,54101,3,5,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"520",520,54101,1,6,16,0,0.222222222222222,0.252525252525253,0.212121212121212,0.101010101010101,0.858585858585859,0.595959595959596,0.111111111111111,0.393939393939394
"521",521,54101,2,6,17,0,1,1,0.606060606060606,0.757575757575758,0.636363636363636,0.0808080808080808,0.0303030303030303,0.161616161616162
"522",522,54101,3,6,18,1,NA,NA,NA,NA,NA,NA,NA,NA
"523",523,54101,1,7,19,0,0.838383838383838,0.767676767676768,0.303030303030303,0.707070707070707,1,0.171717171717172,0.111111111111111,0.141414141414141
"524",524,54101,2,7,20,2,1,1,0.626262626262626,1,0.808080808080808,0,0,0.0404040404040404
"525",525,54101,3,7,21,0,0.0808080808080808,1,0.747474747474748,1,0.202020202020202,0.0707070707070707,0.151515151515152,0.0606060606060606
"526",526,54101,1,8,22,1,NA,NA,NA,NA,NA,NA,NA,NA
"527",527,54101,2,8,23,1,NA,NA,NA,NA,NA,NA,NA,NA
"528",528,54101,3,8,24,1,NA,NA,NA,NA,NA,NA,NA,NA
"529",529,54101,1,9,25,1,NA,NA,NA,NA,NA,NA,NA,NA
"530",530,54101,2,9,26,1,NA,NA,NA,NA,NA,NA,NA,NA
"531",531,54101,3,9,27,1,NA,NA,NA,NA,NA,NA,NA,NA
"532",532,54101,1,10,28,1,NA,NA,NA,NA,NA,NA,NA,NA
"533",533,54101,2,10,29,1,NA,NA,NA,NA,NA,NA,NA,NA
"534",534,54101,3,10,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"535",535,54101,1,11,31,1,NA,NA,NA,NA,NA,NA,NA,NA
"536",536,54101,2,11,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"537",537,54101,3,11,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"538",538,54101,1,12,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"539",539,54101,2,12,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"540",540,54101,3,12,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"541",541,54101,1,13,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"542",542,54101,2,13,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"543",543,54101,3,13,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"544",544,54101,1,14,40,1,NA,NA,NA,NA,NA,NA,NA,NA
"545",545,54101,2,14,41,1,NA,NA,NA,NA,NA,NA,NA,NA
"546",546,54101,3,14,42,1,NA,NA,NA,NA,NA,NA,NA,NA
"547",547,54102,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"548",548,54102,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"549",549,54102,3,1,3,0,0.696969696969697,0.98989898989899,0.858585858585859,1,0.0303030303030303,0,0.151515151515152,0
"550",550,54102,1,2,4,0,0.616161616161616,0.282828282828283,0.848484848484849,0.717171717171717,0.131313131313131,0.878787878787879,0.111111111111111,0.0909090909090909
"551",551,54102,2,2,5,0,0.0808080808080808,0.727272727272727,0.98989898989899,0.868686868686869,0,0.0303030303030303,0.737373737373737,0
"552",552,54102,3,2,6,0,1,1,0.97979797979798,1,0,0,0,0
"553",553,54102,1,3,7,0,1,1,0.97979797979798,0.94949494949495,0.0101010101010101,0,0.0303030303030303,0.0202020202020202
"554",554,54102,2,3,8,0,0.242424242424242,0.808080808080808,0.858585858585859,1,0,0.0404040404040404,0.282828282828283,0
"555",555,54102,3,3,9,0,1,1,1,1,0.0303030303030303,0,0.676767676767677,0
"556",556,54102,1,4,10,0,1,0.96969696969697,1,0.939393939393939,0,0,0,0
"557",557,54102,2,4,11,0,0.717171717171717,0.262626262626263,0.888888888888889,0.94949494949495,0.0808080808080808,0.0505050505050505,0.909090909090909,0.0707070707070707
"558",558,54102,3,4,12,0,0.95959595959596,0.939393939393939,0.98989898989899,1,0,0,0,0
"559",559,54102,1,5,13,0,0.97979797979798,1,0.96969696969697,0.939393939393939,0,0,0.0101010101010101,0
"560",560,54102,2,5,14,0,0.343434343434343,0.94949494949495,1,0.95959595959596,0,0,0.0101010101010101,0
"561",561,54102,3,5,15,0,0.96969696969697,0,0.939393939393939,0.94949494949495,0,0,0.0101010101010101,0
"562",562,54102,1,6,16,0,0.767676767676768,0.202020202020202,0.101010101010101,0.161616161616162,0.212121212121212,0.868686868686869,0.767676767676768,0.808080808080808
"563",563,54102,2,6,17,0,0.878787878787879,0.707070707070707,0.94949494949495,0.898989898989899,0.0202020202020202,0,0.565656565656566,0.0303030303030303
"564",564,54102,3,6,18,0,0.868686868686869,0.747474747474748,1,0.98989898989899,0,0,0,0
"565",565,54102,1,7,19,1,NA,NA,NA,NA,NA,NA,NA,NA
"566",566,54102,2,7,20,0,0.434343434343434,0.151515151515152,0.757575757575758,0.838383838383838,0.0909090909090909,0.767676767676768,0.0909090909090909,0.131313131313131
"567",567,54102,3,7,21,0,0.868686868686869,0.929292929292929,0.848484848484849,0.888888888888889,0,0.0101010101010101,0.313131313131313,0
"568",568,54102,1,8,22,0,0.0505050505050505,0.696969696969697,0.898989898989899,0.808080808080808,0.0909090909090909,0.0808080808080808,0.141414141414141,0
"569",569,54102,2,8,23,0,0.262626262626263,0.282828282828283,0.757575757575758,0.646464646464647,0.0202020202020202,0.606060606060606,0.888888888888889,0.222222222222222
"570",570,54102,3,8,24,0,0.909090909090909,0.868686868686869,0.909090909090909,0.919191919191919,0.0404040404040404,0.0303030303030303,0.0404040404040404,0.0404040404040404
"571",571,54102,1,9,25,1,NA,NA,NA,NA,NA,NA,NA,NA
"572",572,54102,2,9,26,0,1,1,0.98989898989899,1,0,0,0,0.0101010101010101
"573",573,54102,3,9,27,0,1,0.95959595959596,1,1,0,0.0101010101010101,0.0101010101010101,0
"574",574,54102,1,10,28,0,0.777777777777778,0.98989898989899,0.797979797979798,0.797979797979798,0.0202020202020202,0.0101010101010101,0,0
"575",575,54102,2,10,29,0,0.888888888888889,0.868686868686869,1,0.939393939393939,0,0,0.0606060606060606,0
"576",576,54102,3,10,30,0,0.929292929292929,0.95959595959596,0.898989898989899,0.96969696969697,0,0.0808080808080808,0.282828282828283,0
"577",577,54102,1,11,31,0,0.828282828282828,1,1,0.838383838383838,0,0.98989898989899,0.0101010101010101,0
"578",578,54102,2,11,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"579",579,54102,3,11,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"580",580,54102,1,12,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"581",581,54102,2,12,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"582",582,54102,3,12,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"583",583,54102,1,13,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"584",584,54102,2,13,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"585",585,54102,3,13,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"586",586,54102,1,14,40,1,NA,NA,NA,NA,NA,NA,NA,NA
"587",587,54102,2,14,41,1,NA,NA,NA,NA,NA,NA,NA,NA
"588",588,54102,3,14,42,1,NA,NA,NA,NA,NA,NA,NA,NA
"589",589,54103,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"590",590,54103,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"591",591,54103,3,1,3,0,0.393939393939394,0.686868686868687,0.717171717171717,0.606060606060606,0.333333333333333,0.353535353535354,0.262626262626263,0.292929292929293
"592",592,54103,1,2,4,0,0.919191919191919,0.797979797979798,0.595959595959596,0.737373737373737,0.262626262626263,0.101010101010101,0.101010101010101,0.0808080808080808
"593",593,54103,2,2,5,0,0.828282828282828,1,0.363636363636364,0.818181818181818,0,0,0,0.0404040404040404
"594",594,54103,3,2,6,0,1,1,0.171717171717172,1,0.252525252525253,0.0303030303030303,0.0303030303030303,0.202020202020202
"595",595,54103,1,3,7,0,0.303030303030303,0.797979797979798,0.787878787878788,0.747474747474748,0.0909090909090909,0.151515151515152,0.151515151515152,0.101010101010101
"596",596,54103,2,3,8,0,0.797979797979798,0.808080808080808,0.656565656565657,0.98989898989899,0,0,0.0101010101010101,0
"597",597,54103,3,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"598",598,54103,1,4,10,0,0.616161616161616,0.767676767676768,0.616161616161616,0.838383838383838,0.222222222222222,0,0.242424242424242,0.0202020202020202
"599",599,54103,2,4,11,0,0.808080808080808,0.727272727272727,0.777777777777778,0.858585858585859,0.171717171717172,0.161616161616162,0.202020202020202,0.181818181818182
"600",600,54103,3,4,12,0,0.373737373737374,0.737373737373737,0.303030303030303,0.707070707070707,0.282828282828283,0.161616161616162,0.747474747474748,0.353535353535354
"601",601,54103,1,5,13,0,0.797979797979798,0.737373737373737,0.696969696969697,0.777777777777778,0.171717171717172,0.212121212121212,0.646464646464647,0.202020202020202
"602",602,54103,2,5,14,0,0.303030303030303,0.757575757575758,0.161616161616162,0.909090909090909,0.161616161616162,0.121212121212121,0.131313131313131,0.202020202020202
"603",603,54103,3,5,15,0,0.757575757575758,0.696969696969697,0.373737373737374,0.767676767676768,0.101010101010101,0.0909090909090909,0.666666666666667,0.0808080808080808
"604",604,54103,1,6,16,0,0.757575757575758,0.808080808080808,0.676767676767677,0.767676767676768,0.242424242424242,0.171717171717172,0.141414141414141,0.171717171717172
"605",605,54103,2,6,17,0,0.676767676767677,0.222222222222222,0.636363636363636,0.797979797979798,0.171717171717172,0.181818181818182,0.222222222222222,0.161616161616162
"606",606,54103,3,6,18,1,NA,NA,NA,NA,NA,NA,NA,NA
"607",607,54103,1,7,19,0,0.757575757575758,0.808080808080808,0.373737373737374,1,0.212121212121212,0.101010101010101,0.676767676767677,0
"608",608,54103,2,7,20,0,0.878787878787879,0.848484848484849,0.737373737373737,0.858585858585859,0.0404040404040404,0.111111111111111,0.131313131313131,0.101010101010101
"609",609,54103,3,7,21,0,0.858585858585859,0.96969696969697,0.646464646464647,0.909090909090909,0.0808080808080808,0,0.0606060606060606,0
"610",610,54103,1,8,22,0,0.858585858585859,0.878787878787879,0.727272727272727,0.747474747474748,0.181818181818182,0.0909090909090909,0.141414141414141,0.0505050505050505
"611",611,54103,2,8,23,0,0.333333333333333,0.303030303030303,0.373737373737374,0.686868686868687,0.0505050505050505,0.0606060606060606,0.595959595959596,0.585858585858586
"612",612,54103,3,8,24,0,0.565656565656566,0.919191919191919,0.666666666666667,0.858585858585859,0,0.0303030303030303,0.202020202020202,0.131313131313131
"613",613,54103,1,9,25,0,0.868686868686869,0.666666666666667,0.727272727272727,0.757575757575758,0.131313131313131,0.0505050505050505,0.101010101010101,0.0909090909090909
"614",614,54103,2,9,26,0,0.767676767676768,0.787878787878788,0.686868686868687,0.848484848484849,0.171717171717172,0.0606060606060606,0.151515151515152,0.0202020202020202
"615",615,54103,3,9,27,0,0.171717171717172,0.262626262626263,0.363636363636364,0.282828282828283,0,0.626262626262626,0.646464646464647,0.808080808080808
"616",616,54103,1,10,28,0,0.636363636363636,0.323232323232323,0.353535353535354,0.353535353535354,0.292929292929293,0.0404040404040404,0.606060606060606,0.626262626262626
"617",617,54103,2,10,29,0,0.95959595959596,1,0.727272727272727,0.929292929292929,0,0,0.0303030303030303,0.0505050505050505
"618",618,54103,3,10,30,0,0.94949494949495,1,0.191919191919192,1,0,0,0,0
"619",619,54103,1,11,31,0,0.252525252525253,0.747474747474748,0.333333333333333,0.767676767676768,0.0404040404040404,0.0909090909090909,0.626262626262626,0.282828282828283
"620",620,54103,2,11,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"621",621,54103,3,11,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"622",622,54103,1,12,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"623",623,54103,2,12,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"624",624,54103,3,12,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"625",625,54103,1,13,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"626",626,54103,2,13,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"627",627,54103,3,13,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"628",628,54103,1,14,40,1,NA,NA,NA,NA,NA,NA,NA,NA
"629",629,54103,2,14,41,1,NA,NA,NA,NA,NA,NA,NA,NA
"630",630,54103,3,14,42,1,NA,NA,NA,NA,NA,NA,NA,NA
"631",631,54114,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"632",632,54114,2,1,2,0,0.343434343434343,0.585858585858586,0.858585858585859,0.666666666666667,0.0909090909090909,0.0202020202020202,0.484848484848485,0.0909090909090909
"633",633,54114,3,1,3,0,0.575757575757576,0.393939393939394,0.888888888888889,0.626262626262626,0.101010101010101,0.343434343434343,0.333333333333333,0.383838383838384
"634",634,54114,1,2,4,0,0.898989898989899,0.737373737373737,0.878787878787879,0.838383838383838,0.202020202020202,0.0707070707070707,0.282828282828283,0.141414141414141
"635",635,54114,2,2,5,0,0.737373737373737,0.919191919191919,0.373737373737374,1,0.242424242424242,0.0202020202020202,0.101010101010101,0.141414141414141
"636",636,54114,3,2,6,0,0.383838383838384,0.373737373737374,0.414141414141414,0.707070707070707,0.555555555555556,0.333333333333333,0.303030303030303,0.343434343434343
"637",637,54114,1,3,7,0,0.868686868686869,0.777777777777778,0.373737373737374,0.565656565656566,0.575757575757576,0.242424242424242,0.242424242424242,0.0808080808080808
"638",638,54114,2,3,8,0,0.787878787878788,0.797979797979798,0.232323232323232,0.707070707070707,0.333333333333333,0.313131313131313,0.131313131313131,0.272727272727273
"639",639,54114,3,3,9,0,0.343434343434343,0.707070707070707,0.575757575757576,0.828282828282828,0.242424242424242,0.262626262626263,0.191919191919192,0.222222222222222
"640",640,54114,1,4,10,0,0.434343434343434,0.585858585858586,0.636363636363636,0.404040404040404,0.353535353535354,0.333333333333333,0.686868686868687,0.353535353535354
"641",641,54114,2,4,11,0,0.0101010101010101,0.313131313131313,0.696969696969697,0.373737373737374,0.323232323232323,0.555555555555556,0.626262626262626,0.343434343434343
"642",642,54114,3,4,12,0,0.616161616161616,0.626262626262626,0.898989898989899,0.686868686868687,0.343434343434343,0.282828282828283,0.595959595959596,0.191919191919192
"643",643,54114,1,5,13,0,0.696969696969697,0.686868686868687,0.727272727272727,0.686868686868687,0.212121212121212,0.242424242424242,0.323232323232323,0.141414141414141
"644",644,54114,2,5,14,0,0.333333333333333,0.585858585858586,0.606060606060606,0.545454545454545,0.333333333333333,0.616161616161616,0.616161616161616,0.252525252525253
"645",645,54114,3,5,15,0,0.797979797979798,1,0.242424242424242,0.878787878787879,0.707070707070707,0.363636363636364,0.222222222222222,0.0303030303030303
"646",646,54114,1,6,16,0,0.696969696969697,0.636363636363636,0.707070707070707,0.747474747474748,0.323232323232323,0.161616161616162,0.818181818181818,0.202020202020202
"647",647,54114,2,6,17,0,0.111111111111111,0.414141414141414,0.606060606060606,0.363636363636364,0.272727272727273,0.585858585858586,0.585858585858586,0.565656565656566
"648",648,54114,3,6,18,0,0.828282828282828,0.555555555555556,0.272727272727273,0.313131313131313,0.202020202020202,0.666666666666667,0.636363636363636,0.292929292929293
"649",649,54114,1,7,19,0,0.818181818181818,0.696969696969697,0.767676767676768,0.757575757575758,0.272727272727273,0.212121212121212,0.101010101010101,0.171717171717172
"650",650,54114,2,7,20,0,0.727272727272727,0.94949494949495,0.434343434343434,0.797979797979798,0.646464646464647,0.242424242424242,0.343434343434343,0.191919191919192
"651",651,54114,3,7,21,0,0.666666666666667,0.858585858585859,0.656565656565657,0.717171717171717,0.121212121212121,0.272727272727273,0.717171717171717,0.202020202020202
"652",652,54114,1,8,22,0,0.323232323232323,0.636363636363636,0.646464646464647,0.545454545454545,0.191919191919192,0.222222222222222,0.828282828282828,0.222222222222222
"653",653,54114,2,8,23,0,0.686868686868687,0.333333333333333,0.656565656565657,0.363636363636364,0.242424242424242,0.707070707070707,1,0.585858585858586
"654",654,54114,3,8,24,0,0.616161616161616,0.606060606060606,0.636363636363636,0.636363636363636,0.282828282828283,0.545454545454545,0.727272727272727,0.313131313131313
"655",655,54114,1,9,25,0,0.424242424242424,0.323232323232323,0.777777777777778,0.555555555555556,0.212121212121212,0.353535353535354,0.636363636363636,0.333333333333333
"656",656,54114,2,9,26,1,NA,NA,NA,NA,NA,NA,NA,NA
"657",657,54114,3,9,27,1,NA,NA,NA,NA,NA,NA,NA,NA
"658",658,54114,1,10,28,1,NA,NA,NA,NA,NA,NA,NA,NA
"659",659,54114,2,10,29,1,NA,NA,NA,NA,NA,NA,NA,NA
"660",660,54114,3,10,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"661",661,54114,1,11,31,1,NA,NA,NA,NA,NA,NA,NA,NA
"662",662,54114,2,11,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"663",663,54114,3,11,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"664",664,54114,1,12,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"665",665,54114,2,12,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"666",666,54114,3,12,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"667",667,54114,1,13,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"668",668,54114,2,13,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"669",669,54114,3,13,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"670",670,54114,1,14,40,1,NA,NA,NA,NA,NA,NA,NA,NA
"671",671,54114,2,14,41,1,NA,NA,NA,NA,NA,NA,NA,NA
"672",672,54114,3,14,42,1,NA,NA,NA,NA,NA,NA,NA,NA
"673",673,54115,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"674",674,54115,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"675",675,54115,3,1,3,0,0.909090909090909,0.696969696969697,0.898989898989899,0.888888888888889,0,0,0.272727272727273,0
"676",676,54115,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"677",677,54115,2,2,5,0,0.878787878787879,0.777777777777778,0.98989898989899,0.898989898989899,0,0.0303030303030303,0,0
"678",678,54115,3,2,6,0,1,1,0.929292929292929,1,0,0,0,0
"679",679,54115,1,3,7,0,1,1,1,1,0,0,0.101010101010101,0
"680",680,54115,2,3,8,0,1,0.797979797979798,0.858585858585859,0.898989898989899,0.212121212121212,0.303030303030303,0.444444444444444,0.131313131313131
"681",681,54115,3,3,9,0,0.797979797979798,0.595959595959596,0.494949494949495,0.797979797979798,0.434343434343434,0.202020202020202,0.191919191919192,0.393939393939394
"682",682,54115,1,4,10,0,0.727272727272727,0.555555555555556,0.737373737373737,0.696969696969697,0,0,0.242424242424242,0.0909090909090909
"683",683,54115,2,4,11,0,0.848484848484849,1,0.777777777777778,0.898989898989899,0.292929292929293,0.141414141414141,0.383838383838384,0.0707070707070707
"684",684,54115,3,4,12,0,0.696969696969697,0.696969696969697,0.494949494949495,0.696969696969697,0.0909090909090909,0.101010101010101,0.404040404040404,0.494949494949495
"685",685,54115,1,5,13,0,0.404040404040404,0.282828282828283,0.191919191919192,0.797979797979798,0.0909090909090909,0,0.0909090909090909,0.595959595959596
"686",686,54115,2,5,14,0,0.484848484848485,0.494949494949495,0.393939393939394,0.595959595959596,0.0808080808080808,0,0.262626262626263,0.0909090909090909
"687",687,54115,3,5,15,0,0.282828282828283,0.393939393939394,0.484848484848485,0.313131313131313,0.292929292929293,0.797979797979798,0.484848484848485,0.494949494949495
"688",688,54115,1,6,16,1,NA,NA,NA,NA,NA,NA,NA,NA
"689",689,54115,2,6,17,0,0.393939393939394,0.484848484848485,0.494949494949495,0.707070707070707,0.393939393939394,0.323232323232323,0.494949494949495,0.191919191919192
"690",690,54115,3,6,18,0,0.393939393939394,0.717171717171717,0.797979797979798,1,0,0,0.303030303030303,0.242424242424242
"691",691,54115,1,7,19,0,0.828282828282828,0.737373737373737,0.202020202020202,0.737373737373737,0.828282828282828,0,0.0202020202020202,0.171717171717172
"692",692,54115,2,7,20,1,NA,NA,NA,NA,NA,NA,NA,NA
"693",693,54115,3,7,21,0,0.797979797979798,1,0.919191919191919,0.818181818181818,0,0,0,0
"694",694,54115,1,8,22,0,0.909090909090909,1,1,0.909090909090909,0,0,0,0
"695",695,54115,2,8,23,0,0.606060606060606,0.707070707070707,0.797979797979798,0.707070707070707,0,0,0,0.0202020202020202
"696",696,54115,3,8,24,0,0.797979797979798,1,0.808080808080808,0.888888888888889,0.202020202020202,0.212121212121212,0,0
"697",697,54115,1,9,25,0,0.919191919191919,1,1,1,0,0,0,0
"698",698,54115,2,9,26,0,0.787878787878788,0.717171717171717,0.909090909090909,0.797979797979798,0.161616161616162,0.313131313131313,0,0.141414141414141
"699",699,54115,3,9,27,0,0.828282828282828,0.888888888888889,0.868686868686869,0.797979797979798,0.101010101010101,0,0.222222222222222,0
"700",700,54115,1,10,28,0,0.797979797979798,0.828282828282828,0.878787878787879,0.787878787878788,0.202020202020202,0,0,0
"701",701,54115,2,10,29,0,0.909090909090909,0.929292929292929,0.818181818181818,0.909090909090909,0.313131313131313,0.181818181818182,0.222222222222222,0.343434343434343
"702",702,54115,3,10,30,0,0.737373737373737,0.828282828282828,0.717171717171717,0.757575757575758,0.141414141414141,0.191919191919192,0.131313131313131,0.181818181818182
"703",703,54115,1,11,31,1,NA,NA,NA,NA,NA,NA,NA,NA
"704",704,54115,2,11,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"705",705,54115,3,11,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"706",706,54115,1,12,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"707",707,54115,2,12,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"708",708,54115,3,12,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"709",709,54115,1,13,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"710",710,54115,2,13,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"711",711,54115,3,13,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"712",712,54115,1,14,40,1,NA,NA,NA,NA,NA,NA,NA,NA
"713",713,54115,2,14,41,1,NA,NA,NA,NA,NA,NA,NA,NA
"714",714,54115,3,14,42,1,NA,NA,NA,NA,NA,NA,NA,NA
"715",715,54117,1,1,1,0,0.121212121212121,0.595959595959596,0.676767676767677,0.616161616161616,0,0.171717171717172,0.303030303030303,0.616161616161616
"716",716,54117,2,1,2,0,0.484848484848485,0.898989898989899,0.323232323232323,0.565656565656566,0,0.454545454545455,0.181818181818182,0.121212121212121
"717",717,54117,3,1,3,0,0.0404040404040404,0.272727272727273,0.747474747474748,0.151515151515152,0.686868686868687,0.494949494949495,0,0.676767676767677
"718",718,54117,1,2,4,0,0.0101010101010101,0.373737373737374,0.414141414141414,0.555555555555556,0.222222222222222,0.272727272727273,0.535353535353535,0.595959595959596
"719",719,54117,2,2,5,0,0.151515151515152,0.202020202020202,0.111111111111111,0.343434343434343,0.646464646464647,0.616161616161616,0.636363636363636,0.565656565656566
"720",720,54117,3,2,6,2,NA,0.707070707070707,NA,0.686868686868687,NA,0.191919191919192,NA,0.232323232323232
"721",721,54117,1,3,7,0,0.494949494949495,0.646464646464647,0.333333333333333,0.585858585858586,0.545454545454545,0.363636363636364,0.595959595959596,0.212121212121212
"722",722,54117,2,3,8,0,0.464646464646465,0.626262626262626,0.323232323232323,0.727272727272727,0.565656565656566,0.111111111111111,0.0808080808080808,0.252525252525253
"723",723,54117,3,3,9,0,1,0.797979797979798,0.232323232323232,0.707070707070707,0,0.0909090909090909,0.191919191919192,0.0707070707070707
"724",724,54117,1,4,10,0,0.121212121212121,0.262626262626263,0.333333333333333,0.404040404040404,0.333333333333333,0.575757575757576,0.707070707070707,0.585858585858586
"725",725,54117,2,4,11,0,0.424242424242424,0.818181818181818,0.292929292929293,0.737373737373737,0.222222222222222,0.363636363636364,0.121212121212121,0.131313131313131
"726",726,54117,3,4,12,0,0.262626262626263,0.818181818181818,0.0505050505050505,0.363636363636364,0.191919191919192,0.656565656565657,0.202020202020202,0.252525252525253
"727",727,54117,1,5,13,0,0.797979797979798,0.838383838383838,0.828282828282828,0.838383838383838,0.121212121212121,0.0404040404040404,0.0202020202020202,0.0101010101010101
"728",728,54117,2,5,14,0,0.333333333333333,0.555555555555556,0.0101010101010101,0.212121212121212,1,0.282828282828283,0.868686868686869,0.737373737373737
"729",729,54117,3,5,15,0,0.202020202020202,0.505050505050505,0.282828282828283,0.111111111111111,1,0.747474747474748,1,0.676767676767677
"730",730,54117,1,6,16,0,0,0.808080808080808,0.232323232323232,1,0.111111111111111,0.222222222222222,1,0.222222222222222
"731",731,54117,2,6,17,0,0,0.323232323232323,0,0.252525252525253,0.676767676767677,0.676767676767677,0.707070707070707,0.626262626262626
"732",732,54117,3,6,18,0,0.171717171717172,0.626262626262626,0.202020202020202,0.636363636363636,0.767676767676768,0.313131313131313,0,0.222222222222222
"733",733,54117,1,7,19,0,0.727272727272727,1,0.808080808080808,0.888888888888889,0.707070707070707,0.171717171717172,0.292929292929293,0
"734",734,54117,2,7,20,0,0.707070707070707,0.808080808080808,0.282828282828283,0.777777777777778,0.898989898989899,0,0.919191919191919,0
"735",735,54117,3,7,21,0,0.909090909090909,1,0.97979797979798,0.919191919191919,0.0505050505050505,0,0.97979797979798,0.0101010101010101
"736",736,54117,1,8,22,0,0.0505050505050505,0.242424242424242,0.595959595959596,0.95959595959596,0,0.575757575757576,0.0808080808080808,0.565656565656566
"737",737,54117,2,8,23,0,0.252525252525253,0.737373737373737,0.101010101010101,0.333333333333333,0.767676767676768,0.636363636363636,0.0202020202020202,0.727272727272727
"738",738,54117,3,8,24,0,0.0303030303030303,0.141414141414141,1,0.191919191919192,0.505050505050505,0.696969696969697,0.848484848484849,0.878787878787879
"739",739,54117,1,9,25,0,0.0808080808080808,0.626262626262626,0.141414141414141,0.282828282828283,0.545454545454545,0.606060606060606,0.595959595959596,0.626262626262626
"740",740,54117,2,9,26,0,0.181818181818182,0.676767676767677,0.858585858585859,0.96969696969697,0,0.646464646464647,1,0.252525252525253
"741",741,54117,3,9,27,0,0.191919191919192,0.393939393939394,1,0.575757575757576,0.585858585858586,0,0.686868686868687,0.252525252525253
"742",742,54117,1,10,28,0,0.252525252525253,0.656565656565657,0.707070707070707,0.141414141414141,0,0.636363636363636,1,0
"743",743,54117,2,10,29,1,NA,NA,NA,NA,NA,NA,NA,NA
"744",744,54117,3,10,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"745",745,54117,1,11,31,1,NA,NA,NA,NA,NA,NA,NA,NA
"746",746,54117,2,11,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"747",747,54117,3,11,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"748",748,54117,1,12,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"749",749,54117,2,12,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"750",750,54117,3,12,36,1,NA,NA,NA,NA,NA,NA,NA,NA
