"","X","ID","day","beep","observationID","missing","Enthusiastic","Relaxed","Satisfied","Irritable","Energetic","Calm","Cheerful","Irritated","Bored","Nervous","Sad","Angry","Gloomy","Insecure","Anxious","Happy","Worried","Stressed"
"1020",1020,1032,3,3,23,0,0.6,0.82,0.76,0.07,0.86,0.46,0.76,0.09,0.06,0.17,0.08,0.09,0.05,0.09,0.11,0.82,0.12,0.14
"1021",1021,1032,3,4,24,0,0.31,0.7,0.21,0.11,0.64,0.69,0.25,0.11,0.13,0.09,0.11,0.07,0.12,0.11,0.09,0.64,0.25,0.21
"1022",1022,1032,3,5,25,0,0.33,0.49,0.7,0.08,0.56,0.48,0.47,0.4,0.08,0.09,0.06,0.08,0.03,0.02,0.05,0.43,0.02,0.04
"1023",1023,1032,4,1,26,0,0.75,0.75,0.89,0.11,0.87,0.14,0.9,0.18,0.15,0.11,0.04,0.08,0.03,0.11,0.07,0.73,0.13,0.11
"1024",1024,1032,4,2,27,0,0.74,0.89,0.84,0.09,0.81,0.72,0.82,0.11,0.02,0.02,0.08,0.03,0.03,0.09,0.08,0.85,0.03,0.09
"1025",1025,1032,4,3,28,0,0.42,0.44,0.73,0.08,0.35,0.62,0.46,0.17,0.42,0.15,0.1,0.09,0.1,0.07,0.1,0.7,0.13,0.06
"1026",1026,1032,4,4,29,0,0.21,0.75,0.54,0.05,0.11,0.61,0.55,0.14,0.12,0.06,0.07,0.08,0.09,0.02,0,0.6,0.02,0
"1027",1027,1032,4,5,30,0,0.57,0.84,0.7,0.16,0.21,0.71,0.46,0.2,0.46,0.12,0.1,0.09,0.08,0.11,0.08,0.74,0.08,0.09
"1028",1028,1032,5,1,31,0,0.36,0.75,0.71,0.27,0.32,0.77,0.32,0.16,0.16,0.12,0.1,0.11,0.1,0.19,0.19,0.61,0.29,0.28
"1029",1029,1032,5,2,32,0,0.75,0.42,0.58,0.37,0.38,0.48,0.21,0.26,0.11,0.14,0.11,0.11,0.41,0.08,0.11,0.41,0.6,0.4
"1030",1030,1032,5,3,33,0,0.71,0.78,0.52,0.28,0.34,0.55,0.28,0.23,0.09,0.2,0.11,0.33,0.38,0.33,0.21,0.48,0.24,0.4
"1031",1031,1032,5,4,34,0,0.79,0.83,0.68,0.02,0.1,0.1,0.78,0.08,0.61,0.07,0.07,0.03,0.12,0.13,0.07,0.44,0.11,0.36
"1032",1032,1032,5,5,35,0,0.79,0.85,0.9,0.01,0.83,0.47,0.84,0.07,0.05,0.01,0.03,0.01,0.03,0.02,0.01,0.72,0,0.06
"1033",1033,1033,1,1,1,0,0.8,0.4,0.8,0.21,0.7,0.7,0.8,0.04,0.4,0.2,0.01,0,0,0.5,0.3,0.79,0.25,0.25
"1034",1034,1033,1,2,2,0,0.5,0.8,0.8,0.1,0.6,0.8,0.85,0.2,0.4,0.05,0,0,0,0.4,0.2,0.8,0.1,0.1
"1035",1035,1033,1,3,3,0,0.7,0.81,0.8,0.01,0.6,0.8,0.8,0,0.02,0,0,0,0,0.3,0.2,0.8,0.15,0.02
"1036",1036,1033,1,4,4,0,0.7,0.8,0.8,0,0.61,0.8,0.8,0,0.01,0.05,0,0,0,0.04,0.05,0.8,0.1,0.02
"1037",1037,1033,1,5,5,0,0.6,0.7,0.85,0,0.6,0.7,0.8,0,0.25,0.05,0,0,0,0.2,0.05,0.8,0.1,0
"1038",1038,1033,1,6,6,0,0.6,0.7,0.7,0,0.5,0.8,0.8,0,0.4,0.05,0,0,0,0.1,0.1,0.8,0.3,0
"1039",1039,1033,1,7,7,0,0.65,0.8,0.8,0,0.45,0.6,0.8,0,0.2,0,0,0.02,0,0.1,0.05,0.8,0.19,0
"1040",1040,1033,1,8,8,0,0.7,0.8,0.8,0,0.6,0.8,0.8,0,0.2,0.1,0,0,0,0.1,0.1,0.8,0.1,0
"1041",1041,1033,1,9,9,0,0.7,0.7,0.69,0,0.7,0.7,0.7,0.2,0,0,0,0,0,0.01,0,0.8,0,0
"1042",1042,1033,1,10,10,0,0.4,0.7,0.6,0,0.39,0.6,0.71,0,0.3,0,0,0,0,0.3,0.2,0.8,0,0
"1043",1043,1033,1,11,11,0,0.5,0.61,0.6,0,0.5,0.65,0.69,0,0.6,0,0,0,0,0.2,0.2,0.7,0,0
"1044",1044,1033,1,12,12,0,0.6,0.7,0.7,0,0.7,0.7,0.7,0,0.3,0.2,0,0,0,0.3,0.29,0.7,0,0.2
"1045",1045,1033,1,13,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046",1046,1033,2,1,14,0,0.7,0.6,0.8,0,0.7,0.7,0.7,0,0.2,0,0,0,0.1,0.1,0.1,0.7,0,0
"1047",1047,1033,2,2,15,0,0.7,0.7,0.71,0,0.7,0.7,0.7,0.2,0,0,0,0,0,0.11,0,0.8,0,0
"1048",1048,1033,2,3,16,0,0.6,0.4,0.6,0,0.6,0.4,0.7,0,0,0.45,0,0,0,0.4,0.3,0.65,0.4,0
"1049",1049,1033,2,4,17,0,0.6,0.5,0.6,0,0.6,0.4,0.6,0,0.7,0.29,0,0,0,0.3,0.1,0.7,0,0
"1050",1050,1033,2,5,18,0,0.6,0.4,0.59,0,0.7,0.1,0.6,0,0,0.71,0,0,0,0.6,0.6,0.6,0.6,0.6
"1051",1051,1033,2,6,19,0,0.6,0.4,0.6,0,0.61,0.35,0.5,0,0.35,0.25,0,0,0,0.3,0.2,0.65,0.25,0.2
"1052",1052,1033,2,7,20,0,0.7,0.41,0.81,0,0.6,0.4,0.82,0,0,0.3,0,0,0,0.2,0.2,0.6,0,0.01
"1053",1053,1033,2,8,21,0,0.71,0.7,0.86,0,0.6,0.75,0.8,0,0,0.4,0,0,0,0.21,0.15,0.79,0,0
"1054",1054,1033,2,9,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1055",1055,1033,2,10,23,0,0.79,0.5,0.7,0,0.7,0.5,0.8,0,0,0.3,0.02,0.01,0,0.3,0.2,0.8,0.2,0
"1056",1056,1033,3,1,24,0,0.8,0.7,0.8,0,0.6,0.7,0.8,0,0,0,0,0,0,0,0,1,0,0
"1057",1057,1033,3,2,25,0,0.4,0.3,0.3,0.1,0.71,0.2,0.69,0.01,0,0.6,0,0,0.1,0.59,0.7,0.49,0.6,0.6
"1058",1058,1033,3,3,26,0,0.6,0.7,0.7,0,0.6,0.6,0.6,0,0,0,0,0,0,0.19,0.1,0.79,0,0
"1059",1059,1033,3,4,27,0,0.7,0.8,0.8,0,0.75,0.75,0.8,0.4,0,0,0.1,0,0,0,0,1,0,0
"1060",1060,1033,3,5,28,0,0.7,0.7,0.65,0.2,0.75,0.75,0.8,0.2,0.01,0.02,0,0.01,0,0,0,1,0,0
"1061",1061,1033,3,6,29,0,0.69,0.7,0.7,0.1,0.5,0.6,0.8,0.3,0,0,0,0,0,0.01,0,0.8,0,0
"1062",1062,1033,3,7,30,0,0.6,0.7,0.7,0,0.6,0.7,0.7,0,0,0,0,0,0,0,0,0.8,0,0
"1063",1063,1033,3,8,31,0,0.71,0.7,0.81,0.2,0.5,0.7,0.6,0.62,0,0,0,0,0,0,0,0.8,0,0
"1064",1064,1033,3,9,32,0,0.6,0.6,0.7,0.2,0.7,0.3,0.7,0.71,0,0,0,0,0,0,0,0.8,0,0
"1065",1065,1033,3,10,33,0,0.6,0.7,0.7,0.1,0.5,0.6,0.59,0.3,0,0,0,0,0,0,0,0.8,0,0
"1066",1066,1033,3,11,34,0,0.5,0.4,0.5,0,0.39,0.4,0.59,0,0.2,0.4,0,0,0,0.25,0.21,0.6,0.3,0.16
"1067",1067,1033,4,1,35,0,0.8,0.7,0.8,0,0.81,0.7,0.86,0,0,0,0,0,0,0,0,0.9,0,0
"1068",1068,1033,4,2,36,0,0.7,0.7,0.8,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0.85,0,0
"1069",1069,1033,4,3,37,0,0.7,0.7,0.79,0,0.8,0.64,0.8,0,0,0,0,0.03,0,0,0,0.85,0.01,0
"1070",1070,1033,4,4,38,0,0.69,0.57,0.7,0,0.7,0.59,0.8,0,0,0,0,0,0,0.2,0,0.7,0,0
"1071",1071,1033,4,5,39,0,0.7,0.5,0.7,0,0.7,0.6,0.7,0.1,0,0.3,0,0,0,0.3,0.19,0.7,0.15,0.1
"1072",1072,1033,4,6,40,0,0.79,0.6,0.8,0,0.7,0.69,0.7,0,0,0.15,0,0,0,0.1,0.1,0.8,0,0.3
"1073",1073,1033,5,1,41,0,0.49,0.29,0.4,0.6,0.39,0.21,0.5,0.21,0,0.6,0.2,0.01,0.1,0.6,0.7,0.6,0.7,0.8
"1074",1074,1033,5,2,42,0,0.4,0.5,0.5,0.2,0.29,0.59,0.6,0,0,0.6,0,0,0.1,0.6,0.59,0.5,0.6,0.6
"1075",1075,1033,5,3,43,0,0.6,0.45,0.5,0.2,0.4,0.4,0.5,0,0.2,0.4,0,0.01,0,0.2,0.4,0.65,0.5,0.3
"1076",1076,1033,5,4,44,0,0.5,0.4,0.4,0.25,0.5,0.3,0.45,0,0,0.3,0,0,0,0.5,0.64,0.69,0.6,0.51
"1077",1077,1033,5,5,45,0,0.4,0.4,0.35,0,0.4,0.3,0.5,0,0,0.3,0,0,0,0.3,0.4,0.6,0.5,0.3
"1078",1078,1033,5,6,46,0,0.4,0.6,0.6,0.15,0.4,0.4,0.59,0.01,0,0.3,0,0,0,0.5,0.6,0.5,0.41,0.15
"1079",1079,1033,5,7,47,0,0.49,0.5,0.5,0.2,0.4,0.3,0.5,0.6,0.02,0.6,0.01,0,0,0.6,0.6,0.4,0.6,0.7
"1080",1080,1033,5,8,48,0,0.4,0.4,0.4,0.2,0.4,0.2,0.5,0.3,0,0.6,0,0.01,0.2,0.6,0.6,0.5,0.7,0.6
"1081",1081,1033,5,9,49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1082",1082,1033,5,10,50,0,0.4,0.5,0.4,0.3,0.4,0.4,0.4,0.3,0,0.6,0,0,0.2,0.6,0.6,0.4,0.6,0.6
"1083",1083,1033,5,11,51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084",1084,1033,5,12,52,0,0.35,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0,0.6,0,0,0,0.6,0.6,0.61,0.6,0.6
"1085",1085,1033,5,13,53,0,0.4,0.2,0.5,0.31,0.45,0.25,0.6,0.31,0.01,0.4,0,0,0,0.3,0.4,0.61,0.6,0.7
"1086",1086,1034,1,1,1,0,0.89,0.87,0.84,0.12,0.86,0.73,0.98,0.03,0,0.1,0.06,0.08,0.02,0.09,0.07,0.81,0.11,0.13
"1087",1087,1034,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088",1088,1034,1,3,3,0,0.36,0.7,0.4,0,0.32,1,0.68,0.01,0.82,0.04,0.23,0.06,0.51,0.33,0.16,0.55,0.09,0.18
"1089",1089,1034,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090",1090,1034,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091",1091,1034,1,6,6,0,0.63,0.85,0.84,0.1,0.64,0.81,0.71,0.23,0.6,0.09,0.05,0.07,0.06,0.04,0.04,0.77,0.06,0.07
"1092",1092,1034,2,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093",1093,1034,2,2,8,0,0.26,0.84,0.36,0.09,0.07,1,0.37,0.07,0.94,0.07,0.56,0.04,0.67,0.11,0.08,0.36,0.07,0.59
"1094",1094,1034,2,3,9,0,0.35,0.64,0.41,0.39,0.65,0.62,0.33,0.59,0.83,0.6,0.65,0.48,0.64,0.28,0.11,0.3,0.6,0.65
"1095",1095,1034,2,4,10,0,1,0.84,0.84,0.05,0.66,0.76,0.73,0.1,0.23,0.1,0.03,0.02,0.02,0.12,0.14,0.75,0.13,0.09
"1096",1096,1034,2,5,11,0,0.32,0.97,0.65,0.21,0.65,0.29,0.57,0.23,0.17,0.23,0.09,0,0.1,0.05,0.01,0.73,0.04,0.06
"1097",1097,1034,2,6,12,0,0.13,0.62,0.36,0.1,0.27,0.24,0.07,0.61,0.9,0.05,0.04,0.02,0.6,0.07,0.08,0.51,0.07,0.08
"1098",1098,1034,2,7,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099",1099,1034,2,8,14,0,0,0.04,0,1,0.95,0.04,0.03,0.93,0.07,0,0.19,0.96,0.63,0.01,0.02,0.02,0.63,0.78
"1100",1100,1034,3,1,15,0,0.97,0.63,0.69,0.04,0.8,0.91,0.56,0.05,0.38,0.09,0.08,0.06,0.04,0.06,0.04,0.82,0.04,0.06
"1101",1101,1034,3,2,16,0,0.61,0.71,0.75,0.08,0.77,0.79,0.7,0.04,0.07,0,0.05,0.08,0.11,0.05,0.05,0.68,0.16,0.25
"1102",1102,1034,3,3,17,0,0.63,0.63,0.7,0.15,0.76,0.69,0.76,0.18,0.25,0.12,0.01,0.07,0.2,0.04,0.04,0.75,0.05,0.1
"1103",1103,1034,3,4,18,0,0.81,0.69,0.78,0.04,0.89,0.84,0.81,0.06,0.22,0.04,0.08,0.05,0.07,0.09,0.08,0.7,0.23,0.17
"1104",1104,1034,3,5,19,0,0.28,0.4,0.62,0.26,0.82,0.34,0.65,0.66,0.38,0.64,0.2,0.29,0.44,0.18,0.58,0.69,0.63,0.65
"1105",1105,1034,3,6,20,0,0.79,0.76,0.7,0.16,0.74,0.36,0.7,0.3,0.22,0.62,0.14,0.13,0.22,0.21,0.09,0.71,0.16,0.2
"1106",1106,1034,3,7,21,0,0.64,0.74,0.75,0.13,0.84,0.69,0.7,0.16,0.24,0.21,0.15,0.15,0.12,0.13,0.13,0.89,0.14,0.13
"1107",1107,1034,4,1,22,0,0.62,0.62,0.61,0.21,0.69,0.67,0.68,0.13,0.56,0.13,0.15,0.06,0.2,0.11,0.07,0.64,0.09,0.19
"1108",1108,1034,4,2,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109",1109,1034,4,3,24,0,0.75,0.58,0.68,0.14,0.75,0.73,0.74,0.12,0.08,0.06,0.09,0.05,0.07,0.09,0.03,0.85,0.13,0.12
"1110",1110,1034,4,4,25,0,0.77,0.77,0.79,0.03,0.73,0.64,0.62,0,0.71,0.1,0.11,0.1,0.06,0.09,0.09,0.8,0.1,0.08
"1111",1111,1034,4,5,26,0,0.62,0.36,0.64,0.32,0.78,0.62,0.7,0.22,0.34,0.27,0.23,0.14,0.35,0.08,0.19,0.64,0.04,0.1
"1112",1112,1034,4,6,27,0,0.69,0.88,0.7,0.12,0.71,0.62,0.91,0.14,0.1,0.07,0.08,0.06,0.08,0.1,0.08,0.82,0.11,0.13
"1113",1113,1034,5,1,28,0,0.59,0.8,0.65,0.12,0.35,0.89,0.65,0.13,0.08,0.08,0.12,0.07,0.22,0.06,0.07,0.61,0.04,0.21
"1114",1114,1034,5,2,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115",1115,1034,5,3,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116",1116,1034,5,4,31,0,0.68,0.64,0.77,0.09,0.3,0.82,0.64,0.1,0.32,0.09,0.11,0.04,0.13,0.07,0.05,0.62,0.12,0.12
"1117",1117,1034,5,5,32,0,0.75,0.79,0.77,0.04,0.8,0.82,0.77,0.09,0.04,0.04,0.04,0.08,0.04,0.05,0.06,0.69,0.07,0.08
"1118",1118,1034,5,6,33,0,0.34,0.62,0.63,0.24,0.72,0.3,0.42,0.64,0.73,0.66,0.32,0.13,0.48,0.06,0.05,0.64,0,0.05
"1119",1119,1034,5,7,34,0,0.74,0.9,0.64,0.08,0.83,0.51,0.77,0.12,0.04,0.15,0.05,0,0,0.11,0.09,0.67,0.08,0.08
"1120",1120,1034,5,8,35,0,0.37,0.26,0.58,0.04,0.74,0.46,0.64,0.8,0.3,0.07,0.1,0.07,0.06,0.02,0.05,0.77,0.09,0.04
"1121",1121,1034,5,9,36,0,0.79,0.88,0.89,0.06,0.82,0.59,0.71,0.09,0.11,0.08,0.1,0.15,0.11,0.08,0.08,0.77,0.07,0.05
"1122",1122,1034,5,10,37,1,0.72,0.6,0.75,0.37,0.77,0.56,0.68,0.25,0.11,0.15,0.15,0.03,0.08,0.02,0.08,0.8,NA,NA
"1123",1123,1034,5,11,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124",1124,1034,5,12,39,0,1,0.12,1,0.02,1,0.19,1,0.13,0.1,0.05,0.04,0,0.01,0,0,0.91,0,0
"1125",1125,1034,5,13,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126",1126,1034,5,14,41,0,1,1,1,0.01,1,0.39,1,0,0.04,0.04,0.02,0.03,0.04,0,0,0.9,0.05,0
"1127",1127,1034,5,15,42,0,0.95,0.91,0.88,0.07,0.89,0.95,0.87,0.19,0.1,0.02,0.2,0.13,0.09,0.11,0.12,0.92,0.18,0.13
"1128",1128,1035,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129",1129,1035,1,2,2,0,0.19,0.43,0.32,0.45,0.22,0.4,0.34,0.21,0.19,0.29,0.22,0.04,0.36,0.02,0.04,0.16,0.08,0.04
"1130",1130,1035,1,3,3,0,0.25,0.57,0.46,0.27,0.29,0.44,0.55,0.1,0.17,0.27,0.09,0.11,0.38,0.13,0,0.4,0.2,0.32
"1131",1131,1035,1,4,4,0,0.4,0.62,0.41,0.46,0.33,0.67,0.42,0.08,0.08,0.31,0.08,0,0.22,0.06,0.05,0.28,0.1,0.28
"1132",1132,1035,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133",1133,1035,1,6,6,0,0.55,0.62,0.52,0.48,0.26,0.53,0.65,0.06,0.06,0.07,0.06,0.07,0.24,0.05,0.07,0.43,0.06,0.07
"1134",1134,1035,1,7,7,0,0.55,0.56,0.54,0.33,0.31,0.33,0.54,0,0.05,0,0.04,0.04,0.19,0,0,0.32,0.05,0.05
"1135",1135,1035,1,8,8,0,0.39,0.53,0.31,0.4,0.35,0.58,0.49,0.06,0.08,0.05,0.07,0,0.26,0,0,0.34,0.04,0.06
"1136",1136,1035,1,9,9,0,0.53,0.52,0.58,0.38,0.46,0.58,0.57,0.06,0.04,0.04,0.05,0.04,0.1,0.05,0.05,0.31,0.04,0.04
"1137",1137,1035,2,1,10,0,0.49,0.57,0.58,0.24,0.32,0.58,0.38,0.03,0.07,0,0,0,0.16,0,0,0.46,0,0
"1138",1138,1035,2,2,11,0,0.57,0.54,0.58,0.41,0.42,0.75,0.56,0.01,0,0,0.03,0,0.16,0.02,0,0.31,0.04,0.03
"1139",1139,1035,2,3,12,0,0.45,0.47,0.29,0.28,0.37,0.51,0.43,0,0,0,0,0,0.14,0,0,0.3,0.03,0.05
"1140",1140,1035,2,4,13,0,0.42,0.51,0.25,0.28,0.3,0.6,0.27,0,0,0.09,0,0,0.21,0,0,0.3,0.03,0.05
"1141",1141,1035,2,5,14,0,0.57,0.57,0.59,0.23,0.55,0.55,0.58,0.03,0,0,0,0,0,0,0,0.3,0,0.01
"1142",1142,1035,2,6,15,0,0.6,0.6,0.57,0.18,0.61,0.58,0.68,0,0,0,0,0,0,0,0,0.33,0,0
"1143",1143,1035,2,7,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144",1144,1035,2,8,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145",1145,1035,2,9,18,0,0.46,0.53,0.57,0.19,0.47,0.57,0.52,0,0,0,0,0,0.06,0,0,0.33,0,0
"1146",1146,1035,2,10,19,0,0.48,0.53,0.52,0.2,0.52,0.56,0.61,0,0,0,0,0,0,0,0,0.47,0,0
"1147",1147,1035,2,11,20,0,0.56,0.6,0.56,0.16,0.62,0.62,0.62,0,0.03,0,0,0,0,0,0,0.43,0,0
"1148",1148,1035,3,1,21,0,0.54,0.53,0.55,0.2,0.6,0.58,0.52,0.01,0,0,0,0,0.09,0.01,0,0.39,0,0
"1149",1149,1035,3,2,22,0,0.53,0.57,0.61,0.32,0.55,0.63,0.58,0,0,0.07,0,0,0.13,0.19,0.01,0.34,0,0
"1150",1150,1035,3,3,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151",1151,1035,3,4,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152",1152,1035,3,5,25,0,0.55,0.6,0.55,0.18,0.59,0.53,0.55,0,0,0,0,0,0.11,0.13,0,0.44,0,0
"1153",1153,1035,3,6,26,0,0.57,0.58,0.63,0.21,0.48,0.62,0.55,0,0,0,0,0,0.11,0.14,0,0.54,0,0
"1154",1154,1035,3,7,27,0,0.58,0.57,0.63,0.18,0.53,0.58,0.51,0,0,0,0,0,0,0,0,0.57,0,0
"1155",1155,1035,3,8,28,0,0.6,0.55,0.64,0.15,0.6,0.54,0.6,0,0,0,0,0,0,0.1,0,0.53,0,0
"1156",1156,1035,3,9,29,0,0.61,0.61,0.7,0.12,0.62,0.6,0.6,0,0,0,0,0,0,0.13,0.02,0.5,0,0
"1157",1157,1035,3,10,30,0,0.55,0.53,0.61,0.21,0.44,0.58,0.54,0,0,0.49,0,0,0.1,0.21,0,0.46,0,0
"1158",1158,1035,3,11,31,0,0.56,0.54,0.58,0.21,0.55,0.52,0.58,0.18,0,0.01,0,0.03,0.03,0.09,0,0.5,0,0
"1159",1159,1035,4,1,32,0,0.63,0.62,0.58,0.16,0.66,0.58,0.64,0,0,0,0,0,0,0,0,0.67,0,0
"1160",1160,1035,4,2,33,0,0.61,0.63,0.68,0.07,0.66,0.6,0.71,0,0,0,0,0,0,0.09,0,0.63,0,0
"1161",1161,1035,4,3,34,0,0.6,0.62,0.67,0.11,0.67,0.69,0.72,0,0,0,0,0,0,0,0,0.65,0,0
"1162",1162,1035,4,4,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163",1163,1035,4,5,36,0,0.56,0.61,0.68,0.13,0.66,0.62,0.67,0.16,0,0,0,0,0,0.09,0,0.67,0.13,0
"1164",1164,1035,4,6,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165",1165,1035,4,7,38,0,0.6,0.62,0.65,0.16,0.66,0.63,0.68,0,0,0,0,0,0,0.14,0,0.67,0,0
"1166",1166,1035,4,8,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167",1167,1035,5,1,40,0,0.58,0.61,0.67,0.11,0.64,0.64,0.62,0,0,0,0.02,0,0,0,0,0.64,0,0
"1168",1168,1035,5,2,41,0,0.66,0.64,0.72,0.12,0.68,0.71,0.67,0.06,0,0,0,0,0,0,0.01,0.66,0,0
"1169",1169,1035,5,3,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170",1170,1035,5,4,43,0,0.53,0.59,0.62,0.16,0.67,0.65,0.7,0,0,0,0,0.01,0,0,0,0.63,0,0
"1171",1171,1035,5,5,44,0,0.5,0.64,0.63,0.15,0.68,0.62,0.68,0.01,0,0,0,0,0,0,0,0.72,0,0
"1172",1172,1035,5,6,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173",1173,1035,5,7,46,0,0.49,0.64,0.72,0.13,0.57,0.66,0.62,0,0.02,0,0,0,0,0,0,0.61,0,0
"1174",1174,1035,5,8,47,0,0.51,0.6,0.68,0.19,0.79,0.68,0.71,0,0,0,0,0,0,0,0,0.65,0,0
"1175",1175,1036,1,1,1,0,0.41,0.53,0.62,0.16,0.37,0.61,0.65,0.25,0.63,0.49,0.1,0.06,0.11,0.35,0.29,0.57,0.54,0.43
"1176",1176,1036,1,2,2,0,0.35,0.65,0.52,0.24,0.35,0.64,0.47,0.4,0.69,0.3,0.03,0.03,0.23,0.32,0.33,0.54,0.49,0.46
"1177",1177,1036,1,3,3,0,0.37,0.75,0.65,0.19,0.38,0.69,0.36,0.53,0.69,0.22,0.07,0.03,0.23,0.33,0.15,0.55,0.3,0.38
"1178",1178,1036,1,4,4,0,0.27,0.65,0.63,0.17,0.36,0.67,0.46,0.15,0.61,0.26,0.05,0.06,0.18,0.29,0.24,0.53,0.3,0.29
"1179",1179,1036,1,5,5,0,0.23,0.37,0.29,0.27,0.41,0.46,0.35,0.64,0.64,0.41,0.3,0.57,0.4,0.29,0.44,0.34,0.7,0.45
"1180",1180,1036,1,6,6,0,0.3,0.58,0.36,0.18,0.44,0.55,0.44,0.61,0.65,0.42,0.18,0.57,0.4,0.23,0.22,0.55,0.7,0.38
"1181",1181,1036,1,7,7,0,0.32,0.52,0.45,0.21,0.33,0.38,0.43,0.22,0.67,0.31,0.38,0.4,0.33,0.28,0.3,0.54,0.64,0.38
"1182",1182,1036,1,8,8,0,0.26,0.48,0.47,0.21,0.45,0.52,0.46,0.14,0.67,0.29,0.21,0.23,0.26,0.26,0.53,0.46,0.57,0.39
"1183",1183,1036,1,9,9,0,0.34,0.49,0.43,0.21,0.3,0.55,0.45,0.22,0.7,0.43,0.16,0.21,0.42,0.44,0.17,0.54,0.63,0.36
"1184",1184,1036,1,10,10,0,0.33,0.53,0.41,0.26,0.34,0.38,0.42,0.28,0.69,0.35,0.16,0.18,0.28,0.29,0.25,0.51,0.58,0.45
"1185",1185,1036,1,11,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186",1186,1036,1,12,12,0,0.24,0.43,0.43,0.21,0.24,0.34,0.3,0.18,0.83,0.23,0.04,0.11,0.16,0.2,0.26,0.53,0.58,0.51
"1187",1187,1036,1,13,13,0,0.28,0.47,0.62,0.25,0.37,0.5,0.42,0.15,0.63,0.27,0.05,0.08,0.24,0.27,0.29,0.51,0.56,0.32
"1188",1188,1036,1,14,14,0,0.36,0.4,0.49,0.22,0.32,0.42,0.53,0.2,0.71,0.34,0.12,0.04,0.19,0.34,0.38,0.53,0.58,0.38
"1189",1189,1036,1,15,15,0,0.36,0.47,0.37,0.17,0.36,0.43,0.43,0.54,0.7,0.35,0.04,0.02,0.15,0.25,0.2,0.51,0.48,0.48
"1190",1190,1036,2,1,16,0,0.46,0.66,0.65,0.09,0.61,0.75,0.6,0.15,0.39,0.26,0.03,0,0.1,0.22,0.16,0.53,0.14,0.15
"1191",1191,1036,2,2,17,0,0.45,0.67,0.56,0.2,0.47,0.64,0.57,0.25,0.55,0.24,0.11,0.1,0.18,0.2,0.13,0.59,0.26,0.4
