"","X","ID","day","beep","observationID","missing","Enthusiastic","Relaxed","Satisfied","Irritable","Energetic","Calm","Cheerful","Irritated","Bored","Nervous","Sad","Angry","Gloomy","Insecure","Anxious","Happy","Worried","Stressed"
"2893",2893,1077,4,14,44,0,0.69,0.64,0.74,0.61,0.71,0.64,0.82,0.27,0.67,0.23,0.12,0.18,0.09,0.08,0.11,0.82,0.13,0.72
"2894",2894,1077,4,15,45,0,0.71,0.68,0.73,0.25,0.78,0.53,0.77,0.78,0.72,0.74,0.74,0.16,0.15,0.13,0.16,0.81,0.38,0.69
"2895",2895,1077,5,1,46,0,0.19,0.13,0.18,0.58,0.54,0.19,0.21,0.68,0.3,0.33,0.25,0.24,0.26,0.25,0.19,0.91,0.2,0.31
"2896",2896,1077,5,2,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897",2897,1077,5,3,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2898",2898,1077,5,4,49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2899",2899,1077,5,5,50,0,0.76,0.53,0.72,0.31,0.76,0.52,0.3,0.35,0.38,0.47,0.58,0.41,0.41,0.3,0.3,0.34,0.17,0.53
"2900",2900,1077,5,6,51,0,0.76,0.69,0.1,0.38,0.8,0.53,0.52,0.82,0.38,0.48,0.79,0.78,0.78,0.19,0.81,0.72,0.23,0.72
"2901",2901,1077,5,7,52,0,0.44,0.29,0.81,0.43,0.81,0.38,0.19,0.39,0.47,0.38,0.6,0.31,0.57,0.39,0.48,0.55,0.41,0.6
"2902",2902,1077,5,8,53,0,0.73,0.45,0.74,0.33,0.41,0.42,0.39,0.63,0.41,0.64,0.16,0.1,0.2,0.59,0.28,0.28,0.2,0.58
"2903",2903,1077,5,9,54,0,0.44,0.64,0.34,0.64,0.19,0.24,0.2,0.42,0.55,0.38,0.38,0.27,0.73,0.74,0.17,0.27,0.64,0.57
"2904",2904,1077,5,10,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2905",2905,1077,5,11,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2906",2906,1077,5,12,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2907",2907,1077,5,13,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2908",2908,1077,5,14,59,0,0.64,0.39,0.34,0.18,0.47,0.26,0.65,0.37,0.64,0.3,0.64,0.03,0.19,0.67,0.03,0.1,0.67,0.64
"2909",2909,1077,5,15,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2910",2910,1077,5,16,61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2911",2911,1077,5,17,62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2912",2912,1077,5,18,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2913",2913,1077,5,19,64,0,0.24,0.4,0.65,0.5,0.69,0.23,0.37,0.73,0.65,0.69,0.28,0.29,0.2,0.58,0.39,0.62,0.65,0.34
"2914",2914,1077,5,20,65,0,0.2,0.28,0.35,0.4,0.48,0.42,0.56,0.42,0.51,0.43,0.55,0.44,0.59,0.59,0.65,0.39,0.55,0.55
"2915",2915,1078,1,1,1,0,0.19,0.85,0.76,0.66,0.25,0.81,0.43,0.18,0.13,0.05,0.04,0.07,0.06,0.03,0.02,0.51,0.1,0.06
"2916",2916,1078,1,2,2,0,0.12,0.85,0.71,0.53,0.11,0.78,0.31,0.32,0.16,0.08,0.07,0.09,0.05,0.04,0.05,0.29,0.06,0.07
"2917",2917,1078,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2918",2918,1078,1,4,4,0,0.06,0.79,0.5,0.69,0.13,0.7,0.17,0.18,0.07,0.11,0.04,0.08,0.07,0.02,0.06,0.08,0.05,0.07
"2919",2919,1078,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2920",2920,1078,1,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2921",2921,1078,1,7,7,0,0.19,0.61,0.61,0.22,0.53,0.83,0.05,0.04,0.04,0.04,0.01,0.03,0.04,0.03,0.04,0.51,0.03,0.04
"2922",2922,1078,1,8,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2923",2923,1078,2,1,9,0,0.51,0.53,0.51,0.18,0.7,0.72,0.53,0.29,0.49,0.27,0.03,0.05,0.04,0.04,0.04,0.6,0.07,0.05
"2924",2924,1078,2,2,10,0,0.59,0.65,0.65,0.29,0.67,0.81,0.56,0.16,0.32,0.1,0.02,0.06,0.04,0.03,0.06,0.53,0.03,0.02
"2925",2925,1078,2,3,11,0,0.69,0.71,0.86,0.24,0.76,0.64,0.82,0.68,0.69,0.16,0.2,0.18,0.19,0.21,0.09,0.84,0.14,0.22
"2926",2926,1078,2,4,12,0,0.12,0.41,0.32,0.71,0.36,0.62,0.28,0.43,0.7,0.17,0.06,0.23,0.08,0.03,0.06,0.24,0.09,0.14
"2927",2927,1078,2,5,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2928",2928,1078,2,6,14,0,0.49,0.77,0.64,0.29,0.62,0.66,0.54,0.25,0.29,0.15,0.09,0.15,0.12,0.05,0.07,0.46,0.1,0.07
"2929",2929,1078,2,7,15,0,0.43,0.68,0.69,0.36,0.62,0.74,0.56,0.13,0.21,0.08,0.02,0.06,0.04,0.05,0.04,0.55,0.05,0.11
"2930",2930,1078,3,1,16,0,0.27,0.61,0.51,0.54,0.54,0.75,0.51,0.28,0.25,0.39,0.06,0.03,0.04,0.07,0.08,0.48,0.16,0.19
"2931",2931,1078,3,2,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2932",2932,1078,3,3,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2933",2933,1078,3,4,19,0,0.32,0.7,0.55,0.53,0.32,0.29,0.21,0.25,0.1,0.16,0.05,0.08,0.07,0.05,0.05,0.55,0.09,0.1
"2934",2934,1078,3,5,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2935",2935,1078,3,6,21,0,0.36,0.22,0.61,0.41,0.57,0.23,0.4,0.12,0.37,0.1,0.06,0.06,0,0.03,0.01,0.49,0.1,0.17
"2936",2936,1078,3,7,22,0,0.47,0.66,0.53,0.42,0.6,0.66,0.57,0.21,0.42,0.21,0.13,0.13,0.09,0.05,0.07,0.48,0.05,0.13
"2937",2937,1078,4,1,23,0,0.16,0.55,0.21,0.85,0.52,0.44,0.21,0.68,0.62,0.31,0.66,0.6,0.69,0.01,0.01,0.13,0.07,0.28
"2938",2938,1078,4,2,24,0,0.09,0.57,0.1,0.75,0.44,0.61,0.15,0.74,0.5,0.35,0.7,0.41,0.71,0.02,0.01,0.06,0.07,0.16
"2939",2939,1078,4,3,25,0,0.35,0.67,0.52,0.69,0.54,0.69,0.38,0.31,0.28,0.17,0.31,0.12,0.56,0.02,0.03,0.43,0.04,0.08
"2940",2940,1078,4,4,26,0,0.41,0.66,0.49,0.33,0.51,0.63,0.5,0.29,0.07,0.06,0.04,0.06,0.21,0.06,0.07,0.44,0.06,0.12
"2941",2941,1078,4,5,27,0,0.38,0.58,0.44,0.62,0.63,0.34,0.32,0.23,0.66,0.36,0.22,0.07,0.4,0,0.04,0.13,0,0.02
"2942",2942,1078,4,6,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2943",2943,1078,4,7,29,0,0.29,0.25,0.24,0.71,0.65,0.58,0.22,0.69,0.65,0.33,0.1,0.37,0.27,0.07,0.05,0.15,0.08,0.36
"2944",2944,1078,5,1,30,0,0.11,0.64,0.48,0.7,0.33,0.57,0.17,0.55,0.06,0.11,0.09,0.08,0.07,0.04,0.03,0.43,0.02,0.07
"2945",2945,1078,5,2,31,0,0.14,0.67,0.46,0.7,0.42,0.75,0.31,0.66,0.1,0,0.05,0.06,0.17,0.06,0.05,0.56,0.02,0.07
"2946",2946,1078,5,3,32,0,0.24,0.62,0.49,0.62,0.39,0.64,0.28,0.4,0.14,0.09,0.02,0.07,0.01,0.04,0.02,0.47,0.05,0.04
"2947",2947,1078,5,4,33,0,0.24,0.66,0.35,0.55,0.38,0.67,0.35,0.21,0.16,0.13,0.03,0.03,0.06,0.04,0.03,0.34,0.12,0.07
"2948",2948,1078,5,5,34,0,0.28,0.71,0.59,0.54,0.46,0.64,0.44,0.18,0.12,0.07,0.05,0.02,0,0,0,0.47,0,0.12
"2949",2949,1078,5,6,35,0,0.53,0.71,0.56,0.5,0.65,0.63,0.51,0.19,0.39,0.11,0.03,0.04,0.04,0,0,0.52,0.01,0.04
"2950",2950,1078,5,7,36,0,0.51,0.67,0.59,0.49,0.65,0.66,0.54,0.22,0.19,0.01,0.04,0.05,0.05,0.02,0.04,0.22,0.02,0.05
"2951",2951,1080,1,1,1,0,0.39,0.61,0.69,0.13,0.48,0.77,0.62,0.32,0.56,0.17,0.02,0.01,0.05,0.18,0,0.69,0.05,0.05
"2952",2952,1080,1,2,2,0,0.56,0.62,0.64,0.04,0.54,0.55,0.67,0.03,0.17,0.08,0.06,0.03,0.02,0.1,0.07,0.7,0.1,0.2
"2953",2953,1080,1,3,3,0,0.77,0.62,0.74,0.01,0.65,0.78,0.74,0.08,0.25,0.1,0.04,0.02,0.05,0.04,0.07,0.66,0.19,0.32
"2954",2954,1080,1,4,4,0,0.7,0.73,0.74,0.02,0.62,0.63,0.7,0.04,0.28,0,0,0,0,0.01,0.05,0.7,0.15,0.2
"2955",2955,1080,1,5,5,0,0.82,0.79,0.77,0.08,0.77,0.77,0.85,0.13,0.16,0,0,0,0.03,0,0.02,0.83,0.04,0.06
"2956",2956,1080,1,6,6,0,0.81,0.85,0.84,0.31,0.71,0.69,0.83,0.18,0.05,0.1,0,0.02,0.02,0.06,0.01,0.83,0.06,0.08
"2957",2957,1080,1,7,7,0,0.91,0.83,0.9,0,0.76,0.2,0.94,0,0.12,0.12,0,0.06,0,0.04,0,0.82,0.06,0.18
"2958",2958,1080,1,8,8,0,0.78,0.75,0.8,0.19,0.75,0.84,0.78,0.43,0.17,0.15,0.15,0.13,0.1,0.11,0.06,0.89,0.17,0.4
"2959",2959,1080,1,9,9,0,0.67,0.6,0.64,0.14,0.7,0.55,0.81,0.46,0.16,0.04,0.05,0.15,0.2,0.03,0.02,0.81,0.11,0.12
"2960",2960,1080,1,10,10,0,0.8,0.73,0.82,0.1,0.78,0.69,0.83,0.12,0.17,0.09,0.05,0.04,0.07,0.03,0.03,0.8,0.03,0.15
"2961",2961,1080,2,1,11,0,0.67,0.82,0.84,0.08,0.75,0.75,0.88,0.01,0.11,0.08,0,0,0,0.06,0.05,0.8,0.14,0.25
"2962",2962,1080,2,2,12,0,0.54,0.82,0.85,0.08,0.63,0.8,0.76,0.11,0.09,0.15,0.05,0.03,0.13,0.03,0.02,0.82,0.09,0.04
"2963",2963,1080,2,3,13,0,0.82,0.88,0.91,0.11,0.76,0.78,0.75,0.06,0.29,0.23,0.07,0.01,0.08,0.1,0.04,0.82,0.16,0.08
"2964",2964,1080,2,4,14,0,0.81,0.91,0.74,0.1,0.59,0.81,0.8,0.01,0.7,0.07,0,0,0.06,0.13,0.02,0.81,0,0.07
"2965",2965,1080,2,5,15,0,0.39,0.76,0.81,0.14,0.32,0.66,0.78,0.01,0.58,0.11,0.06,0.01,0.01,0.08,0.02,0.63,0.06,0.07
"2966",2966,1080,2,6,16,0,0.8,0.87,0.84,0.36,0.63,0.8,0.79,0.03,0.01,0.09,0.1,0.11,0.01,0.07,0.03,0.72,0.38,0.55
"2967",2967,1080,2,7,17,0,0.78,0.57,0.7,0.56,0.77,0.42,0.67,0.35,0.29,0.26,0.07,0.03,0.01,0.19,0.01,0.73,0.2,0.18
