"","X","ID","day","beep","observationID","missing","Joy","Exciteme","Pride","Pleased","Anger","Anxiety","Shame","Sad"
"1",1,1,1,1,1,0,1,1,0.75,1,0,0.25,0,0
"2",2,1,1,2,2,0,0.75,0.75,0.5,1,0,0,0,0
"3",3,1,1,3,3,0,0.75,0.75,0.5,1,0,0,0,0
"4",4,1,1,4,4,0,0.75,0.75,0.25,1,0,0,0,0
"5",5,1,1,5,5,0,0.75,0.5,0.75,1,0,0,0,0
"6",6,1,1,6,6,0,1,0.75,0.5,1,0,0.25,0.25,0
"7",7,1,1,7,7,0,0.5,0.5,0.25,0.75,0,0.25,0,0
"8",8,1,2,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"9",9,1,2,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,1,2,3,10,0,0.5,0.5,0.5,0.75,0,0.25,0,0
"11",11,1,2,4,11,0,0.25,0,0.25,0.25,0.25,0.25,0,0
"12",12,1,2,5,12,0,0.25,0.25,0.5,0.5,0,0.25,0,0
"13",13,1,2,6,13,1,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,1,2,7,14,0,0.5,0.5,0.5,0.5,0,0.5,0,0
"15",15,1,3,1,15,0,0.25,0.5,0.25,0.5,0,0.25,0,0
"16",16,1,3,2,16,0,0.25,0.25,0.25,0.5,0,0.5,0,0
"17",17,1,3,3,17,1,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,1,3,4,18,0,0.5,0,0.5,0.5,0,0.25,0,0
"19",19,1,3,5,19,0,0.5,0.25,0.5,0.5,0,0.25,0,0
"20",20,1,3,6,20,0,0.5,0.5,0.25,0.5,0.25,0.5,0,0
"21",21,1,3,7,21,0,0.5,0.75,0.5,0.75,0,0.25,0,0
"22",22,1,4,1,22,0,0.5,0.5,0.5,0.5,0,0.5,0,0
"23",23,1,4,2,23,0,0.5,0.5,0.5,0.5,0,0.25,0,0
"24",24,1,4,3,24,1,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,1,4,4,25,0,0.75,0.5,0.5,0.5,0,0,0,0
"26",26,1,4,5,26,0,0.5,0.5,0.25,0.5,0,0.5,0,0
"27",27,1,4,6,27,0,0.75,0.75,0.5,0.75,0,0,0,0
"28",28,1,4,7,28,0,0.5,0.75,0.75,0.5,0,0.25,0,0
"29",29,1,5,1,29,0,0.25,0.25,0.5,0.5,0.25,0.25,0,0
"30",30,1,5,2,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"31",31,1,5,3,31,0,0.25,0.5,0.5,0.75,0,0,0,0
"32",32,1,5,4,32,0,0.25,0.5,0.25,0.5,0,0,0,0
"33",33,1,5,5,33,0,0.75,0.75,0.5,0.5,0,0,0,0
"34",34,1,5,6,34,0,0.75,0.5,0.25,0.5,0,0.25,0,0
"35",35,1,5,7,35,0,0,0.5,0.75,0.75,0,0,0,0
"36",36,1,6,1,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"37",37,1,6,2,37,0,0.5,0.5,0,0.5,0.25,0,0,0
"38",38,1,6,3,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"39",39,1,6,4,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,1,6,5,40,0,0.5,0.5,0.5,0.75,0,0.25,0,0
"41",41,1,6,6,41,0,0.5,0.25,0.25,0.75,0,0,0,0
"42",42,1,6,7,42,0,0.75,0.75,0.5,0.5,0,0.25,0,0.25
"43",43,1,7,1,43,0,0.25,0.5,0.25,0.5,0,0,0,0.5
"44",44,1,7,2,44,0,0.75,0.5,0.5,0.5,0,0,0,0.25
"45",45,1,7,3,45,1,NA,NA,NA,NA,NA,NA,NA,NA
"46",46,1,7,4,46,0,1,0.25,0.75,0.75,0,0,0,0
"47",47,1,7,5,47,0,0.5,0.5,0.25,0.75,0,0,0,0
"48",48,1,7,6,48,0,0.75,0.75,0.75,0.75,0,0,0,0
"49",49,1,7,7,49,1,NA,NA,NA,NA,NA,NA,NA,NA
"50",50,2,1,1,1,0,0.25,0.5,0,0.5,0.25,0.75,0.5,0
"51",51,2,1,2,2,0,0.5,0.5,0.5,0.75,0,0.5,0,0
"52",52,2,1,3,3,0,0.25,0,0,0.25,0,0.5,0.75,0
"53",53,2,1,4,4,0,0.75,0.25,0.75,0.75,0.25,0,0,0
"54",54,2,1,5,5,0,0.25,1,0.75,0.75,0,0,0.25,0
"55",55,2,1,6,6,0,0.5,0.75,0.75,1,0,0,0,0
"56",56,2,1,7,7,0,0,0,0,0.5,0,0,0,0
"57",57,2,2,1,8,0,0,0,0.25,0.25,0.25,0,0,0
"58",58,2,2,2,9,0,0.25,0,0.25,0.25,0,0,0.25,0
"59",59,2,2,3,10,0,0.25,0.25,0.25,0.25,0,0,0,0
"60",60,2,2,4,11,0,0.75,0.25,0.25,0.25,0.25,0.5,0,0
"61",61,2,2,5,12,0,0.25,0.25,0.5,0.5,0.5,0,0,0
"62",62,2,2,6,13,0,0.5,0,0.5,0.5,0.25,0,0,0
"63",63,2,2,7,14,0,0,0.25,0.5,0,0,0,0.5,0
"64",64,2,3,1,15,0,0.5,0.25,0.5,0.5,0.25,0,0,0
"65",65,2,3,2,16,0,0.5,0.5,1,0.75,0.5,0,0,0
"66",66,2,3,3,17,0,0.5,0.5,0.5,0.5,0,0,0,0
"67",67,2,3,4,18,0,0,0,0,0.5,0,0,0,0
"68",68,2,3,5,19,0,0.75,0.75,0.5,0.5,0,0,0,0
"69",69,2,3,6,20,0,0.5,0.5,0.5,0.5,0,0.5,0,0
"70",70,2,3,7,21,0,0.25,0.25,0.5,0.75,0,0,0,0
"71",71,2,4,1,22,0,0.75,0.75,0.75,0.75,0,0,0,0
"72",72,2,4,2,23,0,1,1,0.5,1,0,0,0,0
"73",73,2,4,3,24,0,0,0,0,0,0,0,0,0
"74",74,2,4,4,25,0,0,0.5,0.75,0.75,0,0,0,0
"75",75,2,4,5,26,0,1,1,0.5,1,0,0,0,0
"76",76,2,4,6,27,1,NA,NA,NA,NA,NA,NA,NA,NA
"77",77,2,4,7,28,0,0.5,0.5,0.5,0.75,0,0,0,0
"78",78,2,5,1,29,0,0.5,0.5,0.5,0.75,0,0,0,0
"79",79,2,5,2,30,0,0.25,0,0.25,0,0,0.5,0,0
"80",80,2,5,3,31,0,1,1,1,1,0,0,0,0
"81",81,2,5,4,32,0,1,1,1,1,0,0,0,0
"82",82,2,5,5,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"83",83,2,5,6,34,0,0.5,0.75,0.75,0.75,0,0,0,0
"84",84,2,5,7,35,0,0.5,0.75,0.75,1,0,0,0,0
"85",85,2,6,1,36,0,0.25,0,0.25,0.5,0,0,0,0
"86",86,2,6,2,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"87",87,2,6,3,38,0,0,0.25,0.25,0.25,0,0,0,0
"88",88,2,6,4,39,0,0.25,0,0.25,0.25,0.25,0,0,0
"89",89,2,6,5,40,0,0.25,0.25,0,0.5,0,0,0,0.25
"90",90,2,6,6,41,0,0.25,0.25,0.25,0.25,0.5,0,0,0
"91",91,2,6,7,42,0,0.25,0.25,0.25,0.25,0,0,0,0
"92",92,2,7,1,43,0,0.25,0.25,0,0.75,0,0,0,0
"93",93,2,7,2,44,0,0.25,0.25,0.25,0.25,0,0,0,0
"94",94,2,7,3,45,0,0.25,0.25,0.25,0.25,0,0,0,0
"95",95,2,7,4,46,0,0.25,0.25,0.25,0.25,0,0,0,0
"96",96,2,7,5,47,0,0.5,0.25,0.25,0.25,0,0,0,0
"97",97,2,7,6,48,0,0.25,0.5,0,0.5,0,0,0,0
"98",98,2,7,7,49,0,0.5,0.25,0.25,0.5,0.25,0,0,0
"99",99,3,1,1,1,0,0.25,0.25,0.25,0.5,0,0.5,0,0
"100",100,3,1,2,2,0,0.5,0.25,0.25,0.5,0,0.5,0.25,0
"101",101,3,1,3,3,0,0.75,0.75,0.5,0.75,0,0,0,0
"102",102,3,1,4,4,0,0.75,0.5,0.25,0.5,0,0.25,0,0
"103",103,3,1,5,5,0,0.75,0.5,0.25,0.75,0,0,0,0
"104",104,3,1,6,6,0,0.5,0.25,0.25,0.5,0,0.25,0,0
"105",105,3,1,7,7,0,0.5,0.25,0.25,0.5,0,0.25,0,0
"106",106,3,2,1,8,0,0.5,0.5,0,0.5,0,0,0,0
"107",107,3,2,2,9,0,0.5,0.25,0,0.5,0,0,0,0
"108",108,3,2,3,10,0,0.75,0.75,0.5,0.75,0,0,0,0
"109",109,3,2,4,11,0,0.5,0.5,0,0.5,0,0.25,0,0
"110",110,3,2,5,12,0,0.5,0.5,0,0.5,0,0,0,0
"111",111,3,2,6,13,0,0.75,0.75,0.25,0.75,0,0,0,0
"112",112,3,2,7,14,0,0.75,0.75,0.25,0.75,0,0,0,0
"113",113,3,3,1,15,0,0.75,0.25,0,0.5,0,0.25,0,0
"114",114,3,3,2,16,0,0.5,0.25,0,0.5,0,0.25,0,0
"115",115,3,3,3,17,0,0.75,0.5,0.5,0.75,0,0,0,0
"116",116,3,3,4,18,1,NA,NA,NA,NA,NA,NA,NA,NA
"117",117,3,3,5,19,0,0.5,0,0,0.5,0,0,0,0
"118",118,3,3,6,20,0,0.5,0,0,0.5,0,0,0,0
"119",119,3,3,7,21,0,0.5,0,0,0.5,0,0,0,0
"120",120,3,4,1,22,0,0.5,0.5,0,0.5,0,0,0,0
"121",121,3,4,2,23,0,0.75,0.5,0.5,0.5,0,0,0,0
"122",122,3,4,3,24,0,0.75,0.75,0.5,0.75,0,0,0,0
"123",123,3,4,4,25,0,0.75,0.75,0.25,0.75,0,0,0,0
"124",124,3,4,5,26,0,0.75,0.5,0.75,1,0,0,0,0
"125",125,3,4,6,27,0,0.5,0.25,0.25,0.75,0,0,0,0
"126",126,3,4,7,28,1,NA,NA,NA,NA,NA,NA,NA,NA
"127",127,3,5,1,29,0,0.5,0.25,0.25,0.5,0,0,0,0
"128",128,3,5,2,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"129",129,3,5,3,31,0,0.5,0.25,0.25,0.5,0,0,0,0
"130",130,3,5,4,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"131",131,3,5,5,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"132",132,3,5,6,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"133",133,3,5,7,35,0,0.5,0.25,0.25,1,0,0,0,0
"134",134,3,6,1,36,0,0.5,0.25,0,0.5,0,0.25,0,0
"135",135,3,6,2,37,0,0.5,0.25,0,0.5,0,0.25,0,0
"136",136,3,6,3,38,0,0.25,0.25,0,0.5,0,0.25,0,0
"137",137,3,6,4,39,0,0.5,0.25,0,0.5,0,0.25,0,0
"138",138,3,6,5,40,0,0.75,0.5,0.25,0.75,0,0,0,0
"139",139,3,6,6,41,0,0.75,0.5,0.25,0.75,0,0,0,0
"140",140,3,6,7,42,0,0.75,0.5,0,0.75,0,0,0,0
"141",141,3,7,1,43,0,0.5,0.5,0.25,0.5,0,0.25,0,0
"142",142,3,7,2,44,0,0.5,0.5,0,0.5,0,0.25,0,0
"143",143,3,7,3,45,0,0.5,0.25,0,0.5,0,0.25,0,0
"144",144,3,7,4,46,0,0.75,0.5,0.25,0.5,0,0,0,0
"145",145,3,7,5,47,0,0.5,0.5,0.25,0.25,0,0.25,0,0
"146",146,3,7,6,48,1,NA,NA,NA,NA,NA,NA,NA,NA
"147",147,3,7,7,49,1,NA,NA,NA,NA,NA,NA,NA,NA
"148",148,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"149",149,4,1,2,2,0,0.25,0.25,0.25,0.5,0,0.25,0,0
"150",150,4,1,3,3,0,0,0.25,0,0.25,0,0.25,0,0
"151",151,4,1,4,4,0,0.5,0.5,0.25,0.75,0,0.25,0,0
"152",152,4,1,5,5,0,0.75,0.5,0,0.75,0,0.25,0,0
"153",153,4,1,6,6,0,0.25,0.25,0.25,0.5,0,0,0,0
"154",154,4,1,7,7,0,0,0.25,0.5,0.5,0,0,0,0
"155",155,4,2,1,8,0,0.5,0.5,0.25,0.75,0,0.25,0,0
"156",156,4,2,2,9,0,0.5,0.5,0,0.5,0,0.25,0,0
"157",157,4,2,3,10,0,0.25,0,0,0.5,0.25,0.25,0,0
"158",158,4,2,4,11,0,0.75,0.5,0,0.75,0,0.25,0,0
"159",159,4,2,5,12,1,NA,NA,NA,NA,NA,NA,NA,NA
"160",160,4,2,6,13,0,0.5,0.75,0.25,0.75,0,0.25,0,0
"161",161,4,2,7,14,0,0.25,0.25,0.25,0.25,0,0,0,0
"162",162,4,3,1,15,0,0,0.5,0.5,0.5,0,0,0,0
"163",163,4,3,2,16,0,0.5,0.5,0.25,0.5,0,0,0,0
"164",164,4,3,3,17,1,NA,NA,NA,NA,NA,NA,NA,NA
"165",165,4,3,4,18,0,0,0.25,0.25,0,0.25,0.5,0,0
"166",166,4,3,5,19,1,NA,NA,NA,NA,NA,NA,NA,NA
"167",167,4,3,6,20,0,0,0,0.25,0,0,0.5,0,0
"168",168,4,3,7,21,0,0.25,0.5,0.25,0.5,0,0,0,0
"169",169,4,4,1,22,0,0,0,0.25,0.5,0,0,0,0
"170",170,4,4,2,23,0,0.25,0.75,0.25,0.75,0,0,0,0
"171",171,4,4,3,24,1,NA,NA,NA,NA,NA,NA,NA,NA
"172",172,4,4,4,25,0,1,1,0.75,1,0,0,0,0
"173",173,4,4,5,26,1,NA,NA,NA,NA,NA,NA,NA,NA
"174",174,4,4,6,27,0,1,1,0.5,1,0,0,0,0
"175",175,4,4,7,28,0,1,1,0.25,1,0,0,0,0
"176",176,4,5,1,29,0,1,0.75,0,0.75,0,0,0,0
"177",177,4,5,2,30,0,0.25,0.25,0.25,0.75,0,0,0,0
"178",178,4,5,3,31,0,0,0,0,0.5,0,0,0,0
"179",179,4,5,4,32,0,0,0,0.5,0.5,0,0,0,0
"180",180,4,5,5,33,0,0,0.25,0,0.5,0,0,0,0
"181",181,4,5,6,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"182",182,4,5,7,35,0,0.5,0.5,0,0.75,0,0,0,0
"183",183,4,6,1,36,0,0,0.25,0,0.25,0.25,0.25,0,0.25
"184",184,4,6,2,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"185",185,4,6,3,38,0,0,0.25,0,0.25,0.25,0.75,0,0.25
"186",186,4,6,4,39,0,0,0,0,0.25,0,0.5,0,0.25
"187",187,4,6,5,40,0,0.25,0.25,0,0.25,0,0.5,0,0.25
"188",188,4,6,6,41,0,0.25,0.25,0,0.5,0,0.25,0,0.25
"189",189,4,6,7,42,0,0.25,0.5,0.25,0.5,0,0,0,0
"190",190,4,7,1,43,0,0.75,1,0,0.5,0,0.25,0.25,0
"191",191,4,7,2,44,0,0.5,0.5,0.5,0.5,0,0.25,0.25,0
"192",192,4,7,3,45,1,NA,NA,NA,NA,NA,NA,NA,NA
"193",193,4,7,4,46,0,0.25,0.25,0.25,0.5,0,0.25,0,0
"194",194,4,7,5,47,0,0.25,0.5,0,0.5,0,0.25,0,0
"195",195,4,7,6,48,1,NA,NA,NA,NA,NA,NA,NA,NA
"196",196,4,7,7,49,0,0,0,0,0.25,0.25,0.25,0,0.5
"197",197,5,1,1,1,0,0.5,0.5,0.25,0.5,0,0.25,0,0
"198",198,5,1,2,2,0,0.5,0.5,0.25,0.5,0,0.25,0.25,0
"199",199,5,1,3,3,0,0.75,0.5,0.5,0.75,0,0.25,0.25,0
"200",200,5,1,4,4,0,0.75,0.5,0.25,0.75,0,0.25,0,0
"201",201,5,1,5,5,0,0.5,0.25,0,0.5,0.25,0.25,0.25,0
"202",202,5,1,6,6,0,0.25,0.25,0,0.25,0.75,0.75,0.25,0.25
"203",203,5,1,7,7,0,0.5,0,0,0.75,0,0.25,0.25,0.25
"204",204,5,2,1,8,0,0.25,0.5,0,0.25,0,0.5,0.25,0.25
"205",205,5,2,2,9,0,0.5,0,0,0.25,0.5,0.25,0,0.25
"206",206,5,2,3,10,0,0.75,0.5,0.5,0.75,0,0,0,0
"207",207,5,2,4,11,0,0.75,0.5,0.5,0.5,0,0.25,0,0
"208",208,5,2,5,12,0,0.75,0.75,0.5,0.75,0.25,0.25,0,0
"209",209,5,2,6,13,1,NA,NA,NA,NA,NA,NA,NA,NA
"210",210,5,2,7,14,0,0.5,0,0.5,0.5,0,0.25,0,0.25
"211",211,5,3,1,15,0,0.75,0.75,0.75,0.5,0,0.25,0,0
"212",212,5,3,2,16,1,NA,NA,NA,NA,NA,NA,NA,NA
"213",213,5,3,3,17,1,NA,NA,NA,NA,NA,NA,NA,NA
"214",214,5,3,4,18,0,0.75,0,0.75,1,0,0.5,0.5,0.25
"215",215,5,3,5,19,0,0.75,0.25,0.5,1,0,0,0,0
"216",216,5,3,6,20,0,0.25,0,0,0.25,0,0.25,0.25,0.5
"217",217,5,3,7,21,0,0.75,0.5,0.5,0.5,0.25,0.5,0,0
"218",218,5,4,1,22,1,NA,NA,NA,NA,NA,NA,NA,NA
"219",219,5,4,2,23,0,0.75,0.5,0.5,0.5,0,0,0.25,0
"220",220,5,4,3,24,0,0.75,0.5,0.5,0.75,0,0.25,0,0
"221",221,5,4,4,25,1,NA,NA,NA,NA,NA,NA,NA,NA
"222",222,5,4,5,26,0,0.25,0,0,0.25,0,0.5,0.5,0
"223",223,5,4,6,27,0,0.75,0,0.5,0.75,0.25,0,0.5,0.25
"224",224,5,4,7,28,0,0,0,0,0,0.75,0.75,0.25,0.75
"225",225,5,5,1,29,0,0.5,0,0.25,0.25,0,0.5,0,0.5
"226",226,5,5,2,30,0,0,0,0,0,0.25,0.75,0,0.5
"227",227,5,5,3,31,0,0,0,0,0,0,0.5,0,0.75
"228",228,5,5,4,32,0,0.5,0,0,0.5,0,0.25,0,0.25
"229",229,5,5,5,33,0,0,0,0,0.75,0,0.5,0.25,0
"230",230,5,5,6,34,0,0.5,0,0,0.75,0,0.25,0,0.25
"231",231,5,5,7,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"232",232,5,6,1,36,0,0.25,0,0,0.5,0,0.25,0,0
"233",233,5,6,2,37,0,0,0.25,0,0,0,0.5,0.25,0
"234",234,5,6,3,38,0,0.25,0,0,0.5,0,0.5,0,0
"235",235,5,6,4,39,0,0.25,0,0,0.5,0,0.5,0,0
"236",236,5,6,5,40,0,0.5,0,0.25,0.25,0,0,0,0
"237",237,5,6,6,41,0,0.25,0,0,0.25,0,0.5,0,0.5
"238",238,5,6,7,42,0,0.25,0.25,0.25,0.5,0,0,0,0
"239",239,5,7,1,43,0,0.5,0.5,0.25,0.25,0,0.25,0.25,0
"240",240,5,7,2,44,0,0.25,0.25,0,0.5,0,0.25,0,0
"241",241,5,7,3,45,0,0.25,0,0,0.5,0.25,0.25,0,0
"242",242,5,7,4,46,0,0.5,0,0.25,0.5,0,0.25,0,0
"243",243,5,7,5,47,1,NA,NA,NA,NA,NA,NA,NA,NA
"244",244,5,7,6,48,0,0.25,0.25,0,0.25,0,0.5,0,0.25
"245",245,5,7,7,49,0,0.5,0,0,0.5,0,0.25,0,0
"246",246,6,1,1,1,0,0,0,0.25,0.5,0.5,0.25,0,0.5
"247",247,6,1,2,2,0,0,0,0,0.25,0,0.25,0,0.25
"248",248,6,1,3,3,0,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.5
"249",249,6,1,4,4,0,0,0,0,0.75,0,0,0,0.25
"250",250,6,1,5,5,0,0,0,0,0.25,0,0.25,0.25,0.25
"251",251,6,1,6,6,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"252",252,6,1,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"253",253,6,2,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"254",254,6,2,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"255",255,6,2,3,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"256",256,6,2,4,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"257",257,6,2,5,12,1,NA,NA,NA,NA,NA,NA,NA,NA
"258",258,6,2,6,13,0,0.25,0,0,0.5,0.25,0.5,0,0.5
"259",259,6,2,7,14,0,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.25
"260",260,6,3,1,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"261",261,6,3,2,16,1,NA,NA,NA,NA,NA,NA,NA,NA
"262",262,6,3,3,17,0,0.25,0.25,0,0.5,0.25,0.25,0.25,0.25
"263",263,6,3,4,18,0,0.25,0.5,0.25,0.5,0,0,0,0.25
"264",264,6,3,5,19,0,0.25,0.25,0.25,0.25,0,0.25,0,0
"265",265,6,3,6,20,0,0,0,0,0,0,0.75,0,0.5
"266",266,6,3,7,21,1,NA,NA,NA,NA,NA,NA,NA,NA
"267",267,6,4,1,22,1,NA,NA,NA,NA,NA,NA,NA,NA
"268",268,6,4,2,23,1,NA,NA,NA,NA,NA,NA,NA,NA
"269",269,6,4,3,24,1,NA,NA,NA,NA,NA,NA,NA,NA
"270",270,6,4,4,25,1,NA,NA,NA,NA,NA,NA,NA,NA
"271",271,6,4,5,26,1,NA,NA,NA,NA,NA,NA,NA,NA
"272",272,6,4,6,27,1,NA,NA,NA,NA,NA,NA,NA,NA
"273",273,6,4,7,28,1,NA,NA,NA,NA,NA,NA,NA,NA
"274",274,6,5,1,29,0,0,0,0,0,0.25,0.5,0.5,0.25
"275",275,6,5,2,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"276",276,6,5,3,31,1,NA,NA,NA,NA,NA,NA,NA,NA
"277",277,6,5,4,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"278",278,6,5,5,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"279",279,6,5,6,34,0,0,0,0,0,0.5,0.25,0.5,0.75
"280",280,6,5,7,35,0,0,0,0,0,0.25,0,0,1
"281",281,6,6,1,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"282",282,6,6,2,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"283",283,6,6,3,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"284",284,6,6,4,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"285",285,6,6,5,40,0,0,0,0,0,0.25,0,0.25,0
"286",286,6,6,6,41,1,NA,NA,NA,NA,NA,NA,NA,NA
"287",287,6,6,7,42,0,0.5,0.5,0.5,0.5,0.25,0,0.25,0.25
"288",288,6,7,1,43,0,0.75,0.5,0.25,0.75,0,0,0,0
"289",289,6,7,2,44,1,NA,NA,NA,NA,NA,NA,NA,NA
"290",290,6,7,3,45,0,0,0,0,0.25,0.25,0,0,0.25
"291",291,6,7,4,46,1,NA,NA,NA,NA,NA,NA,NA,NA
"292",292,6,7,5,47,1,NA,NA,NA,NA,NA,NA,NA,NA
"293",293,6,7,6,48,1,NA,NA,NA,NA,NA,NA,NA,NA
"294",294,6,7,7,49,1,NA,NA,NA,NA,NA,NA,NA,NA
"295",295,7,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"296",296,7,1,2,2,0,0.5,0.5,0.25,0.25,0,0.25,0.25,0
"297",297,7,1,3,3,0,0.25,0.25,0,0.25,0.25,0.25,0.25,0
"298",298,7,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"299",299,7,1,5,5,0,0.75,0.25,0.25,0.75,0,0,0,0.25
"300",300,7,1,6,6,0,0.25,0,0,0.25,0,0.5,0.25,0
"301",301,7,1,7,7,0,0.5,0.25,0,0.5,0,0.25,0,0
"302",302,7,2,1,8,0,0.25,0,0,0,0.25,0.75,0.5,0.75
"303",303,7,2,2,9,0,0.25,0,0,0.25,0,0.5,0,0.25
"304",304,7,2,3,10,0,0.5,0.75,0.25,0.5,0,0,0,0
"305",305,7,2,4,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"306",306,7,2,5,12,0,0,0,0,0,0.25,0.75,0.25,0
"307",307,7,2,6,13,0,0.25,0.25,0,0.5,0,0.75,0,0
"308",308,7,2,7,14,0,0.75,0.25,0.25,0.5,0,0,0,0
"309",309,7,3,1,15,0,0.75,0.5,0.25,0.5,0,0.25,0.25,0
"310",310,7,3,2,16,0,0.25,0.25,0,0,0,0.5,0,0
"311",311,7,3,3,17,0,0.25,0.25,0.25,0,0.5,0.75,0.5,0.25
"312",312,7,3,4,18,0,0.75,0.5,0.25,0.25,0.25,0.25,0.25,0
"313",313,7,3,5,19,1,NA,NA,NA,NA,NA,NA,NA,NA
"314",314,7,3,6,20,0,0.75,0.25,0.25,0.5,0,0,0,0
"315",315,7,3,7,21,1,NA,NA,NA,NA,NA,NA,NA,NA
"316",316,7,4,1,22,1,NA,NA,NA,NA,NA,NA,NA,NA
"317",317,7,4,2,23,0,0.75,0.5,0.5,0.75,0,0.25,0,0
"318",318,7,4,3,24,0,0.75,0.75,0.5,0.75,0,0.25,0,0
"319",319,7,4,4,25,0,1,0.75,0.75,0.75,0,0,0,0
"320",320,7,4,5,26,0,0.5,0.75,0.25,0.5,0,0,0,0
"321",321,7,4,6,27,0,0.5,0.25,0,0.5,0.25,0,0,0
"322",322,7,4,7,28,0,0.25,0,0,0.5,0,0,0,0.25
"323",323,7,5,1,29,0,0.5,0.5,0.5,0.5,0,0.25,0,0.25
"324",324,7,5,2,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"325",325,7,5,3,31,0,0.5,0.5,0.75,0.5,0,0.25,0,0.25
"326",326,7,5,4,32,0,0.75,0.5,0.75,0.75,0,0,0,0
"327",327,7,5,5,33,0,0.75,0.5,0.5,0.75,0,0.25,0,0.25
"328",328,7,5,6,34,0,0.75,0.5,0.5,1,0,0.25,0.25,0.25
"329",329,7,5,7,35,0,0.25,0.25,0.25,0.25,0,0.5,0,0.25
"330",330,7,6,1,36,0,0.25,0.25,0,0.25,0.25,0.75,0.5,0.25
"331",331,7,6,2,37,0,0.25,0.25,0.25,0.25,0,0.75,0.5,0.25
"332",332,7,6,3,38,0,0.75,0.5,0.25,0.25,0,0.5,0,0
"333",333,7,6,4,39,0,0.25,0.5,0.25,0.25,0,0.5,0,0.25
"334",334,7,6,5,40,0,0.25,0.25,0,0.75,0,0.25,0,0
"335",335,7,6,6,41,0,0.5,0.75,0.5,0.75,0,0,0,0
"336",336,7,6,7,42,0,0.5,0.5,0.75,0.75,0,0,0,0.25
"337",337,7,7,1,43,0,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25
"338",338,7,7,2,44,0,0.25,0.25,0.25,0.25,0,0.5,0,0
"339",339,7,7,3,45,0,0.5,0.5,0.25,0.5,0,0.25,0,0
"340",340,7,7,4,46,1,NA,NA,NA,NA,NA,NA,NA,NA
"341",341,7,7,5,47,0,0.75,0.75,0.75,1,0,0,0,0
"342",342,7,7,6,48,0,1,1,0.75,0.75,0,0,0,0
"343",343,7,7,7,49,0,0.75,0.25,0.25,0.75,0,0.25,0,0
"344",344,8,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"345",345,8,1,2,2,0,0.75,1,0.75,1,0,0,0,0
"346",346,8,1,3,3,0,0.25,0.5,0.75,0.75,0,0,0,0
"347",347,8,1,4,4,0,0.25,0,0.25,0.5,0,0.25,0,0
"348",348,8,1,5,5,0,0.5,0.25,0.25,0.75,0,0,0,0
"349",349,8,1,6,6,0,0,0,0,0,0.5,0.75,0,0.25
"350",350,8,1,7,7,0,0,0.5,0,0.5,0,0.25,0.25,0.5
"351",351,8,2,1,8,0,0.25,0.5,0,0.5,0,0,0.25,0.25
"352",352,8,2,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"353",353,8,2,3,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"354",354,8,2,4,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"355",355,8,2,5,12,0,0.75,0.5,0.25,0.75,0,0,0,0
