"","X","ID","day","beep","observationID","missing","Joy","Exciteme","Pride","Pleased","Anger","Anxiety","Shame","Sad"
"1567",1567,35,7,6,48,0,0.25,0.5,0.25,0.5,0.25,0.5,0,0.25
"1568",1568,35,7,7,49,0,0.25,0.25,0.25,0.25,0.25,0.5,0,0
"1569",1569,36,1,1,1,0,0.75,0.75,0.5,0.5,0,0,0,0
"1570",1570,36,1,2,2,0,0.5,0.5,0.25,0.75,0,0,0,0
"1571",1571,36,1,3,3,0,0.5,0.25,0.25,0.5,0,0.25,0,0
"1572",1572,36,1,4,4,0,0.25,0.25,0,0.25,0.25,0.5,0,0.5
"1573",1573,36,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"1574",1574,36,1,6,6,0,0.25,0.25,0,0.25,0.5,0.5,0,0.25
"1575",1575,36,1,7,7,0,0.5,0.5,0.25,0.5,0,0,0,0
"1576",1576,36,2,1,8,0,0.25,0.25,0,0.25,0,0.25,0.5,0
"1577",1577,36,2,2,9,0,0.5,0.5,0,0.5,0,0,0,0
"1578",1578,36,2,3,10,0,0.5,0.5,0,0.25,0,0.25,0,0
"1579",1579,36,2,4,11,0,0.25,0.5,0,0.25,0,0.25,0,0
"1580",1580,36,2,5,12,1,NA,NA,NA,NA,NA,NA,NA,NA
"1581",1581,36,2,6,13,0,0.75,0.5,0.25,0.5,0,0.25,0.25,0
"1582",1582,36,2,7,14,1,NA,NA,NA,NA,NA,NA,NA,NA
"1583",1583,36,3,1,15,0,0.25,0.25,0,0.5,0.5,0.75,0.25,0
"1584",1584,36,3,2,16,0,0.5,0.5,0.25,0.5,0,0.25,0,0.25
"1585",1585,36,3,3,17,0,0.5,0.25,0,0.5,0,0.25,0,0
"1586",1586,36,3,4,18,0,0.75,0.75,0.25,0.75,0,0,0,0
"1587",1587,36,3,5,19,1,NA,NA,NA,NA,NA,NA,NA,NA
"1588",1588,36,3,6,20,0,0.5,0.25,0,0.5,0,0.5,0,0
"1589",1589,36,3,7,21,0,0.5,0.25,0.25,0.75,0,0,0,0
"1590",1590,36,4,1,22,0,0.25,0,0,0.25,0,0.25,0,0.25
"1591",1591,36,4,2,23,0,0.5,0.5,0.25,0.5,0,0.25,0,0
"1592",1592,36,4,3,24,0,0,0.25,0,0.25,0.25,0.5,0.25,0.25
"1593",1593,36,4,4,25,0,0,0,0,0,0.75,0.5,0.25,0.25
"1594",1594,36,4,5,26,0,0,0,0,0.25,0,0.5,0,0
"1595",1595,36,4,6,27,0,0.25,0.25,0.5,0.5,0,0.5,0,0
"1596",1596,36,4,7,28,0,0.5,0.25,0,0.25,0,0.5,0,0
"1597",1597,36,5,1,29,0,0.5,0.5,0,0.5,0,0.25,0,0
"1598",1598,36,5,2,30,0,0.75,0.5,0.25,0.75,0,0.25,0,0
"1599",1599,36,5,3,31,0,0.25,0.25,0,0.25,0,0.5,0.25,0
"1600",1600,36,5,4,32,0,0.75,0.5,0,0.5,0,0.25,0,0
"1601",1601,36,5,5,33,0,0.5,0.25,0.25,0.5,0,0.25,0,0
"1602",1602,36,5,6,34,0,0.25,0.25,0.25,0.25,0,0.5,0,0
"1603",1603,36,5,7,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"1604",1604,36,6,1,36,0,0.25,0.25,0,0.25,0,0.75,0,0
"1605",1605,36,6,2,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"1606",1606,36,6,3,38,0,0.25,0,0,0.25,0.25,0.5,0.5,0.25
"1607",1607,36,6,4,39,0,0,0,0,0.25,0,0.25,0,0
"1608",1608,36,6,5,40,0,0.75,0.5,0.25,0.5,0,0.25,0,0
"1609",1609,36,6,6,41,0,0.25,0.25,0,0.25,0,0.5,0,0.25
"1610",1610,36,6,7,42,0,0.25,0,0,0.25,0,0.75,0,0.25
"1611",1611,36,7,1,43,0,0.5,0.5,0,0.5,0,0,0,0
"1612",1612,36,7,2,44,0,0.75,0.5,0,0.5,0,0.25,0,0
"1613",1613,36,7,3,45,0,0.5,0.5,0,0.5,0,0.25,0,0.25
"1614",1614,36,7,4,46,1,NA,NA,NA,NA,NA,NA,NA,NA
"1615",1615,36,7,5,47,0,0.75,0.5,0.25,0.5,0,0,0,0
"1616",1616,36,7,6,48,0,0.5,0.5,0,0.5,0,0.25,0,0
"1617",1617,36,7,7,49,0,0,0,0,0.25,0,0.5,0,0.25
"1618",1618,37,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"1619",1619,37,1,2,2,0,0.5,0.5,0.25,0.75,0,0,0,0
"1620",1620,37,1,3,3,0,0,0,0,0.25,0.75,0.75,0,0.75
"1621",1621,37,1,4,4,0,0.75,0.75,0.5,0.75,0.25,0,0,0
"1622",1622,37,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"1623",1623,37,1,6,6,0,0.5,0,0,0.25,0.25,0,0,0.25
"1624",1624,37,1,7,7,0,0.75,0.5,0.25,0.75,0,0,0,0
"1625",1625,37,2,1,8,0,0.5,0.5,0.25,0.5,0,0,0,0
"1626",1626,37,2,2,9,0,0.5,0.25,0.5,0.25,0,0.25,0,0
"1627",1627,37,2,3,10,0,0.75,0.75,0.75,0.75,0,0,0,0
"1628",1628,37,2,4,11,0,0.5,0.5,0.5,0.5,0,0,0,0
"1629",1629,37,2,5,12,0,0.5,0.5,0.25,0.5,0,0,0,0
"1630",1630,37,2,6,13,0,0.75,0.75,0,0.25,0,0.25,0,0
"1631",1631,37,2,7,14,0,0.75,0.75,0.5,0.75,0,0,0,0
"1632",1632,37,3,1,15,0,0.25,0,0,0.25,0,0,0,0
"1633",1633,37,3,2,16,0,0.25,0.25,0.25,0.25,0,0,0,0
"1634",1634,37,3,3,17,0,0,0.25,0,0.25,0.75,0.5,0,0.25
"1635",1635,37,3,4,18,0,0.25,0,0,0,0,0.5,0,0.5
"1636",1636,37,3,5,19,0,0.25,0.25,0,0.5,0,0,0,0.25
"1637",1637,37,3,6,20,1,NA,NA,NA,NA,NA,NA,NA,NA
"1638",1638,37,3,7,21,1,NA,NA,NA,NA,NA,NA,NA,NA
"1639",1639,37,4,1,22,0,0.5,0.25,0,0.5,0,0,0,0
"1640",1640,37,4,2,23,0,0.5,0.5,0,0.5,0,0,0,0
"1641",1641,37,4,3,24,0,0.5,0.75,0.5,0.75,0,0,0,0
"1642",1642,37,4,4,25,0,0.5,0.5,0.25,0.75,0,0,0,0
"1643",1643,37,4,5,26,0,0.5,0.5,0.5,0.5,0,0.25,0,0
"1644",1644,37,4,6,27,0,0.5,0.25,0.25,0.5,0,0,0,0
"1645",1645,37,4,7,28,0,0.25,0,0.25,0,0,0,0,0.25
"1646",1646,37,5,1,29,1,NA,NA,NA,NA,NA,NA,NA,NA
"1647",1647,37,5,2,30,0,0.25,0,0,0,0,0,0,0
"1648",1648,37,5,3,31,1,NA,NA,NA,NA,NA,NA,NA,NA
"1649",1649,37,5,4,32,0,0.25,0,0,0,0,0,0,0.25
"1650",1650,37,5,5,33,0,0.25,0,0,0.25,0,0,0,0.25
"1651",1651,37,5,6,34,0,0.25,0.5,0,0.25,0,0.25,0.25,0
"1652",1652,37,5,7,35,0,0.5,0.25,0.25,0.25,0,0,0,0
"1653",1653,37,6,1,36,0,0.25,0,0,0,0.25,0.25,0,0.25
"1654",1654,37,6,2,37,0,0.25,0,0,0.25,0,0,0,0
"1655",1655,37,6,3,38,0,0.5,0.25,0.25,0.5,0,0,0,0
"1656",1656,37,6,4,39,0,0.25,0.25,0,0.5,0,0,0,0
"1657",1657,37,6,5,40,0,0.5,0.5,0,0.25,0,0,0,0
"1658",1658,37,6,6,41,0,0.75,0.75,0.25,0.75,0,0,0,0
"1659",1659,37,6,7,42,0,0.75,0.75,0.25,0.75,0,0,0,0
"1660",1660,37,7,1,43,0,0.5,0.5,0.25,0.75,0,0,0,0
"1661",1661,37,7,2,44,0,0.25,0,0,0,0.25,0.25,0,0.25
"1662",1662,37,7,3,45,0,0.25,0.5,0,0.5,0,0.25,0,0
"1663",1663,37,7,4,46,1,NA,NA,NA,NA,NA,NA,NA,NA
"1664",1664,37,7,5,47,0,0,0,0,0,0.75,1,0.25,1
"1665",1665,37,7,6,48,1,NA,NA,NA,NA,NA,NA,NA,NA
"1666",1666,37,7,7,49,1,NA,NA,NA,NA,NA,NA,NA,NA
"1667",1667,38,1,1,1,0,0.5,0.5,0.5,0.5,0.25,0,0,0.25
"1668",1668,38,1,2,2,0,0.25,0,0,0,0.5,0.25,0.25,0.25
"1669",1669,38,1,3,3,0,0.5,0.5,0.5,0.5,0,0,0,0
"1670",1670,38,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"1671",1671,38,1,5,5,0,0.75,0.5,0.75,0.5,0,0,0,0
"1672",1672,38,1,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"1673",1673,38,1,7,7,0,0.5,0.5,0.75,0.75,0,0,0,0
"1674",1674,38,2,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"1675",1675,38,2,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"1676",1676,38,2,3,10,0,0.25,0.25,0.25,0.25,0.25,0,0,0
"1677",1677,38,2,4,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"1678",1678,38,2,5,12,0,0,0,0,0,0.75,0.25,0,0
"1679",1679,38,2,6,13,1,NA,NA,NA,NA,NA,NA,NA,NA
"1680",1680,38,2,7,14,1,NA,NA,NA,NA,NA,NA,NA,NA
"1681",1681,38,3,1,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"1682",1682,38,3,2,16,1,NA,NA,NA,NA,NA,NA,NA,NA
"1683",1683,38,3,3,17,1,NA,NA,NA,NA,NA,NA,NA,NA
"1684",1684,38,3,4,18,1,NA,NA,NA,NA,NA,NA,NA,NA
"1685",1685,38,3,5,19,1,NA,NA,NA,NA,NA,NA,NA,NA
"1686",1686,38,3,6,20,1,NA,NA,NA,NA,NA,NA,NA,NA
"1687",1687,38,3,7,21,1,NA,NA,NA,NA,NA,NA,NA,NA
"1688",1688,38,4,1,22,0,0.5,0.5,0.5,0.5,0.25,0.25,0,0
"1689",1689,38,4,2,23,1,NA,NA,NA,NA,NA,NA,NA,NA
"1690",1690,38,4,3,24,0,0,0,0,0,0.25,0.25,0,1
"1691",1691,38,4,4,25,0,0.5,0.25,0.25,0.5,0,0.25,0,0.25
"1692",1692,38,4,5,26,1,NA,NA,NA,NA,NA,NA,NA,NA
"1693",1693,38,4,6,27,0,0.25,0.25,0.25,0.25,0,0.25,0,0.5
"1694",1694,38,4,7,28,1,NA,NA,NA,NA,NA,NA,NA,NA
"1695",1695,38,5,1,29,0,0,0,0,0.25,0.25,0.25,0,0.75
"1696",1696,38,5,2,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"1697",1697,38,5,3,31,1,NA,NA,NA,NA,NA,NA,NA,NA
"1698",1698,38,5,4,32,0,0.25,0.25,0.25,0.25,0,0.25,0,0.25
"1699",1699,38,5,5,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"1700",1700,38,5,6,34,0,0.25,0.25,0.25,0.5,0,0.25,0,0.5
"1701",1701,38,5,7,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"1702",1702,38,6,1,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"1703",1703,38,6,2,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"1704",1704,38,6,3,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"1705",1705,38,6,4,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"1706",1706,38,6,5,40,0,0.5,0.5,0.5,0.5,0,0,0,0.25
"1707",1707,38,6,6,41,1,NA,NA,NA,NA,NA,NA,NA,NA
"1708",1708,38,6,7,42,1,NA,NA,NA,NA,NA,NA,NA,NA
"1709",1709,38,7,1,43,0,0.5,0.5,0.5,0.5,0,0,0,0.25
"1710",1710,38,7,2,44,0,0.5,0.5,0.5,0.5,0,0,0,0.25
"1711",1711,38,7,3,45,0,0.5,0.5,0.5,0.5,0,0,0,0.25
"1712",1712,38,7,4,46,1,NA,NA,NA,NA,NA,NA,NA,NA
"1713",1713,38,7,5,47,1,NA,NA,NA,NA,NA,NA,NA,NA
"1714",1714,38,7,6,48,1,NA,NA,NA,NA,NA,NA,NA,NA
"1715",1715,38,7,7,49,1,NA,NA,NA,NA,NA,NA,NA,NA
"1716",1716,40,1,1,1,0,0.5,0.25,0,0.25,0,0.25,0,0.25
"1717",1717,40,1,2,2,0,0.25,0.25,0,0,0,0.5,0.25,0.25
"1718",1718,40,1,3,3,0,0.75,0.75,0,0.5,0,0.25,0.25,0.5
"1719",1719,40,1,4,4,0,0.5,0.25,0,0,0,0.25,0.25,0.25
"1720",1720,40,1,5,5,0,0.75,0.5,0,0.25,0,0.25,0.25,0
"1721",1721,40,1,6,6,0,0.75,0.5,0,0.5,0,0.25,0.25,0.25
"1722",1722,40,1,7,7,0,0.5,0.5,0,0.25,0,0.25,0.25,0.25
"1723",1723,40,2,1,8,0,0.5,0.25,0.25,0.25,0,0.25,0.25,0.25
"1724",1724,40,2,2,9,0,0.75,0.5,0.25,0.5,0,0.25,0.25,0
"1725",1725,40,2,3,10,0,0.75,0.5,0.25,0.25,0,0.25,0.25,0
"1726",1726,40,2,4,11,0,0.5,0.5,0,0.25,0,0.25,0.25,0
"1727",1727,40,2,5,12,0,0.25,0.25,0,0,0,0.25,0.25,0.25
"1728",1728,40,2,6,13,0,0.25,0.25,0,0,0,0.25,0.25,0.25
"1729",1729,40,2,7,14,0,0.25,0.5,0.25,0.25,0,0.25,0.25,0.25
"1730",1730,40,3,1,15,0,0.5,0.25,0,0,0.25,0.25,0.25,0.5
"1731",1731,40,3,2,16,0,0.75,0.25,0,0.25,0.25,0.25,0.25,0.25
"1732",1732,40,3,3,17,0,0.75,0.5,0.25,0.5,0,0.25,0.25,0.25
"1733",1733,40,3,4,18,0,0.75,0.5,0.25,0.75,0,0.25,0.25,0.25
"1734",1734,40,3,5,19,0,0.75,0.5,0.5,0.5,0,0.25,0.25,0.25
"1735",1735,40,3,6,20,0,0.5,0.5,0,0.25,0,0.25,0.25,0.25
"1736",1736,40,3,7,21,0,0.25,0.25,0,0,0,0.75,0.75,0.5
"1737",1737,40,4,1,22,0,0.5,0.5,0,0.25,0,0.25,0.25,0.25
"1738",1738,40,4,2,23,0,0.25,0.25,0.25,0.5,0,0.25,0.25,0.25
"1739",1739,40,4,3,24,0,0.5,0.5,0.25,0.25,0,0.25,0.5,0.25
"1740",1740,40,4,4,25,0,0.5,0.25,0,0.25,0,0.25,0.5,0.25
"1741",1741,40,4,5,26,0,0.5,0.25,0,0.25,0,0.25,0.25,0.25
"1742",1742,40,4,6,27,0,0.5,0.75,0.25,0.5,0.25,0.25,0.25,0.25
"1743",1743,40,4,7,28,0,0.75,0.5,0,0.25,0.25,0.25,0.25,0.5
"1744",1744,40,5,1,29,0,0.5,0.5,0,0,0,0.5,0.25,0.5
"1745",1745,40,5,2,30,0,0.75,1,0,0.25,0,0.25,0.25,0.25
"1746",1746,40,5,3,31,0,0.5,0.5,0,0.25,0,0.5,0.25,0.5
"1747",1747,40,5,4,32,0,0.5,0.25,0,0,0,0.5,0.25,0.25
"1748",1748,40,5,5,33,0,0.75,0.5,0,0.25,0,0.5,0.25,0.25
"1749",1749,40,5,6,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"1750",1750,40,5,7,35,0,0.25,0.25,0.25,0,0.5,0.5,0.25,0.5
"1751",1751,40,6,1,36,0,0.5,0.25,0,0,0,0.25,0.25,0.25
"1752",1752,40,6,2,37,0,0.25,0.5,0,0,0,0.25,0.25,0.25
"1753",1753,40,6,3,38,0,0.75,0.25,0,0,0,0.25,0.25,0
"1754",1754,40,6,4,39,0,0.25,0.25,0,0,0.25,0.5,0.25,1
"1755",1755,40,6,5,40,0,0.5,0,0,0,0.25,0.25,0.25,0.5
"1756",1756,40,6,6,41,0,0.25,0,0,0,0.5,0.5,0.25,0.75
"1757",1757,40,6,7,42,0,0.5,0.5,0,0.25,0.25,0.25,0.25,0.25
"1758",1758,40,7,1,43,0,0.5,0,0,0,0,0.25,0.25,0.25
"1759",1759,40,7,2,44,0,0.25,0,0,0,0,0.25,0.5,0.5
"1760",1760,40,7,3,45,0,0.25,0,0,0,0,0.5,0.5,0.5
"1761",1761,40,7,4,46,0,0.25,0,0,0,0,0.75,0.5,1
"1762",1762,40,7,5,47,0,0.25,0,0,0.25,0,0.5,0.75,0.75
"1763",1763,40,7,6,48,0,0.25,0,0,0,0,0.25,0.25,0.5
"1764",1764,40,7,7,49,1,NA,NA,NA,NA,NA,NA,NA,NA
"1765",1765,41,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"1766",1766,41,1,2,2,0,0,0,0.25,0.25,0,0.75,0.25,0.75
"1767",1767,41,1,3,3,0,0,0,0.25,0.25,0,0.5,0.25,0.75
"1768",1768,41,1,4,4,0,0,0,0.25,0.25,0,0.5,0,0.75
"1769",1769,41,1,5,5,0,0.25,0,0.25,0.25,0,0.5,0.25,0.5
"1770",1770,41,1,6,6,0,0.5,0,0.25,0.5,0,0.25,0.25,0.25
"1771",1771,41,1,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"1772",1772,41,2,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"1773",1773,41,2,2,9,0,0,0.25,0.25,0.5,0,0.5,0.25,0.75
"1774",1774,41,2,3,10,0,0.25,0,0.25,0.25,0,0.25,0.25,0.5
"1775",1775,41,2,4,11,0,0.25,0,0.25,0.25,0,0.25,0,0.5
"1776",1776,41,2,5,12,1,NA,NA,NA,NA,NA,NA,NA,NA
"1777",1777,41,2,6,13,0,0,0,0.25,0.25,0,0.25,0,0.5
"1778",1778,41,2,7,14,0,0.25,0.25,0,0.5,0,0.75,0,0.25
"1779",1779,41,3,1,15,0,0.25,0.5,0.25,0.5,0,0,0,0
"1780",1780,41,3,2,16,0,0.25,0.25,0.25,0.75,0,0.25,0,0
"1781",1781,41,3,3,17,0,0.25,0.25,0.25,0.5,0,0.25,0,0
"1782",1782,41,3,4,18,1,NA,NA,NA,NA,NA,NA,NA,NA
"1783",1783,41,3,5,19,0,0.75,0.75,0.25,0.5,0,0.25,0,0
"1784",1784,41,3,6,20,1,NA,NA,NA,NA,NA,NA,NA,NA
"1785",1785,41,3,7,21,0,0.25,0.25,0.25,0.5,0.5,0.75,0.25,0
"1786",1786,41,4,1,22,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0
"1787",1787,41,4,2,23,0,0,0.25,0,0.25,0,0.5,0.25,0
"1788",1788,41,4,3,24,0,0.5,0.5,0.25,0.5,0,0,0,0
"1789",1789,41,4,4,25,0,0.5,0.5,0.25,0.5,0,0,0,0
"1790",1790,41,4,5,26,0,0.5,0.25,0.25,0.5,0,0,0,0
"1791",1791,41,4,6,27,0,0.5,0.5,0.25,0.25,0,0,0,0.25
"1792",1792,41,4,7,28,0,0.75,0.75,0.25,0.75,0,0,0,0
"1793",1793,41,5,1,29,0,0.5,0.75,0.25,0.75,0,0,0,0.25
"1794",1794,41,5,2,30,0,0,0,0,0.25,0,0.25,0,0.5
"1795",1795,41,5,3,31,0,0.5,0.25,0,0.75,0,0.25,0,0.25
"1796",1796,41,5,4,32,0,0.5,0.25,0,0.25,0.25,0.25,0,0
"1797",1797,41,5,5,33,0,1,1,1,1,0,0,0,0
"1798",1798,41,5,6,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"1799",1799,41,5,7,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"1800",1800,41,6,1,36,0,0.75,1,0.75,1,0.25,0.25,0,0
"1801",1801,41,6,2,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"1802",1802,41,6,3,38,0,0.75,0.75,1,0.75,0,0,0,0
"1803",1803,41,6,4,39,0,0.5,0.5,0.75,0.75,0,0,0,0
"1804",1804,41,6,5,40,0,0.5,0.5,0.75,0.75,0,0,0,0
"1805",1805,41,6,6,41,0,0.5,0.5,0.5,0.75,0,0.25,0,0
"1806",1806,41,6,7,42,0,0.5,0.25,0.25,0.5,0,0.75,0.25,0
"1807",1807,41,7,1,43,1,NA,NA,NA,NA,NA,NA,NA,NA
"1808",1808,41,7,2,44,1,NA,NA,NA,NA,NA,NA,NA,NA
"1809",1809,41,7,3,45,1,NA,NA,NA,NA,NA,NA,NA,NA
"1810",1810,41,7,4,46,1,NA,NA,NA,NA,NA,NA,NA,NA
"1811",1811,41,7,5,47,1,NA,NA,NA,NA,NA,NA,NA,NA
"1812",1812,41,7,6,48,1,NA,NA,NA,NA,NA,NA,NA,NA
"1813",1813,41,7,7,49,1,NA,NA,NA,NA,NA,NA,NA,NA
"1814",1814,42,1,1,1,0,0.5,0.75,0.75,1,0,0.25,0,0
"1815",1815,42,1,2,2,0,0.75,0.5,0.75,1,0,0,0,0
"1816",1816,42,1,3,3,0,0.75,0.75,0.75,1,0,0,0,0
"1817",1817,42,1,4,4,0,1,0.75,0.75,0.75,0,0,0,0
"1818",1818,42,1,5,5,0,0.5,0.5,0.5,1,0,0,0,0
"1819",1819,42,1,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"1820",1820,42,1,7,7,0,0.5,0.5,0.75,1,0,0,0,0
"1821",1821,42,2,1,8,0,0.75,0.5,0.75,0.75,0,0,0,0
"1822",1822,42,2,2,9,0,0.5,0.5,0.5,1,0,0,0,0
"1823",1823,42,2,3,10,0,0.5,0.5,0.5,1,0,0,0,0
"1824",1824,42,2,4,11,0,0.5,0.5,0.5,0.5,0,0.25,0,0
"1825",1825,42,2,5,12,0,0.5,0.5,0.5,0.75,0,0,0,0
"1826",1826,42,2,6,13,0,0.5,0.5,0.75,1,0,0,0,0
"1827",1827,42,2,7,14,0,0.5,0.25,0.5,1,0,0,0,0
"1828",1828,42,3,1,15,0,0.75,0.5,0.75,1,0,0,0,0
"1829",1829,42,3,2,16,0,0.75,0.25,0.5,0.5,0,0.25,0,0
"1830",1830,42,3,3,17,0,0.5,0.5,0.75,0.75,0,0.25,0,0
"1831",1831,42,3,4,18,0,0.75,0.5,0.75,1,0,0,0,0
"1832",1832,42,3,5,19,1,NA,NA,NA,NA,NA,NA,NA,NA
"1833",1833,42,3,6,20,0,0.5,0.25,0.5,1,0,0,0,0
"1834",1834,42,3,7,21,0,1,0.5,1,1,0,0,0,0
"1835",1835,42,4,1,22,0,0.5,0.25,0.5,0.75,0,0,0,0
"1836",1836,42,4,2,23,0,0.75,0.5,0.5,1,0,0,0,0
"1837",1837,42,4,3,24,0,0.75,0.5,0.75,0.75,0,0,0,0
"1838",1838,42,4,4,25,0,0.5,0.5,0.5,0.5,0,0,0,0
"1839",1839,42,4,5,26,0,0.75,0.5,0.5,0.75,0,0,0,0
"1840",1840,42,4,6,27,1,NA,NA,NA,NA,NA,NA,NA,NA
"1841",1841,42,4,7,28,0,1,0.75,0.75,1,0,0,0,0
"1842",1842,42,5,1,29,0,0.5,0.5,0.5,1,0,0,0,0
"1843",1843,42,5,2,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"1844",1844,42,5,3,31,0,0.5,0.5,0.5,0.5,0.25,0,0,0.25
"1845",1845,42,5,4,32,0,0.25,0.25,0.5,0.75,0,0,0,0
"1846",1846,42,5,5,33,0,0.75,0.5,0.5,1,0,0,0,0
"1847",1847,42,5,6,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"1848",1848,42,5,7,35,0,0.5,0,0.75,0.5,0.25,0.25,0,0.25
"1849",1849,42,6,1,36,0,0.25,0.5,0.75,0.5,0.25,0.25,0,0.25
"1850",1850,42,6,2,37,0,0.25,0.5,0.5,0.75,0.25,0.25,0,0.25
"1851",1851,42,6,3,38,0,0.5,0.25,0.75,0.5,0.25,0.25,0,0.25
"1852",1852,42,6,4,39,0,0.5,0.25,0.5,0.5,0.25,0.25,0,0.25
"1853",1853,42,6,5,40,0,0.5,0.25,0.5,0.75,0.25,0.5,0,0.25
"1854",1854,42,6,6,41,0,0.25,0.5,0.5,0.75,0.25,0.25,0,0.25
"1855",1855,42,6,7,42,0,0.25,0.25,0.5,0.75,0.25,0.25,0,0.25
"1856",1856,42,7,1,43,0,0.5,0.5,0.5,0.75,0,0.25,0,0.25
"1857",1857,42,7,2,44,0,0.5,0.5,0.5,0.75,0,0.25,0,0.25
"1858",1858,42,7,3,45,0,0.75,0.5,0.75,0.75,0,0.25,0,0.25
"1859",1859,42,7,4,46,0,0.5,0.25,0.5,0.75,0,0.25,0,0.25
"1860",1860,42,7,5,47,0,0.5,0.25,0.5,0.75,0,0.25,0,0.25
"1861",1861,42,7,6,48,0,0.5,0.25,0.5,0.75,0,0.25,0,0.25
"1862",1862,42,7,7,49,0,0.5,0.5,0.5,0.75,0,0.25,0,0.25
"1863",1863,43,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"1864",1864,43,1,2,2,0,0.25,0.5,0.5,0.5,0,0,0,0
"1865",1865,43,1,3,3,0,0.5,0.5,0.5,0.5,0,0,0,0
"1866",1866,43,1,4,4,0,0.75,0.75,0.5,0.75,0,0,0,0
"1867",1867,43,1,5,5,0,0.5,0.75,0.75,0.75,0,0.5,0.25,0.25
"1868",1868,43,1,6,6,0,0.25,0.25,0.25,0.25,0,0.5,0,0
"1869",1869,43,1,7,7,0,0.5,0.25,0.5,0.75,0,0,0,0.25
"1870",1870,43,2,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"1871",1871,43,2,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"1872",1872,43,2,3,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"1873",1873,43,2,4,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"1874",1874,43,2,5,12,1,NA,NA,NA,NA,NA,NA,NA,NA
"1875",1875,43,2,6,13,0,0.5,0.5,0.5,0.25,0,0.25,0.25,0
"1876",1876,43,2,7,14,0,0.5,0.5,0.75,0.5,0,0,0,0
"1877",1877,43,3,1,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"1878",1878,43,3,2,16,1,NA,NA,NA,NA,NA,NA,NA,NA
"1879",1879,43,3,3,17,0,0.25,0.5,0.25,0.5,0,0.25,0,0.25
"1880",1880,43,3,4,18,0,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25
"1881",1881,43,3,5,19,0,0.5,0.25,0,0.25,0,0.25,0.25,0
"1882",1882,43,3,6,20,0,0.25,0.25,0.25,0.25,0,0.25,0,0.25
"1883",1883,43,3,7,21,0,0.25,0.25,0,0.25,0,0,0,0
"1884",1884,43,4,1,22,0,0.5,0.5,0.25,0.5,0,0.25,0,0
"1885",1885,43,4,2,23,0,0.75,0.75,0.75,0.75,0,0,0,0
"1886",1886,43,4,3,24,0,0.5,0.25,0.5,0.75,0,0,0,0
"1887",1887,43,4,4,25,0,0.25,0.25,0.5,0.25,0,0.25,0,0
"1888",1888,43,4,5,26,1,NA,NA,NA,NA,NA,NA,NA,NA
"1889",1889,43,4,6,27,0,0.5,0.5,0,0.5,0,0,0,0
"1890",1890,43,4,7,28,0,0.5,0.75,0.25,0.75,0,0,0,0
"1891",1891,43,5,1,29,0,0.25,0,0,0,0,0.5,0.5,0
"1892",1892,43,5,2,30,0,0,0.25,0,0,0,0.5,0.5,0
"1893",1893,43,5,3,31,0,0.5,0.5,0,0.5,0,0,0.25,0
"1894",1894,43,5,4,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"1895",1895,43,5,5,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"1896",1896,43,5,6,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"1897",1897,43,5,7,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"1898",1898,43,6,1,36,1,NA,NA,NA,NA,NA,NA,NA,NA
