"","X","ID","day","beep","observationID","missing","Lively","FullOfEnergy","Energetic","Happy","Pleased","Helpful","AtEase","Calm","Relaxed","Sad","Depressed","Unhappy","OnEdge","Nervous","Tense","Hostile","Resentful","Angry"
"309",309,12,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",310,12,1,2,2,0,0,0,0,0.333333333333333,0,0.666666666666667,0,0,0,0.333333333333333,0.333333333333333,0.666666666666667,1,1,1,0,0,0
"311",311,12,1,3,3,0,0,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0
"312",312,12,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",313,12,2,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",314,12,2,2,6,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,1,1,1,1,0.666666666666667,0,0,0,0,0,0,0,0,0
"315",315,12,2,3,7,0,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0.666666666666667,0.666666666666667,0,0,0,0
"316",316,12,2,4,8,0,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0
"317",317,12,3,1,9,0,0,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,1,0,0,0,0,0,0,0,0,0
"318",318,12,3,2,10,0,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0.333333333333333,1,0.666666666666667,0.666666666666667,0,0,0
"319",319,12,3,3,11,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0.666666666666667,0,0,0,0,0,0,0.666666666666667,0.666666666666667,0.333333333333333,0,0,0
"320",320,12,3,4,12,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0
"321",321,12,4,1,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",322,12,4,2,14,0,0,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0,0.333333333333333,0.333333333333333,0,0,0,0.666666666666667,0.666666666666667,0,0,0,0
"323",323,12,4,3,15,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0
"324",324,12,4,4,16,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,0,0,0,0,0,0,0,0,0
"325",325,12,5,1,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",326,12,5,2,18,0,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0
"327",327,12,5,3,19,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0
"328",328,12,5,4,20,0,0.666666666666667,1,0.666666666666667,1,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0.666666666666667,0,0,0,0
"329",329,12,6,1,21,0,0.666666666666667,0.666666666666667,0.666666666666667,1,0.333333333333333,1,0,0,0.333333333333333,0,0,0,0.666666666666667,1,0,0,0,0
"330",330,12,6,2,22,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0,0,0,0.333333333333333,0,0,0,0,0
"331",331,12,6,3,23,0,0.666666666666667,1,0.666666666666667,1,0.666666666666667,1,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,1,0,0,0,0
"332",332,12,6,4,24,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0.666666666666667,0.666666666666667,0,0.666666666666667,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0
"333",333,12,7,1,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",334,12,7,2,26,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,1,0,0,0,0,0,0,1,1,0.666666666666667,0,0,0
"335",335,12,7,3,27,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0,0.666666666666667,0.666666666666667,0,0,0,0,0.666666666666667,0,0,0,0
"336",336,12,7,4,28,0,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,1,0,0.666666666666667,0,0,0,0,0,1,0.333333333333333,0,0,0
"337",337,13,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",338,13,1,2,2,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0,0,0
"339",339,13,1,3,3,0,0.666666666666667,1,0.666666666666667,1,0.666666666666667,1,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0
"340",340,13,1,4,4,0,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0
"341",341,13,2,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",342,13,2,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",343,13,2,3,7,0,0.333333333333333,0,0.333333333333333,0.666666666666667,0.333333333333333,0,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0.333333333333333,0,0,0,0,0
"344",344,13,2,4,8,0,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0.333333333333333,0,0,0,0,0
"345",345,13,3,1,9,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"346",346,13,3,2,10,0,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"347",347,13,3,3,11,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"348",348,13,3,4,12,0,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0.666666666666667,0,0,0
"349",349,13,4,1,13,0,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0
"350",350,13,4,2,14,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0
"351",351,13,4,3,15,0,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0
"352",352,13,4,4,16,0,0.333333333333333,0,0,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,1,0.666666666666667,0,0,0,0,0,0,0,0,0
"353",353,13,5,1,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",354,13,5,2,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",355,13,5,3,19,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0
"356",356,13,5,4,20,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0
"357",357,13,6,1,21,0,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0.333333333333333
"358",358,13,6,2,22,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0,0.666666666666667,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0
"359",359,13,6,3,23,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0
"360",360,13,6,4,24,0,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0,0.333333333333333,0,0,0,0.666666666666667,0.666666666666667,0.333333333333333,0,0,0
"361",361,13,7,1,25,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0,0,0
"362",362,13,7,2,26,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0,0,0,0.333333333333333,0,0,0,0,0
"363",363,13,7,3,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",364,13,7,4,28,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0.333333333333333,0.666666666666667,0.666666666666667,0,0,0,0,0.333333333333333,0,0,0,0
"365",365,14,1,1,1,0,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"366",366,14,1,2,2,0,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0
"367",367,14,1,3,3,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0,0.666666666666667,0,0,0,0
"368",368,14,1,4,4,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0,0,0
"369",369,14,2,1,5,0,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0
"370",370,14,2,2,6,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,1,0.666666666666667,0,0,0
"371",371,14,2,3,7,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0.333333333333333,0,0,0,0
"372",372,14,2,4,8,0,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0
"373",373,14,3,1,9,0,0,0,0,0,0.666666666666667,0,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,1,0.666666666666667,1,0,0,0
"374",374,14,3,2,10,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.666666666666667,0,1,1,1,0,0,0,0,0,0,0,0,0
"375",375,14,3,3,11,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,1,0.666666666666667,1,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0,0,0
"376",376,14,3,4,12,0,0.333333333333333,0,0,0.666666666666667,0.666666666666667,0.333333333333333,1,1,1,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0
"377",377,14,4,1,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",378,14,4,2,14,0,0,0,0,0,0,0,0,0,0,0.666666666666667,1,0.666666666666667,1,1,1,0,0,0
"379",379,14,4,3,15,0,0,0,0,0,0,0,0,0,0,1,1,1,0.666666666666667,1,0.666666666666667,0,0.666666666666667,0.333333333333333
"380",380,14,4,4,16,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0.666666666666667,1,1,0.666666666666667,1,1,0,0.333333333333333,0.333333333333333
"381",381,14,5,1,17,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0.666666666666667,1,0.666666666666667,0.666666666666667,1,0.666666666666667,0,0,0
"382",382,14,5,2,18,0,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,1,0,0,0,0
"383",383,14,5,3,19,0,0,0,0,0.333333333333333,0,1,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0.333333333333333,0
"384",384,14,5,4,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",385,14,6,1,21,0,0,0,0,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,1,0.666666666666667,0,0,0
"386",386,14,6,2,22,0,0.333333333333333,0,0,0.333333333333333,1,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0,0,0
"387",387,14,6,3,23,0,0.333333333333333,0,0.333333333333333,0.333333333333333,1,1,1,1,1,0,0,0,0,0.333333333333333,0,0,0,0
"388",388,14,6,4,24,0,0,0,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0
"389",389,14,7,1,25,0,0.333333333333333,0,0,0.333333333333333,0.666666666666667,0.333333333333333,1,1,0.666666666666667,0,0,0,0,0.333333333333333,0,0,0,0
"390",390,14,7,2,26,0,0.333333333333333,0,0,0.333333333333333,0.666666666666667,0.333333333333333,1,1,1,0,0,0,0,0,0,0,0,0
"391",391,14,7,3,27,0,0.333333333333333,0,0,0.666666666666667,0.666666666666667,0.333333333333333,1,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0,0
"392",392,14,7,4,28,0,0.666666666666667,0,1,0.333333333333333,1,0.333333333333333,1,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0
"393",393,15,1,1,1,0,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"394",394,15,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",395,15,1,3,3,0,0.666666666666667,0,0.333333333333333,0.666666666666667,0.666666666666667,0,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0
"396",396,15,1,4,4,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0.666666666666667,0.666666666666667,0.333333333333333,0,0,0
"397",397,15,2,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",398,15,2,2,6,0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0,0,0.333333333333333,0.666666666666667,1,1,0,0,0
"399",399,15,2,3,7,0,0.666666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.666666666666667,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0
"400",400,15,2,4,8,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0.666666666666667,0.666666666666667,0,0.333333333333333,0
"401",401,15,3,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",402,15,3,2,10,0,0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333,0,0,0,0
"403",403,15,3,3,11,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0
"404",404,15,3,4,12,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0
"405",405,15,4,1,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",406,15,4,2,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",407,15,4,3,15,0,0.333333333333333,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,0,0,0
"408",408,15,4,4,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",409,15,5,1,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",410,15,5,2,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",411,15,5,3,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",412,15,5,4,20,0,0.333333333333333,0,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0
"413",413,15,6,1,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",414,15,6,2,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",415,15,6,3,23,0,0.333333333333333,0,0.333333333333333,0.666666666666667,0.333333333333333,0,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0
"416",416,15,6,4,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",417,15,7,1,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",418,15,7,2,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",419,15,7,3,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",420,15,7,4,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",421,16,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",422,16,1,2,2,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0
"423",423,16,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",424,16,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",425,16,2,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",426,16,2,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",427,16,2,3,7,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0
"428",428,16,2,4,8,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0.666666666666667,0.666666666666667,1,0,0,0,0,0,0,0,0,0
"429",429,16,3,1,9,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0
"430",430,16,3,2,10,0,0,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0,1,1,1,0,0,0,0,0,0,0,0,0
"431",431,16,3,3,11,0,0,0,0,0.333333333333333,0.333333333333333,0,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0.333333333333333,0,0,0,0,0,0
"432",432,16,3,4,12,0,0,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0
"433",433,16,4,1,13,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0
"434",434,16,4,2,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",435,16,4,3,15,0,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0
"436",436,16,4,4,16,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,1,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0
"437",437,16,5,1,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",438,16,5,2,18,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0
"439",439,16,5,3,19,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0
"440",440,16,5,4,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",441,16,6,1,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",442,16,6,2,22,0,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0
"443",443,16,6,3,23,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0
"444",444,16,6,4,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",445,16,7,1,25,0,0,0,0,0.333333333333333,0.333333333333333,0,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0.333333333333333,0,0,0,0,0,0
"446",446,16,7,2,26,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0
"447",447,16,7,3,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",448,16,7,4,28,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0
"449",449,17,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",450,17,1,2,2,0,0.666666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,1,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0
"451",451,17,1,3,3,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,1,0.666666666666667,1,0.666666666666667,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0,0
"452",452,17,1,4,4,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0
"453",453,17,2,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",454,17,2,2,6,0,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0
"455",455,17,2,3,7,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0,0,0.333333333333333,0,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333
"456",456,17,2,4,8,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
