"","X","ID","day","beep","observationID","missing","Lively","FullOfEnergy","Energetic","Happy","Pleased","Helpful","AtEase","Calm","Relaxed","Sad","Depressed","Unhappy","OnEdge","Nervous","Tense","Hostile","Resentful","Angry"
"982",982,36,1,2,2,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0.666666666666667,0,0.333333333333333,0,0,0
"983",983,36,1,3,3,0,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0
"984",984,36,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985",985,36,2,1,5,0,0.333333333333333,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0.666666666666667,0,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333
"986",986,36,2,2,6,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0
"987",987,36,2,3,7,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
"988",988,36,2,4,8,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0,0
"989",989,36,3,1,9,0,0.666666666666667,1,0.666666666666667,1,1,1,1,0.666666666666667,1,0,0,0,0.333333333333333,0,0,0,0,0
"990",990,36,3,2,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991",991,36,3,3,11,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,1,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0
"992",992,36,3,4,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993",993,36,4,1,13,0,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0
"994",994,36,4,2,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995",995,36,4,3,15,0,0.666666666666667,0.666666666666667,0.333333333333333,1,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0,0
"996",996,36,4,4,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997",997,36,5,1,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998",998,36,5,2,18,0,1,1,0.666666666666667,1,1,0.666666666666667,1,1,0.666666666666667,0,0,0,0,0,0,0,0,0
"999",999,36,5,3,19,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"1000",1000,36,5,4,20,0,0.666666666666667,1,1,1,0.666666666666667,0.666666666666667,0.666666666666667,1,1,0,0,0,0,0,0,0,0,0
"1001",1001,36,6,1,21,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,1,0.666666666666667,0.666666666666667,1,1,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0
"1002",1002,36,6,2,22,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,1,0.666666666666667,0,0,0.333333333333333,0,0,0,0,0,0
"1003",1003,36,6,3,23,0,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,1,0,0,0,0,0,0,0,0,0
"1004",1004,36,6,4,24,0,0.333333333333333,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0
"1005",1005,36,7,1,25,0,0.666666666666667,0.666666666666667,1,1,1,0.666666666666667,0.666666666666667,0.666666666666667,1,0,0,0,0,0,0,0,0,0
"1006",1006,36,7,2,26,0,0.666666666666667,1,1,1,1,0.666666666666667,0,1,1,0,0,0,0,0,0,0,0,0
"1007",1007,36,7,3,27,0,0.666666666666667,0.666666666666667,0.666666666666667,1,1,1,0.666666666666667,0.666666666666667,1,0,0,0,0,0,0,0,0,0
"1008",1008,36,7,4,28,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,1,0,0,0,0,0,0,0,0,0
"1009",1009,37,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010",1010,37,1,2,2,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,1,0,0,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0,1,0.333333333333333
"1011",1011,37,1,3,3,0,0,0,0,0,1,0,0,0.333333333333333,1,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,1,0.666666666666667,0,1,0.666666666666667
"1012",1012,37,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013",1013,37,2,1,5,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
"1014",1014,37,2,2,6,0,0.333333333333333,0.666666666666667,0.666666666666667,1,0.666666666666667,1,0.333333333333333,0,0.666666666666667,0,0,0,0.333333333333333,0,0,0,0.666666666666667,0
"1015",1015,37,2,3,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016",1016,37,2,4,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017",1017,37,3,1,9,0,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0,1,1,1,0.333333333333333,0.333333333333333,0,0.333333333333333,0.666666666666667,0,0,0.333333333333333,0
"1018",1018,37,3,2,10,0,1,1,1,1,0.666666666666667,0,1,1,1,0,0,0,1,0,0,0,0,0
"1019",1019,37,3,3,11,0,0.666666666666667,1,1,1,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0.666666666666667
"1020",1020,37,3,4,12,0,0,0,0,0.666666666666667,0.333333333333333,0,1,1,1,0,0,0,0,0,0,0,0,0
"1021",1021,37,4,1,13,0,0,0,0.333333333333333,0,0.333333333333333,1,0.666666666666667,0.666666666666667,1,0,0,0.333333333333333,0,0,0.333333333333333,0,1,0
"1022",1022,37,4,2,14,0,0,0.666666666666667,0.666666666666667,0.333333333333333,1,0.666666666666667,0.666666666666667,0.666666666666667,1,0,0,0,0,0,0,0,0,0
"1023",1023,37,4,3,15,0,1,1,1,1,1,0.666666666666667,0,1,1,0,0,0,0,0,0,0,0,0
"1024",1024,37,4,4,16,0,1,1,0,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0.333333333333333,0.666666666666667,0.666666666666667,0,0,0.333333333333333,1,0
"1025",1025,37,5,1,17,0,0,0,0,0,0.333333333333333,0.333333333333333,0.666666666666667,0,1,0.333333333333333,0.333333333333333,0.666666666666667,0,0,0.333333333333333,0,0,0
"1026",1026,37,5,2,18,0,1,1,1,0.666666666666667,0,0,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0,0
"1027",1027,37,5,3,19,0,0,0.666666666666667,1,0.666666666666667,0,0,0,0,1,0,0,0,1,0,1,0.666666666666667,0.666666666666667,0
"1028",1028,37,5,4,20,0,0,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0,1,1,1,0,0,0,0.666666666666667,0,0,0,0,0
"1029",1029,37,6,1,21,0,0,0.666666666666667,0.666666666666667,1,0.666666666666667,0,0.666666666666667,1,1,0,0,0,0,0,0,0,0,0
"1030",1030,37,6,2,22,0,0.666666666666667,1,1,1,1,0,1,0.666666666666667,0,0,0,0,0,0.333333333333333,0,0,0,0
"1031",1031,37,6,3,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032",1032,37,6,4,24,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1033",1033,37,7,1,25,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"1034",1034,37,7,2,26,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"1035",1035,37,7,3,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036",1036,37,7,4,28,0,0.666666666666667,0,1,0,0,1,0.666666666666667,0,0.666666666666667,0,0,0,1,1,0,0.333333333333333,1,1
"1037",1037,38,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038",1038,38,1,2,2,0,1,1,1,1,1,0.666666666666667,1,1,1,0,0,0,0,0,0,0,0,0
"1039",1039,38,1,3,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"1040",1040,38,1,4,4,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"1041",1041,38,2,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042",1042,38,2,2,6,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"1043",1043,38,2,3,7,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"1044",1044,38,2,4,8,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"1045",1045,38,3,1,9,0,0.666666666666667,0.333333333333333,0.666666666666667,1,1,1,1,0.333333333333333,0.666666666666667,0,0,0,0.333333333333333,1,0.333333333333333,0,0,0
"1046",1046,38,3,2,10,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"1047",1047,38,3,3,11,0,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0,0,0,0,0,0,0,0,0
"1048",1048,38,3,4,12,0,1,0,0,1,1,1,0.666666666666667,1,1,0,0,0,0,0,0,0,0,0
"1049",1049,38,4,1,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050",1050,38,4,2,14,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"1051",1051,38,4,3,15,0,1,1,1,1,1,1,0.333333333333333,1,1,0,0,0,0,0,0.666666666666667,0,0,0
"1052",1052,38,4,4,16,0,1,0.666666666666667,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"1053",1053,38,5,1,17,0,1,1,1,1,1,1,1,0.666666666666667,1,0,0,0,0,0.333333333333333,0,0,0,0
"1054",1054,38,5,2,18,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
"1055",1055,38,5,3,19,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,1,0.666666666666667,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0
"1056",1056,38,5,4,20,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"1057",1057,38,6,1,21,0,0.333333333333333,0.666666666666667,0.666666666666667,1,0.666666666666667,0,1,1,1,0,0,0,0,0,0,0,0,0
"1058",1058,38,6,2,22,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"1059",1059,38,6,3,23,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"1060",1060,38,6,4,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061",1061,38,7,1,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062",1062,38,7,2,26,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"1063",1063,38,7,3,27,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"1064",1064,38,7,4,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065",1065,39,1,1,1,0,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,1,1,0.333333333333333,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0
"1066",1066,39,1,2,2,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0,0.666666666666667,0,0,0,0,0,0
"1067",1067,39,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068",1068,39,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069",1069,39,2,1,5,0,0,0,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,1,0.666666666666667,0.333333333333333,0.333333333333333
"1070",1070,39,2,2,6,0,0.666666666666667,0.666666666666667,0,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,1,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0
"1071",1071,39,2,3,7,0,0,0,0.333333333333333,1,0.333333333333333,0.666666666666667,0,0.666666666666667,0,0.666666666666667,1,0.333333333333333,0.666666666666667,0,0.333333333333333,1,0.333333333333333,1
"1072",1072,39,2,4,8,0,0.666666666666667,0.333333333333333,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0,0,0,0.333333333333333,0,0,0,0,0
"1073",1073,39,3,1,9,0,0.666666666666667,0.666666666666667,0,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0
"1074",1074,39,3,2,10,0,1,0,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0,0,1,0,0,0.333333333333333
"1075",1075,39,3,3,11,0,0.666666666666667,0,0.666666666666667,0.666666666666667,0.333333333333333,0,0.333333333333333,1,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0.666666666666667,0.666666666666667,0,0,0
"1076",1076,39,3,4,12,0,0,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,1,0.333333333333333,0,0,0,0,0,0.333333333333333,0,0,0
"1077",1077,39,4,1,13,0,1,1,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"1078",1078,39,4,2,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079",1079,39,4,3,15,0,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0.666666666666667,1,0.333333333333333,0,0,0,0.666666666666667,0,0.333333333333333,0,0,0
"1080",1080,39,4,4,16,0,0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0
"1081",1081,39,5,1,17,0,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,1,0.666666666666667,0.666666666666667,0,0,0
"1082",1082,39,5,2,18,0,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0,0.666666666666667,0,0,0,0,0
"1083",1083,39,5,3,19,0,0.666666666666667,0.666666666666667,0,0,0,0,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0.666666666666667,1,0,0,0.333333333333333
"1084",1084,39,5,4,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085",1085,39,6,1,21,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0.666666666666667,1,0.333333333333333,0.666666666666667,0,0,0
"1086",1086,39,6,2,22,0,0.666666666666667,1,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0.666666666666667,0,1,0,0,0
"1087",1087,39,6,3,23,0,1,1,1,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0
"1088",1088,39,6,4,24,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0.666666666666667,0,0,0,0.666666666666667,0.333333333333333,0.666666666666667,0,0,0
"1089",1089,39,7,1,25,0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0,0,0.666666666666667,0,0.666666666666667,0,0,0
"1090",1090,39,7,2,26,0,1,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"1091",1091,39,7,3,27,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0.666666666666667,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0
"1092",1092,39,7,4,28,0,0.666666666666667,0.666666666666667,0.666666666666667,1,1,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333,0,0,0
"1093",1093,40,1,1,1,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0
"1094",1094,40,1,2,2,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,1,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0
"1095",1095,40,1,3,3,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,1,0.666666666666667,1,0,0,0,0,0,0,0,0,0
"1096",1096,40,1,4,4,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,1,1,1,0,0,0,0,0,0,0,0,0
"1097",1097,40,2,1,5,0,0,0.333333333333333,0,0.333333333333333,0.666666666666667,0.333333333333333,1,1,1,0,0,0,0,0,0,0,0,0
"1098",1098,40,2,2,6,0,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,1,0.333333333333333,1,1,1,0,0,0,0,0,0,0,0,0
"1099",1099,40,2,3,7,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,1,1,1,0,0,0,0,0,0,0,0,0
"1100",1100,40,2,4,8,0,0.333333333333333,0.333333333333333,0,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0
"1101",1101,40,3,1,9,0,0,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0
"1102",1102,40,3,2,10,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0
"1103",1103,40,3,3,11,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0
"1104",1104,40,3,4,12,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0
"1105",1105,40,4,1,13,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0
"1106",1106,40,4,2,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107",1107,40,4,3,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108",1108,40,4,4,16,0,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0,0
"1109",1109,40,5,1,17,0,0,0,0,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,1,0.666666666666667,0,0,0,0,0,0.333333333333333,0,0,0
"1110",1110,40,5,2,18,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,1,1,0.666666666666667,0,0,0,0,0,0,0,0,0
"1111",1111,40,5,3,19,0,0,0,0,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0
"1112",1112,40,5,4,20,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0,0
"1113",1113,40,6,1,21,0,0.333333333333333,0.333333333333333,0.333333333333333,1,0.666666666666667,0.333333333333333,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0
"1114",1114,40,6,2,22,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0,0
"1115",1115,40,6,3,23,0,0.333333333333333,0.333333333333333,0.333333333333333,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0
"1116",1116,40,6,4,24,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,1,0.333333333333333,1,1,0.666666666666667,0,0,0,0,0,0,0,0,0
"1117",1117,40,7,1,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118",1118,40,7,2,26,0,0.333333333333333,0.333333333333333,0.333333333333333,1,0.666666666666667,0.666666666666667,0.666666666666667,1,1,0,0,0,0,0,0,0,0,0
"1119",1119,40,7,3,27,0,0.333333333333333,0.333333333333333,0,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,1,0.666666666666667,0,0,0,0,0,0,0,0,0
"1120",1120,40,7,4,28,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0
"1121",1121,41,1,1,1,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
"1122",1122,41,1,2,2,0,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333
"1123",1123,41,1,3,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.333333333333333,0,0,0,0
"1124",1124,41,1,4,4,0,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
"1125",1125,41,2,1,5,0,0.333333333333333,0,0,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333,0,0,0
"1126",1126,41,2,2,6,0,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333
"1127",1127,41,2,3,7,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
"1128",1128,41,2,4,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129",1129,41,3,1,9,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
"1130",1130,41,3,2,10,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
"1131",1131,41,3,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132",1132,41,3,4,12,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0,0,0
"1133",1133,41,4,1,13,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0
"1134",1134,41,4,2,14,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0
