"","ID","Cheerful","Anxiety","Content","Sad"
"1",101,NA,NA,NA,NA
"2",102,NA,NA,NA,NA
"3",103,0.133009701148683,0.115052459560423,0.0761175984646482,0.132572159715272
"4",104,0.128550129383368,0.284914190906494,0.140345281046305,0.108554385712876
"5",105,0.132382565042322,0.124828108862676,0.197192436099474,0.111168766313204
"6",106,0.135595600631441,0.183902185364392,0.118647419959835,0.15672561031139
"7",107,0.125611476233829,0.12498935397574,0.133558909716368,0.107962043830753
"8",108,0.16197446650724,0.123449578985765,0.131779688548414,0.0757950662828238
"9",109,NA,NA,NA,NA
"10",111,0.0918869139092441,0.156230630864424,0.095129969103926,0.114213203098186
"11",112,0.171689484714596,0.19596422953704,0.19430495616926,0.254796837954415
"12",113,0.149903249699155,0.172822644154507,0.112214079774694,0.0840449902909434
"13",114,0.153987485435849,0.089511320310425,0.181932244117745,0.21239312896855
"14",116,0.0987628850585274,0.0917725006604888,0.0830780773049041,0.112495828937295
"15",117,0.094446054406769,0.0953328831585745,0.0840307254373507,0.0746354548451116
"16",119,NA,NA,NA,NA
"17",120,0.134385225827741,0.174365514866623,0.102018868149649,0.13819821200614
"18",121,0.104900139300733,0.0682654849260732,0.061431254204185,0.0617400806747109
"19",122,0.123870147488531,0.181159143392414,0.13797924213881,0.107454535338847
"20",123,0.0928734568983606,0.103877345750549,0.10681087591038,0.0973636349237177
"21",124,0.185017412344293,0.113537032162551,0.126836824875673,0.03283992730042
"22",126,NA,NA,NA,NA
"23",127,0.0989101053536392,0.106782518130189,0.0911893929542686,0.0664691308739381
"24",128,0.198011194559721,0.179765735210533,0.0908425803744917,0.159529761092432
"25",130,0.131330320319594,0.119787451096684,0.134610543839598,0.132783572355904
"26",131,0.122200668407739,0.146708618653315,0.125807542095722,0.0853917379480315
"27",132,0.120807614650112,0.175000678608072,0.151046605158058,0.182065867744138
"28",135,0.0947559092621398,0.113892924981447,0.122029202512735,0.123705475612744
"29",136,0.103038706043437,0.170965906412827,0.154923471349092,0.123052334390061
"30",138,NA,NA,NA,NA
"31",139,0.239281491097823,0.296411722502514,0.133911916759636,0.144301747482564
"32",140,NA,NA,NA,NA
"33",142,NA,NA,NA,NA
"34",144,0.0369243960773578,0.0691327390765523,0.0357353154133297,0.0477095583612152
"35",145,0.0573401391312968,0.0304686473576104,0.0320863904822171,0.04063531415807
"36",146,0.102311934204218,0.136249485764925,0.100618178860494,0.125470849486294
"37",147,0.106419578969839,0.140995588520983,0.11489780216613,0.0900203354642917
"38",149,0.119369105132727,0.164412868924617,0.111097968576374,0.0966363611840153
"39",150,NA,NA,NA,NA
"40",151,0.0813313833731952,0.13237965997293,0.0687497479143855,0.106306632921678
"41",152,NA,NA,NA,NA
"42",153,NA,NA,NA,NA
"43",154,0.130413937879457,0.12339593593464,0.158001472164514,0.121589443179255
"44",155,NA,NA,NA,NA
"45",157,0.0649121934444874,0.0809682465419226,0.0395392005785194,0.0446545794800983
"46",159,0.165941801453533,0.088839069083116,0.0150000587388707,0.0011114396054896
"47",160,0.123270829020245,0.102743328883719,0.113573197821141,0.162082396059737
"48",161,0.118858320537677,0.21459227914554,0.140982604549306,0.166247456369269
"49",162,0.174257676373949,0.18486794452203,0.127220646864733,0.16068656580874
"50",163,0.125344307278293,0.161396165321379,0.114470846980983,0.168984880695878
"51",165,0.131864471140624,0.14892352239261,0.0592317454525635,0.093104345178394
"52",166,0.167334426390919,0.18418018311951,0.160023861500816,0.147133827722298
"53",167,0.115046588655171,0.311378519315748,0.136075129477261,0.296350616706306
"54",168,0.154724957061392,0.1491339725647,0.171586604616084,0.110638301775611
"55",169,0.123196855104475,0.159556640967401,0.183501734205927,0.122608179101902
"56",170,NA,NA,NA,NA
"57",172,0.0775483632430163,0.0689798181045008,0.0464666117857479,0.0399077566891495
"58",173,0.206963066202336,0.246709647479838,0.103414851356812,0.0957489752065973
"59",174,0.164708258357462,0.131861866734273,0.139910315404707,0.0459602606274021
"60",175,0.123155261569031,0.178714391695948,0.0617670535805789,0.137876497875759
"61",176,0.144074697443923,0.158433846066945,0.171274278810012,0.183776579941553
