"","ID","nstate"
"1",1,2
"2",2,NA
"3",3,NA
"4",4,2
"5",5,NA
"6",6,NA
"7",7,3
"8",8,NA
"9",9,NA
"10",10,2
"11",12,2
"12",13,3
"13",14,2
"14",15,3
"15",16,2
"16",17,NA
"17",18,NA
"18",19,NA
"19",20,3
"20",21,2
"21",22,3
"22",23,2
"23",24,NA
"24",25,2
"25",26,NA
"26",27,NA
"27",28,3
"28",29,2
"29",30,NA
"30",31,NA
"31",32,3
"32",33,3
"33",34,NA
"34",35,2
"35",36,3
"36",37,2
"37",38,4
"38",40,2
"39",41,2
"40",42,2
"41",43,NA
"42",44,2
"43",45,NA
"44",46,3
"45",47,2
"46",48,NA
"47",49,NA
"48",50,2
"49",51,2
"50",52,3
"51",53,NA
"52",54,NA
"53",55,2
"54",56,3
"55",57,NA
"56",58,2
"57",59,NA
"58",60,3
"59",61,2
"60",62,2
"61",63,NA
"62",64,NA
"63",65,NA
"64",66,NA
"65",67,NA
"66",68,NA
"67",69,2
"68",70,2
"69",71,NA
"70",72,2
"71",73,NA
"72",74,NA
"73",75,NA
"74",76,NA
"75",77,2
"76",78,NA
"77",79,NA
"78",80,3
"79",81,NA
"80",82,2
"81",83,2
"82",84,NA
"83",85,NA
"84",86,NA
"85",87,3
"86",88,2
"87",89,3
"88",90,2
"89",91,NA
"90",92,NA
"91",93,3
"92",94,3
"93",95,2
"94",96,NA
"95",97,NA
"96",98,NA
"97",99,NA
"98",100,NA
"99",102,2
"100",103,2
"101",104,NA
"102",105,NA
"103",106,NA
"104",107,NA
"105",108,NA
"106",109,NA
"107",110,NA
"108",111,NA
"109",112,NA
