"","ID","Cheerful","Anxiety","Content","Sad"
"1",101,NA,NA,NA,NA
"2",102,NA,NA,NA,NA
"3",103,0.0936607196518464,0.117559603760918,0.104176844501536,0.127605547951435
"4",104,0.124573698675902,0.29102150323029,0.106411416967724,0.104479803117019
"5",105,0.132804663312143,0.101689082587493,0.195377569275631,0.121464955353462
"6",106,0.132107031109166,0.142858363687766,0.132178919729849,0.154150785235217
"7",107,0.114755553733872,0.16219053665928,0.1199535332866,0.108760295103675
"8",108,0.0733182177531349,0.145903192961405,0.0944003117075211,0.137604783884544
"9",109,NA,NA,NA,NA
"10",111,0.110398256537367,0.172696640673109,0.0923014478214598,0.10839707550459
"11",112,0.148660766287962,0.166719987068275,0.126704140064479,0.245191732877862
"12",113,0.179223014766311,0.177234096974864,0.113909676856089,0.0820087213204817
"13",114,0.161046215503994,0.0948098210487758,0.179599934927746,0.213760876890776
"14",116,0.0950262336843166,0.0942972711755856,0.0802408905942116,0.110994457936994
"15",117,0.103782733908041,0.076871261130646,0.0903461579972639,0.0869213327127435
"16",119,NA,NA,NA,NA
"17",120,0.112520743516402,0.190283741577678,0.109360206802339,0.142979352498177
"18",121,0.072441167353164,0.13336468038619,0.0529934141732409,0.0552477242766391
"19",122,0.120037753138313,0.174528846439606,0.126836498113189,0.0962323699785507
"20",123,0.109276274735845,0.113057757431161,0.0966503499428552,0.107405975408507
"21",124,0.161992891198128,0.136198538021969,0.134842236946637,0.0166449025083837
"22",126,NA,NA,NA,NA
"23",127,0.105080674096614,0.107997202938991,0.0970205795566541,0.064630951178325
"24",128,0.136573589305063,0.22747134896201,0.1323574619952,0.129039025684256
"25",130,0.108634518602779,0.108787126333782,0.129079300050196,0.137121378385282
"26",131,0.137701540503893,0.131434813732961,0.12888209541185,0.105357141751901
"27",132,0.145801170513044,0.134122960464608,0.151959190114961,0.159932968336085
"28",135,0.0948761945705783,0.113913819194431,0.122042151926855,0.123654851335237
"29",136,0.116021435025515,0.130839335453435,0.106683949544367,0.202845872476665
"30",138,NA,NA,NA,NA
"31",139,0.208191539890141,0.188876142363475,0.116857226868214,0.103060705608366
"32",140,NA,NA,NA,NA
"33",142,NA,NA,NA,NA
"34",144,0.0344071338955194,0.0797726809319552,0.0314837650500095,0.0566540740394421
"35",145,0.0506898698457799,0.0321974016460535,0.0433569885555602,0.0544702303039472
"36",146,0.10567818330372,0.115263244102171,0.0915332063415794,0.0817794846979096
"37",147,0.0950292990632457,0.158073655322534,0.103344871569041,0.148031045730548
"38",149,0.119612440398776,0.14564965288532,0.109130218611578,0.0962957961075352
"39",150,NA,NA,NA,NA
"40",151,0.0651194310142619,0.0549048612929846,0.105403302318585,0.126660783330119
"41",152,NA,NA,NA,NA
"42",153,NA,NA,NA,NA
"43",154,0.145485270017433,0.10960275233835,0.161140157910684,0.127766130509113
"44",155,NA,NA,NA,NA
"45",157,0.0931856754272483,0.0379659703483585,0.0327380602002979,0.0776280432822765
"46",159,0.184002827448372,0.093373094697932,0.0340726871417521,0.00100279701098036
"47",160,0.0809795850102882,0.155149106881805,0.0775706432450324,0.167847386587116
"48",161,0.121306092428772,0.219521753048496,0.149008627297402,0.169246804683414
"49",162,0.122402209820878,0.187327753851793,0.12456470832308,0.145051506028382
"50",163,0.149121700733074,0.138817195284086,0.126241657497982,0.152503640483136
"51",165,0.124819490898206,0.153678151636013,0.0638876877352917,0.101302117518145
"52",166,0.167413645478875,0.184172759992205,0.160327010249421,0.147304584160767
"53",167,0.228759474315994,0.315088455663858,0.271327482551849,0.381031186234906
"54",168,0.146522452454256,0.137270979505043,0.142303224699084,0.11325138439446
"55",169,0.0849132280325192,0.202461188795126,0.167618425759716,0.154702199076086
"56",170,NA,NA,NA,NA
"57",172,0.0808243647970612,0.0715726653046806,0.042344156422024,0.0393312378647184
"58",173,0.321610214042307,0.163432155730393,0.140877081680276,0.0930784413106947
"59",174,0.110628029086215,0.142188696087632,0.10157656188347,0.0526721068680755
"60",175,0.121114443956469,0.206585365569267,0.060185705339446,0.0985265667629129
"61",176,0.144070636501696,0.158162110675924,0.171125939041668,0.183918201123315
