"","ID","Sad","Angry","Disappointed","Ashamed","Anxious","Stressed","Proud","Happy","Content","Relieved"
"1",100,0.0193680658754494,0.0418608572733692,0.0494073574223148,0.000425531914893617,0.131650339080807,0.0771598286218944,0.0346169406338013,0.0536975454467211,0.0268996349911631,0.033539313784518
"2",101,0.128220601926901,0.0851460334028131,0.164519861140999,0.174900753008636,0.183095679908148,0.138525833051521,0.0909280916995751,0.127238410414085,0.106721442697606,0.0871121843316911
"3",102,0.190611087641718,0.212899183410051,0.19472364526687,0.210029658245027,0.180453157832819,0.212712179958178,0.0389456694716216,0.0781929542092472,0.0748546540467439,0.253710075816187
"4",103,0.0223137568799047,0.0802021793966047,0.0715040895072769,0.0524959718604922,0.000416634698171527,0.0416634697788876,0.0934075155339995,0.0635481347760201,0.08800367818114,0.0611612930136569
"5",105,0.178256822991512,0.206740692393514,0.221305367873212,0.26286420259409,0.247724085486327,0.207283398475672,0.152372148892687,0.163590850157621,0.186031048568992,0.163628226870225
"6",106,0.0934685041559151,0.132854913396881,0.113046496720371,0.121809996240429,0.0891085289521983,0.120403926631017,0.0672409451193479,0.154142785295498,0.136840318266461,0.159891272543448
"7",108,0.0677462416524777,0.0341524696701869,0.108016803939656,0.0454261625431744,0.0644979543309994,0.0350618790622946,0.119380425859642,0.111067595067112,0.12045884328415,0.115755941220364
"8",109,0.0395870718343019,0.024500113931557,0.0554501069253317,0.184681375746003,0.0177042992548858,0.021132796592529,0.0263616375745541,0.0256474515369459,0.0220538882327009,0.0185351676617122
"9",110,0.0348724736200374,0.027486928684672,0.0426211879321736,0.0258783307387507,0.0256909190837429,0.0241883752000789,0.0718358829064853,0.0715094767300503,0.0598132779462149,0.0467647382856666
"10",111,0.0636549536564123,0.0523323215135732,0.136587883796477,0.0615426681254559,0.0445331688183089,0.0393712795861399,0.0514288039429268,0.0494234335234816,0.0909954712128576,0.0817012708361994
"11",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",113,0.169495627317195,0.178156993077161,0.15444685875612,0.169570944344826,0.173892778737752,0.156280592835969,0.225270681741222,0.171681935039648,0.235085618289305,0.208373165858183
"13",114,0.128301427331456,0.0404318233229824,0.0735476367827377,0.0253083847573269,0.0198925005895171,0.0475565368246787,0.118586462710244,0.105861087597501,0.107326597899985,0.12377819157505
"14",115,0.0141793871047891,0.017645876636173,0.0198461426883342,0.0257613329253094,0.0193318746133729,0.0203263680524787,0.0301249105505825,0.0364180271552886,0.0192269829358283,0.0209956722802817
"15",116,0.153078760323119,0.230939379412124,0.238393076705407,0.214135804442931,0.291032158935731,0.321064724889275,0.212465043487542,0.190231422674665,0.229169583622228,0.327233687920674
"16",117,0.0044444444444598,0.00555555555557453,0.00555555555603597,0.00311111111125046,0.00022222222222299,0.000444444444445837,0.127824532509638,0.102051790288677,0.090231800257895,0.300871655505363
"17",118,0.0063163392934098,0.00266627514147297,0.0134147976574859,0.00348452346511803,0.0665375327005795,0.0739071124584636,0.0491848201235587,0.0756464061346713,0.0530683466245073,0.0665683853214085
"18",119,0.0670668407338578,0.0837750855370764,0.073076770886203,0.116558941371454,0.0856721610380584,0.078431951058466,0.108013042197657,0.107712912243125,0.21000702315145,0.0984293144255647
"19",120,0.163397228102102,0.229586362153853,0.173524867222381,0.196712224915633,0.280457954091851,0.288872429798295,0.252661147998503,0.225601483373436,0.209928013499138,0.269001667051452
"20",121,0.0225303357992692,0.0286381862000562,0.02801887977333,0.0278888276261524,0.0191311493434542,0.0193833691149381,0.0722223491108969,0.109722559520772,0.0918192178830038,0.050158449439526
