"","ID","Cheerful","Satisfied","Happy","Insecure","Anxious","Down","Tired","Energetic"
"1",27953,0.14807872462007,0.185657232936077,0.0810378615608182,0.147586942917743,0.158942977344296,0.168966079588493,0.226782031220075,0.140669357643263
"2",27954,0.160732041486805,0.152469143115409,0.111810820511417,0.110056768813193,0.0170370924502377,0.219923498099025,0.1678030723729,0.15154575401366
"3",27955,NA,NA,NA,NA,NA,NA,NA,NA
"4",27956,NA,NA,NA,NA,NA,NA,NA,NA
"5",27957,0.173365769799222,0.194986813838633,0.11056544769533,0.196701618605109,0.244952647440848,0.184291994050369,0.233539951018837,0.215623888278103
"6",27958,NA,NA,NA,NA,NA,NA,NA,NA
"7",27959,NA,NA,NA,NA,NA,NA,NA,NA
"8",27966,0.0587416169419789,0.0818279553845439,0.00128058451370512,0.229518326027548,0.101502385441275,0.0990216048535957,0.201420632644706,0.0992527553823009
"9",27972,0.171419627193017,0.238269124908287,0.0981738297992883,0.246107725956267,0.0660676391207957,0.0697809304157579,0.240388027023768,0.247615361664503
"10",27984,0.136956411545557,0.181218352507219,0.138885195169519,0.1070642744273,0.10037038032478,0.114196687723829,0.138147916801654,0.146262913106855
"11",27985,NA,NA,NA,NA,NA,NA,NA,NA
"12",27987,0.116545107905371,0.0895144162030292,0.0835939546231054,0.112293607043461,0.045297475491584,0.101195764381583,0.281781160477525,0.14437543894909
"13",27994,0.13134360664183,0.195962753731974,0.212807524342458,0.193563121179578,0.223067406628381,0.165963236842095,0.250710179479022,0.143383761971135
"14",27995,NA,NA,NA,NA,NA,NA,NA,NA
"15",27999,0.256805443460622,0.230529590458856,0.108310801692786,0.197952689550323,0.248173525799538,0.126617912741756,0.269338664246573,0.272385402718323
"16",28004,0.167699188018811,0.185976499678768,0.148469979783588,0.0483357078635621,5.06109714298824e-06,0.134198427848622,0.104077909931228,0.148556621646613
"17",28010,NA,NA,NA,NA,NA,NA,NA,NA
"18",28012,0.243271449545987,0.107758238813772,0.124037877747821,0.0688090689065147,0.0215121589362278,0.131322005306058,0.246007474620142,0.199146329789419
"19",28039,0.0754364519525778,0.0981403281714402,0.000882301431441876,0.0586132553053537,0.000631712013562853,0.000291232687207859,0.177146948941837,0.144096721771686
"20",28063,0.282580264963675,0.170953460127287,0.167183661307967,0.262504699134365,0.187797350718576,0.148745106900066,0.405530625320665,0.44974350473555
"21",28065,0.0941068649652392,0.0976320938782366,0.120826740228162,0.121213928855495,0.215725141030809,0.0599294274087585,0.121190046561276,0.079782350866908
"22",28081,NA,NA,NA,NA,NA,NA,NA,NA
"23",28085,NA,NA,NA,NA,NA,NA,NA,NA
"24",28092,0.132208144488705,0.105314935293905,0.150469809784067,0.150576821221049,0.142797779450295,0.179427850105094,0.193200525983425,0.167724340922393
"25",28097,0.116864049145989,0.180942966401643,0.14519444267756,0.213324563903039,0.138320280576831,0.193635928340017,0.136035937142344,0.155061696586118
