"","ID","Afraid","Active","Alert","Nervous","Attentive","Determined","Hostile","Inspired","Ashamed","Upset"
"79",86,0.389790952786957,0.250821312599982,0.28606773237147,0.384789321169164,0.195551992748554,0.246910224806168,0.253656645950119,0.307427005017485,0.258844283736779,0.183065499342184
"80",87,0.191552351334056,0.120564916487233,0.0674848374924505,0.226273897119756,0.100165782112158,0.0967001733356066,0.0810825052868908,0.132395946309628,0.264860404863638,0.325039207847373
"81",88,0.156983802666387,0.0999193417571958,0.0847245412956436,0.140778183212372,0.106852005242085,0.144130508267235,0.104967309061824,0.135288569916736,0.178117771748532,0.237959611753263
"82",89,0.417820872537103,0.344430189440172,0.299286030084748,0.18484441052667,0.291158724900956,0.325173775646153,0.411091719286406,0.203556699702711,0.319146211794697,0.446044977364222
"83",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",94,0.0635388366604876,0.0810259078503389,0.19734036320906,0.0294559847373266,0.027265496317966,0.13648437536824,0.0240932430362746,0.109925557987184,0.00732944010187356,0.213024519418746
"86",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",96,0.000844199167345387,0.0529218177430036,0.0492154847974705,0.00155300099566127,0.0213667865023808,0.0762819439300282,0.0231507937691084,0.0155091312326157,0.00286165263710013,0.00571216233459428
"88",97,0.160634471714441,0.203366534619279,0.141478815447253,0.150951460327365,0.18964368484362,0.202009442205631,0.170670001927256,0.144345929436662,0.133777251485022,0.171358602609544
"89",98,0.200066821452185,0.30485580545122,0.182014340756141,0.0989647057140506,0.175599113570027,0.370516811831561,0.109407101080546,0.156541477467909,0.109536931526212,0.15787570003283
"90",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",100,0.153238094291982,0.173513419868203,0.140936429572532,0.0642513542234844,0.0621795698800361,0.153820322831578,0.148235730165594,0.151163966011278,0.0517639703246678,0.0680015066832684
"92",101,0.266919279698653,0.175002012767188,0.147949325810318,0.209030863835786,0.122022455948749,0.155503145312849,0.247788765072909,0.165035140690054,0.189515942474675,0.184756484819257
"93",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",106,0.118309830045814,0.158675242175985,0.113004963071719,0.123944747146037,0.111108088033735,0.159868142170874,0.00561000758381976,0.157059236565084,0.0762214208331038,0.213453262054502
"98",107,0.139974225990533,0.222564528080325,0.238421291320782,0.151327933207886,0.217661058591203,0.210196557844061,0.0827120234292218,0.189579703206427,0.116913525902188,0.147912495898839
"99",108,0.0918485956095607,0.124766373017027,0.095887291663946,0.135568548674778,0.101236962680969,0.152508473335528,0.0495854601049284,0.133454244117807,0.11933387453683,0.107492365708024
"100",109,0.22647128532983,0.22636018028695,0.136319251349871,0.161184731128518,0.132856906196611,0.124846708336346,0.208981080524228,0.129647123902922,0.165100138513549,0.14613471940572
"101",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",112,0.143035850738443,0.15275081635647,0.193396310423197,0.122248482594343,0.203710653068608,0.143604044443121,0.121345847198505,0.135637738699426,0.0931371986168186,0.115720337183039
"104",113,0.12806940587741,0.148979436070262,0.166672285155581,0.0919424641528653,0.154249927019636,0.103346835288285,0.207418295869297,0.17350109296457,0.0869515376143283,0.135618966523171
"105",114,0.0875963679249389,0.141397603238365,0.245428962240776,0.158155978618822,0.22446826101909,0.274017820363542,0.201541995082115,0.150192478570865,0.11853978979481,0.192492744223852
"106",115,0.114543087303114,0.264072766846355,0.0938637096586606,0.128822954628073,0.218512844259933,0.186020611867764,0.261592310682972,0.277390573353468,0.0771490543856598,0.172438488630578
"107",116,0.17164530897037,0.104991467471434,0.138282352396204,0.224692688155451,0.167980232917437,0.152540086553925,0.117951772849418,0.143593206795766,0.136433303957136,0.19252190316268
