"","ID","Discontent","Calm","Energetic","Wellbeing","Tense","Happy"
"1",1,0.0521772101958923,0.199116552995856,0.101124505445572,0.0426535905897576,0.0956048016760945,0.040439149597361
"2",2,0.163743202018525,0.111685248828777,0.254913138673754,0.139700270821004,0.162447216744062,0.298238255237239
"3",5,0.190223896996523,0.00784908008080878,0.344575167957319,0.240304606827955,0.166682936709325,0.18510092320049
"4",9,0.193029955649996,0.157754894460377,0.26541583417579,0.242516954386304,0.181936530038453,0.103733777125761
"5",11,0.190505848735717,0.181264576311683,0.250786344109277,0.151293264202929,0.196715838079593,0.146526719621323
"6",14,0.10913160656775,0.236725729085989,0.0904802650623851,0.0459660222921029,0.0444603850032419,0.120590795929987
"7",19,0.105166822882299,0.134997416519601,0.209704048330911,0.0863759724080732,0.0988886202115058,0.153237558937271
"8",22,0.145858482550854,0.118990406986276,0.180425379667627,0.0822038554758981,0.199326972728914,0.109029225276081
"9",23,0.0586752854389829,0.16910801338034,0.0652729601936772,0.0663158034413395,0.222152542812157,0.107957240582435
"10",24,0.196027986410319,0.282371026780176,0.162104744621916,0.213830731576085,0.168904543324391,0.195788767544455
"11",25,0.35792523169417,0.272894232850978,0.162427384210308,0.177937532086575,0.172298362159416,0.143801554371822
"12",26,0.152809862836269,0.222730170830723,0.144124511768854,0.100614371822249,0.207367214074799,0.0980470550042595
"13",32,0.332089039348008,0.167347623232417,0.312242276652322,0.331453640935389,0.162228455656597,0.139976260052779
"14",33,0.258512345057879,0.258263697306682,0.230944456487221,0.0932695280905912,0.308126244122425,0.128262061563913
"15",34,0.155343372667534,0.0927057611620778,0.196078783894793,0.236643656290284,0.131638621812005,0.153864615842549
"16",35,0.0873908488914228,0.122377894643871,0.194525902131906,0.211522243029389,0.14003782862935,0.090241370953153
"17",36,0.103580539451585,0.125209023352223,0.183167051242788,0.11093976666963,0.160291149071495,0.193534618545913
"18",38,0.0695723691750237,0.0669352956960866,0.0974762282660157,0.291419907076973,0.0889698135086531,0.152456369364369
"19",39,0.230694574802843,0.22274841309014,0.227492943256135,0.169131522909061,0.167256865517646,0.164399555173098
"20",47,0.182620008537815,0.151436192275132,0.202008164800775,0.1594402374383,0.180474194545007,0.120139792416955
"21",48,0.0599166712359036,0.177343421153429,0.0998477782414531,0.0829325250824519,0.18188616599857,0.0961038518968156
"22",58,0.248193173163231,0.111990682826848,0.146022156012869,0.126173972265785,0.209754185448255,0.0727046460562523
"23",66,0.214272465536301,0.292985839741124,0.117915476062608,0.159461553238993,0.211807925839661,0.159369713842458
"24",68,0.0564280536177736,0.130136297370874,0.262830598048662,0.117001841428127,0.147690313184422,0.106288398324152
"25",70,NA,NA,NA,NA,NA,NA
"26",72,0.307794719756785,0.152879451732704,0.252650117096037,0.216445584383628,0.101193396178965,0.194308150651785
"27",73,0.206789875216293,0.199714131796611,0.22639706920529,0.141855111081762,0.178125566638417,0.123107924122829
"28",74,0.0386968567085303,0.0653483562632578,0.240797112615297,0.0668977552231842,0.172254275597956,0.102218858384165
"29",75,0.100965225365646,0.24156925114227,0.167721105563338,0.11229236796213,0.167396736639097,0.106509374216928
"30",76,0.112469381608169,0.152762981901665,0.176472169618365,0.0800518034879985,0.158021617277433,0.107406562978987
"31",77,0.149227852709743,0.0597621503441265,0.211887179988226,0.0628889249394109,0.166127333554509,0.0967680998875632
"32",79,0.332567033203334,0.0357450566161686,0.178209522437534,0.261319170093877,0.214655870233283,0.236321289644445
"33",81,0.113403037503829,0.12930819615649,0.067259449873237,0.10701011968679,0.139943801601645,0.1267531310669
"34",83,0.152182870917257,0.183553137053069,0.0819025804596051,0.0345713837285451,0.0717841607731265,0.0736869777895394
"35",89,0.149298133913783,0.0557114942208033,0.301049372389183,0.149881214863085,0.241054973925747,0.344468253511987
"36",90,0.121355490209293,0.153254672094785,0.194667842527134,0.185964568927833,0.13054103632036,0.199029051659747
"37",91,0.0554396957642643,0.0643657487174569,0.195523010747703,0.0702573607735274,0.0334629583130943,0.0687799833206128
"38",94,0.0788170166810152,0.116843021086805,0.139568302934868,0.0873855943764445,0.164524470144338,0.0660121542553986
"39",98,0.0347173110955132,0.0482241350561958,0.335621579036905,0.00119222388210786,0.0627989843307505,0.0484637521736472
"40",103,0.158010029596686,0.207176745752911,0.256924629674111,0.128668644057487,0.15450393486966,0.110386183352006
"41",104,0.181869770843502,0.270074920526447,0.32588565646841,0.1782027979804,0.244845844784815,0.197813563263185
