"","ID","Excited","Worried","Anxiety","Sad","Relaxed"
"1",10720,0.114789341622092,0.229151551573341,0.0452795491735812,0.125717362029733,0.126044443268069
"2",10722,0.206878644090884,0.177344474428355,0.274328383233534,0.230729056055445,0.29396140847232
"3",10724,0.0844023578041264,0.168873135105641,0.109070673664463,0.13214755987442,0.0203747904485363
"4",10725,0.202895907037745,0.148822986064681,0.130955813410971,0.0382957576646736,0.167380036946717
"5",10726,0.0298720182101833,0.0717483550855683,0.00833490799521775,0.0394978785474487,0.0432396147592738
"6",10727,0.0211422715469838,0.0653830785540817,0.0185806052960934,0.235537643981559,0.0816494103966402
"7",10728,0.0892333099393172,0.0892224403839827,0.0404233496023862,0.114145601669167,0.0565372087314471
"8",10729,0.119665747548805,0.0189781559409773,0.00267367196212383,0.0434476222020399,0.0497619082550565
"9",10732,0.0517449136056215,0.247189128606697,0.0885221502769065,0.0749229976378757,0.0398218345027018
"10",10734,0.118458098614887,0.0840751246072439,0.0267240537326666,0.0489668275302789,0.0331966646921546
"11",10735,0.0527435364356032,0.121725435030858,0.0709798930236351,0.0948455080282604,0.202377861544488
"12",10736,0.424753639243968,0.2674067844575,0.0968818626319192,0.216115211694347,0.484908585984831
"13",10737,0.0245981495929953,0.0367796034385488,0.0191125154124464,0.218709590938591,0.0173605870811447
"14",10738,0.253438409458176,0.177537312932436,0.204255501488211,0.14764243766082,0.0837704536384061
"15",10739,0.0209840430757466,0.0595021011665151,0.0267992310077904,0.0337240120976613,0.0949376783206993
"16",10740,0.0443957947241078,0.0164718517409216,0.000987340888130463,0.0153085692174855,0.0638245286105887
"17",10741,0.51374247187936,0.345130053472752,0.00624859606572222,0.388558990526993,0.199225205408735
"18",10742,0.0552411726948643,0.133968164573444,0.0739679821014382,0.107916371114635,0.0397537668747605
"19",10744,1.08729820181207,0.26177871321721,0.00657495684225312,0.232780267046704,0.380186359334748
"20",10746,0.103527679692587,0.242058941599293,0.0569908649725584,0.0726744547040039,0.130462653644343
"21",10747,NA,NA,NA,NA,NA
"22",10748,0.0320704831239304,0.100675747843573,0.121549984051605,0.129325486520953,0.183504751604497
"23",10750,0.0238271214911019,0.0472273318133045,0.048161913748656,0.0671649643899315,0.024566150188273
"24",10751,0.0754897796726123,0.142408228061926,0.119879936952812,0.119084834595221,0.0297102385587489
"25",10753,0.25625574077412,0.132970795936075,0.00303011094506322,0.170223740894631,0.464366838290968
"26",10754,0.238670409002545,0.104052028535815,0.0496668760670791,0.0893142744223459,0.174380660850774
"27",10755,0.00860004946008142,0.00846192469909328,0.00758318966820842,0.00140766760173144,0.0539060281571057
"28",10756,0.0839609886696923,0.0257868754333809,0.0489061174741661,0.156691019390886,0.0334207221464549
