"","ID","Angry","Depressed","Anxiety","Sad","Relaxed","Happy"
"52",300,0.173307054137976,0.164111632920338,0.171618496815281,0.212841928225666,0.218669533040409,0.222986674559206
"53",306,0.0451324563601135,0.14655254375774,0.0904055008127889,0.0808039310507972,0.165214871696215,0.123446928205198
"54",323,0.067453326060973,0.021512542761978,0.0564988048626092,0.106254899383458,0.166809960097001,0.15453763593543
"55",332,0.177388180772811,0.179014565696764,0.228144138693496,0.207568202003391,0.279632700836386,0.227049099802871
"56",352,0.230250941989737,0.151833589405849,0.164083722571974,0.120000344869748,0.117322560808495,0.213842063301199
"57",359,0.255008544799187,0.182868727603938,0.286309142867343,0.258648153523176,0.217187149315788,0.381827381526539
"58",364,0.119576937043258,0.0878458507407201,0.139451847143972,0.0581997496055934,0.223242721123567,0.255404813725068
"59",367,0.1189947369047,0.0452260017964514,0.0348224584288161,0.050538677570148,0.0997978753695024,0.0936604242156345
"60",370,0.0733747268481288,0.111500092081899,0.157110317015993,0.179980055334316,0.155371825998779,0.199723057818294
"61",376,0.144793769323119,0.168116118638093,0.169803296802443,0.197818366243957,0.207579743115725,0.198458564496678
"62",379,0.19753933994029,0.0680263465001621,0.0233308333297347,0.121779057744904,0.328268612070197,0.183193901998054
"63",392,0.0837696664088623,0.0704974419991964,0.0808126797438531,0.0707340341260196,0.173663361317422,0.118448317208888
"64",394,0.0146182085856829,0.078951342003249,0.0359741554962428,0.121645781096199,0.158841383162722,0.100996502572403
"65",398,0.110350694902184,0.133647194243638,0.146420132391678,0.109139473555808,0.319092838088255,0.225111125134562
"66",405,0.0799498759348082,0.01780519661618,0.127589335086253,0.0396991887976513,0.235694927828379,0.16364839025615
"67",407,0.0914200071925586,0.21433647230997,0.230535672006465,0.256961860540795,0.197834962278359,0.191974510452536
"68",426,0.0230982308821246,0.186532655343274,0.0519175387210385,0.253643794742306,0.0601792175951521,0.130112755180338
"69",430,NA,NA,NA,NA,NA,NA
"70",435,0.0778479813413599,0.0308082389734838,0.102283346497007,0.0463542822036348,0.24656625450295,0.158209218617517
"71",447,0.229864130511905,0.0449700202723855,0.112678821201823,0.142078115246258,0.242843032306982,0.211770364592458
"72",449,0.0467273229617926,0.0262341091278532,0.0801835224207217,0.0383827659167711,0.172618248107019,0.0925743463014553
"73",451,0.0865465234782708,0.0948841535442464,0.0143285841257556,0.109560251035977,0.218129041178737,0.120291361374135
"74",454,0.0773066301199144,0.0560692102233285,0.15120853142229,0.0918016076495021,0.19996101139759,0.120097174254084
"75",461,0.12480643885856,0.126701490362898,0.119526021656604,0.173398056632677,0.226176846457664,0.148329051260102
"76",465,NA,NA,NA,NA,NA,NA
"77",466,0.0352220204187722,0.00215645987693665,0.0362057272890477,0.0400829913581498,0.192275324851671,0.241610689721463
"78",497,0.0276047861690976,0.032761614182566,0.062210749052222,0.0561695356173101,0.21271337850206,0.0837176134744975
"79",499,0.036497302981626,0.0390459176703022,0.0248188394968393,0.0234661731229428,0.122898453916077,0.0518174804480654
"80",500,0.120074009609472,0.157022891263452,0.104230732419024,0.182569475762912,0.157328157543628,0.202640741117345
"81",504,0.222531857748994,0.186078165193799,0.0744190699082541,0.109648310165526,0.14400591934042,0.218768261614861
"82",512,0.0484368154067848,0.0411748573450482,0.0528872563782443,0.0487273272862206,0.0643495487029347,0.0801028858559388
"83",518,0.032098407774196,0.0308133596091534,0.0172456121102764,0.0275657869595221,0.0497919782056838,0.124987103449276
"84",520,0.0595275796501405,0.0610607388957801,0.0328145621629813,0.0873388258656534,0.307006747433376,0.199022039986047
"85",524,0.124109381262708,0.109438617342872,0.0783227849051221,0.0995004982124072,0.139770349887944,0.18007811953469
"86",526,0.151349438973415,0.0914037858421209,0.176941740234107,0.165164859800157,0.182163179004089,0.250733774695919
"87",527,0.172997028532984,0.195324857405578,0.340695889467883,0.224267433482883,0.202790444668706,0.109462493213804
"88",529,0.0481132284738201,0.0612251911227718,0.0983786710095383,0.109618716667924,0.136684631254328,0.229949880986451
"89",531,0.238207999412682,0.209794092266957,0.171412790877643,0.212696082375252,0.302705709854059,0.232245204154411
"90",536,0.105566325846312,0.119482271934358,0.0867644835976579,0.120486662445511,0.21994218838924,0.117834465772199
"91",543,0.1601337031722,0.180508955006326,0.0704262339236865,0.16376397762211,0.104187022300589,0.123988600206581
"92",556,0.15656426564737,0.145459597853118,0.270415021023432,0.215762522445856,0.1687927071623,0.130737720508407
"93",559,0.0188785573255521,0.0678332044292645,0.186996934916375,0.0322560076333835,0.161957859656073,0.111245325355967
"94",560,0.128013791791814,0.122987141600438,0.150862535296647,0.160464152465229,0.224901464373541,0.144743603253697
"95",568,0.0137655539664824,0.0303965776543439,0.0294909552326101,0.0362774421751369,0.180694623930608,0.0817198021363803
"96",587,0.134146542499969,0.05550012337353,0.0789772931821256,0.129546836032974,0.121852984110109,0.104265921473302
"97",603,0.443637119933705,0.228263131249102,0.195535616969259,0.231703928918348,0.279567131633404,0.307297956003546
