"","ID","Sad","Anxious","Angry"
"1",102,0.0450932795404496,0.067460483291669,0.0363711682986554
"2",103,0.0750475241858906,0.134021031027916,0.0537075202356422
"3",104,0.110601534782241,0.0921921588138138,0.125588482632058
"4",105,0.0279406592411811,0.0775492943804758,0.0159587156350483
"5",106,0.147506229953298,0.124072659404162,0.169407029067849
"6",107,0.0732582786277757,0.101480025673289,0.0293751751431136
"7",108,0.136941676103659,0.167783075646637,0.161018777618189
"8",110,0.219101876236238,0.0612317674533755,0.209242494715672
"9",111,0.0411154308166968,0.0627460487055271,0.0717461582077592
"10",112,0.288980437420842,0.203245161242188,0.139417881112614
"11",113,NA,NA,NA
"12",115,0.171606439456389,0.194605734685962,0.156594279670269
"13",116,0.0564472473788276,0.190887421379196,0.0916018966200084
"14",117,NA,NA,NA
"15",118,0.034110777846361,0.0301825540984091,0.0602481706396239
"16",119,NA,NA,NA
"17",120,0.145964295085321,0.130550254525299,0.160832380084179
"18",121,0.175983753957937,0.095466832898239,0.291707107330886
"19",122,0.111481786097347,0.172299727134605,0.155271952110712
"20",123,NA,NA,NA
"21",124,NA,NA,NA
"22",126,0.115391107948387,0.098976395984957,0.113821020918773
"23",127,0.0996284133445699,0.0684031910538926,0.0981767948322024
"24",130,0.0119483228571013,0.0182035079391518,0.0116605516686021
"25",131,NA,NA,NA
"26",132,0.0498701646312287,0.0547696960652937,0.0478360593585794
"27",134,0.0787252978632157,0.080580068958732,0.0368240516229881
"28",135,0.219317176473431,0.124154478827246,0.249401726467931
"29",136,0.0721793478350154,0.118937321632724,2.2457671497608e-21
"30",137,0.0643230622316874,0.09636730148403,0.0827939836151466
"31",138,0.217431631864725,0.131916430112812,0.163595467876723
"32",139,0.266451680739078,0.0505307708795609,0.20393968563914
"33",140,0.0865722561141276,0.157902951210234,0.15132997862088
"34",141,0.0815037231891104,0.0861057756295726,0.0714150030476179
"35",142,0.0280600882103562,0.037246272982969,0.00962309388183323
"36",143,NA,NA,NA
"37",144,0.0456018152392506,0.150571057993639,0.101292519041171
"38",145,0.0690491020434136,0.116452287048499,0.0817581091937004
"39",146,0.0727630533593709,0.163361920775026,0.0653361192300025
"40",150,0.0391140976890398,0.0386129362785684,0.0512780668329663
"41",152,0.0673047729826346,0.132696683807137,0.132616176297939
"42",153,0.136958170901489,0.0718812706187151,0.0792168027030889
"43",156,0.0634679205558632,0.22703377655594,0.0504226378039895
"44",158,NA,NA,NA
"45",159,0.111282702915038,0.0914676820717867,0.0642103517073544
"46",162,NA,NA,NA
"47",163,0.219526550868533,0.161852928517748,0.124767442071557
"48",164,0.0782729820322181,0.0735113537494408,0.0541293784555827
"49",165,0.176169198607267,0.122385615610699,0.113139519652922
"50",166,0.0861485345141105,0.0722835076167341,0.0717257743186149
"51",168,0.110442434403917,0.105086626798488,0.038334255174368
"52",169,0.0511071848516853,0.102729577594389,0.0464792472987917
"53",170,0.112822672495476,0.0975912189888538,0.110934615404664
"54",171,0.0286490179775501,0.0714489787863948,0.024326570135513
"55",172,0.13289237627381,0.0570286590032552,0.211233121320326
"56",173,0.0885483313734168,0.165910554860539,0.0701512552540703
"57",175,NA,NA,NA
"58",176,0.0619507247254896,0.0936630302914538,0.0658822652300901
"59",178,0.0519668612141029,0.147611167475396,0.0668070283235161
"60",179,NA,NA,NA
"61",180,0.0954020413319745,0.0922188312047727,0.0830388322506569
"62",181,0.102489908662889,0.102758176606698,0.0976168514631141
"63",182,NA,NA,NA
"64",183,0.164717723530404,0.188266290420946,0.157390089172454
"65",184,0.0937162580801922,0.0992998627074467,0.12607031109269
"66",185,0.108318708474319,0.110085841287642,0.0845984463818767
"67",186,0.00199942236372763,0.00361377613656845,0.0361900458879467
"68",187,0.241989909649905,0.25069841648374,0.15884173804858
"69",188,0.0445596677971019,0.10012119537607,0.0425706690633655
"70",189,0.0217969189131687,0.071569562044811,0.172677658566542
"71",190,0.136863368783211,0.193116955179934,0.222401221290811
"72",191,0.112896780345861,0.0519676692699535,0.136636278996571
