"","ID","Atease","Calm","Relaxed","Drowsy","Sluggish","Tired","Content","Pleased","Happy","Alert","Aroused","Hyperactivated","Miserable","Troubled","Unhappy","Sleepy","Quiet","Still","Afraid","Ashamed","Distressed","Guilty","Hostile","Irritable","Jittery","Nervous","Scared","Upset","Active","Alone","Attentive","Determined","Enthusiastic","Excited","Inspired","Interested","Proud","Strong"
"67",167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",186,0.133018066281616,0.356342570496719,0.187018723466388,0.220550441888824,0.19432039693935,0.312245936667821,0.081152595778896,0.1779370927817,0.112923902922453,0.117775013720013,0.126380547838268,0.193188781068814,0.207943419556654,0.18953356595592,0.162305191557792,0.21838689856666,0.184199603152811,0.274849695964723,0.103527654308458,0.0663419692732462,0.208975851495488,0.103527654308458,0.0412665881998124,0.103527654308458,0.202243996938156,0.207943419556654,0.097547072235167,0.122960286652496,0.0742269619025202,0.22125071010454,0.126380547838268,0.187018723466388,0.134546366320621,0.0958780513107171,0.131543601168071,0.315571169004096,0.0980285173833904,0.151609818910527
"76",189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",196,0.11572419150127,0.0127577590769957,0.205859755821298,0.170647775576562,0.327171520678126,0.102856341969435,0.134536368448318,0.12317888289022,0.187543039137489,0.161944277830064,0.200507276785849,0.063535245012634,0.203520289776108,0.25273980784261,0.263498465927495,0.231706862941135,0.22188512422096,0.215060133175683,0.206147059835753,0.121778609371323,0.375867053180598,0.0730671656227937,0.25547392642564,0.299972737512409,0.158247391765832,0.198998871766117,0.15320289874954,0.314653393307795,0.135060256231657,0.222514707046362,0.0382732772309871,0.136447456877334,0.131875518159911,0.0760971320226072,0.0550872711070037,0.15498367710418,0.168038431915294,0.0255155181539915
