"","ID","Energetic","Enthusiastic","Content","Irritable","Restless","Anxious","Angry","Guilty","Worried","Hopeless","Depressed","Fatigue","Positive"
"17",37,0.172206338082111,0.176066093497476,0.223162074196651,0.169474534916454,0.267474887417709,0.249500374408032,0.200679506197026,0.178981419898257,0.146336253211423,0.175264645679977,0.214826683344025,0.325517220083653,0.210269263519752
"18",40,0.26834415374135,0.179053291127407,0.275828013805232,0.261143879653698,0.315940982686692,0.272145511695007,0.219875678157022,0.303138194676022,0.141811769000765,0.301898248558413,0.24829577041309,0.19098633875328,0.275696720628682
"19",48,0.128875450383174,0.13603615570986,0.0829063587483374,0.125767253525027,0.128097638571261,0.0603322968640894,0.0870722769191945,0.0807098758661473,0.0850689607598371,0.0676362343551951,0.0714236940244571,0.185149723271476,0.0889318411822139
"20",68,0.137510303036577,0.105125878625252,0.132404509216924,0.0726804702424647,0.106557640566545,0.139441969930531,0.0521936909591271,0.0467848735665411,0.172417236817925,0.149991879819012,0.154486647815351,0.185064117166016,0.0770578973897746
"21",72,0.0722565855260378,0.0834183302863527,0.0845368615898221,0.17572467282407,0.0962901975521695,0.206376990922331,0.150979319776277,0.0973522438016175,0.200744429246787,0.121788098703841,0.109889436439087,0.104759276199003,0.115530796210335
"22",74,0.158783038497097,0.16542298327658,0.123212361015197,0.0591823449395964,0.0190799318869566,0.0391835552115178,0.0386364919992446,0.039739443112817,0.231073797835209,0.0303890360031578,0.090001458414423,0.229312390938977,0.16525743549849
"23",75,0.168257660238505,0.140299557146747,0.175203091515433,0.197254258467477,0.195634860788966,0.212878785238936,0.211720713421793,0.172517783420915,0.117933953886006,0.187218037202483,0.157660856842794,0.235105281607393,0.154988745181513
"24",100,0.135077650451231,0.131405418878394,0.19515111238127,0.162022054199609,0.148183362790358,0.157570278351032,0.136858330721789,0.0982549883442888,0.111736325742521,0.132044350000247,0.170352711336972,0.150021160632814,0.131238687783658
"25",111,0.140227799446885,0.10673102886327,0.12019442346472,0.188866844237911,0.176889345321646,0.246095891428885,0.198452506407218,0.153470388289678,0.107970847322203,0.300078376141816,0.162408464521497,0.0950585520049431,0.0963424130684785
"26",113,0.0965311594677172,0.101291645211995,0.0809309857011556,0.105173128317667,0.0990517494239141,0.103970102139331,0.0955092538801938,0.0941074672081645,0.086900746330014,0.100316755775761,0.0891502720201372,0.0966130325297518,0.0897853950501615
"27",115,0.0558435611138838,0.0665480069010971,0.0647661624518777,0.0747176623199279,0.0894635736873393,0.0903227346890764,0.107043982232782,0.147184192511606,0.0499233265858028,0.118134177097945,0.0562546518722136,0.0708620590894414,0.126415015040456
"28",117,0.126622065286033,0.0907188754149738,0.120463151170556,0.115078975592164,0.0811311855450017,0.100537135462426,0.110177219187832,0.120547396675647,0.0767675408795285,0.0960149441574279,0.0880480302301698,0.0995226981349791,0.0855006560331236
"29",127,0.148768655565007,0.0911473097960451,0.0775523896514277,0.0976804055209092,0.184769133179626,0.138461507501236,0.062862723469784,0.125904784343336,0.158492691251973,0.158397810542484,0.125765399479974,0.161606292135653,0.0794201385510476
"30",137,0.114298189358047,0.112354123028657,0.0560759612232118,0.063511861602277,0.0597584323417521,0.0933749200247466,0.0911888074824122,0.0710181620807729,0.0487006212372176,0.434984334132918,0.0660943425491056,0.112215386888712,0.0982803595930278
"31",139,0.206736846060785,0.271409502344781,0.291412666076275,0.267992220781712,0.167587628850587,0.242297597770128,0.169173871864298,0.200395618959551,0.290224776802443,0.231963032117784,0.275640662841612,0.143143170338986,0.282273878909657
"32",145,0.0462495971448677,0.0540550517422457,0.0917125446728283,0.13361804784322,0.104377408425441,0.0543510787977566,0.0637867769156801,0.0832567450804885,0.136904372306116,0.117290286633452,0.118574476412685,0.30783378664403,0.0953995835418805
"33",160,0.0754379715332657,0.0831123964847939,0.109764911336511,0.127614585623411,0.0754885312200289,0.101063818297056,0.13259594869608,0.125064045481665,0.112573833069607,0.127501881317754,0.0712132458443871,0.125134480955866,0.083701874779895
"34",163,0.147298976903929,0.087258379563507,0.0511048895294415,0.14101304766905,0.21279714251105,0.0839498192446163,0.153757508736418,0.11724972360788,0.0877924773269549,0.166677180069714,0.145643256251883,0.0872294916527987,0.0661155179555336
"35",169,0.207179525634443,0.149116707952977,0.139837159022339,0.11746475714282,0.180016930141375,0.114504901704931,0.152935873838214,0.116486506317154,0.11000674194534,0.0956864919417931,0.114666361948777,0.160793679185346,0.113031698565821
"36",202,0.145895202971588,0.107611238515894,0.084072317766304,0.107664267236256,0.11885998377147,0.196768357366196,0.165785889155504,0.189144619724452,0.080973752618627,0.104316263349503,0.170008305158185,0.200238567651814,0.0724194740109225
"37",203,0.113563800782595,0.113557184219506,0.0527863880266927,0.0466924750072079,0.1646235527881,0.0943895359775524,0.0818493640873978,0.0365190019256252,0.072933220053258,0.0500090428659605,0.132255568240519,0.20616991807905,0.079492710338629
"38",204,0.265947026995285,0.312913470181873,0.276071934773194,0.181788703581497,0.251241909327123,0.107970639212018,0.128982199197913,0.364576978632944,0.0774969171459021,0.267599281393002,0.308307174794684,0.331760188709389,0.388310343195581
"39",215,0.162746301995016,0.206645126209566,0.162201621531027,0.187260592659251,0.248041420931846,0.0699244706672818,0.141267696590923,0.0944001565130734,0.19931301594457,0.211058367924968,0.245657941039277,0.165826506252446,0.147145616591581
"40",217,0.0792308398415551,0.0769993987051535,0.0771741527076707,0.0902140612853471,0.114620725486412,0.0936189134843487,0.0815184136311463,0.0851855148356161,0.102491454736859,0.127271108252593,0.0960118869199704,0.112413326127389,0.096535990043356
