"","ID","Sad","Angry","Disappointed","Ashamed","Anxious","Stressed","Proud","Happy","Content","Relieved"
"1",100,0.0193680658754494,0.0418608572733692,0.0494073574223148,0.000425531914893617,0.131650339080807,0.0771598286218944,0.0346169406338013,0.053697545446721,0.0268996349911631,0.033539313784518
"2",101,0.124974962927096,0.108109006226846,0.146672225503431,0.128968300961901,0.154017913817364,0.132039540398163,0.127874626612025,0.125951576402376,0.095061664383413,0.108965320031294
"3",102,0.222685655227108,0.212358703940461,0.179076751966903,0.160015959839744,0.176371578780382,0.23122889958363,0.0416336465738239,0.0782720948573514,0.0736477096534755,0.230025122132754
"4",103,0.022313991363454,0.0802030170370518,0.0715050578854407,0.0524965201120171,0.000416639049551964,0.041663904909073,0.093407188928638,0.0635508348546673,0.0880020424746429,0.0611540136449137
"5",105,0.176534196588185,0.17632351931967,0.227575429328122,0.255990470292296,0.258154329377548,0.20365537286696,0.162465586477082,0.184793319466918,0.188252170661526,0.16473456491545
"6",106,0.102666281993823,0.132984084911446,0.11773202006851,0.13684197634865,0.103836347176417,0.132782607540911,0.0593010834294747,0.145979911216567,0.131049096575018,0.163863588008578
"7",108,0.0127178833573662,0.0132876621248028,0.0130853917220014,0.015492927349627,0.0138075000581614,0.122679771813013,0.0690047874172666,0.0901129065364112,0.0944370447959913,0.0707067080150509
"8",109,0.0422844978817508,0.0152584406421013,0.0508127430814125,0.227948545392135,0.0173031808929125,0.0254224497559901,0.030815294693778,0.0155213546515265,0.0272072046714557,0.0560052155454486
"9",110,0.0329158739470038,0.0293861313578927,0.0348967479079221,0.0251307852914443,0.0215954969369155,0.0262006945099113,0.0751591789496356,0.0645333592651871,0.0541085376845763,0.046202690696303
"10",111,0.0620753914406292,0.0531206786804495,0.140462393982679,0.0615081442630517,0.0447262475135291,0.0393829609518284,0.0512230807004599,0.0489799636804177,0.0917685979078767,0.0814667635998341
"11",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",113,0.249971005567594,0.222445456319293,0.251931454309988,0.194519636201235,0.178125662179011,0.212690122949312,0.244967017291511,0.241988993467337,0.201905437755187,0.242790210950576
"13",114,0.125503838921551,0.0417557128255615,0.105024624259088,0.0251416624186858,0.0270256523081385,0.0597206694311324,0.133858913465222,0.108063714011444,0.108401249847878,0.137198022526871
"14",115,0.0159851754747225,0.0194008325532751,0.0215976031857312,0.0269081796934058,0.0204975016833932,0.0178820181940968,0.0305637917043886,0.0291638368679967,0.0210785477490237,0.0203018090232433
"15",116,0.1137974284084,0.268630151799411,0.287620082133036,0.248129566196572,0.353091037057304,0.381257845310938,0.267118065640079,0.241547786230121,0.268915341455273,0.380316344818313
"16",117,0.00348578111874623,0.00580964517988506,0.00464707516664211,0.00257824973560841,0.000232392187952973,0.000464783942739927,0.139244268111736,0.100006823429572,0.0918168181656558,0.304569274777741
"17",118,0.00745617984836141,0.00101714867874663,0.0119704695409816,0.00371314882627708,0.0638986482038905,0.0739953191326363,0.0479895868062647,0.0720240183902843,0.0530002571846688,0.0613387683229352
"18",119,0.117308060771608,0.231246322824949,0.0828565093649322,0.0824489991430139,0.1121080598936,0.152873924471626,0.10925136850913,0.0989914938199172,0.144602232296839,0.12046057588009
"19",120,0.219285840909663,0.242022257266849,0.188613886835148,0.224753766732852,0.213640182986343,0.230325137002662,0.238970801410736,0.164250139300718,0.172282543822318,0.198624785731858
"20",121,0.0207769498474446,0.0274958156737539,0.0315642621999497,0.0598258113134277,0.0193515492165028,0.0190742647529506,0.104777111075114,0.11314327363287,0.0920634067419101,0.0454155526564549
"21",122,0.0266486237954378,0.0755454670105896,0.0521096392118194,0.0873929254179727,0.0561117882298887,0.0776972164248275,0.145453660168214,0.141872175519413,0.120505151350088,0.115098805372887
"22",123,0.141223274120686,0.172493719061,0.115342954788832,0.140020263956951,0.199396916025666,0.233153296120622,0.0798461273300859,0.126633090953048,0.158697519672319,0.183478979748018
