"","ID","Atease","Calm","Relaxed","Drowsy","Sluggish","Tired","Content","Pleased","Happy","Alert","Aroused","Hyperactivated","Miserable","Troubled","Unhappy","Sleepy","Quiet","Still","Afraid","Ashamed","Distressed","Guilty","Hostile","Irritable","Jittery","Nervous","Scared","Upset","Active","Alone","Attentive","Determined","Enthusiastic","Excited","Inspired","Interested","Proud","Strong"
"1",7,0.189504036461366,0.216134793523185,0.313737262623841,0.18711379979604,0.252061969813113,0.155075316893342,0.185387620835386,0.114670982190149,0.195318801339115,0.269279732015025,0.295803989154924,0.219719705468538,0.291567443440658,0.240629425831036,0.349096791675504,0.156745613154488,0.198696886425217,0.150038575284954,0.254385404764387,0.308872984535971,0.273814316344459,0.285911023167096,0.189554925968113,0.24994855437756,0.251959910097681,0.206939783691394,0.181390519531897,0.226123168302138,0.300162850174426,0.141002437012144,0.205004265739791,0.173638886667911,0.292876678776916,0.196614870768492,0.181390519532383,0.216134793523515,0.156745613153558,0.18950403646277
"2",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",27,0.173054663163393,0.213478140416033,0.253448439101518,0.104166667095173,0.186338998124982,0.291666666911527,0.228217732293787,0.157288217344908,0.157288217366845,0.0954703271090059,0.366216579714985,0.0625000005992725,0.0931694990624912,0.166666668201304,0.145833333929076,0.277169472896876,0.18750000008709,0.25685058270847,0.0954703268102359,0.0416666673512932,0.104166668457424,0.0416666673512932,0.0625000005992142,0.190940653958059,0.232923747908191,0.104166667095173,0.0833333338471934,0.083333334016224,0.239356776849935,0.20090939088113,0.162713534969402,0.139754248708225,0.190940655297702,0.19094065425294,0.204124145650127,0.270030862433661,0.0208333341033139,0.176776695296596
"8",28,0.147195975922486,0.248525888211975,0.360465871329504,0.267008018105998,0.231017244184067,0.255313663119844,0.176184815683474,0.219068706260326,0.21227060571849,0.222390239010854,0.121674007862593,0.29133386870205,0.194277715398727,0.228076472644499,0.305347915010662,0.256804722762006,0.207492369051678,0.234744543264692,0.147194905777368,0.115369865120338,0.218079718269959,0.202199376013769,0.194717328176005,0.137484194537155,0.24110112677828,0.128789963321543,0.25408598528195,0.290561312866799,0.29715220604414,0.396838780557081,0.110750524837128,0.275051882832474,0.193042998923482,0.296938624939449,0.219161135525645,0.107535940585147,0.187159583108132,0.112731168377504
"9",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
