"","ID","Energetic","Enthusiastic","Content","Irritable","Restless","Anxious","Angry","Guilty","Worried","Hopeless","Depressed","Fatigue","Positive"
"17",37,0.201678264691195,0.195324488616255,0.237894311019522,0.162030543838551,0.267439334513003,0.256781779595335,0.220261346704243,0.174050859434013,0.167050776464949,0.188355230907626,0.213667024678712,0.349284335556554,0.238044628021198
"18",40,0.228899396389647,0.216035523362736,0.226985353850583,0.243838850947304,0.288384901109152,0.258566471909846,0.238905126767634,0.237600000861427,0.174775131919145,0.247111625856616,0.232842096172226,0.183153887530831,0.186013067354016
"19",48,0.148249340941912,0.163202416764034,0.0895529955145542,0.140339009360203,0.156903028686803,0.050760042675998,0.125285055569188,0.0841151339280237,0.0941217582788945,0.0672258346800234,0.0800587505161129,0.202690506261078,0.112106402525492
"20",68,0.126878116476952,0.0860913636776809,0.103295033702023,0.0593017585343082,0.108382990386783,0.150976567332225,0.0405289646635439,0.0472649657523361,0.184870835830763,0.192168091178296,0.226588069670502,0.20777137282417,0.0659638401991593
"21",72,0.0934484052951088,0.076964788325275,0.0874118587836129,0.190972181590829,0.111886584301429,0.2281815315513,0.148990442611396,0.0934579808328534,0.193863257576364,0.125823474443497,0.100785475628844,0.127666175662238,0.116417365987792
"22",74,0.158975671098474,0.15695014711517,0.127751513941093,0.0482317488854427,0.0609419144255699,0.0593496749888241,0.029587918960841,0.0818305748059962,0.263102711752601,0.0700160309975223,0.09358616829969,0.217990364205441,0.162358982588559
"23",75,0.193375525868742,0.153067911127784,0.193324235110813,0.187444591426258,0.209242508385434,0.202547613706473,0.200811841257945,0.193782816799228,0.0993662988758257,0.128950535078829,0.168891132321248,0.224863501977565,0.168393641710987
"24",100,0.20880595121078,0.198899089483487,0.233140323077221,0.197744017850771,0.163303198929096,0.158241568311304,0.107151210418678,0.119749012418828,0.124064945914345,0.0899365852368803,0.124513318518808,0.215103770495552,0.164643378645619
"25",111,0.131560407047625,0.0891731362011916,0.129575062673204,0.204031365719256,0.193576839445063,0.230927232236018,0.181580143121284,0.189416500863694,0.128216736109847,0.226936614893322,0.155012970705348,0.0999730337356004,0.0905218657877939
"26",113,0.111087050631381,0.0960628479551169,0.0701426337850671,0.123967937309762,0.104390446919493,0.141694481123283,0.101650243741203,0.123514956510391,0.0951897052432505,0.119679682660707,0.122767880482664,0.117149802255409,0.084484294113092
"27",115,0.0507662390175487,0.0669594382889103,0.0733408040434171,0.0784513418212248,0.0721834970362869,0.0836082386515642,0.118263361145556,0.118681457782864,0.0525206082757975,0.125884629405969,0.0492705733588309,0.071435387098303,0.133027215378604
"28",117,0.13429586331577,0.0978209241137182,0.127289276491272,0.11779101350435,0.0874162050160471,0.107626544817338,0.136333793964766,0.128010864201522,0.0750189099780813,0.109342883613591,0.100995331373753,0.10465009304937,0.0953052193475406
"29",127,0.206525236903918,0.136577282204852,0.113644846743931,0.116967970388145,0.225070524887806,0.175181501736866,0.0776586863296522,0.138391168418345,0.174668007984913,0.185031113791007,0.119169692562631,0.198606728857548,0.124707098767963
"30",137,0.0843282320921483,0.133309533909086,0.051522789037642,0.0768731380467376,0.067022257537206,0.0790866315717435,0.120665116261932,0.0659117973140932,0.0598538490023814,0.501976916089499,0.0624566889158156,0.121731948537717,0.0976537073008256
"31",139,0.203218336237056,0.297114408165091,0.277853950909996,0.233347267994992,0.179877135454615,0.250802185449469,0.166310069901016,0.194480636144596,0.304708460042346,0.222250702547625,0.258731343459239,0.200728846469632,0.265130807869616
"32",145,0.0822936894104267,0.0746799667107867,0.106003097145647,0.138382970566006,0.118705637373444,0.0590808295834433,0.066030664667646,0.0897185888478147,0.124341443008234,0.109542470198252,0.116939569176459,0.294780877847,0.104177188134479
"33",160,0.0794709499493773,0.0734450075862291,0.118521574107092,0.132851573037565,0.0800857631003268,0.0987424535698228,0.146239196591654,0.140934283061286,0.113508028387042,0.145299985253012,0.0847485885265597,0.130549371143383,0.0750070643800135
"34",163,0.134297026906033,0.122191756659999,0.0650011647677413,0.148153131280941,0.190210970694016,0.141199149505576,0.175632686380061,0.139011937300534,0.0881555405702567,0.170829363042255,0.168872302583927,0.0793966116879939,0.087551707698634
"35",169,0.212640206246901,0.178088296248582,0.189367087475162,0.129280587709946,0.204456938041966,0.133047104412217,0.194133277432703,0.134018087290236,0.124653165347062,0.135925911748899,0.134680537065478,0.149284925679397,0.110949131816453
"36",202,0.17379591354645,0.145624554099809,0.0983979682155236,0.129398366423861,0.146299737971034,0.22678839480855,0.208100028015013,0.168682820398132,0.128805424278061,0.154747836156008,0.139677327939137,0.197891220939236,0.098377916137519
"37",203,0.133913843170128,0.10806545017146,0.0518063065715247,0.0701188458054624,0.204207902452524,0.100310045185671,0.0831272155953555,0.0673727942799463,0.116488824163302,0.0631310930030812,0.182571729511906,0.259200147394216,0.0949047354754794
"38",204,0.340761663417815,0.392260075249883,0.322187545968907,0.267987611921105,0.276683590801083,0.172861199526898,0.152796712929236,0.37044965817412,0.100637679799265,0.316556316331748,0.39068617990244,0.305359606411365,0.408127874118731
"39",215,0.182966674436441,0.167047969125121,0.187009340561251,0.203400269422757,0.235039672765966,0.102415548005623,0.16764684749771,0.171328698800744,0.207001461561584,0.147521678403274,0.15348388402717,0.188929717580781,0.172924098413793
"40",217,0.0988317355868569,0.106427361331628,0.0698745691375098,0.111194464729709,0.120374426927374,0.106914126498977,0.0950229001769181,0.100473998540056,0.105682322125851,0.150014659165638,0.105200288620022,0.123567085111559,0.100372511254848
