"","ID","Angry","Depressed","Anxiety","Sad","Relaxed","Happy"
"1",2,NA,NA,NA,NA,NA,NA
"2",3,0.11813358644667,0.0582646544634108,0.0447732428470709,0.0778389961495168,0.161201195837763,0.0610341126383163
"3",4,0.280833902600798,0.156138387869124,0.0907496814940928,0.134901446793287,0.169266358883453,0.153262254740037
"4",6,0.0945358398383123,0.0931305764746039,0.0439634207863394,0.0794880119184672,0.206831563088141,0.22102668643667
"5",8,0.0189116918036935,0.0351476893253677,0.0405613187024845,0.0286988117587143,0.2052446069406,0.137676790021505
"6",9,0.193914101225342,0.100558525329514,0.129919202333655,0.22629999009882,0.265751604470249,0.191025722706037
"7",10,NA,NA,NA,NA,NA,NA
"8",12,0.0708338900597543,0.120132302217948,0.0796451657337637,0.122797302810279,0.119169869067477,0.178923447679086
"9",13,NA,NA,NA,NA,NA,NA
"10",17,0.0466098921119664,0.111900231707434,0.0456952822608593,0.0761666268679231,0.161010446776095,0.115596394376397
"11",20,0.24924509025113,0.208416453057912,0.0887490511535845,0.190043532080576,0.132086336129405,0.203731505896296
"12",23,0.139954324659346,0.145767512155984,0.148447147124107,0.146869435089611,0.200023942640218,0.189355402520944
"13",26,0.0263172882265061,0.13887860762812,0.073101695563207,0.142115738763689,0.207761576132521,0.185239247494453
"14",28,0.0463891528748466,0.0776954249393877,0.0469356209629391,0.106266188049719,0.0592944748610626,0.0789163401362834
"15",31,0.0764691580059361,0.0980952608569092,0.0518575336414555,0.197467567088438,0.224535056488384,0.264761614504494
"16",34,0.161431921576216,0.163373373329689,0.118246635511607,0.142484024489563,0.233462250029409,0.231634390727711
"17",38,0.06431173745111,0.0779484650805652,0.0887682905361051,0.104993977116072,0.208441719782537,0.170379737993814
"18",39,0.175064966461198,0.0279700319035436,0.118033157641216,0.0695078623079281,0.0884568293605581,0.172982434559987
"19",41,0.123992321170356,0.0901163294421615,0.090398911504205,0.236935788327034,0.136884351652761,0.159212108319704
"20",43,0.134738326613913,0.188298983485505,0.126503015111208,0.130221158719052,0.219670583477733,0.142981655001361
"21",46,0.109516373606533,0.0436121194781787,0.0387519891386122,0.0814556572134908,0.235384316207307,0.169431400417029
"22",47,0.104255606251067,0.162048273617529,0.155807671758593,0.184887256204576,0.274784367979484,0.239846175540574
"23",48,0.0834642929606025,0.00699874867957283,0.0716913142560304,0.0526242581347533,0.216336733876566,0.0549137469844145
"24",52,0.0636286812728784,0.0483057807727715,0.0341790972352069,0.0587692143782053,0.0970720478637243,0.0755489801653743
"25",57,0.122887908984104,0.107228412952109,0.0974524228389446,0.0842352302554226,0.186629062474832,0.108213787542573
"26",74,0.104378338015702,0.0722331254055594,0.03372250012879,0.0841912608344269,0.206089635269911,0.120713419496616
