"","ID","Angry","Anxiety","Guilty","Sad","Happy","Relaxed","Confident"
"1",1,0.121155213716524,0.248001806970088,0.161299315324355,0.227256190949692,0.252962254960979,0.185512620630457,0.145523438783338
"2",2,0.0854095785366821,0.144894380836331,0.236800402632267,0.16321075920475,0.132626710609368,0.201295948739577,0.237126857392285
"3",3,0.141480368322669,0.215241544670719,0.162778482145367,0.153198874352787,0.1351752427793,0.265447480606003,0.116990998893037
"4",4,0.16797152855226,0.239551747484667,0.29265973051882,0.243317474397578,0.092497640159202,0.255019852508551,0.149721768386736
"5",5,0.172176025125681,0.316509817473474,0.160296529015688,0.259263485577686,0.283836391981665,0.323598590961649,0.349691487560897
"6",6,0.0831609292036247,0.387726964621384,0.132037878553557,0.179843900552573,0.297157263883938,0.326691591233088,0.318192610081288
"7",7,0.13880266533188,0.348669903242994,0.247495831682438,0.157981782938085,0.276962022297778,0.478763855596087,0.568231731039934
"8",8,0.0575470035254406,0.134450376590955,0.0111925809212789,0.0889125005574407,0.106929697501853,0.165298755054457,0.123366688133544
"9",9,0.157497304549649,0.103228265573438,0.0732132358011929,0.127667647989332,0.0414432126502314,0.0748058267088324,0.0721109665447448
"10",10,0.143432532569214,0.108089688703828,0.226329959493041,0.204359068844949,0.180130044091556,0.187452144703508,0.129202852290236
"11",11,0.0319895744426072,0.171030469754247,0.0832437648715384,0.0580721533447476,0.0759558448433386,0.191744685908741,0.0701533113014578
"12",12,0.118537522521054,0.157262549934025,0.15618003194588,0.160762968807845,0.0734465409967125,0.109992173252526,0.0480601031783945
"13",13,0.076752351126243,0.110735795085301,0.241934990881729,0.120917307188524,0.19740683924325,0.134088492573578,0.165135324946115
"14",14,0.123462351377453,0.120070277564216,0.144033986843414,0.0865474105820941,0.0653888408834745,0.0781040915150303,0.108134644731865
"15",15,0.0671729025551902,0.292304981922035,0.108686847537816,0.178452614126425,0.125201071321049,0.135332183963362,0.11881612526087
"16",16,0.0208783168147198,0.122518758120095,0.036373497876835,0.0487999095517525,0.166199880922536,0.20188592668607,0.132803246236966
"17",17,NA,NA,NA,NA,NA,NA,NA
"18",18,0.0362343208868553,0.0825328238197213,0.080027480607189,0.140291870109287,0.102771122135056,0.105096813836377,0.0875293327807675
"19",19,0.40133404463472,0.331999289439459,0.320415509961434,0.445468212973552,0.317037163651811,0.514426103855018,0.459997511749573
"20",20,0.254181361777257,0.253245404228007,0.286281258824946,0.281768980578707,0.239430408223591,0.241904107180562,0.171760409807055
"21",21,0.167196629771252,0.298085183208958,0.366576984614121,0.0999426327072309,0.156477179984919,0.229412400597941,0.195924365971173
"22",22,0.0616247816881415,0.0438566754938886,0.0968757074370963,0.066681156109239,0.219665675559295,0.176499359795752,0.137853824464784
"23",23,0.0784078480613571,0.0554101668315343,0.0769618441022215,0.0987453149376331,0.0907613037947906,0.263521958714995,0.0618569580886601
"24",24,0.214084740828921,0.248600353302313,0.110426267219573,0.267430433986779,0.347430290751548,0.417412158015861,0.288021273827552
"25",25,0.177170896715669,0.0972076536934263,0.151491097883139,0.10497448321927,0.0872671516310534,0.132123284247882,0.0983611929260286
"26",26,NA,NA,NA,NA,NA,NA,NA
"27",27,0.0545522467287537,0.0802984578271446,0.0557602896300961,0.0508890620309308,0.0508997735044856,0.0585849943137574,0.0578359377244773
"28",28,0.0220645918480949,0.216133375148454,0.121962776680249,0.0487351812470806,0.137777244457965,0.18019053290738,0.113908003662547
"29",29,0.282607552376675,0.263977779121268,0.280028073641475,0.342508564125945,0.306892555674611,0.488949828883095,0.268616295910485
"30",30,0.124254977296774,0.240987729017082,0.0317920817654137,0.0829651599470457,0.198240262834211,0.210430232672707,0.135395115435821
"31",31,0.147211068285657,0.0720493486428249,0.0684291496736913,0.173277928068033,0.0899747208664542,0.146095937541947,0.100461836916293
"32",32,0.0784489817734611,0.0991390881513664,0.331288427111512,0.227967293235917,0.123817334354282,0.0992429527701123,0.0503003236729598
"33",33,0.0710762835240048,0.19445586610994,0.115323840396528,0.0869224016582983,0.193102515686055,0.146081921307295,0.180401982134087
"34",34,0.163140600791207,0.130489474317689,0.134524314445926,0.16117108878127,0.0981796933104039,0.101949118406509,0.0389239151572888
"35",35,0.171979838614964,0.188082067379691,0.119967191351334,0.136186428430784,0.123686797432913,0.213072273212408,0.180949295960888
"36",36,0.178752709386555,0.284094159818227,0.0923910067249888,0.0774012103100552,0.0733186683788799,0.127057438147622,0.0433010300059659
"37",37,0.148500516627304,0.168412630341175,0.212994689240059,0.214432918396334,0.138922862463342,0.243110866378733,0.150942218020546
"38",38,0.0877541700234784,0.182392142656015,0.196490806506819,0.146448970032103,0.147187073064493,0.164821541541408,0.179862033986463
"39",39,0.0481809755456514,0.122913722218615,0.10179744821093,0.06240356168558,0.0717290556330896,0.0897662690790359,0.0446916861723359
"40",40,NA,NA,NA,NA,NA,NA,NA
"41",41,0.127666820942513,0.0591767442193563,0.170421333184101,0.176430272886268,0.288557047415915,0.251760339183261,0.378804368837118
"42",42,0.149516808671541,0.312260265737645,0.254639991232128,0.174441330055957,0.133490551039811,0.247256926007497,0.0649725987453461
"43",43,0.16541288371759,0.254656661114162,0.123442764372038,0.233508589160938,0.192109958919868,0.20720279093537,0.145364840434771
"44",44,0.0687037545431685,0.0673296379416545,0.043137272766094,0.0516875469987119,0.161717892484889,0.240434542643285,0.129834449469003
"45",45,0.11241482471763,0.174281842713796,0.241550195456997,0.225365595149891,0.23803311451411,0.128673504373936,0.174534215272641
"46",46,0.19899949064748,0.360850062645057,0.350082399863372,0.210579152508153,0.320688086914183,0.228199312144342,0.228874422037783
"47",47,0.152767751322452,0.297005039276776,0.0870473211433719,0.193983079974288,0.174017086572177,0.116616741333874,0.286333127327721
"48",48,0.160910896033086,0.227240698918276,0.164698334480774,0.0835751522806756,0.100708737457655,0.247609516636455,0.0941885788750495
"49",49,0.027924313270572,0.322520141337257,0.129473525480805,0.0374739651463646,0.205222476617114,0.266595359516317,0.329244675516202
"50",50,NA,NA,NA,NA,NA,NA,NA
"51",51,NA,NA,NA,NA,NA,NA,NA
"52",52,0.092562896057451,0.158100509535968,0.137563517999081,0.224172191296071,0.0852024664082243,0.119279748139841,0.161631597736732
"53",53,0.108741726667602,0.356974125536858,0.218211036903506,0.172266671782992,0.261114055997317,0.254398957791575,0.199653178707739
"54",54,0.0951476343239199,0.284274804727903,0.157028394796438,0.113374260342892,0.117378664818212,0.216073145803975,0.207645907815831
"55",55,NA,NA,NA,NA,NA,NA,NA
"56",56,0.1782461408381,0.205525073424299,0.120656700013204,0.0846245974514004,0.269451556047497,0.206886538433272,0.16686939500844
"57",57,0.139443138659604,0.185281399633012,0.124974623776577,0.172735862249035,0.195205537412309,0.227198068269997,0.136634559588972
"58",58,0.0831567725228985,0.230370767439483,0.0670129523508017,0.145907137107776,0.0454137928194614,0.118402055580189,0.0424869989442698
"59",59,NA,NA,NA,NA,NA,NA,NA
"60",60,0.0948622775129806,0.130263302552613,0.29488595822418,0.11861196106026,0.0952973678852323,0.123248183369728,0.0862386746933266
"61",61,0.265640434751457,0.188648656224999,0.143950113149595,0.328438952562459,0.248651520888309,0.565232555108816,0.387329515363842
"62",62,0.126113688826111,0.0762942178315004,0.0969186494032482,0.106813175330485,0.047695468850214,0.0678647527109293,0.0432213498289041
"63",63,0.237380580422722,0.281750065561369,0.375929593223636,0.325986936434141,0.368441765770752,0.328149689930537,0.323693063818803
"64",64,0.104833900817523,0.275741608793144,0.21480870892201,0.106557488044414,0.164692675967898,0.140246027039243,0.204630396046965
"65",65,0.1796434346707,0.10824337909986,0.156770171518383,0.117693335904929,0.121213273943034,0.322988952264566,0.102141498061524
"66",66,0.0564873250838048,0.19000685691943,0.162964643113501,0.202665283162306,0.168088071483043,0.132203599891271,0.124736140119983
"67",67,0.163810449234643,0.162745721215243,0.120967421764095,0.0838333305503336,0.140944529674923,0.0859293455820117,0.0697879474844934
"68",68,NA,NA,NA,NA,NA,NA,NA
"69",69,0.0350457273876154,0.255122004197785,0.169614642227941,0.0452129233430009,0.167705610509387,0.224303720174158,0.0618466533596637
"70",70,0.244526893336352,0.190719668686641,0.106671069729829,0.228832830019296,0.123322362453977,0.168318040431919,0.120776442275249
"71",71,0.00476277009678698,0.203452381719313,0.0683028130498262,0.0684889435994969,0.215153995537717,0.277955246190727,0.293659579430425
"72",72,0.215797047014294,0.0592632979972013,0.180971315366276,0.109197430976562,0.252193814648652,0.251921247577005,0.123127459790164
"73",73,0.0588533671109683,0.144977183925572,0.134847999330863,0.0761856381100731,0.198969441890334,0.217413762562685,0.183515069346794
"74",74,NA,NA,NA,NA,NA,NA,NA
"75",75,NA,NA,NA,NA,NA,NA,NA
"76",76,0.0410674763074061,0.160846173773796,0.0573018910716765,0.0807240173345846,0.0918360733351494,0.175229414235957,0.107392442799376
"77",77,0.193510269260851,0.127371320961337,0.117744559509754,0.139202308174869,0.126950319284832,0.178031685941597,0.230223058573675
"78",78,0.250167222296303,0.107382520553851,0.0715938897923304,0.251625236814325,0.297851002760183,0.185873703879,0.213658565703332
"79",79,0.162873432836492,0.172010762042734,0.0230512061568857,0.0580211645685634,0.191334430041674,0.137517221833391,0.139115786713638
