"","ID","Joy","Exciteme","Pride","Pleased","Anger","Anxiety","Shame","Sad"
"1",1,0.229313290745716,0.201919636259663,0.193861815682192,0.115883179231771,0.0318545544218563,0.184991149367532,0.0368237575958668,0.125
"2",2,1.37560290652586,1.12767029739594,0.983844229044384,0.43624525916653,0.829440274585581,1.12590171341706,0.677981603827128,0.0838077770780435
"3",3,0.168248663991232,0.174710329320598,0.150210759426463,0.162591726767076,0,0.120291010688976,0.0357352132680373,0
"4",4,0.310385952104461,0.205433769937501,0.103305793348323,0.128932413778472,0.104612978018965,0.194367310948448,0.0931694990624912,0.144337567297406
"5",5,0.205038386321957,0.170055613791999,0.254074713835055,0.135209028292258,0.13108927605007,0.202319234382838,0.163506232878503,0.183180952316157
"6",7,0.157434071726247,0.310392250288343,0.280972304321937,0.206780810215399,0.0937535114099427,0.119120421408971,0.0687581438999345,0.0927294530952063
"7",8,0.203319281471592,0.277864934621592,0.237073493837706,0.27745931500672,0.229146134393967,0.295652857596387,0.146510998807916,0.203865188083683
"8",11,0.124860648440161,0.348996074480565,0.3049529226757,0.0900758815198095,0.0563015400428626,0.127045253116765,0.175557680538847,0.144442755886263
"9",12,0.0910934097453529,0.17977685917734,0.203231441499482,0.164446531363282,0.140260270483885,0.190539806640999,0.109277555178981,0.0938219826761502
"10",13,0.235732095543798,0.266801190165485,0.328603529516445,0.2738144203185,0,0.135297311879724,0.061413381875858,0.0611914455173984
"11",14,0.271358685763012,0.338731695832135,0.207049442066971,0.233559160389479,0.0594514576642729,0.10639765667881,0.180321405362892,0.106499528560778
"12",15,0.315721696885947,0.307241760286841,0.312486687178615,0.291333078709116,0.0490462468771699,0.341630563751574,0.143254988800639,0.0837081593388894
"13",16,0.166610710939894,0.284267357600943,0.341124913044554,0.35081557212317,0.0622865337781777,0.130365059469139,0.0140017183484005,0.0919931776418887
"14",17,0.175457113997474,0.124944775533629,0.0621730358291234,0.260544946556269,0.108723218905742,0.220985246896827,0,0.053195134861888
"15",18,0.329094285136996,0.358141970145107,0.155813717888428,0.195631227287339,0.0925910027788936,0.232759622722726,0.00298647582870442,0.206787360477087
"16",19,0.205890211172083,0.263174671085026,0.201147650066662,0.163440856630837,0,0.0505331140139371,0.0848081843275894,0.0462684587127119
"17",20,0.239613443382097,0.227021750582913,0.193155494885718,0.221070497547242,0.0491181266791426,0.330701365482932,0,0.256024425048938
"18",22,0.257515951149795,3.18606804967842,3.37695101704218,2.06299397114447,0.174188543789231,0.955360374682368,0.189276482736529,0.2015965047246
"19",23,0.189268188320954,0.230309151832021,0.208560491749295,0.180496598231055,0.0975099336628607,0.121456019201149,0.0617518373441409,0.0443564377931375
"20",24,0.224401448502438,0.109191867520818,0.213454160370399,0.207780152400794,0.116306674573135,0.0946160276767671,0.107047186713308,0.00131374760421374
"21",25,0.104902693374548,0.180508500220752,0.382719863867062,0.154018313138465,0.111053378673032,0.0903805084715651,0.104866779674567,0.13864283520921
"22",26,0.227591034942734,0.402157835592855,0.264061160727318,0.270344990280216,0.0938522257465467,0.189659521413173,0.151547568361811,0.148078237230747
"23",27,0.633743117839234,1.16281914367359,1.62468010493244,0.786093920866443,0.940456319921043,0.804699749519414,0,0.108764705725899
"24",28,0.139891277464065,0.180255733324801,0.114681136679747,0.168019498892084,0.00263396819008363,0.045922154702571,0.0156194167707785,0.0753778181729052
"25",29,0.103051654057897,0.133483117904751,0.152293727308612,0.0811382581835464,0.0343571430732195,0.0850745284897779,0.0415879045351148,0
"26",30,0.17470664919648,0.271870829740371,0.0985255618511589,0.18911425969861,0.0524643889101809,0.15165724014926,0.12134837384027,0.12127825823322
"27",31,0.188943530028412,0.337721537717684,0.310021812968317,0.211507733729379,0.0402443598272064,0.0489735740871042,0.123203360607786,0.319595198060485
"28",32,0.961712619536376,0.902001253443406,0.155653676865854,0.762774602989368,0.36410753809703,0.200919982306515,0.128052549862223,0.980821766147931
"29",33,0.105170476998774,0.0140682410605501,0.0155990339802827,0.104016763813744,0.00849903427812358,0.193527958063793,0,0.00849903427812358
"30",34,0.196950757639335,0.288852555506582,0.180116482463641,0.230110273810058,0.0524416483943362,0.170459271874773,0.156586635533256,0.0956267282642154
