"","ID","Talkative","Energetic","Tense","Anxiety","Enthousiastic","Confident","Distracted","Restless","Irritated","Satisfied","Happy","Depressed","Cheerful","Guilty"
"1",150034,0.100401099223857,0.0920589115168511,0.165637844503863,0.205644492402915,0.0840947436055347,0.108437026878506,0.128958335556523,0.195562322117366,0.193099878646373,0.111024013491084,0.0866702242012542,0.192404108892608,0.121785836269003,0.117501311680346
"2",150035,0.233392664312878,0.298680679287009,0.211437438154136,0.0967427242068684,0.307714459634725,0.128278153779503,0.174205624740356,0.180654331181561,0.0684447151825409,0.182907741165645,0.223272920225529,0.0900078140681971,0.204002613773356,0.0583987856349293
"3",150036,0.113542660201751,0.102460103902668,0.0880159445305284,0.130744090092123,0.102299882541408,0.0558818758059721,0.101534944890749,0.13558342967084,0.0681767852149828,0.0697605885003091,0.0835676469258719,0.0784817022695151,0.113359017216,0.0934010567674244
"4",150038,0.148700466758091,0.118487309023539,0.123076515164059,0.210811666365658,0.0858877215886814,0.092292893961081,0.212888560427939,0.139967651597262,0.083269348286921,0.0890219606766603,0.137899359397695,0.178251896411686,0.133118588782434,0.224276734549582
"5",150039,0.164488581233142,0.141982511281161,0.262645880804553,0.186385238388329,0.224539389034528,0.211685772674882,0.17994764064639,0.154603511573788,0.152686547174285,0.168604324864297,0.27708171094408,0.176057249415239,0.231276788751823,0.201970014352611
"6",150040,0.150340274675769,0.136858364379434,0.162910310930699,0.000592348006215757,0.109999207600059,0.0754659824550704,0.126843742101275,0.1238494542084,0.132003706590977,0.1020418491083,0.130956126194662,0.131167646008453,0.086512110447814,0.0494479597190485
"7",150041,0.105054785606353,0.175123653318071,0.17131903314678,0.124906231065412,0.0386766457084421,0.127040092743875,0.15416523787883,0.177186924253265,0.35476797629054,0.0643798962336567,0.0629994811754223,0.179557563690979,0.092321668110516,0.145113127745669
"8",150042,0.25789547335969,0.21476184282041,0.200235521610908,0.166082276981657,0.284245338521335,0.216424174279252,0.226802350404295,0.167218339981352,0.257735775078028,0.214930971808194,0.287162824811245,0.313454471227243,0.292319793532194,0.199424599436094
"9",150043,0.0500354733793639,0.139821544758488,0.00602739180274809,0,0.0774464946923719,0.08487440094605,0.0102747050814452,0.0180591645140805,0.0240506935190655,0.0767374553843002,0.0843621875250897,0.0447047002787147,0.113451125442429,0
"10",150045,0.132419047305817,0.122249760797379,0.0624181450586747,0.0781145485244117,0.0829259267773877,0.106999905433609,0.204707026133964,0.0497590842442839,0.0149552849877698,0.100723034082784,0.151293717237793,0.0951769507763679,0.0867716722542889,0.112753715481106
