"","ID","Angry","Depressed","Anxiety","Sad","Relaxed","Happy"
"1",2,0.0348896002596821,0.0633506450003725,0.05011830803824,0.108753276060561,0.123339730385949,0.081017496843876
"2",3,0.105031873759815,0.0449386026270903,0.0394118028155305,0.0573295817673034,0.169972922885789,0.070432627825451
"3",4,0.258483422990997,0.162507450379077,0.0791647560821109,0.13906257320607,0.123362514992946,0.141531959792884
"4",6,0.158367495688371,0.131894693364147,0.0672456426135182,0.186753807231374,0.17912073385019,0.248740665023681
"5",8,0.0299987189923218,0.0204249966382895,0.0382423794244193,0.0913461649087428,0.183652556569934,0.151561745635585
"6",9,0.225111573078682,0.049885710138274,0.107217276803046,0.266327050276126,0.185008595082191,0.149807975386222
"7",10,0.0721984500661408,0.202615549520593,0.0242306596593281,0.101528205820894,0.20801249041994,0.219564336950393
"8",12,0.0739136830115416,0.129496907978087,0.174770868604092,0.149845980536334,0.149343067555704,0.200251531578883
"9",13,0.0207934668323457,0,0.0245588045825209,0.0357551027242781,0.10713961428993,0.0491128583687518
"10",17,0.0599898441268817,0.139356458817882,0.057519798580082,0.0806878663776935,0.159651865973957,0.118717083803277
"11",20,0.329005891010156,0.230427010814433,0.0754199443352042,0.135987495194494,0.187002204458756,0.194162927459989
"12",23,0.210948442344056,0.109867704835895,0.149109939901669,0.159731835833549,0.20930569707999,0.222353652941527
"13",26,0.109792064394279,0.16061786556533,0.172361433157837,0.130646933004207,0.240240246313302,0.1329115743076
"14",28,0.0478879297176228,0.0790755920158401,0.0477972713377204,0.0933238542461363,0.092357952242594,0.059307355964017
"15",31,0.0924472477188827,0.0728123090762729,0.0476815477683929,0.170034947123986,0.208083695322193,0.262123279178257
"16",34,0.174645568520471,0.178042827850425,0.125819862082553,0.140000475480297,0.262544051126667,0.300212225574481
"17",38,0.142660891403322,0.0616975673813704,0.0761292965852872,0.12315124787854,0.26532967566782,0.215944744111439
"18",39,0.214763576972929,0.0253027236645826,0.0696331182432319,0.090722875353217,0.0937727797658313,0.206498106263527
"19",41,0.130992252621276,0.15714492599612,0.101093848078187,0.188311816624634,0.246874229534134,0.264918662775776
"20",43,0.193356072838463,0.235522258920195,0.213839580965102,0.217220484170922,0.260900143975497,0.219146863177868
"21",46,0.106798619688315,0.0915505433317251,0.0320986674898659,0.0618833029170289,0.347107427906554,0.158534233362766
"22",47,0.244937556956231,0.197115849304793,0.204321780608522,0.283888499061898,0.297157065542801,0.285282175144432
"23",48,0.130335800140272,0.00679740423043279,0.0733588201379159,0.0208015998068274,0.203070352273921,0.0536413308306667
"24",52,0.0628391244671124,0.0605194404441527,0.0348856158586957,0.0746900174804003,0.0899373817983112,0.0599211329139332
"25",57,0.157786076066311,0.149364941068062,0.123792742784494,0.117287332531282,0.227235478108673,0.164608456172041
"26",74,0.062793935677261,0.0631484180903426,0.01626495563414,0.0648720031835877,0.164091091402158,0.112497049830721
"27",82,0.0240999389579699,0.0207768581624858,0.0339478141746399,0.0301822538499951,0.316276089848213,0.087167107850398
"28",84,0.0357134609652948,0.00692546677043879,0.0214267953408384,0.0478361762637255,0.124537845723897,0.103472923748076
"29",90,0.0754782635115663,0.0586486497715497,0.0438565380780136,0.101298420064384,0.179424739689143,0.1237444049142
"30",94,0.0668867188396316,0.0260807112242735,0.0385937642705414,0.0525052929360876,0.212470377869142,0.264364563448511
