"","ID","Anxious","Guilty","Depressed","Confident","Happy","Inspired"
"1",1,0.326198788576696,0.32836235052187,0.224068188425309,0.0425511671275816,0.0984154400965163,0.301684795472236
"2",3,0.062339585401103,0.0523214395602251,0.10826883606788,0.0501265277163206,0.0937633726394693,0.0722118418501544
"3",4,0.218780396730474,0.201468031252825,0.115361433231718,0.14837790628769,0.177999842682107,0.167306675899469
"4",5,0.249190449503376,0.312069100420313,0.252097469061896,0.245773707630804,0.267498279676999,0.210533247376236
"5",7,0.35529311311433,0.120001163687146,0.246670307587741,0.154688887073315,0.355684583502587,0.160459119273424
"6",8,0.160057834160088,0.149501722437491,0.207849264851815,0.127929412410064,0.102236849534761,0.453813017536938
"7",11,0.0974956246619989,0.166755296325191,0.0744217154805696,0.0930956061302014,0.172049605908078,0.0791799128363017
"8",12,0.218620554357898,0.196837403962902,0.175884170952471,0.161294520231525,0.209720815896014,0.0756610372582525
"9",13,0.150172685151705,0.0735574784999856,0.117509013815136,0.138643810247546,0.0940163581009168,0.0786317392631415
"10",14,0.257771062574097,0.131223705585254,0.258193915625166,0.143064245554866,0.123379112895859,0.312881847736732
"11",15,0.356156311075263,0.124125147461356,0.179859035069359,0.133462378449867,0.126887982960218,0.132215754464682
"12",16,0.175080757967403,0.0509994479126769,0.213574047311855,0.200513760659242,0.184238292232446,0.186820844831174
"13",18,0.270004944033193,0.200127548116304,0.269768955712377,0.174008810812973,0.31127507179812,0.133761772455981
"14",20,0.161984234754484,0.173387299549921,0.206745910095014,0.10827620431358,0.152984507307769,0.221229837663423
"15",21,0.246154009728314,0.161235982020169,0.165913943711357,0.160482411823446,0.169284797662932,0.10772000968503
"16",22,0.0401213878200853,0.0683422024805744,0.0544874567552969,0.118343216972837,0.0908204754117833,0.207556650752167
"17",23,0.115224760419065,0.042872917868413,0.095690127069259,0.0421947519850215,0.194825408627348,0.0208433438032204
"18",24,0.0666719984059463,0.0784006196226193,0.0607478079651782,0.078335099103833,0.0988017124400344,0.0811766486777781
"19",25,0.0234155914988769,0.0315472502182037,0.0338255076722816,0.0395129954958847,0.0961448798872098,0.0282405108399101
"20",27,0.226687263129779,0.285290729846116,0.319305800216885,0.23160051761821,0.210148224532928,0.153956902569703
"21",28,0.178566368421201,0.0896641607709424,0.218695779933691,0.100887888138144,0.135343033448688,0.115692688285558
"22",29,0.164786805126249,0.148432483372243,0.199426076884704,0.172329678593064,0.16714043668393,0.208155980293451
"23",30,0.157267014809473,0.237432628106877,0.131562560884746,0.148953530508363,0.151493719575663,0.219347969095709
"24",31,0.120645300106282,0.103661536841483,0.201698444295808,0.0276284635614066,0.0447090267473881,0.093432727174351
"25",32,0.0316912407358647,0.0443577708989436,0.068273695503714,0.0343939201420082,0.0791476100599446,0.0338140061522952
"26",33,0.0591138933605022,0.064768409861431,0.0834632726123507,0.0783841563649384,0.102140346617488,0.105690814803324
"27",34,0.0449251067302675,0.0205521250910318,0.00813932935948714,0.253753379779788,0.029401605475267,0.0506299952105845
"28",35,0.0138927937498223,0.0121433184001021,0.201531781161179,1.35125391153394,0.698424063792911,0.117215761482483
"29",36,0.368231521749232,0.236807652909994,0.413052733119517,0.404323746083068,0.0773817489527285,0.339731668936764
"30",37,0.01172376172407,0.0152504546044756,0.009532220182072,0.00522331019020284,0.0103739997785401,0.010351489389176
"31",38,0.184959208962358,0.19024420802668,0.115004052936015,0.081375539142554,0.0573097225337069,0.0750891996523904
"32",40,0.0600391423187104,0.0702806122817325,0.0662960550621597,0.0741673238184207,0.101553397511312,0.0519885198733108
"33",43,0.466562155517725,0.113287680647813,0.384298663427721,0.0994050979153705,0.112363071982428,0.316030112241319
"34",44,0.28828740038243,0.277115496738277,0.271043722565197,0.375651769253751,0.297943585426753,0.289224927746354
"35",45,0.436337173094077,0.377491026587967,0.403118681341526,0.404048923089209,0.546482156849239,0.431980076800106
"36",46,0.0742821249456754,0.077025271047417,0.0554785177979947,0.0416862494794253,0.0701899968432853,0.0498185177620258
"37",47,0.0140131185262535,0.00723814913943243,0.00681686617129763,0.0144962280313127,0.0114638986561534,0.0131739778909026
