"","ID","Angry","Depressed","Anxiety","Stressed","Relaxed","Happy"
"1",1,0.158781790106804,0.239487687597918,0.217438678896795,0.166860143227298,0.146584473323462,0.207530187178941
"2",2,0.0285711808633453,0,0.0707406770570546,0.039141700848105,0.37442231449083,0.172816211154749
"3",3,0.107651392500218,0.189829347020416,0.199140573961418,0.134123174330792,0.317953081412585,0.129371174905428
"4",4,0.0986717112811608,0.149499892554821,0.266542828000781,0.189591322735451,0.142199958085165,0.129457615143484
"5",5,0.0801103925753675,0.120214478318502,0.248676668699127,0.337778167898102,0.43772417679765,0.360807291409369
"6",6,0.165292379858354,0.063402437527932,0.30425720992899,0.251259391574107,0.141303539937093,0.13546779153495
"7",7,0.0406388770161473,0.00249524039493249,0.122328059773282,0.125194728603433,0.324984631293814,0.182168543818925
"8",8,0.0141121263335782,0.0158931235612486,0.0243128761197451,0.0530104334581474,0.129321692821613,0.100470245822738
"9",9,0.00333075992190789,0.0103038417741808,0.0256784083022894,0.0485714656124616,0.296575240227048,0.120365602760549
"10",10,0.262888201251225,0.304031826851854,0.307114435090923,0.291526946235155,0.233971804486712,0.237357800959806
"11",11,0.101870488345344,0.113132769543909,0.169351100497747,0.181941763731841,0.212673596189682,0.21222152310457
"12",12,0.125671040977672,0.151013017055851,0.105036608155445,0.191399575786047,0.0929766251586588,0.0877462438313517
"13",14,0.0169825608678163,0.00515328765061043,0.083819161765275,0.0324771909469313,0.175319848732067,0.0936881308202147
"14",15,0,0.0226539801343868,0.043307486229331,0.220684800042579,0.0984287009296106,0.0931852909463725
"15",16,0,0,0,0.0204960756169008,0.230653077166828,0.15849116426134
"16",17,0.119227323564856,0.12789375910211,0.310415705194859,0.443086030536528,0.267330309381437,0.175404105593138
"17",18,0.0982192113590272,0.0820804381994668,0.100985707700647,0.112954448777401,0.236908058459584,0.157868147152448
"18",19,0.00451495911805823,0.0060662178462674,0.153733796480832,0.17783415053858,0.31725556793003,0.150264865629529
"19",20,0.113261278038697,0.181393226214702,0.133022860807982,0.123316010484273,0.1650219422918,0.193288125180302
"20",21,0.143971655313106,0.0630335911204039,0.122442216867825,0.102941532595519,0.169729936874962,0.0664033492130068
"21",22,0.0770864254489836,0.068629969097255,0.118263910228229,0.291108308013124,0.187559034212772,0.221174636387527
"22",23,0.232036967165769,0.244826136345356,0.20623883004905,0.180301917810312,0.312076876040972,0.230080334948476
"23",24,0.0153697545203718,0.0679326230422984,0.16109517217765,0.113034899417719,0.240910308601821,0.0597341294854981
"24",25,0.030659730774315,0.0289139846604711,0.13953252260149,0.152381280851036,0.114777689187669,0.176023257128962
"25",26,0.25713962157242,0.359988966401629,0.18596133448727,0.222119098733976,0.2616322451823,0.179164127227006
"26",27,0.331763394701183,0.338967064158044,0.244479724937048,0.308624140852037,0.381977093608972,0.346138566986306
"27",28,0.158820189383097,0.14631416619835,0.160946464660353,0.147410694220917,0.290790166798363,0.157959390967937
"28",29,0.00958788844916065,0.110311905447645,0.122218943153013,0.193790558832983,0.121477022065947,0.224946337536686
"29",30,0.326291571108688,0.231452602672968,0.242362291367701,0.318618742120598,0.240396446615203,0.199477398068616
"30",31,0.0676242925368349,0.0382628079389737,0.133392473213427,0.254687735275613,0.239423430180062,0.168459643408049
"31",32,0.231304408354997,0.184013889022536,0.192230620607286,0.232205392955048,0.192501840167946,0.253840600484629
"32",33,0.119042293965166,0.102253610492065,0.0852357895773881,0.195716295519392,0.163262034757298,0.161703070653927
"33",34,0.184021782503876,0.0884753467106376,0.152376069293523,0.261988553438198,0.348990632371468,0.185322066662116
"34",35,0.128636699365052,0.153752720818739,0.155297163507132,0.204747583885682,0.294913804846764,0.19974514148972
"35",36,0.0604253592549845,0.0713248835425582,0.0368984503877499,0.0310020372191055,0.00236594084220085,0.0103003807092178
"36",37,0.154974537202873,0.105466613749337,0.170091725957986,0.134798806059377,0.137637174013044,0.110330118588997
"37",38,0.113760356323172,0.0749347378944077,0.0869789575257643,0.15627312489559,0.103984291908676,0.100541025920419
"38",39,0.210283315152453,0.204104562259767,0.098265642493861,0.164399542316899,0.183209201505158,0.177597847153845
"39",40,0.0778613822819521,0.257577903126559,0.190636814020913,0.241853229056368,0.26722438314016,0.202013819897126
"40",41,0.091856332512172,0.166525546696424,0.101888709300749,0.0976212771289895,0.0917887679760179,0.0363956832373451
"41",42,0.0749953571780523,0.0491513502742494,0.219257908793361,0.15525037763954,0.12979626521171,0.12622637181907
"42",43,0.224770677901348,0.0463257639989615,0.202964135897542,0.129920683019399,0.159669044172125,0.114204375477156
"43",45,0.029127694393172,0.144894054222183,0.41409013392021,0.359034161728343,0.368906250596064,0.135436640366982
"44",46,0.18419640235279,0.33689012168547,0.359844111658903,0.194125600235819,0.244057577145728,0.11425747418604
"45",47,0.185974860849944,0.150366195363421,0.171647282047243,0.340904391916978,0.287130163920504,0.179684997667041
"46",48,0.238976994280938,0.122130122558654,0.131613785904205,0.140349510456233,0.264404263183125,0.258932691676017
"47",49,0.187761910908125,0.10654232118996,0.0830517731164762,0.195025917386373,0.319028884283129,0.310988905507129
"48",50,0.125774852102666,0.0620847512937842,0.236573612060224,0.215753726822199,0.239540812237119,0.129040969848226
