"","ID","Sad","Angry","Disappointed","Ashamed","Anxious","Stressed","Proud","Happy","Content","Relieved"
"1",100,0.0179894452739465,0.0600594971824936,0.0527677698150586,0.00332113599064049,0.157110268391964,0.085029618004881,0.0521224145111051,0.0838912955176986,0.0708482971976039,0.0899330793673178
"2",101,0.134034034775661,0.0754050445938041,0.15214085444384,0.0947164636046623,0.198237491674954,0.137165154302482,0.136006044733198,0.144596290270674,0.115218596638017,0.103729615184573
"3",102,0.218846245027068,0.219811893155526,0.204130760561709,0.18696584319276,0.183385053442862,0.26524480250822,0.0466304425718681,0.08333859214307,0.0680858819202047,0.253113238179391
"4",103,0.010514385958357,0.0230394586722537,0.0366903939104429,0.0273800545571219,0.0152412310475095,0.0178656794887175,0.0439601845899798,0.0488679878159087,0.0566366825984093,0.022945142508615
"5",105,0.191257888917291,0.219930489378681,0.308206895619884,0.304807468984901,0.204810759898918,0.145935437326385,0.146124486111157,0.168388784138266,0.214425048136476,0.212137238186703
"6",106,0.130607987381993,0.132291207692254,0.159551112851412,0.138662956284182,0.140768617361627,0.139529230802188,0.0816774379924026,0.175601887409732,0.140946418917996,0.140175059970713
"7",108,0.0335646030512988,0.0123834428469925,0.0223314649691895,0.0144101379958471,0.0185981578524226,0.124102177529568,0.0868584704462532,0.0619869535147139,0.081124597291532,0.0537055037496882
"8",109,0.0365705408982502,0.0269087338979249,0.0925944314346624,0.136119268177507,0.0521613098495992,0.0208571894230365,0.0198623211888902,0.0390510374936688,0.0312282965315659,0.0328168042701686
"9",110,0.0479038847525934,0.0272097813450717,0.049555200309965,0.0230534930820804,0.057342764529534,0.0502273511939327,0.095577124463451,0.0885120134210668,0.071472898914788,0.0672286162644125
"10",111,0.0462235124509266,0.0646551159987148,0.13359433372696,0.0534262343470871,0.0486442545719712,0.0544212410082619,0.04428467426614,0.0368955137919699,0.0678809643827629,0.0640615737766317
"11",112,0.0142778621877016,0.0156440151194838,0.0673004871048813,0.0711222627310859,0.0197557324131561,0.0469768337822726,0.0824109733892356,0.0700154766079984,0.0573881043765171,0.0818456496886097
"12",113,0.229844529473344,0.222148246672273,0.213045439942706,0.227795617615852,0.236448035943183,0.215610648395669,0.20747384556943,0.166234061558736,0.218708160870472,0.216018166861721
"13",114,0.125192037632402,0.0457665448985756,0.123178242600481,0.0302205775471062,0.015091859598987,0.0485825321288853,0.177399792140233,0.152416964669252,0.133199288412395,0.175098517884994
"14",115,0.036829676335873,0.0268713193057826,0.0327163451635188,0.0225543268244165,0.0601621548442049,0.0477758059659666,0.0631688398107012,0.0726298304703034,0.0334573770884313,0.0428690484528554
"15",116,0.089407086162961,0.251571251328377,0.25508215584059,0.234844973182647,0.16880294171894,0.262241457772153,0.261144163933782,0.389867210904735,0.239683836395668,0.365863800319019
"16",117,0.0050066247564841,0.00482509193473658,0.00918724237658826,0.00623790014266902,0.0209930007026433,0.0271223006567318,0.117276724059874,0.0950499338431291,0.0883450732614457,0.292042002677991
"17",118,0.0246076429356789,0.0205981377468738,0.00880395402419859,0.0102422634372687,0.062967724237739,0.0640545046855704,0.0487150712418204,0.0680496216242208,0.0435058118533127,0.0534907096852483
"18",119,0.0815354549656655,0.0632801686374157,0.0848658373550437,0.134895993694805,0.115762395220405,0.108334619898716,0.142684980106439,0.141065303276945,0.212367540764006,0.127233868175926
"19",120,0.235481496985913,0.277679655789304,0.244132865298788,0.245334337915424,0.307677101897275,0.32276159437697,0.258337014214967,0.242684461896923,0.245090490389351,0.263194756425177
"20",121,0.0231437428293302,0.0257867633525347,0.0203365430117134,0.0345073254472917,0.0273981077437737,0.021230374562373,0.0872979933300938,0.0747001406125093,0.12868767865053,0.0580773761966478
"21",122,0.0368768434808053,0.0555104340298621,0.0992750511365696,0.0316024488878162,0.0561208082943535,0.0670545158514991,0.060807663384027,0.0671910768977249,0.0403969273518963,0.0482720510126596
"22",123,0.155047102719212,0.205504586641548,0.141624072298769,0.153390460712008,0.195616875808291,0.159331657435813,0.116957023848371,0.206616297962522,0.220890910895314,0.207431309182569
"23",124,0.0297794915176385,0.0232627599198985,0.0479007633464227,0.0266661584274814,0.0439186385117729,0.057364433568661,0.0439053782774039,0.0383622675791759,0.0426494434860647,0.0627518602744027
"24",125,0.0921242544128713,0.0433339782677127,0.169623713379523,0.0495188070976407,0.0732164464009764,0.104275962350498,0.130780709988304,0.0532195475866787,0.0774855274315403,0.0937903339267376
