"","ID","Sad","Anxious","Angry"
"1",102,0.0529886818564697,0.0988783109463797,0.0407189767430175
"2",103,0.0526143273830536,0.172939253360432,0.0505913604981815
"3",104,0.134727044375704,0.128813041204838,0.135421292244902
"4",105,0.0444742455859244,0.0885722276938501,0.0235682929195946
"5",106,0.138671555432746,0.123233869495025,0.169183529956939
"6",107,0.0722916781502506,0.114209569158589,0.024430602158588
"7",108,0.226661282854847,0.244226885286458,0.208057780606321
"8",110,0.0558319656834693,0.167480421380152,0.0372621891652117
"9",111,0.0416259759999687,0.0559662094905439,0.0731868775833654
"10",112,0.322113170021428,0.256102713975982,0.257543592560757
"11",113,0.00697362938821713,0.0400656189479161,0.014389458564321
"12",115,0.229513014266617,0.182641109194099,0.255724504752808
"13",116,0.0785088936655533,0.178430086310549,0.0984384246210265
"14",117,0.00557537517161107,0.030694317363452,0.0115078555140512
"15",118,0.027362244044086,0.0610097689931375,0.0341906534143286
"16",119,0.0326651901780174,0.229850243927336,0.05868812327362
"17",120,0.18832141060361,0.251005515133822,0.219665638816538
"18",121,0.215501525461256,0.134183347641773,0.348113404029131
"19",122,0.105804699180297,0.225909980809703,0.147158610566106
"20",123,0.0882323398258281,0.225142276495311,0.0315661413623517
"21",124,0.0587116688110685,0.192217809004653,0.174229355470404
"22",126,0.216204286061452,0.228598535023748,0.207799086048853
"23",127,0.0791200278593295,0.0781972578559283,0.0598827311000333
"24",130,0.00952144452477724,0.0200029050037497,0.0153210254797432
"25",131,0.126724041047525,0.202501166214619,0.0225923885972706
"26",132,0.0864861583725935,0.0703622594081455,0.0624178559606619
"27",134,0.0924403447306017,0.167442205646327,0.0554865524264564
"28",135,0.239384684540228,0.18332307853477,0.292362351613754
"29",136,0.0749316632841216,0.105461442051116,0.0180193091856415
"30",137,0.0764502519855486,0.0692848591121536,0.187124806915571
"31",138,0.175309087214546,0.126010823260169,0.214601654965638
"32",139,0.375308108793815,0.0376882152324733,0.372484698230597
"33",140,0.0792013352969286,0.141396441910468,0.112964322339384
"34",141,0.0967021210213638,0.216212599576116,0.155398695224569
"35",142,0.0268007544532164,0.0352085540555491,0.022999823600177
"36",143,0.064050610693362,0.119624006738639,0.0548130522835433
"37",144,0.0435848398219717,0.126138082087304,0.184508664449164
"38",145,0.0799366841685308,0.112233111549538,0.0991298418729979
"39",146,0.0957625785309645,0.10932793704856,0.0658918307108753
"40",150,0.053606424647674,0.0647815237148771,0.0648925454829316
"41",152,0.0626217138380654,0.172606336416315,0.0830256425785909
"42",153,0.16332659635565,0.196121696470493,0.143349080876364
"43",156,0.0747846670278145,0.163267888021696,0.0545336193524955
"44",158,0.0717334205383038,0.0386269290117486,0.191821147681517
"45",159,0.0962251119727986,0.0861359538359273,0.0975830618871716
"46",162,0.00555262363690805,0.0069798330446709,0.0191624599647086
"47",163,0.214242464672904,0.248356584086573,0.116885497059686
"48",164,0.0908809347112281,0.118668694100338,0.0796852067746143
"49",165,0.112689302034229,0.0956685180916362,0.174818986554696
"50",166,0.20099421126482,0.0807931641429012,0.0738027367930801
"51",168,0.112894657991383,0.139622541183713,0.0163698097705574
"52",169,0.0786935615600772,0.159973859020522,0.0577203920557985
"53",170,0.145835610378949,0.169693942062136,0.123879835462755
"54",171,0.02499941387745,0.2133476419378,0.034424465957631
"55",172,0.186196526777246,0.132963660717523,0.17273083826662
"56",173,0.0927625467703308,0.208606418432843,0.0996240271205907
"57",175,0.0324136002229744,0.0290900136017655,0.00645358283657266
"58",176,0.0745040777056495,0.0719163052011249,0.0973036149884115
"59",178,0.103466555261561,0.169117254175827,0.0767753696416916
"60",179,0.144750929555321,0.122342143549128,0.00796988438649443
"61",180,0.0809423877795309,0.106157190552527,0.0878776191564392
"62",181,0.0707402025044508,0.0963801988537508,0.0743397497999718
"63",182,0.141213420481694,0.271603766072037,0.0352508665625563
"64",183,0.192466211753322,0.211829895991902,0.156200974756805
"65",184,0.089227950272011,0.0881070494244563,0.14137023000612
"66",185,0.144636848188178,0.0960431757783942,0.109050495872389
"67",186,0.000615607761932158,0.00308672051151138,0.00797661292881439
"68",187,0.31638713425327,0.42645931967443,0.201565079774382
"69",188,0.0239337139816428,0.112068809837183,0.0610305366894346
"70",189,0.0310947118238669,0.0692664564014202,0.0974530278786431
"71",190,0.166623220414417,0.219600082335781,0.193126045459416
"72",191,0.0898614284557588,0.064804557777589,0.0930141380540266
