"","ID","Happy","Excited","Relaxed","Satisfied","Angry","Anxious","Depressed","Sad"
"1",1,0.146226521704328,0.262389459436964,0.228272893996526,0.183261786571,0.212899399588857,0.232366643675451,0.218285966286945,0.233517327417002
"2",2,0.144281084183841,0.193206854577383,0.158271577902772,0.164854355860683,0.150102602394249,0.0846278957827167,0.215093130822424,0.11752806312156
"3",3,0.0627105154339045,0.0385431749029726,0.0829254780271536,0.0800005222668163,0.168250189229852,0.109878279434726,0.176747301149812,0.162998632897997
"4",4,0.0999907955042502,0.107936283063587,0.109847288845349,0.132646617004847,0.158879473532517,0.128882913514738,0.112915391506772,0.102376260718615
"5",6,0.131819785256723,0.160230406259265,0.172600654755373,0.176992617483881,0.0456324796302678,0.0324153041370261,0.109786977878638,0.0429551157019997
"6",7,0.201893144254697,0.178444733021476,0.197949237328222,0.18385638967093,0.241917963154533,0.240469190046292,0.266403181232792,0.292641245088373
"7",8,0.0563339197385735,0.0766873874743634,0.111299616434434,0.118712631687762,0.162317234692011,0.149569578618432,0.14447053988188,0.146925551203098
"8",10,0.0988881323460701,0.100667745167289,0.128974495030891,0.108980765583451,0.0475790600369397,0.0637912125494384,0.133593557814237,0.0974471081165461
"9",11,0.0905988267860305,0.249052618457084,0.170184298693103,0.165602986506567,0.126773986981089,0.180482085081783,0.227830471272064,0.232431383594777
"10",12,0.187892713089896,0.185887363348461,0.191923899743138,0.170086156848804,0.160288922619497,0.358699154420166,0.18718825407639,0.121608964422595
"11",13,0.0551724649729708,0.0920655549265722,0.0852333462529303,0.0813155144365385,0.0582530828343971,0.165006617307472,0.0427936720401158,0.0877768514650457
"12",14,0.191587650859402,0.250246452715299,0.265394956016472,0.251879842732624,0.15969697982278,0.0205638427685872,0.100049490620504,0.135032796927056
"13",15,0.159871032913089,0.200589865941401,0.187204287773376,0.236738968496573,0.133487047243925,0.0498376076014664,0.0459326984428912,0.0684071061645491
"14",18,0.131446108497801,0.177698489192584,0.129982960413706,0.140971911127418,0.163639798868616,0.13004222980311,0.168158263584487,0.0318152233047475
"15",19,0.0934722003367281,0.106746833428422,0.0869560688548445,0.088853358164055,0.0987064894013774,0.0727143693152419,0.102272831650231,0.0724077645600926
"16",21,0.138961429172436,0.209576078153493,0.095406473143391,0.116158760671207,0.135395192981488,0.068743710008962,0.163233470249692,0.0845097798208171
"17",22,0.102608664897665,0.126019753289727,0.140366662829792,0.120702631564368,0.040748636631878,0.0418450405337459,0.0626015126375445,0.0364261956405352
"18",23,0.128230589590517,0.0590467702143562,0.0835097628746462,0.172745132203644,0.329075651315278,0.0824611801316559,0.230275217460652,0.065177833323829
"19",24,0.0921189735873301,0.105178503116672,0.134153612655925,0.1034272213301,0.0212603657148774,0.0297143770868353,0.0645718182534551,0.0897352498710697
"20",25,0.0438316848567164,0.0935085683338626,0.105326413012213,0.0462940681801241,0.0448911177983314,0.151788105256298,0.0123230445075975,0.0392284787985497
"21",26,0.125233408989539,0.0577073598167565,0.166996702409113,0.125201705860787,0.040131408917327,0.0188130495703227,0.0909469876744313,0.0421275710579194
"22",27,0.144424997422866,0.172003885273843,0.108389642511532,0.142808448586382,0.0590566124864325,0.0329538569518455,0.0704558377038621,0.0556843598349808
"23",28,0.125721873258527,0.0943243654387871,0.147725489800893,0.124621742289186,0.069663957093297,0.0703876491821226,0.18903225410295,0.0859495840736952
"24",29,0.149108142092688,0.142193732007488,0.13810395078956,0.150168470774146,0.0370720041355611,0.0343651043819504,0.122267186175835,0.0895554379132748
"25",30,0.103102747064673,0.073970560081102,0.118897284475439,0.0959065461267287,0.0644486953307995,0.0252620652752074,0.0415314092129403,0.0295490159208668
"26",31,0.0955802353694906,0.225479652338949,0.124794010005735,0.133733323979753,0.206735817032144,0.224285687948969,0.226957437768956,0.210556749333129
"27",32,0.156361024248038,0.162835615075577,0.230240646183504,0.181428453844366,0.336312533963886,0.153493878401778,0.17048026611124,0.154635816160129
"28",33,0.197771195291119,0.17651430719854,0.244826957546919,0.240074502187658,0.140381937587976,0.105282252219878,0.12938298230448,0.13543213602633
"29",34,0.22382595895272,0.207168027068584,0.279863118165823,0.271066274258811,0.161935105313168,0.0660997194724475,0.142098568406841,0.236223231617267
"30",35,0.142682094325848,0.204785972474274,0.206986347934332,0.156361825972453,0.0905711063252602,0.056075421434178,0.0848828188093322,0.0313028767943469
"31",36,0.158398004574187,0.175923370385289,0.200352683631715,0.168012597718315,0.111486149823831,0.152343782692231,0.153080754660286,0.0893798166909748
"32",37,0.138355762471268,0.0968106484442698,0.214657569348537,0.141095030984381,0.0919367044793242,0.0796947155668523,0.121327457881508,0.121275475505712
"33",39,0.092351671509626,0.181443384205615,0.177023654451675,0.128859154773432,0.0623071705783441,0.129858712456341,0.200055807291772,0.0642143472755299
"34",40,0.118526065827884,0.178621414964273,0.163772036426498,0.0909858400588243,0.187551879705322,0.036872740471649,0.144326008966597,0.148869229139992
"35",41,0.084347216674332,0.143174687623414,0.112918208079657,0.100141681168625,0.0365889045733246,0.027598502425443,0.124840911362146,0.009688945390306
"36",43,0.131914512662469,0.0913300436973588,0.118651326033659,0.138968281673367,0.181863937056789,0.102903702571765,0.0849467497852921,0.129619732756824
"37",46,0.162358707814753,0.0978604831704401,0.194567353451816,0.187895956404814,0.0901142158203624,0.124260203965609,0.137356676692052,0.0556700072184023
"38",47,0.176097266843493,0.112125566526199,0.160342773161923,0.165686110088027,0.116920266298405,0.151957850591215,0.174845895656968,0.163856934525213
"39",48,0.0842929773995947,0.15165818522235,0.087605790648061,0.138642182089106,0.065219039453744,0.0665350272972163,0.107341821004161,0.0409119382706449
"40",50,0.0834600875839114,0.143221605782129,0.119292641714102,0.111991166562235,0.0268021473008067,0.0198814146571781,0.0331634607710413,0.0402997144074097
"41",51,0.153503928343764,0.225679015027126,0.233794978062299,0.1979249224764,0.111926502284391,0.0486529603885309,0.221191158884472,0.0248440758048419
"42",52,0.145514580814889,0.146237662747954,0.13137322577682,0.181429643589425,0.24540788407847,0.259905352635359,0.205226275853054,0.152376967951803
"43",53,0.109141995816554,0.16286428255947,0.193607552796919,0.119156021795794,0.220606199871638,0.087266774851444,0.178824133287409,0.115892731423053
"44",55,0.211994107451101,0.146795444861831,0.176813491602042,0.156109373061074,0.121260616595151,0.111046965971382,0.218081687912373,0.161153811609673
"45",56,0.139701881403004,0.223955947910031,0.193973198918284,0.168253485515702,0.0854331710104792,0.0277537634223535,0.0399461314774366,0.0315824104696351
"46",57,0.0803113579504024,0.125127177798888,0.11976740002152,0.14716831784619,0.108619995933904,0.0178412482726124,0.0435675173239673,0.0370913229862246
"47",58,0.245330020044138,0.279926161504185,0.201946030466739,0.312196409404537,0.156044747820869,0.188340142046924,0.450179205225694,0.19323414314955
"48",60,0.0804482052868569,0.111351483988648,0.131194911325408,0.157422976515354,0.0541736398809005,0.0959669103126794,0.148518879705198,0.0850134807808652
"49",61,0.103667596110798,0.155526929766069,0.144468723409715,0.191463400136946,0.122019976489125,0.141586351452497,0.124759462492119,0.113428153089648
"50",62,0.122971699922106,0.152483163648084,0.0934725567786278,0.146320255396185,0.0475420842719692,0.0236336977153471,0.102301318392517,0.0213539349307119
"51",63,0.205505571694557,0.28511493078884,0.257474348857275,0.276774034244372,0.0862857767624059,0.053946551678545,0.145432227808994,0.178470670243914
"52",64,0.111165905177157,0.197532388361764,0.235680895315062,0.141986507781553,0.0483906160769202,0.0230100705695226,0.22010970261178,0.0335274663615234
"53",66,0.0879195250860949,0.133687206543529,0.146750693879675,0.114049561713045,0.0602128547718005,0.043796546936544,0.140575474151606,0.0361961497987951
"54",67,0.0622214892965938,0.114034466196013,0.152886628723723,0.127096249776123,0.111419598780108,0.0885951109445175,0.117148577552753,0.14785606847992
"55",68,0.0765729743376143,0.0848930519367527,0.0853610363277335,0.0818704410665882,0.0760619498725123,0.0704150231816908,0.112683867044836,0.0925520715430535
"56",70,0.0737285263783825,0.157387324634625,0.0802471741416491,0.063591854957842,0.0303094753598124,0.147679111834702,0.0624052862092878,0.0208782363104891
"57",71,0.157100969893996,0.230526211373365,0.176752736003928,0.153112116614695,0.202882782997373,0.261222993766521,0.222063548172977,0.114177116026577
"58",72,0.14783898277975,0.119556556014107,0.163209011841729,0.134967797458248,0.161490299723318,0.0628186639839681,0.166871764991075,0.153994197301181
"59",74,0.160258404486982,0.190194736329404,0.277639818042082,0.208943754770904,0.292715973501657,0.237678352012437,0.266317759547065,0.211465717165297
"60",79,0.0459907915852013,0.0563674467654345,0.134485277665965,0.104349021774341,0.0661007376941134,0.0486002298011078,0.0849195641243306,0.130490033033959
"61",80,0.306798672331857,0.099566949168589,0.141457648768099,0.15712475611777,0.0752596410498358,0.0650601780074957,0.169833349616151,0.0952537031872272
"62",81,0.0365462254961728,0.0798879539373513,0.107649661059419,0.135103276171959,0.0294285787548431,0.246420780068604,0.0681674973849602,0.0622360400019888
"63",84,0.146247032502917,0.179939103748747,0.165421178493309,0.133901547671785,0.24320578899541,0.209331430730443,0.14304570029566,0.18226331107867
"64",86,0.0440742926835374,0.123081913880363,0.149246887733339,0.0773949355739237,0.0705582108084448,0.0644323804763252,0.110565700205934,0.0704123433389035
"65",87,0.131943910036618,0.113295346105903,0.134535190319156,0.11233911440964,0.140920134871019,0.0727690441024445,0.120503147249004,0.122444130814716
"66",88,0.215156419928178,0.20358884439985,0.208255687697773,0.223274481092688,0.249874913838032,0.202270978866861,0.238357348583904,0.234471645515024
"67",93,0.180781726134626,0.155289832461655,0.21297461843863,0.212667447033962,0.0893667725305357,0.189562602449432,0.211155112954461,0.192895269984388
"68",94,0.0999006077531228,0.17245056252903,0.129900629801963,0.141489022192823,0.146930404432246,0.0590421113917122,0.0818558169168791,0.122871496639329
"69",95,0.218281789533737,0.206155111707729,0.208663340331126,0.201697464946023,0.199084629033347,0.11006731945277,0.198744056862932,0.0737379954819236
"70",96,0.0722706669683262,0.177080948999917,0.165632608071899,0.217056222208314,0.0449496085088117,0.00846760072504438,0.0356074197389195,0.0233161278360963
"71",97,0.221679276391062,0.16786929845421,0.176425813479031,0.248392494551782,0.293551891360156,0.263200147148267,0.251004173417927,0.263552472778746
"72",99,0.102593290084416,0.185677425236335,0.208035072478679,0.214929936862621,0.205273064519322,0.0381211735630122,0.145705832939533,0.264381142620626
"73",100,0.11161190707127,0.136304320706351,0.153147710651827,0.173404234243527,0.0651503721603529,0.0366741948989297,0.15864787599692,0.0228591031625949
"74",101,0.0669596539955244,0.088545213596024,0.252982700198739,0.119586223144491,0.0376542218343353,0.0644560610778416,0.0640795654553252,0.0606401422102487
"75",102,0.0972767135396455,0.127541948582464,0.117472603956636,0.100330046629192,0.0384225110949714,0.133948143641646,0.0573120702443619,0.121334666179682
"76",103,0.228032171052595,0.146699609398163,0.129748155482523,0.169723071150563,0.0969421407852367,0.0596637400939868,0.120010202636677,0.0321280152190199
"77",104,0.10366577882756,0.133423806636377,0.120319060533884,0.186033977463132,0.107604899079226,0.140462407682907,0.162762985609135,0.152035355722418
"78",105,0.201794220684408,0.168159554532287,0.279904523763488,0.179025722200227,0.0625634570841271,0.0617531130947288,0.157508807719609,0.0333281555430388
"79",106,0.0668850170358641,0.086052806756344,0.0961103578319278,0.0916074957873142,0.0791383271299503,0.142609230743019,0.114468987788102,0.0940571887921774
"80",107,0.109804043832258,0.110682203639945,0.109363249486221,0.121851337887033,0.131863048665046,0.146635507069832,0.135392144337503,0.132775238338087
"81",108,0.120248418727982,0.144877767990483,0.101888851611933,0.127811773210304,0.123813986371772,0.0862158274269777,0.123023374544523,0.124050046362901
"82",109,0.0299999276697102,0.287830152051768,0.122844888326949,0.0552963411102831,0.0306895088585428,0.00819569267104786,0.0241744482811994,0.0738497389875188
"83",110,0.159248470904335,0.182226220322786,0.185218737124075,0.196162524327263,0.189578158185367,0.18038679156796,0.149468790705813,0.168246137327699
"84",111,0.111911347152763,0.102253134743122,0.141457037467976,0.134215013610665,0.121055279081438,0.0988885370200883,0.0935335170171093,0.0976460922169153
"85",112,0.164126152004055,0.226020910855093,0.215452814857102,0.169465731567493,0.162975871701386,0.114699354792183,0.102485878087962,0.0728478122712065
"86",113,0.0852997788431763,0.204225881794836,0.12355497017554,0.0930711702946315,0.0343439594974865,0.0360950826002278,0.0397451278369044,0.0371610464038243
"87",114,0.0489164372800992,0.125723229170213,0.0980370550809351,0.0661094750036281,0.103372073920177,0.0109616394330403,0.0133926915379634,0.101450038946581
"88",115,0.049648280584643,0.0700075986612539,0.102045519498491,0.0842296501259792,0.0448127186410552,0.0346815093169757,0.133303423757292,0.0801388549237534
"89",116,0.169886850183405,0.125520203917611,0.173073481532478,0.193063991632187,0.174917196244091,0.160815317224226,0.216554863710909,0.183734773170528
"90",117,0.180239315546606,0.230443024234552,0.237194545944647,0.163670062373622,0.0912589183022792,0.0161076937985531,0.192205580056473,0.165089405983907
"91",118,0.130293792368728,0.244142858398677,0.229772396650073,0.208562624932601,0.156048219331589,0.155543430339381,0.189164818156421,0.227530699638287
"92",119,0.154709046710442,0.111898822497204,0.189575309325605,0.150434837019208,0.0343676992903137,0.0127857447349255,0.185176356787548,0.0319583390898386
"93",120,0.0881175386749964,0.0924414498033874,0.088283581800863,0.0954768312262279,0.0655368244631052,0.0468384371378232,0.0631767246699982,0.0870410388091409
"94",121,0.108392918608908,0.226430123867875,0.194925061953024,0.180556909838223,0.102401078200871,0.032196642587444,0.0585018295546132,0.0329186705243297
"95",122,0.0642025960253613,0.08114405494678,0.0697421187118543,0.127297476766336,0.173326373369958,0.149061757901247,0.114650553319008,0.142868451811466
"96",123,0.109965225465428,0.136168436656075,0.071044318986533,0.129600588138925,0.0476331086853373,0.0117421225622048,0.0646508006708267,0.0113462093041709
"97",124,0.192902662932426,0.210051043697869,0.257372898483038,0.238842729747557,0.190362230603784,0.284825266149524,0.219461882595989,0.154359389359135
"98",125,0.165430188939689,0.209819497604683,0.270038413890548,0.245321776693074,0.203457474179832,0.173819791966683,0.195547231442546,0.19931525015018
"99",126,0.0928978223230194,0.208254087930943,0.189777941949655,0.14072375670181,0.0338267169090046,0.0160061399156037,0.0624763921994574,0.0191202696802635
"100",127,0.252346556511813,0.232349441630885,0.304181673419395,0.24298411789192,0.427218544378864,0.202404675124559,0.255477821254471,0.49656035204424
"101",128,0.0727527115993975,0.144392610198514,0.142197866881595,0.153935413245319,0.183215359215719,0.235569016143478,0.233016690433048,0.0431058211330243
"102",129,0.0840601385978317,0.158431585446327,0.135604370366812,0.0994457546736289,0.0236845550107193,0.0122424944525249,0.0599701086207473,0.0522440224228357
"103",130,0.117011290769153,0.175541191244687,0.204735379597726,0.198472637798947,0.0426319836254475,0.0243616583088126,0.0808244641935036,0.0867707628106836
"104",131,0.0551959279532173,0.0527456336904131,0.0599443190238526,0.0877135552467451,0.102385008058252,0.0926397814464402,0.0754274187761021,0.108111816489995
"105",132,0.104514433801761,0.137308688339374,0.127469776519316,0.140884383545182,0.0917155101712363,0.0871522367288706,0.17911410444338,0.105009666116244
"106",133,0.0784266887481593,0.107956258056206,0.103204474894342,0.0493406677024891,0.103754546209121,0.0721403223515449,0.108840034664767,0.106915769425965
"107",134,0.0761226404876946,0.0767246450587923,0.0927920071617028,0.0981958834814052,0.134012231311522,0.0982102533549669,0.0913835796425802,0.0871410441844598
"108",135,0.164842297670157,0.19160044959146,0.233359406195579,0.176120772836953,0.326735426106122,0.154133631204301,0.180486272820088,0.102735729055867
"109",137,0.159520578298172,0.179219200253407,0.232309424245752,0.195076335241037,0.0398920922157285,0.0840749494719964,0.130966010244059,0.0590122935410276
"110",138,0.182154590690042,0.129174924587984,0.165941711245711,0.12616353860797,0.067741741379735,0.0404342728486935,0.0964829409993496,0.0424533078662749
"111",139,0.101464544580134,0.195901746748972,0.209517708743205,0.199639151992468,0.175203660935103,0.0636943458917011,0.0430461261389079,0.0471980697356624
"112",140,0.0614405596086607,0.123776500916788,0.0707397450509113,0.0857727020747621,0.081247260117713,0.0108867663229523,0.0438389830913919,0.0058287957123334
"113",141,0.0634160577569557,0.072695534839089,0.0653123637809192,0.0721265021721535,0.0223785346766108,0.155474535133722,0.0393293876236072,0.01862981775057
"114",143,0.0364048569863697,0.0267827192312352,0.038928421648831,0.0366963528465728,0.0400150913993889,0.0314921589060303,0.0319727342793568,0.052589481388937
"115",145,0.0698778878789258,0.18338312713726,0.0753502153338201,0.160855212725023,0.0459075538718971,0.00233474011415988,0.0642699839303906,0.00542186040585885
"116",146,0.124022340299609,0.12762679331833,0.0726568848955946,0.129708172019929,0.115683456077912,0.119863151097251,0.169020603605638,0.151635078667169
"117",147,0.0992289386360654,0.0587224446212567,0.170541296825335,0.196916534597313,0.201318527450325,0.114735558011436,0.136420314695458,0.0721782797193316
"118",148,0.234079246537202,0.0587380423042788,0.146391034019669,0.272161437365261,0.0885959343568544,0.0200890218189019,0.123184911972925,0.0647501558936849
"119",152,0.128445380855893,0.0306742892233303,0.08036015863565,0.119027207846081,0.0854667641861827,0.0295239987657357,0.0194659751436747,0.0630126937176964
"120",154,0.153552951583231,0.180308644073998,0.191480436966673,0.218097811280203,0.135353809400259,0.109943282873576,0.211703884875915,0.168921537231681
"121",156,0.124265279796785,0.134624650279072,0.13328909002339,0.131403472736405,0.167614882241862,0.0254814810626596,0.117471681777247,0.0360659071749053
"122",159,0.0963060544234097,0.133994211820364,0.10236497827627,0.118091481646343,0.189619026303399,0.15956189547028,0.155694285270856,0.164962825897845
"123",161,0.0403223712727222,0.318359383792242,0.294443672472273,0.26434786879013,0.185620376878666,0.260379445704662,0.29441133014197,0.0693146374119562
"124",163,0.099308448384045,0.204781664388547,0.19952535833252,0.158830911750021,0.26464986855123,0.0651658949579907,0.214874197623611,0.0923007934225237
"125",164,0.123994650469242,0.310060723394219,0.290058599668354,0.25656419569272,0.1843794822328,0.241747360538985,0.159602064641834,0.232991743049403
